Gene = Triap1
index = 1140
Annotated 5SS: [193]
Annotated 3SS: [1449]
SMsplice 5SS: [193]
SMsplice 3SS: [1449]
top_k =  1000
Partition function (log Z): -6.940855938196691

Sorted 5' Splice Sites (High to Low Probability):
Position 193: 0.8542220991549526
Position 1564: 0.48032136256766617
Position 1792: 0.14182033253505488
Position 87: 0.0711770869614854
Position 291: 0.06303330966209218
Position 862: 0.03051805344493385
Position 1559: 0.030266757325563082
Position 1336: 0.013640919550660444
Position 943: 0.011111309505698122
Position 183: 0.009818428477662705
Position 1800: 0.009700968311042137
Position 1036: 0.00813963657386076
Position 1787: 0.006564980881389313
Position 1752: 0.005548455234516072
Position 1133: 0.0034884744159065944
Position 111: 0.0033411381391178765
Position 1630: 0.0033278089202265324
Position 648: 0.0029712788838658533
Position 496: 0.002588172337335473
Position 805: 0.0022340548187717133
Position 259: 0.0013103853062088244
Position 2196: 0.0010696653367319592
Position 1733: 0.000989435798264164
Position 2160: 0.0007639162834084187
Position 1841: 0.000751150414775548
Position 1773: 0.000724586239899883
Position 310: 0.0006308897531650915
Position 1584: 0.0006037791717379567
Position 414: 0.000595116047084534
Position 1874: 0.0003653661636556526
Position 2039: 0.00030637566534488445
Position 1242: 0.00029764046979094633
Position 1046: 0.0002502184570271021
Position 1739: 0.00019045064087140482
Position 197: 0.00018987637945901402
Position 123: 0.0001276556345489983
Position 1356: 0.00012352753826505017
Position 642: 0.0001226314965379023
Position 1015: 0.00010500146154104909
Position 96: 8.473272295283035e-05
Position 318: 5.6162478778488984e-05
Position 1597: 4.236540425893063e-05
Position 661: 4.0215447189932586e-05
Position 936: 3.791061259007739e-05
Position 55: 3.531379004859469e-05
Position 368: 3.523860571470725e-05
Position 381: 3.518294215559925e-05
Position 580: 3.025590387080312e-05
Position 535: 2.8999198302621182e-05
Position 878: 2.2919293737385115e-05
Position 1623: 2.002411040750311e-05
Position 153: 1.819370326272506e-05
Position 1320: 1.6509376099563196e-05
Position 599: 1.4835660903858785e-05
Position 933: 1.4575442534453974e-05
Position 1351: 1.4551859318631762e-05
Position 1167: 1.3397797632469846e-05
Position 187: 1.1303658585337583e-05
Position 1163: 1.0323233447261943e-05
Position 1366: 1.0237512145699455e-05
Position 559: 8.550761116396602e-06
Position 1299: 7.109927334006472e-06
Position 1376: 5.936742662378281e-06
Position 1065: 5.435063142633794e-06
Position 1246: 5.373360038691083e-06
Position 362: 5.081033613770463e-06
Position 432: 4.647469615797694e-06
Position 628: 4.183235239009359e-06
Position 1317: 4.074752179861865e-06
Position 890: 3.4590812895477362e-06
Position 325: 3.385725077544732e-06
Position 561: 3.3045919928502685e-06
Position 1204: 3.011415446602704e-06
Position 756: 2.5372312271145027e-06
Position 1180: 2.0545840077205585e-06
Position 567: 1.9841056683306503e-06
Position 1135: 1.8238366704619248e-06
Position 802: 1.7722231214124899e-06
Position 16: 3.4167007717321493e-07
Position 1996: 3.393254978151497e-07
Position 1987: 2.9129556066500854e-07
Position 22: 2.742297490519244e-07
Position 671: 8.896237048610321e-08
Position 655: 4.9851566225905026e-08
Position 1707: 3.867977264869569e-08
Position 742: 3.410535967773453e-08
Position 328: 7.909232633588027e-09
Position 400: 4.616094955699236e-09
Position 487: 2.939078296696518e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 1449: 0.7753632340705463
Position 1650: 0.41369331042179136
Position 1897: 0.2957705691081787
Position 2115: 0.06828528888408239
Position 827: 0.04212792263258297
Position 1669: 0.03612116057345031
Position 1002: 0.011227547242902352
Position 1223: 0.01101150200313503
Position 1453: 0.010678734982236072
Position 1194: 0.009436062241433167
Position 939: 0.008924464608505933
Position 1715: 0.007976967322154728
Position 218: 0.0059836526046881024
Position 438: 0.005278359995853176
Position 1698: 0.005210490043743287
Position 183: 0.005075347273193052
Position 2159: 0.0044171406516879015
Position 2285: 0.004078614687826554
Position 1960: 0.003093595455305248
Position 255: 0.0028920295557113653
Position 1763: 0.0027426294896698996
Position 2057: 0.0026782742915888664
Position 854: 0.0022505418360177294
Position 2045: 0.0021532615441632492
Position 739: 0.0020317013061563363
Position 2066: 0.0019916885173025807
Position 494: 0.0017523903158992206
Position 1483: 0.0016874960023922643
Position 180: 0.001557463012656101
Position 1588: 0.0015014255373047706
Position 308: 0.0011175814705160119
Position 2038: 0.0010760958233215613
Position 1804: 0.0010435768878715034
Position 1112: 0.0010353196324574335
Position 192: 0.0010009729875310586
Position 482: 0.0009838620447276737
Position 1629: 0.0008963123917507266
Position 221: 0.0006067756055607783
Position 542: 0.0005560680016739343
Position 413: 0.00047060310433392805
Position 1297: 0.0004695833570969292
Position 1149: 0.0004545424596616035
Position 1552: 0.0003925094717970677
Position 846: 0.00035441413216710793
Position 1428: 0.00034249321434146437
Position 770: 0.0003340699375017433
Position 1256: 0.000301895366669543
Position 875: 0.0002989972494056586
Position 1347: 0.000285489599955665
Position 2012: 0.00027309464140729374
Position 1005: 0.00026156721537977016
Position 1470: 0.00023810841180210612
Position 578: 0.0002354391200362027
Position 959: 0.00022849161865922128
Position 1811: 0.00021333556856791024
Position 1723: 0.00020893136412932861
Position 1912: 0.0001894493190326436
Position 1620: 0.000186257896309085
Position 1593: 0.00017690036752436269
Position 1132: 0.00017468407840865493
Position 742: 0.0001688362983261199
Position 458: 0.00016393429896480606
Position 2008: 0.0001422871392598218
Position 943: 0.00013005897279306242
Position 1163: 0.00012959511234233897
Position 452: 0.00011793755808726506
Position 1515: 0.00011224027136320466
Position 506: 0.0001101921460080257
Position 1461: 0.00010642960363141537
Position 668: 9.451444631460532e-05
Position 752: 8.622423823524424e-05
Position 777: 8.134073183287641e-05
Position 642: 7.604526599123061e-05
Position 1045: 7.520711044007416e-05
Position 830: 6.67767041784284e-05
Position 371: 6.297237463475745e-05
Position 1306: 5.773143431581845e-05
Position 1082: 5.725810023313555e-05
