Gene = Vgf
index = 1179
Annotated 5SS: [  71 2286 3328 4070]
Annotated 3SS: [2207 3230 3867 4573]
SMsplice 5SS: [  71 2286]
SMsplice 3SS: [2207 4573]
top_k =  1000
Partition function (log Z): -5.910433711586945

Sorted 5' Splice Sites (High to Low Probability):
Position 71: 0.9696077882763292
Position 2286: 0.7934153914203447
Position 4448: 0.22300637488048838
Position 1684: 0.16698336690846802
Position 4070: 0.1408268484336823
Position 3328: 0.12430876646117175
Position 4849: 0.11346006272205691
Position 314: 0.1118801465191856
Position 336: 0.10781065848683768
Position 1000: 0.03330289572626774
Position 4723: 0.027618301268789065
Position 117: 0.02337198425194142
Position 4453: 0.016158718421597808
Position 693: 0.01476376300383183
Position 4771: 0.01410290112250427
Position 3244: 0.012249693874134368
Position 4950: 0.006000600110847381
Position 3334: 0.005408172806125356
Position 4493: 0.0051816358658525715
Position 3518: 0.0038086593260998423
Position 793: 0.0033204213217280665
Position 2466: 0.003228791483678418
Position 2137: 0.0031146994506846674
Position 5378: 0.002955097658741668
Position 3511: 0.0023190109491351926
Position 500: 0.0021476130067955403
Position 348: 0.0020438121050210234
Position 82: 0.001970055922279457
Position 546: 0.0018994837075799948
Position 2017: 0.0018863588098960383
Position 1954: 0.0015051433049772123
Position 2389: 0.0012711010686934274
Position 1799: 0.001270244022677515
Position 353: 0.001203935082346
Position 321: 0.0011194610251684157
Position 4653: 0.0010713745204691384
Position 4345: 0.0008630161043667929
Position 3727: 0.000750204703729735
Position 355: 0.0007001458893377857
Position 1664: 0.0006387911866620786
Position 1957: 0.0005480990201607739
Position 677: 0.0005393078520953308
Position 1860: 0.0005291227324866925
Position 1006: 0.00044353651351406863
Position 523: 0.00044131949633204737
Position 4621: 0.00043542893023279885
Position 4891: 0.000407509200904378
Position 272: 0.00039264632968909874
Position 4145: 0.00038627221101724887
Position 3376: 0.00038569987750881554
Position 1104: 0.0003533598022242229
Position 4009: 0.00034469786422235425
Position 398: 0.0003417735144294354
Position 4887: 0.0003066748516990705
Position 1023: 0.00029376972728399544
Position 4901: 0.0002811960140401732
Position 200: 0.0002729295219421997
Position 3012: 0.00020191134751801985
Position 1656: 0.0001713410464447713
Position 3549: 0.00016615083830500416
Position 627: 0.0001642150774432462
Position 2079: 0.00015794774355154157
Position 4954: 0.00013664834578681353
Position 1943: 0.00012894063964732715
Position 2290: 0.00011965441738431521
Position 2292: 0.00011639240501363654
Position 246: 0.0001112193883584481
Position 112: 8.878066725641698e-05
Position 518: 8.589237556553461e-05
Position 2374: 7.445995867792688e-05
Position 800: 5.6175011521325306e-05
Position 1702: 5.390246367191211e-05
Position 1691: 5.30042015635933e-05
Position 393: 5.193267161788317e-05
Position 1700: 5.164365496050017e-05
Position 2527: 5.146953466909201e-05
Position 2845: 4.497699782797581e-05
Position 1764: 4.177716415189282e-05
Position 3347: 4.040949688811626e-05
Position 1563: 3.947110704761699e-05
Position 2415: 3.895735828972613e-05
Position 2013: 3.194786755565447e-05
Position 1961: 2.7006985971735248e-05
Position 2983: 2.485307060804751e-05
Position 2294: 2.4214145672051633e-05
Position 2298: 2.3711242811881143e-05
Position 2300: 2.304003090825045e-05
Position 3841: 2.1162962359560082e-05
Position 2296: 2.0857721380799612e-05
Position 1639: 1.7329776327554003e-05
Position 697: 1.4693729444628059e-05
Position 2302: 1.2926173637403546e-05
Position 2926: 1.2128365403032633e-05
Position 2304: 1.0877632347113026e-05
Position 1306: 7.648273376831193e-06
Position 2268: 7.639514828058158e-06
Position 2306: 6.715828982470557e-06
Position 3541: 6.682385198094675e-06
Position 1517: 5.510589082210765e-06
Position 75: 5.1009854835170585e-06
Position 139: 4.922691391521254e-06
Position 1146: 4.524464914096662e-06
Position 490: 4.184321528819504e-06
Position 476: 3.6415365644310325e-06
Position 216: 3.0619697800171733e-06
Position 1164: 2.5150672924802243e-06
Position 542: 2.4281211539048024e-06
Position 534: 2.2507013284207616e-06
Position 1068: 2.17183357561136e-06
Position 1085: 1.952030820097779e-06
Position 1498: 1.8351134557221252e-06
Position 396: 1.8222246125917466e-06
Position 1109: 1.762537708798457e-06
Position 862: 1.6713163180451417e-06
Position 1182: 1.6404404335657384e-06
Position 774: 1.306083671822404e-06
Position 9: 6.061841155352108e-07
Position 136: 2.081087500703092e-07
Position 661: 1.8906495623360889e-07
Position 1704: 1.2766711784907986e-07
Position 1959: 6.803941934955097e-08
Position 141: 6.288768361930781e-08
Position 580: 3.0863087088468926e-08
Position 458: 1.1029360577539214e-08
Position 1604: 9.216551347060581e-09
Position 474: 1.091255093182377e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2207: 0.5312156297448639
Position 4573: 0.4756477254201859
Position 4703: 0.2763467126089061
Position 2113: 0.24325675784092288
Position 180: 0.21201266857096232
Position 3230: 0.17235992869359562
Position 1603: 0.17048406942784222
Position 4296: 0.16518970060648794
Position 6126: 0.08948445771433786
Position 5025: 0.06280839444895278
Position 3867: 0.05405499459482549
Position 4402: 0.03543766339668938
Position 3932: 0.033557745417126465
Position 2136: 0.03344240407772887
Position 942: 0.028655456387867286
Position 3982: 0.02480445801022847
Position 4265: 0.024393627552672752
Position 3427: 0.02276882085853863
Position 6004: 0.021220245800967538
Position 3726: 0.018322096143825777
Position 203: 0.017931116189184026
Position 4223: 0.016151795576152005
Position 3156: 0.015786105492098388
Position 6267: 0.014680628576587234
Position 4752: 0.01316193344978204
Position 4860: 0.011302549035858424
Position 3893: 0.009805627633459685
Position 6001: 0.009508315009588696
Position 5616: 0.009296869505053654
Position 5298: 0.008220404518793257
Position 5829: 0.008057822305755065
Position 216: 0.0070761553336205485
