Gene = Mrap2
index = 693
Annotated 5SS: [   92   852 25353 31588]
Annotated 3SS: [  670 25218 31487 38134]
SMsplice 5SS: [   72   852  1094  4386 10530 16165 31588]
SMsplice 3SS: [  670   979  4328 10406 16075 31487 38134]
top_k =  1000
Partition function (log Z): -20.674477355389516

Sorted 5' Splice Sites (High to Low Probability):
Position 4386: 0.8667791388968866
Position 10530: 0.8089633105216512
Position 1094: 0.7121067443889597
Position 852: 0.6595663585394822
Position 92: 0.4441353625944706
Position 72: 0.43436504303372236
Position 5347: 0.35684292718532756
Position 370: 0.3522405542467349
Position 1969: 0.2884858449150012
Position 16165: 0.2759600205624959
Position 7890: 0.16819620504212918
Position 8425: 0.13892493608227202
Position 771: 0.09720697006688009
Position 9436: 0.09408317930571446
Position 7886: 0.08817270075525595
Position 3603: 0.07978349686216651
Position 7473: 0.06899319901339791
Position 28: 0.056065776824827815
Position 5559: 0.048059423694006106
Position 13573: 0.030013889251830964
Position 5296: 0.021684489590616036
Position 1005: 0.019805824367914712
Position 6429: 0.017117633551822563
Position 500: 0.015322881650339182
Position 5996: 0.014994026789900996
Position 8117: 0.013800026822161806
Position 1417: 0.01285253944432136
Position 9450: 0.010653609992577775
Position 6538: 0.00889926155169047
Position 8846: 0.008589674981239926
Position 529: 0.007963912462218387
Position 879: 0.006652958396801159
Position 1437: 0.006439328570023134
Position 5884: 0.00642736768243117
Position 6246: 0.00551337232441088
Position 1247: 0.005278819528683939
Position 6058: 0.005022749607352191
Position 4432: 0.004362729021993793
Position 110: 0.003755261562164311
Position 60: 0.003693313200440468
Position 116: 0.0030603781832653507
Position 4534: 0.002873643618862695
Position 12327: 0.0013647076978584073
Position 464: 0.0011522420245864363
Position 3629: 0.0010446796048057337
Position 427: 0.0010226367824450369
Position 628: 0.000957217209014446
Position 1857: 0.0008823197714699515
Position 545: 0.0008105279892440748
Position 397: 0.0005861364838307586
Position 154: 0.0004980109247145197
Position 150: 0.0004068172553400808
Position 169: 0.00035261279298326074
Position 1102: 0.0002901731083140819
Position 1938: 0.00025380527751124235
Position 4515: 0.00018719864498744458
Position 5377: 0.00018517406769241466
Position 4293: 0.00017945479087181292
Position 1454: 0.0001719475542115979
Position 856: 0.00017080369867827298
Position 4230: 0.0001668278973577056
Position 773: 0.00015091931819844961
Position 838: 0.0001209405874141007
Position 596: 0.00010334894479648587
Position 741: 9.616447764763956e-05
Position 526: 9.276253228355822e-05
Position 492: 7.638874332394294e-05
Position 1078: 7.28636930944796e-05
Position 468: 6.951107635431426e-05
Position 589: 5.655334041878488e-05
Position 1072: 4.212254606221691e-05
Position 1060: 4.1587871172175394e-05
Position 902: 3.417102019355954e-05
Position 701: 2.837218435067095e-05
Position 7453: 2.682018887929124e-05
Position 466: 2.4724736918582666e-05
Position 5852: 2.1761003779603045e-05
Position 281: 2.0279295492740774e-05
Position 138: 1.818362966031701e-05
Position 126: 1.812763136043266e-05
Position 234: 1.364576878047817e-05
Position 859: 1.3221664395536437e-05
Position 563: 1.299974650400378e-05
Position 432: 1.2866039785560556e-05
Position 862: 1.1787788154993605e-05
Position 3803: 1.0153865584208609e-05
Position 8415: 8.911041310307256e-06
Position 504: 8.703173532368652e-06
Position 472: 7.859460094695953e-06
Position 190: 7.74510187491918e-06
Position 594: 7.086435309765411e-06
Position 58: 6.468404665568799e-06
Position 214: 5.257740599016133e-06
Position 179: 4.45261903051713e-06
Position 574: 4.013062894969003e-06
Position 533: 3.0217324543944755e-06
Position 556: 2.2377342880673748e-06
Position 429: 1.465068121985678e-06
Position 136: 1.3825582065861819e-06
Position 643: 9.865184085935235e-07
Position 809: 8.561795556891107e-08
Position 717: 7.272538255018291e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 10406: 0.8949266160338918
Position 670: 0.7200797939042696
Position 979: 0.6349389536058491
Position 16075: 0.3312468899456755
Position 5183: 0.3264438851898451
Position 224: 0.27396288605107605
Position 7789: 0.26401141966474306
Position 4328: 0.254223695404444
Position 19602: 0.24271386326683178
Position 1781: 0.2269528972503825
Position 4142: 0.21075096994773834
Position 4084: 0.16734818184241806
Position 4227: 0.13208797199654387
Position 15652: 0.12545021196834705
Position 9348: 0.10513893791904527
Position 8293: 0.10193135568087837
Position 16522: 0.09390794790787646
Position 4207: 0.053035273622396746
Position 12514: 0.05148445920461058
Position 3496: 0.04611582783658945
Position 14207: 0.04586916353796688
Position 4354: 0.04510553410594244
Position 16417: 0.04508696270380196
Position 8770: 0.04209481670827627
Position 983: 0.04197234876477849
Position 1814: 0.0394817484658482
Position 8336: 0.037728321912618115
Position 930: 0.0362923806176935
Position 13439: 0.0354169284438269
Position 7375: 0.035343363031772726
Position 7324: 0.03377804153959463
Position 3447: 0.03234621887286236
Position 5793: 0.028126658149546794
Position 13692: 0.027743078894877843
Position 5276: 0.026107960792928882
Position 278: 0.023406178984539353
Position 678: 0.023271155136404133
Position 729: 0.022848578691544327
Position 13027: 0.02052893328825075
Position 5157: 0.019379959325445405
Position 13209: 0.01878403730329064
Position 5456: 0.016525198172670643
Position 6237: 0.01624607092070532
Position 12493: 0.01407341907091542
Position 369: 0.012481708315872081
Position 5517: 0.011110045777939285
Position 7961: 0.010675297673858764
Position 14601: 0.010138807183632746
Position 5299: 0.00961448156079334
Position 12014: 0.009359442451681401
Position 15703: 0.009292494013172824
Position 1787: 0.008848018452792206
Position 13722: 0.008712504228506522
Position 13325: 0.008398771462484937
Position 15618: 0.00832502019462849
Position 11091: 0.00831489324338931
Position 16864: 0.007662877044912263
Position 195: 0.007482106969720787
Position 9186: 0.006281212554273072
Position 4117: 0.005804231573359037
Position 5496: 0.0056499147239644255
Position 395: 0.005455282462489863
Position 1322: 0.005195220980978234
Position 5469: 0.00491825395430055
Position 6129: 0.004884878616643476
Position 1650: 0.004787270587305844
Position 1004: 0.004757152095996738
Position 8629: 0.004705178459798788
Position 5250: 0.004630082605787035
Position 12563: 0.004623736328460722
Position 6662: 0.004181149366491425
Position 6372: 0.004100963578871205
Position 5227: 0.003913475209542336
Position 1133: 0.0034810766438575437
Position 11445: 0.003152863047979195
Position 952: 0.0028479735773729855
Position 6448: 0.0027721297495615785
Position 1604: 0.0027225196895504333
Position 11338: 0.0026972978884760297
Position 1331: 0.002687337536171379
Position 201: 0.002534333261262401
Position 12297: 0.002458656881215625
Position 12443: 0.002457249673426298
Position 4003: 0.0024314184212453197
Position 12326: 0.002278571146423828
Position 1817: 0.002194930087371262
Position 10813: 0.002165693641712039
Position 6306: 0.0021224875384532015
Position 1137: 0.0020555171089703893
Position 13345: 0.002017129148489971
Position 8500: 0.002011602437530979
Position 6592: 0.0019765263114236617
Position 4431: 0.0016528472713827564
Position 14295: 0.0016415368754556948
Position 6263: 0.0016119140234621518
Position 480: 0.0015810743344540413
Position 14018: 0.001520118709880585
Position 950: 0.0015131033635803653
Position 12689: 0.001506377887062141
Position 11492: 0.0014521253343071766
Position 1067: 0.0014198893921273795
Position 948: 0.0012832258196809004
Position 3324: 0.0012827173191989863
Position 234: 0.0012275861840091709
Position 1580: 0.001144286516320274
Position 8198: 0.0010940225935385532
Position 446: 0.0010755905735333453
Position 5411: 0.001074643676746389
Position 1568: 0.0010689711425339
Position 10123: 0.0010244875211830103
Position 556: 0.0009833165210963698
Position 258: 0.0009576518744375549
Position 1286: 0.0009441860992862438
Position 1246: 0.0009392044810698268
Position 281: 0.0009090134927382777
Position 3507: 0.0008817115707773644
Position 10673: 0.000832360471962669
Position 1296: 0.0007752487938938726
Position 1368: 0.000751059680044088
Position 4385: 0.0007339413791299075
Position 8462: 0.0006941211691765231
Position 11246: 0.0006849825536109383
Position 1860: 0.0006473997146405912
Position 549: 0.000639074104092234
Position 612: 0.0005991237589852209
Position 8543: 0.0005431034646593281
Position 1727: 0.0005420571607560437
Position 1828: 0.0005343682743412212
Position 8671: 0.0005023193858294831
Position 1692: 0.0004989323096447927
Position 1231: 0.0004900236989486311
Position 12042: 0.00048367742863820594
Position 995: 0.00046439624033533313
Position 495: 0.0004457031178925378
Position 1664: 0.00041015358824486554
Position 241: 0.00040270566732571324
Position 6627: 0.00039883748594818277
Position 301: 0.00039045135801529557
Position 1355: 0.0003793048802104303
Position 3976: 0.00036182768909435054
Position 878: 0.0003580878381462944
Position 3884: 0.0003367496975541942
Position 5197: 0.00033349967077381834
Position 3864: 0.00032924235949514913
Position 852: 0.0003200749867637975
Position 1304: 0.0003147291636362441
Position 4492: 0.00028117077101642694
Position 1341: 0.00027891803907902383
Position 6360: 0.00024209393661090274
Position 5525: 0.0002396045560630538
Position 464: 0.00023532276210530046
Position 1388: 0.0002273078495056974
Position 336: 0.00022482423452978284
Position 3328: 0.00020165261784944625
Position 992: 0.00020047603330631305
Position 6295: 0.00019008203320973962
Position 1011: 0.00018979613830411563
Position 628: 0.0001805348678305415
Position 689: 0.0001738708339995382
Position 1253: 0.00017382639630932693
Position 987: 0.00014035895497752426
Position 788: 0.00013953482084545953
Position 126: 0.00013608644887666687
Position 5884: 0.0001311867979780226
