Gene = Ube2m
index = 1158
Annotated 5SS: [ 653 1708 1840 2062 2432]
Annotated 3SS: [1612 1800 1957 2367 2518]
SMsplice 5SS: [ 653 1708 2062 2432]
SMsplice 3SS: [1612 1800 2250 2518]
top_k =  1000
Partition function (log Z): -2.2585679166088646

Sorted 5' Splice Sites (High to Low Probability):
Position 1708: 0.9075423185383513
Position 2432: 0.7858205208686252
Position 2062: 0.7457898006258806
Position 1840: 0.40842769306711946
Position 653: 0.3375877761136835
Position 98: 0.3065872484885065
Position 2106: 0.1746927560547676
Position 108: 0.14756421607805814
Position 1861: 0.14241339229463357
Position 2732: 0.11540593103638386
Position 1156: 0.09660059884630698
Position 679: 0.09163985095409435
Position 181: 0.06537931499418953
Position 2661: 0.03748885423278139
Position 1958: 0.03168926972321226
Position 1883: 0.023242253137509727
Position 719: 0.02301410372911443
Position 1690: 0.018238473291414134
Position 733: 0.016170079826771776
Position 2616: 0.015363890134832907
Position 443: 0.012309693832340473
Position 1058: 0.012234905505953688
Position 1714: 0.010459322430426198
Position 450: 0.007270306769149008
Position 2737: 0.007212399449034029
Position 762: 0.007022789427117642
Position 390: 0.004827846300832144
Position 1368: 0.004619395618305046
Position 340: 0.00461469466139899
Position 1991: 0.0033354763792185845
Position 1697: 0.0028091243906945215
Position 659: 0.0027681539370423606
Position 728: 0.0024602480147248766
Position 939: 0.0016872178336711258
Position 1016: 0.0016387291068933067
Position 1177: 0.0014685425181509325
Position 2163: 0.0014661929735676127
Position 2419: 0.0014057751218288209
Position 1239: 0.0014032070514634252
Position 2441: 0.0013905080977693659
Position 911: 0.0013837681276983895
Position 1520: 0.00120653243228367
Position 1283: 0.0011461484105026736
Position 2597: 0.0011116760129772612
Position 980: 0.001080208489438098
Position 2629: 0.0008780893600109883
Position 2436: 0.0008530427040088343
Position 767: 0.0007577285665801024
Position 204: 0.0007324324951232666
Position 216: 0.0007070297671825415
Position 1039: 0.0005322447614539944
Position 2561: 0.000510353204821575
Position 624: 0.00034895496819454174
Position 989: 0.00034131783492286836
Position 742: 0.00032681626328813577
Position 725: 0.0002918412863077509
Position 2235: 0.0002685680726252738
Position 1497: 0.0002613197523046534
Position 2299: 0.00023166062468111593
Position 2941: 0.00022991286683315487
Position 280: 0.00022669371840328703
Position 309: 0.00021345101890579907
Position 1276: 0.00018273846702296742
Position 385: 0.00016378880178748214
Position 1163: 0.00016204719357610704
Position 1853: 0.00014883439757657608
Position 2619: 0.0001409317035979634
Position 1821: 9.519528079591737e-05
Position 1851: 9.006094662887879e-05
Position 492: 7.336959581559691e-05
Position 2294: 6.658036963655822e-05
Position 501: 6.604190110292413e-05
Position 745: 6.13860545202379e-05
Position 929: 6.107167325757974e-05
Position 1844: 5.5035089982491324e-05
Position 689: 5.262283776121275e-05
Position 848: 4.999655551281482e-05
Position 2687: 4.9063119446678596e-05
Position 672: 4.563970079371543e-05
Position 1064: 4.501307848013695e-05
Position 1869: 3.538531977411006e-05
Position 1323: 3.359251645212711e-05
Position 1764: 3.0360234619459535e-05
Position 2266: 2.8675128088220605e-05
Position 2143: 2.2883301194603236e-05
Position 2584: 1.6068043988833466e-05
Position 2183: 1.2542280044195149e-05
Position 2462: 7.80648032336675e-06
Position 1825: 5.011793193310653e-06
Position 1968: 3.921988706657876e-06
Position 16: 3.425968776802938e-06
Position 2177: 3.0810436675543343e-06
Position 1996: 2.5107066165319877e-06
Position 1160: 1.4945755317758495e-06
Position 2384: 1.3559138803557004e-06
Position 886: 7.660653364302141e-07
Position 44: 6.449848211478539e-07
Position 946: 6.217962532533489e-07
Position 780: 6.058617363751112e-07
Position 1123: 5.61955494713794e-07
Position 1998: 4.290951896031905e-07
Position 588: 4.177370718053961e-07
Position 1429: 3.4096252591560376e-07
Position 1207: 3.3540086058800614e-07
Position 905: 2.1424368939092334e-07
Position 2009: 1.6532584230889692e-07
Position 2314: 3.4328817532957935e-08
Position 2042: 2.8901499189269764e-09
Position 2171: 5.09697502627037e-10
Position 2122: 3.5443421861103075e-10
Position 1236: 1.3953669306225052e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 1800: 0.934720638951964
Position 1612: 0.9176184436581645
Position 2518: 0.9004869662709701
Position 1957: 0.4097569817441226
Position 2250: 0.39722425827259106
Position 2367: 0.3070470044017033
Position 2799: 0.1947510991194441
Position 1990: 0.13683127981171558
Position 2183: 0.07892372968214917
Position 570: 0.04131512819172619
Position 567: 0.03552597677325776
Position 542: 0.029718488904529092
Position 2061: 0.028676154071670457
Position 2335: 0.024918810046354486
Position 1953: 0.020350555374724123
Position 2521: 0.01291241186260429
Position 2273: 0.010068992824665121
Position 1638: 0.009960560878306554
Position 1078: 0.00983839063681584
Position 573: 0.009325369818724559
