Gene = Angptl8
index = 118
Annotated 5SS: [ 305  568 1443]
Annotated 3SS: [ 405 1332 1549]
SMsplice 5SS: [ 305  568 1443]
SMsplice 3SS: [ 405 1332 1549]
top_k =  1000
Partition function (log Z): -2.1134740071888056

Sorted 5' Splice Sites (High to Low Probability):
Position 1443: 0.9540215816723284
Position 568: 0.9029627569463108
Position 305: 0.5913018844683889
Position 335: 0.36011632294406665
Position 1452: 0.011064738370393784
Position 877: 0.009299132879365832
Position 703: 0.006111948468004151
Position 583: 0.005532580046622072
Position 496: 0.0037543415121285284
Position 1058: 0.0025458303817537196
Position 354: 0.0019219076331085463
Position 1254: 0.0018056478450165733
Position 1468: 0.00123007562414075
Position 536: 0.0007609924697940907
Position 53: 0.00047726940608493933
Position 1042: 0.00042247279509060763
Position 1290: 0.00031028160670401594
Position 770: 0.00023296677834802528
Position 163: 0.00022594906701339828
Position 511: 0.00016415072784753678
Position 594: 0.0001255464530736962
Position 794: 7.328264262017302e-05
Position 68: 5.816034817430943e-05
Position 84: 5.745964386559424e-05
Position 815: 5.5345471490149636e-05
Position 248: 5.1399957759483376e-05
Position 81: 5.040928966954159e-05
Position 463: 4.344339821833418e-05
Position 1604: 4.335798732466111e-05
Position 324: 3.5952262572156045e-05
Position 1151: 3.546476348721172e-05
Position 1026: 2.9044118976864376e-05
Position 1045: 2.503116902660482e-05
Position 406: 2.306580023853872e-05
Position 1114: 2.1948702860148213e-05
Position 1480: 2.150339641218451e-05
Position 1419: 1.4786420173330274e-05
Position 322: 1.4438968425167828e-05
Position 690: 1.4223890053331362e-05
Position 292: 1.3793312698483253e-05
Position 1177: 9.226892906296207e-06
Position 881: 8.010323856019555e-06
Position 879: 7.100578736242948e-06
Position 1121: 7.084736534181031e-06
Position 328: 6.532688817547833e-06
Position 883: 6.264219480423135e-06
Position 1489: 5.600055133160998e-06
Position 14: 5.316645383930022e-06
Position 341: 5.201461223290049e-06
Position 1313: 4.767916456877241e-06
Position 885: 4.225114626426904e-06
Position 911: 3.797174709414287e-06
Position 945: 3.5614458415188908e-06
Position 1275: 2.8947980019957178e-06
Position 887: 2.892264137813693e-06
Position 34: 2.8729078553462093e-06
Position 889: 2.4548324579290233e-06
Position 1607: 2.237879333444649e-06
Position 1010: 2.171314739510727e-06
Position 1224: 2.0144276979352744e-06
Position 161: 3.1359612527636724e-07
Position 1381: 1.5859159099642086e-11
Position 1474: 1.0979878166574213e-11
Position 891: 1.010280922097363e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 1332: 0.9580889039488433
Position 1549: 0.8648959916753737
Position 405: 0.6733614463421261
Position 433: 0.11032592107128858
Position 1710: 0.04156599053761176
Position 480: 0.038028758367549015
Position 445: 0.026051265722696306
Position 1560: 0.020866817556981027
Position 1386: 0.018333810386006826
Position 1563: 0.010214302442766263
Position 1604: 0.009696983600403825
Position 670: 0.008616431640931687
Position 1650: 0.007978595021084922
Position 439: 0.0068805070821698735
Position 1676: 0.00625613033183168
Position 477: 0.0040644310618869655
Position 1638: 0.0036765528608137064
Position 1312: 0.003398935229628587
Position 959: 0.0030918149934518386
Position 1339: 0.0027901905916683637
Position 1572: 0.0027819300633963435
Position 1712: 0.002617187008289318
Position 402: 0.002508174434498084
Position 370: 0.002129007098289148
Position 463: 0.0019831579789240717
Position 1205: 0.0017609399218584832
Position 1598: 0.0016513642167932546
Position 412: 0.0016227426298268848
Position 737: 0.0014894585235124289
Position 368: 0.0013848255384073629
Position 1097: 0.0013746565378775408
Position 414: 0.0013527191315715426
Position 1260: 0.0013103847550448152
Position 1578: 0.0010809058398885167
Position 1616: 0.0010515050038198822
Position 1659: 0.000980736833516469
Position 640: 0.0009726252890529415
Position 1514: 0.0009001212242503953
Position 652: 0.0008751334632367074
Position 1350: 0.0008277575881225267
Position 1188: 0.0007190662923579053
Position 1272: 0.00050456650345086
Position 1307: 0.00045762990465718524
Position 139: 0.0004337725495335143
Position 642: 0.00036960758553003704
Position 676: 0.0003060878140495603
Position 707: 0.0002480031862362303
Position 1392: 0.0002369994646097595
Position 745: 0.00023317448695885518
Position 690: 0.00016271805725246328
Position 1690: 0.00015710475723475337
