Gene = Cwh43
index = 308
Annotated 5SS: [  330  2254  5898  7090  9059 10722 12127 15505 17920 22598 24473 25899
 28294 32422 35386]
Annotated 3SS: [ 2061  5776  6934  8856 10632 11868 15378 17839 22491 24336 25748 28148
 32359 35229 46942]
SMsplice 5SS: [  330  5898  7090 10722 15505 17920 24473 25899 28294 32422 35386 42682]
SMsplice 3SS: [ 5776  6934 10632 15378 17839 24336 25748 28148 32359 35229 42553 46942]
top_k =  1000
Partition function (log Z): 8.686962434578795

Sorted 5' Splice Sites (High to Low Probability):
Position 35386: 0.984761030244784
Position 15505: 0.9808871607896579
Position 10722: 0.9772158354796664
Position 25899: 0.9518246664474688
Position 24473: 0.9414326425230655
Position 28294: 0.9245338512203327
Position 7090: 0.8805058752711558
Position 32422: 0.8751601485147013
Position 330: 0.8613617875288929
Position 5898: 0.82507942553977
Position 17920: 0.6217817057657519
Position 36358: 0.5477830722553634
Position 4016: 0.5090636441563957
Position 22598: 0.47690149226521117
Position 42682: 0.45049036164271167
Position 12127: 0.42156659213066133
Position 14063: 0.41698730401212986
Position 2254: 0.39631845953494277
Position 9059: 0.39256845394993056
Position 7761: 0.3400178532513019
Position 13891: 0.3286008572844118
Position 29315: 0.3009522954305499
Position 8465: 0.29806905214524515
Position 30023: 0.19290293508810372
Position 37755: 0.1924694367706073
Position 33349: 0.17924695861772602
Position 24708: 0.16086933384946636
Position 1478: 0.15779962446504478
Position 38017: 0.14914685524107385
Position 10533: 0.1220169487429021
Position 16210: 0.11308902118123193
Position 26735: 0.10932827266156421
Position 14067: 0.09927153582403
Position 38310: 0.0946857017107372
Position 34232: 0.09412045026480091
Position 1656: 0.09359584181022886
Position 27349: 0.0935941869994818
Position 641: 0.07002570879258038
Position 18815: 0.06365589034233256
Position 20230: 0.06046863891113825
Position 11705: 0.05952089168160944
Position 13150: 0.05349830593191039
Position 120: 0.05226076635817393
Position 44535: 0.05045245794386127
Position 29743: 0.04903506229803919
Position 34860: 0.04850031931409256
Position 29377: 0.04484451845530191
Position 42666: 0.04422982604880537
Position 27213: 0.0431454665927216
