Gene = Rfxap
index = 900
Annotated 5SS: [ 477 2316]
Annotated 3SS: [2207 3099]
SMsplice 5SS: [ 477 2316]
SMsplice 3SS: [2207 3099]
top_k =  1000
Partition function (log Z): -6.971104065937837

Sorted 5' Splice Sites (High to Low Probability):
Position 477: 0.9226786245263924
Position 2316: 0.8347619346005951
Position 1924: 0.10600356111620779
Position 1775: 0.06883823258773004
Position 305: 0.05737873378931246
Position 2677: 0.02673217096965019
Position 2725: 0.016631979446485073
Position 1289: 0.013993231894085589
Position 66: 0.0060962207734840635
Position 1437: 0.0051694149703681
Position 2995: 0.003983733743764662
Position 78: 0.0038944481731114596
Position 2922: 0.003409793935870079
Position 1542: 0.0033743071639412273
Position 336: 0.0032674887809633706
Position 1259: 0.002889807909356318
Position 595: 0.002748595965876882
Position 136: 0.002617144936499116
Position 72: 0.0019143308650937793
Position 1218: 0.001897990722060605
Position 223: 0.0014278940704038926
Position 687: 0.0013126175745548409
Position 1383: 0.0010473150510338068
Position 443: 0.0010257645791704774
Position 862: 0.0009190312760577879
Position 398: 0.0009137316479673125
Position 532: 0.0008632952637317347
Position 955: 0.0008330077274505464
Position 667: 0.0007344455421945283
Position 2536: 0.0007063510616176042
Position 2015: 0.0006733309997357747
Position 2553: 0.0006644765370540648
Position 2900: 0.0005667567097419119
Position 854: 0.0005179626447760268
Position 2260: 0.00044202214457920503
Position 2852: 0.0004317231945298648
Position 2181: 0.00037984903818577976
Position 1252: 0.00036734846825657174
Position 1233: 0.0003432937170689752
Position 678: 0.00033879780202468056
Position 1628: 0.0003199712344679343
Position 1870: 0.0002194548357828372
Position 2548: 0.00019621195492031067
Position 748: 0.0001894553517907182
Position 950: 0.0001689913645554988
Position 265: 0.00016111472671686823
Position 2295: 0.0001375888954995837
Position 850: 0.00013729197663545022
Position 1263: 0.00011731007673736217
Position 386: 0.00011478933501188435
Position 1552: 0.00011424815473034345
Position 3023: 0.00010865320188719987
Position 1163: 9.419833401129579e-05
Position 2320: 8.85990920550814e-05
Position 2345: 8.234599262137396e-05
Position 2477: 7.935679939087827e-05
Position 1760: 7.394370662708364e-05
Position 2057: 6.767993464938484e-05
Position 795: 6.458399854151964e-05
Position 2138: 5.570679941488973e-05
Position 465: 5.485194318316872e-05
Position 517: 5.104846597789399e-05
Position 1729: 5.0405519342956514e-05
Position 1009: 4.9742188377847574e-05
Position 971: 4.9266185694082356e-05
Position 884: 4.797777937626413e-05
Position 2297: 3.251157885885465e-05
Position 2326: 2.430774103111031e-05
Position 3021: 1.878826586476485e-05
Position 2592: 1.341041566871982e-05
Position 2334: 1.2733128108173565e-05
Position 1050: 1.99965069865636e-06
Position 362: 1.8327044054191759e-06
Position 1786: 1.570982933087771e-06
Position 615: 1.306774732936416e-06
Position 46: 1.0917113868102851e-06
Position 1387: 6.94200078249669e-07
Position 1074: 4.837964672528651e-07
Position 1043: 4.1165314256359187e-07
Position 819: 3.9704876425647315e-07
Position 671: 3.8889889269453176e-07
Position 1110: 2.7783226715786737e-07
Position 2163: 2.3414840393599628e-07
Position 781: 1.7790209399222513e-07
Position 15: 1.5916571219588314e-07
Position 751: 1.4244699835339077e-07
Position 1275: 8.971679405991795e-08
Position 545: 3.705830416178026e-08
Position 631: 2.3731178397905198e-08
Position 629: 7.735147237193832e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2207: 0.7095291008248239
Position 3099: 0.41449369787969226
Position 2386: 0.2702763675283246
Position 2768: 0.13895136479029174
Position 2077: 0.09767758824929344
Position 2243: 0.05676335087659851
Position 2369: 0.03528965437380888
Position 1662: 0.03362117850389626
Position 1907: 0.02724405064145316
Position 2454: 0.026831950068708595
Position 1836: 0.025874945155183415
Position 1627: 0.02582939196767607
Position 1839: 0.02566390347175144
Position 1774: 0.022989635804536758
Position 1169: 0.019028111059124886
Position 2794: 0.01671699009527487
Position 2811: 0.013447723669326554
Position 2951: 0.010206652527965685
Position 709: 0.007932999117103634
Position 3138: 0.007391573055485695
Position 1459: 0.0071535701019519865
Position 574: 0.006943884080687013
Position 1736: 0.006497814702874008
Position 2613: 0.006178271321068122
Position 1952: 0.005584796679864307
Position 1188: 0.005584309665409323
Position 2528: 0.005236793421171553
Position 1689: 0.004836505420575998
Position 2969: 0.00415351549414166
Position 1640: 0.0036599906487971086
Position 2097: 0.0035723025826799645
Position 2848: 0.003133969148530066
Position 2250: 0.0030810804585999995
Position 2212: 0.0028296573563328857
Position 1436: 0.0025561912395008855
Position 1340: 0.0024439129433002885
Position 2089: 0.002404511649737275
Position 1703: 0.002222315720569464
Position 2657: 0.0019410872753045662
Position 1797: 0.001537289286003516
Position 2510: 0.0014650643051189016
Position 3141: 0.001411019633655599
Position 983: 0.0014000830911634831
Position 1800: 0.0013978460983613467
Position 2748: 0.0013892137396687516
Position 1859: 0.0013800532289616595
Position 1676: 0.0013535316904716174
Position 2893: 0.0013439521799790423
Position 954: 0.001323195940593494
Position 1412: 0.001295799958447805
Position 2740: 0.0012312809772642814
Position 3050: 0.0011819199674450852
Position 3113: 0.0011104360956830598
Position 371: 0.001005699111003927
Position 2582: 0.0008466502897852657
Position 1613: 0.0008349407229867161
Position 383: 0.0008342422690129241
Position 913: 0.0007603997932489359
Position 2245: 0.0007456147644354739
Position 2122: 0.0006647876514857193
Position 331: 0.0006540864187964999
Position 1843: 0.0006227524988609385
Position 615: 0.0006180900183859037
Position 1353: 0.0005680135860634796
Position 392: 0.0005645942885370482
Position 1716: 0.0005586464256026012
Position 2626: 0.0005356905246105389
Position 2340: 0.00046092502514511033
Position 2472: 0.00042090551946357394
Position 1268: 0.000412429088409889
Position 164: 0.00040819148478127504
Position 2979: 0.00038242702235261115
Position 861: 0.0003336033424466513
Position 2057: 0.00033231074817406426
Position 398: 0.0003084102256369557
Position 1371: 0.0002741257070578581
Position 1923: 0.00026516957807088917
Position 1120: 0.000263184320593215
Position 795: 0.0002543816333735335
Position 884: 0.0002513118025751838
Position 3110: 0.0002474922744925287
Position 3162: 0.00024693073153569635
Position 1053: 0.00022301194270010527
Position 555: 0.00022135190701004932
Position 3150: 0.0002195460056115917
Position 2115: 0.0002116590818577958
Position 1071: 0.0001874867175063424
Position 454: 0.0001716188425431657
Position 761: 0.0001676290252898536
Position 3147: 0.0001668184153986071
Position 1916: 0.0001641373970092449
Position 1287: 0.00016323277512679809
Position 283: 0.0001624904896602693
Position 2590: 0.00015696557349640465
Position 368: 0.00015652681368374634
Position 2289: 0.00015619473537268347
Position 2729: 0.00015511338211412557
Position 3144: 0.00014221408412394066
Position 1786: 0.00013920045629561048
Position 1803: 0.00013530675688825454
Position 543: 0.00013040628251030008
Position 2900: 0.0001263631830477867
Position 1421: 0.00011602887052961138
Position 2826: 0.00011568341224663074
Position 150: 0.0001155911628290138
Position 335: 0.00011313953995771016
Position 2118: 0.00011172291429863843
Position 1552: 0.00010998926095437338
Position 2460: 0.00010946284839902309
Position 1086: 0.00010357989059454617
Position 248: 0.00010194745112901784
Position 2044: 0.00010028608346502177
Position 1110: 9.896757310690704e-05
Position 1530: 9.0437318353988e-05
Position 347: 8.623341627568761e-05
Position 140: 8.565277897674411e-05
Position 2984: 7.486946023236633e-05
Position 847: 7.484197360164368e-05
Position 1074: 7.184766146452418e-05
Position 2558: 6.854191130372024e-05
Position 594: 6.781999358125678e-05
Position 1587: 6.779891957759272e-05
Position 3196: 6.562548047586977e-05
Position 276: 6.298501503371937e-05
