Gene = Akip1
index = 107
Annotated 5SS: [  87  481 1342 3822 5332]
Annotated 3SS: [ 255 1260 3707 5250 8059]
SMsplice 5SS: [  87 1342 3602 3822 5332]
SMsplice 3SS: [1260 3501 3707 5250 8059]
top_k =  1000
Partition function (log Z): -0.1292863389313268

Sorted 5' Splice Sites (High to Low Probability):
Position 3822: 0.979118300716581
Position 87: 0.940587951792082
Position 5332: 0.9009237050508877
Position 1342: 0.7869060502899518
Position 3602: 0.7576022302634929
Position 481: 0.27279805767237586
Position 1851: 0.1439234352331591
Position 7362: 0.133349920927201
Position 3417: 0.06616059305581337
Position 6565: 0.04435155587618557
Position 7859: 0.04069410035144151
Position 6373: 0.03686811071614228
Position 5771: 0.03304949817186567
Position 1430: 0.03098097894994872
Position 5802: 0.027565884186735543
Position 447: 0.019939998183143872
Position 2153: 0.01928139448382844
Position 7615: 0.017854379045257857
Position 7058: 0.014859505585607105
Position 1331: 0.011174499299344528
Position 1963: 0.011071140217235034
Position 659: 0.008586251279733366
Position 1859: 0.006255385552633033
Position 5030: 0.005144974152423205
Position 49: 0.004830094414979353
Position 1693: 0.004826304584863691
Position 2158: 0.004647874020828503
Position 343: 0.004252714187294128
Position 64: 0.003939351776162532
Position 6760: 0.0036801061941227633
Position 1855: 0.0036782785423234905
Position 4217: 0.0036251244444642974
Position 7118: 0.0031564790154637577
Position 4320: 0.002952867654691101
Position 5008: 0.002510572107829782
Position 1442: 0.001926038462131821
Position 3892: 0.0018959465680999372
Position 3087: 0.0016740518888156213
Position 6021: 0.0016052527904181627
Position 6048: 0.001339620551808615
Position 2222: 0.0013327179485438908
Position 5691: 0.0012780678095876924
Position 1868: 0.00118266636031925
Position 106: 0.001141204842017206
Position 3145: 0.0011407755983253078
Position 2067: 0.0011275443095858293
Position 5336: 0.0010197063315415002
Position 97: 0.0009771450045733727
Position 4644: 0.000934166635531318
Position 6670: 0.0009188809988410443
Position 2475: 0.0008975316091026033
Position 406: 0.0007705608428248388
Position 899: 0.0007492434538746562
Position 3791: 0.0006932550684565185
Position 5712: 0.0006543884999951045
Position 1272: 0.0006430829981551188
Position 4534: 0.0006045544005552273
Position 613: 0.0005644896865050764
Position 1041: 0.0005585815144710615
Position 6352: 0.0005179699587158215
Position 4131: 0.0005120319196198657
Position 692: 0.0004857217579376019
Position 3811: 0.0004763551276818609
Position 1439: 0.0004633048075116062
Position 451: 0.00045052887141439307
Position 1904: 0.0004450372904599033
Position 1679: 0.0004379425750407595
Position 941: 0.0004231111901113195
Position 5462: 0.0004228978817116393
Position 7610: 0.0003973470509955709
Position 4514: 0.0003731516762790755
Position 7572: 0.00035844212503155883
Position 4340: 0.00035832078958438927
Position 43: 0.00033436143217293164
Position 6083: 0.00032311234409218424
Position 6772: 0.00031941769323672357
Position 6404: 0.0003033083588718263
Position 4937: 0.00025964706692564054
Position 3826: 0.00021455099590789802
Position 4304: 0.0002074783382087059
Position 244: 0.00019936244640499033
Position 1893: 0.0001857066169206178
Position 1175: 0.0001852443047551749
Position 870: 0.00018479633226751367
Position 676: 0.0001738926705430618
Position 412: 0.00014951318930778867
Position 3368: 0.00014848285519790104
Position 2091: 0.00014435397134962867
Position 5699: 0.00013906500152944105
Position 7281: 0.00013774399688370293
Position 560: 0.0001296374741734083
Position 1224: 0.00011472734720963473
Position 3858: 0.00011342330729667929
Position 1350: 0.00010519614996715381
Position 4119: 0.00010499810440867981
Position 4363: 0.00010329370981577785
Position 5141: 9.714832845833154e-05
Position 2943: 8.455164166470635e-05
Position 4255: 7.682993684249175e-05
Position 3505: 7.251042521699417e-05
Position 1213: 5.926784005978268e-05
Position 8238: 5.271425016832069e-05
Position 767: 4.798738242185108e-05
Position 4745: 4.622377479463327e-05
Position 1346: 4.4253972402244525e-05
Position 136: 3.942557829839416e-05
Position 121: 3.7183627885361935e-05
Position 2976: 3.390967531341797e-05
Position 2119: 3.316148083037523e-05
Position 857: 3.3009489335791256e-05
Position 959: 3.202927371847625e-05
Position 587: 1.8852805852130877e-05
Position 1589: 1.645665895381101e-05
Position 5348: 1.2126892182666074e-05
Position 1918: 9.663497717409129e-06
Position 1683: 8.602215608290231e-06
Position 1658: 7.989855568973155e-06
Position 1613: 7.678626666015202e-06
Position 1883: 7.4584246220238255e-06
Position 41: 5.940229388276002e-06
Position 1425: 4.748614452512901e-06
Position 5457: 3.966191424085818e-06
Position 196: 1.7083837088123927e-06
Position 5504: 1.2357126181541087e-06
Position 47: 1.014648902076534e-06
Position 207: 6.455628711692406e-07
Position 190: 5.214928560850966e-07
Position 149: 5.130341012916178e-07
Position 248: 2.6011809974676205e-07
Position 250: 2.0093496454108578e-07
Position 230: 1.7603811161049424e-07
Position 665: 6.72076796248871e-08
Position 370: 6.022133318201322e-08
Position 238: 5.754459408093802e-08
Position 458: 4.4698154932081584e-08
Position 242: 4.0819418948160936e-08
Position 298: 4.064188123753758e-08
Position 509: 2.825479062371943e-08
Position 272: 2.071781729704202e-08
Position 727: 1.4448822321853444e-08
Position 549: 1.0778456633573781e-08
Position 843: 9.839061796058585e-09
Position 504: 4.854836495567538e-09
Position 694: 4.435143241214973e-09
Position 579: 2.278073892712307e-09
Position 983: 1.199092203950178e-09
Position 730: 6.563851744915477e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 3707: 0.9654841894240537
Position 5250: 0.8618023094832712
