Gene = Dnttip2
index = 343
Annotated 5SS: [   91  2423  4497  6436  8106 10116]
Annotated 3SS: [  809  4357  6339  7940 10005 10668]
SMsplice 5SS: [   91  4497  6436  7861  8106 10116]
SMsplice 3SS: [ 4357  6339  7767  7940 10005 10668]
top_k =  1000
Partition function (log Z): 9.077664995116555

Sorted 5' Splice Sites (High to Low Probability):
Position 10116: 0.9943149863629678
Position 8106: 0.9582509275617879
Position 91: 0.9052176953705333
Position 6436: 0.902345852045495
Position 4497: 0.7789006297722185
Position 7861: 0.7274437283623505
Position 7472: 0.4157082932890339
Position 5975: 0.41314765173680873
Position 2423: 0.3708967707541413
Position 1411: 0.21722409982896151
Position 1035: 0.20471395624250086
Position 2971: 0.17177310804392518
Position 1969: 0.14422995836775251
Position 4554: 0.11476603728290938
Position 6697: 0.0624151210700173
Position 8442: 0.059805151509642863
Position 1002: 0.05357400456188688
Position 4022: 0.053240353592331625
Position 2819: 0.03505307408537332
Position 9759: 0.03230290895812716
Position 10421: 0.030876779317975448
Position 478: 0.030373003887651708
Position 9556: 0.027403736313849583
Position 700: 0.025530027675929746
Position 189: 0.02369648351070338
Position 8060: 0.021172889853287125
Position 1748: 0.020684792774316067
Position 45: 0.020165854556357856
Position 247: 0.019323253769758818
Position 6401: 0.019317892844252737
Position 10551: 0.018990543284429538
Position 5427: 0.014722566401528856
Position 7588: 0.013399607270357779
Position 1642: 0.012481856614189941
Position 986: 0.011580525893810261
Position 1041: 0.009190812385657054
Position 951: 0.008056121902393883
Position 1686: 0.008034402415336744
Position 8557: 0.007988638035439824
Position 1062: 0.006869239670713481
Position 5963: 0.006030164060418946
Position 5789: 0.005796094470459319
Position 3648: 0.005009220461811872
Position 8926: 0.004987690088380373
Position 9733: 0.004197866547850362
Position 7528: 0.004040710859078567
Position 8320: 0.004020704462619438
Position 7874: 0.003965781548061495
Position 8358: 0.0031460889640237983
Position 8096: 0.0028677352685334825
Position 1107: 0.002374909607734626
Position 9534: 0.0021069505529312323
Position 1407: 0.0020182937827552243
Position 10135: 0.0019898384801607136
Position 10532: 0.0019382487206860517
Position 7963: 0.0018106167647763058
Position 241: 0.0018055455876528634
Position 10462: 0.001685937498497871
Position 10107: 0.001461486392464375
Position 10467: 0.0013903977699678274
Position 10590: 0.001167183785931726
Position 2519: 0.001155279056963158
Position 107: 0.0011392107092513056
Position 7018: 0.0010882304002471101
Position 8550: 0.0010817037863761127
Position 1263: 0.0007723320247652141
Position 179: 0.0006747446983483614
Position 2748: 0.0006540230679557058
Position 1089: 0.0006267293903294171
Position 219: 0.0005389356960530419
Position 10130: 0.0005277314329917774
Position 8742: 0.0004946504547957439
Position 7519: 0.00045926858400229724
Position 10764: 0.00044172737787693953
Position 9719: 0.00043481366387724705
Position 8493: 0.0004325402494895653
Position 8545: 0.00039452056274685165
Position 8350: 0.00038964914779725593
Position 8499: 0.00035095258459355393
Position 812: 0.0003471148902595489
Position 1013: 0.00032458710395349673
Position 1335: 0.0003233315453305368
Position 8086: 0.00029113279979630545
Position 10521: 0.00026023639534266535
Position 7771: 0.0002463560803965155
Position 8467: 0.000241733653907569
Position 6564: 0.00022621176300941052
Position 524: 0.00022566031305760065
Position 2494: 0.0002228988577645587
Position 8176: 0.00022108474673477387
Position 7969: 0.00020839121133282618
Position 2683: 0.00020785037989917907
Position 8473: 0.0001743439919910977
Position 7158: 0.00017254789608941594
Position 10401: 0.00016281575055967652
Position 8348: 0.00015766373587645534
Position 681: 0.0001452190413786947
Position 6485: 0.00014333515565574678
Position 7573: 0.00013212946319418454
Position 8967: 0.0001286891309270245
Position 10137: 0.00012162339230793142
Position 6645: 0.0001215065457541029
Position 1871: 0.00011726638787896125
Position 2220: 0.00011195028085031957
Position 186: 9.780472195302121e-05
Position 443: 8.59535920859033e-05
Position 1963: 7.745685420758265e-05
Position 336: 6.904682658397587e-05
Position 295: 6.619678482111321e-05
Position 2359: 6.228542818495271e-05
Position 454: 5.290667737291575e-05
Position 1082: 4.757623164879246e-05
Position 566: 4.598423088419723e-05
Position 1419: 4.534149684906301e-05
Position 1352: 3.8078297864456316e-05
Position 286: 3.7951757591887074e-05
Position 10167: 3.6774963070942247e-05
Position 421: 3.650276088924352e-05
Position 34: 3.5411535648571495e-05
Position 307: 3.472433693076174e-05
Position 1011: 3.2264396062709025e-05
Position 10006: 3.0772504333008274e-05
Position 10442: 2.9047542968565883e-05
Position 1137: 2.685267960964373e-05
Position 10153: 2.5741470506628805e-05
Position 2427: 2.4893219057158938e-05
Position 252: 2.4609135346017276e-05
Position 2404: 2.4159553771173137e-05
Position 632: 2.0967658813704414e-05
Position 10732: 1.659436421570611e-05
Position 719: 1.1450251660665958e-05
Position 555: 1.0685448258995136e-05
Position 37: 9.782945128242742e-06
Position 1807: 9.533823478994809e-06
Position 1415: 9.012728428065372e-06
Position 731: 8.429633104170704e-06
Position 10410: 8.372284990180452e-06
Position 279: 8.08037188910003e-06
Position 1626: 7.35178271559695e-06
Position 100: 7.269439612823206e-06
Position 116: 6.922332923636687e-06
Position 1157: 6.7285744092225055e-06
Position 367: 5.730467683032496e-06
Position 704: 5.070348596701988e-06
Position 359: 4.7960803594578545e-06
Position 426: 4.335876450473535e-06
Position 8367: 3.7816809897820766e-06
Position 505: 2.7042403159104542e-06
Position 714: 2.2031340541340347e-06
Position 1182: 1.6142246097629314e-06
Position 1173: 1.2978460276500265e-06
Position 446: 1.115538350336394e-06
Position 10649: 1.0387478365794453e-06
Position 650: 9.554525584878358e-07
Position 473: 7.440960832571429e-07
Position 22: 6.997632273548486e-07
Position 708: 6.784789948302632e-07
Position 641: 6.067725633069136e-07
Position 10684: 5.71289959325155e-07
Position 475: 4.5064629953386146e-07
Position 1301: 3.8621471041342545e-07
Position 1513: 3.833177601245634e-07
Position 736: 3.210023267037982e-07
Position 2216: 9.293729476290495e-08
Position 1996: 4.449388437075249e-08
Position 508: 3.7107223971181174e-08
Position 1140: 1.0483673231873762e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 10668: 0.991295660577315
Position 10005: 0.9890498566772169
Position 7940: 0.9643994935455693
Position 6339: 0.8308593141745908
Position 4357: 0.7814312615281326
Position 7767: 0.5971804893975201
Position 5890: 0.36010980982344715
Position 809: 0.29647167391402834
Position 2268: 0.2613217969849086
Position 7366: 0.21359577739900737
Position 7403: 0.1798249508033615
Position 1623: 0.12150048354964203
Position 1197: 0.108021232388283
Position 2812: 0.10771982845249466
Position 4437: 0.10164349367781224
Position 2666: 0.07866243533479907
Position 2271: 0.06873480721473675
Position 7641: 0.06535797562277966
Position 6544: 0.051835481719292475
Position 1290: 0.051756580699673864
Position 3896: 0.050742433580112455
Position 8340: 0.04971945474603718
Position 10316: 0.04914676038211665
Position 9638: 0.036970046153037214
Position 1305: 0.03423402623440989
Position 7789: 0.03212263093482813
Position 5933: 0.03056254843407834
Position 6401: 0.028012875416217223
Position 6381: 0.02776026130548361
Position 1866: 0.02344209533310982
Position 6348: 0.023142932722345747
Position 5654: 0.02293395111692963
Position 2089: 0.022360491802253586
Position 9381: 0.019491873832097377
Position 1919: 0.01601624995468845
Position 1170: 0.014473477882460384
Position 7383: 0.014268797807813694
Position 511: 0.012929997999823433
Position 7714: 0.012266995714472373
Position 6104: 0.011286563686000086
Position 7860: 0.010742174758626103
Position 2092: 0.01020905232450914
Position 10410: 0.009949237506057846
Position 7378: 0.00994354569886218
Position 1531: 0.009384885957661793
Position 8441: 0.009151538058221066
Position 1799: 0.009073677482857248
Position 2638: 0.008966329663768353
Position 8222: 0.008816949523037637
Position 6627: 0.00850004263674328
Position 8238: 0.007981057124690086
Position 5307: 0.007978622983092406
Position 7739: 0.007718907184019932
Position 7423: 0.007195133522627448
Position 7666: 0.007101652839843212
Position 7828: 0.006842595530986777
Position 4212: 0.006613368839390356
Position 5693: 0.006301607175328743
Position 7362: 0.0058642049426210485
Position 5728: 0.00581152661256598
Position 10030: 0.0049427081008772316
Position 9263: 0.004914949566868077
Position 5322: 0.004343413841877397
Position 9473: 0.004265123319175554
Position 8812: 0.004051984228949869
Position 3510: 0.00391876832757534
Position 348: 0.0038120285790599812
Position 1307: 0.0035601841170416703
Position 2912: 0.0033769105535268137
Position 632: 0.0031559860232985163
Position 7944: 0.0031352524011872174
Position 7986: 0.003102713415892797
Position 811: 0.0030089272721685652
Position 2784: 0.002974060080878967
Position 6484: 0.00290523939778141
Position 1498: 0.002873741031972891
Position 2960: 0.0028325590556185793
Position 8355: 0.0024972570298973547
Position 2168: 0.0023968613431786935
Position 372: 0.0023474837031213737
Position 2310: 0.00233785678110931
Position 7210: 0.002337408638505643
Position 10287: 0.0022885961852416423
Position 2714: 0.002105186585554657
Position 2209: 0.0020417475864257613
Position 9900: 0.001952113250932481
Position 635: 0.001774932910835062
Position 3765: 0.0017207619113242222
Position 9960: 0.001715179078863992
Position 7507: 0.001466195280674598
Position 331: 0.0014420854707423217
Position 5329: 0.0014415221172591852
Position 4141: 0.0014382956640729475
Position 7775: 0.0014153257865646388
Position 7432: 0.0012694120658093676
Position 4217: 0.001259855157152189
Position 7992: 0.0012486726492671918
Position 1155: 0.0011204520215576971
Position 3552: 0.001090452134236532
Position 5160: 0.0009590074592998676
Position 10462: 0.0009529559040917937
Position 1839: 0.0009407070313041939
Position 469: 0.0009383639736911246
Position 10333: 0.000920429130251104
Position 2325: 0.0009194172955646991
Position 744: 0.0008786225048383119
Position 843: 0.000816235773573452
Position 1894: 0.0008020130015362691
Position 1326: 0.0007986557771544539
Position 10312: 0.0007644660152190221
Position 290: 0.000697733708460382
Position 9425: 0.0006888794342693108
Position 2304: 0.0006521271919887694
Position 8023: 0.0005978647473233065
Position 4235: 0.0005963577178500452
Position 9931: 0.0005882313490327114
Position 1231: 0.00058330250650648
Position 4472: 0.0005826093259091677
Position 8583: 0.0005622831680252345
Position 2943: 0.0005507926494142021
Position 670: 0.0005267665576018561
Position 2318: 0.000479989502727692
Position 2276: 0.00047977113767441797
Position 8001: 0.00046012817757424456
Position 10866: 0.0004571697404374158
Position 227: 0.00045249664094121193
Position 8445: 0.00043712470817907956
Position 1537: 0.0004363222705083555
Position 9928: 0.0004143718091904888
Position 3939: 0.000398490999562251
Position 874: 0.0003966115775010825
Position 264: 0.0003811877740325228
Position 3907: 0.00037866710133270786
Position 295: 0.00031740060055023104
Position 7946: 0.00031487563180808263
Position 2394: 0.00030326688384045645
Position 7959: 0.0002927441614158469
Position 351: 0.0002859470928199101
Position 8715: 0.0002836464919733527
Position 919: 0.000275609107014388
Position 2600: 0.00025461669864696503
Position 135: 0.0002354253322998802
Position 1082: 0.0002303958584177842
Position 2818: 0.000225796879647673
Position 1870: 0.0002191359345179029
Position 8895: 0.00021882323488086285
Position 6821: 0.00020867185491907136
Position 1725: 0.0001897571440002216
Position 10680: 0.00018497872839253702
Position 6505: 0.00017963477682800827
Position 2178: 0.0001703876299612084
Position 905: 0.0001588246269248572
Position 6982: 0.00015832473102546246
Position 7171: 0.00015506597189131533
Position 665: 0.0001427250323728628
Position 10476: 0.00013359969671499592
Position 1701: 0.0001296020390781759
Position 6947: 0.00012928248148240325
Position 1626: 0.00012872538945855143
Position 10634: 0.00012793759900111472
Position 1204: 0.00012793649000636991
Position 9116: 0.00011659025480462649
Position 1240: 0.00011157606250593876
Position 10844: 0.00010931379983604646
Position 1677: 9.865038938971349e-05
Position 1352: 9.550994201015109e-05
Position 890: 9.170397090912411e-05
Position 1277: 8.677761500836678e-05
Position 1812: 8.518970915724608e-05
Position 1093: 8.404969318763322e-05
Position 1152: 8.077263063139107e-05
Position 10506: 7.925792286810461e-05
Position 1968: 7.76330235683674e-05
Position 10196: 7.465194208485303e-05
Position 879: 6.613722325876565e-05
Position 519: 6.601557557311025e-05
Position 374: 6.555335663150711e-05
Position 566: 6.383845964331341e-05
Position 10232: 6.35621128673105e-05
Position 1513: 6.306823274782707e-05
Position 354: 5.8444519353608715e-05
Position 8307: 5.780070253433483e-05
Position 1201: 5.7720120900737036e-05
Position 1210: 5.720289326069469e-05
Position 925: 5.717139982909204e-05
Position 7017: 5.56687648688136e-05
Position 4174: 5.2901338036673645e-05
Position 10417: 5.099232476986618e-05
Position 1157: 4.9179798106031646e-05
Position 4158: 4.852380677247792e-05
Position 10545: 4.763751818095046e-05
Position 1709: 4.761406538912677e-05
Position 1253: 3.4725070926372926e-05
Position 155: 3.46751473111123e-05
Position 132: 3.4257000486297635e-05
Position 413: 3.395669045303503e-05
Position 637: 3.104459623468327e-05
Position 1207: 2.9604298156760813e-05
Position 1199: 2.8805651687018636e-05
Position 6959: 2.8094116863762678e-05
Position 250: 2.714880626119413e-05
Position 1731: 2.457023239246588e-05
Position 922: 2.3501391839741834e-05
Position 6517: 2.2777041416231788e-05
Position 1545: 2.233190105037032e-05
Position 1428: 2.107276550346069e-05
Position 2582: 1.953962280358601e-05
Position 1472: 1.9031586030572693e-05
Position 9377: 1.900579619110521e-05
Position 1590: 1.8586038841180548e-05
Position 10809: 1.7954698055671997e-05
Position 9396: 1.7796398655394744e-05
Position 10059: 1.777872480751146e-05
Position 10641: 1.7680736264255984e-05
Position 137: 1.52875422179738e-05
Position 10712: 1.505860719784999e-05
Position 847: 1.4639766734515166e-05
Position 10684: 1.3070949607578855e-05
Position 826: 1.1018494868097232e-05
Position 269: 9.380921029384628e-06
Position 307: 9.182956612809282e-06
Position 854: 9.079405380920637e-06
Position 8796: 8.821211840728293e-06
Position 10691: 8.694253963656901e-06
Position 8201: 8.27609329823055e-06
Position 8671: 7.792324559254488e-06
Position 490: 6.9607456982446135e-06
Position 10721: 5.993060368413469e-06
Position 279: 5.812826476709419e-06
Position 148: 5.7994870589751056e-06
Position 10355: 5.6446904871476e-06
