Gene = Spesp1
index = 1012
Annotated 5SS: [207]
Annotated 3SS: [8644]
SMsplice 5SS: [207]
SMsplice 3SS: [9262]
top_k =  1000
Partition function (log Z): -9.323384844510576

Sorted 5' Splice Sites (High to Low Probability):
Position 207: 0.941326591600477
Position 2808: 0.276812363231565
Position 4723: 0.26584424636146287
Position 2366: 0.10549098124295471
Position 7597: 0.05811064814600949
Position 8806: 0.03810617148710252
Position 199: 0.03741058516372174
Position 2336: 0.037333984341736896
Position 776: 0.027850329801011278
Position 9516: 0.026715952768861545
Position 48: 0.02367778790905825
Position 8790: 0.0220453408540038
Position 4746: 0.021163194034896773
Position 3699: 0.016699168960415806
Position 634: 0.015657708646491627
Position 8823: 0.01201124177172351
Position 9709: 0.011779473774008125
Position 5068: 0.010169097112177127
Position 83: 0.008425553710626983
Position 2202: 0.00806889239321489
Position 3721: 0.007856129741699568
Position 849: 0.007583626161203514
Position 4541: 0.007272680980342023
Position 1336: 0.007062316293198159
Position 7652: 0.005476606518639437
Position 7963: 0.00489600156410157
Position 5075: 0.00481067493292877
Position 9123: 0.004046356930516272
Position 4553: 0.0032205097639026402
Position 8936: 0.0024781771198615563
Position 381: 0.0024004918369175303
Position 2191: 0.001496322577569881
Position 392: 0.0013503372576962704
Position 8571: 0.0013226061253862446
Position 8561: 0.0012692259428652957
Position 2785: 0.0011251492004482379
Position 5000: 0.0010955668061365556
Position 1746: 0.0010290544696269495
Position 2813: 0.0008960437507394234
Position 583: 0.0008758405412625751
Position 1373: 0.0008658681152430789
Position 477: 0.000823635512123927
Position 2743: 0.0008117185663095108
Position 3818: 0.0007247027663196252
Position 1273: 0.0006528322875116436
Position 4153: 0.000572639774039963
Position 829: 0.0004962648919410317
Position 1891: 0.00034543692814356896
Position 598: 0.00032381458644972956
Position 1201: 0.00030461736315508427
Position 1888: 0.0003024951817117924
Position 226: 0.00027830966116979716
Position 4516: 0.00021701147140809425
Position 1737: 0.00021521884141282652
Position 1825: 0.0002126958248200617
Position 164: 0.00020751055012164474
Position 1355: 0.00015173828405126602
Position 276: 0.0001448873285998127
Position 4079: 0.00013846966727540223
Position 780: 0.00012896781285024522
Position 4354: 0.0001233924194186883
Position 2269: 0.00012321044847283242
Position 3298: 0.00012171253593852535
Position 211: 0.00010406340789922225
Position 3235: 8.626374874455068e-05
Position 3797: 8.104534949746914e-05
Position 1635: 7.394120157887968e-05
Position 573: 6.782956917812453e-05
Position 2328: 5.3307005331743466e-05
Position 1340: 4.74472039161519e-05
Position 235: 2.1329219073674164e-05
Position 223: 1.2509386694813828e-05
Position 155: 1.1895191395167809e-05
Position 40: 7.66292112187443e-06
Position 216: 7.542472342932378e-06
Position 16: 2.2794700334790454e-06
Position 187: 2.256856068361408e-06
Position 237: 2.0590835042436196e-06
Position 394: 1.7949806544014742e-06
Position 158: 1.3053816882020748e-06
Position 692: 9.181224401814287e-07
Position 468: 8.449428039546781e-07
Position 471: 8.137007747231663e-07
Position 607: 6.696690994534859e-07
Position 269: 6.372885391460795e-07
Position 446: 6.219766543152876e-07
Position 96: 5.974311755066756e-07
Position 115: 5.664397293344189e-07
Position 744: 5.634396282229874e-07
Position 496: 4.844485054028123e-07
Position 785: 4.391097692055471e-07
Position 644: 3.810490135547523e-07
Position 172: 3.550157768779744e-07
Position 348: 2.818234593270586e-07
Position 490: 2.5756326114419927e-07
Position 862: 2.2429527522233215e-07
Position 751: 1.7248118991908431e-07
Position 1349: 1.638643869166617e-07
Position 854: 1.5862504503844472e-07
Position 128: 1.381900858946012e-07
Position 625: 1.19292163071973e-07
Position 671: 9.407937911107191e-08
Position 875: 6.669637408892301e-08
Position 109: 6.558547090063852e-08
Position 451: 6.449043273950828e-08
Position 627: 6.036236342343573e-08
Position 704: 3.627271699938446e-08
Position 642: 2.3835969271781376e-08
Position 790: 2.1399017919312576e-08
Position 289: 1.986708866907692e-08
Position 1156: 7.63045905582578e-09
Position 278: 5.685630444565535e-09
Position 257: 5.4231581833893455e-09
Position 309: 1.8553716091856489e-09
Position 280: 8.310479187666983e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 9262: 0.45767293517900953
Position 4485: 0.33008885266035837
Position 2657: 0.2648267085195518
Position 8703: 0.10571176729467022
Position 10588: 0.08608912747568079
Position 2133: 0.07379326959295082
Position 2194: 0.05965576360351438
Position 7547: 0.05889544535324132
Position 4594: 0.05688114734961545
Position 7831: 0.03369562856143698
Position 4791: 0.030555762116055298
Position 3525: 0.029746310524199206
Position 510: 0.027990962735086083
Position 319: 0.027798697249125162
Position 8644: 0.025218316287498703
Position 7294: 0.02353597079597522
Position 652: 0.02288302964206889
Position 6928: 0.021177102590004847
Position 1165: 0.020557935751713996
Position 9602: 0.020486610061688195
Position 2742: 0.014826055728847801
Position 8496: 0.01369507202840159
Position 9538: 0.012170406693215983
Position 7180: 0.011837378397974434
Position 8991: 0.01015564302644257
Position 10105: 0.010086556154516462
Position 2255: 0.010059213272530381
Position 3932: 0.009872370305853667
Position 151: 0.009152848189728693
Position 10930: 0.008987995058463157
Position 9490: 0.008622020092300769
Position 4490: 0.008357147852721056
Position 4437: 0.007955376064636392
Position 1133: 0.007432830401224387
Position 6583: 0.00739788770790502
Position 7744: 0.006734250773087815
Position 6952: 0.00630956054710403
Position 6354: 0.005257131642860648
Position 9708: 0.005161327927368545
Position 2311: 0.004245150399693655
Position 8730: 0.003287284264597155
Position 2444: 0.0028360923319436107
Position 11243: 0.0026959648374949097
Position 2600: 0.002679813762940162
Position 2059: 0.0024152253135943354
Position 1953: 0.0023714780060274457
Position 2695: 0.002359824944680309
Position 7734: 0.002335330500849308
Position 4618: 0.0022793544191016513
Position 6021: 0.002233515643824662
Position 11303: 0.002136872202755256
Position 5127: 0.002111215273554679
Position 2676: 0.0020766105321910217
Position 5945: 0.0020627567166113196
Position 4413: 0.0019392801178439805
Position 3234: 0.0019315061919583135
Position 128: 0.0018487315039049156
Position 4256: 0.001793280891143773
Position 2162: 0.001756167505262389
Position 515: 0.00168681072160332
Position 364: 0.0016657634621852148
Position 7302: 0.0016420296765943896
Position 1551: 0.0014053276730771386
Position 4803: 0.0013467922874216204
Position 3899: 0.0012830627510617041
Position 663: 0.0012114336259017944
Position 2400: 0.001036903482498043
Position 5504: 0.000950312600986821
Position 4302: 0.0009376998472605822
Position 5425: 0.0009181241043413822
Position 1039: 0.000914579976103562
Position 6117: 0.0008963140105720444
Position 164: 0.0008806910079704065
Position 5391: 0.0008535189524925311
Position 1607: 0.0008484442021420276
Position 8186: 0.0008164932788072389
Position 8736: 0.0008136636536745736
Position 5095: 0.0008073550594682929
Position 2613: 0.0008024654805143487
Position 406: 0.0007750756838598051
Position 1265: 0.00077064737241383
Position 2496: 0.0007563250328448997
Position 1745: 0.0007492307864052381
Position 8668: 0.0007453051698582421
Position 1194: 0.0007339388527118907
Position 5811: 0.0007324717348163624
Position 1690: 0.0007190226128147945
Position 7786: 0.0007012801031017689
Position 5708: 0.0006773313711403035
Position 1232: 0.0006689780382273919
Position 3610: 0.0006151850914651615
Position 3144: 0.0005843060293540005
Position 1210: 0.0005784262560334453
Position 289: 0.0005721346438875058
Position 5254: 0.0005218867418902862
Position 468: 0.0005065592531865227
Position 380: 0.0004764889507158094
Position 2283: 0.00043873005560293526
Position 2475: 0.0004151691930642133
Position 7269: 0.00039503142248611424
Position 7651: 0.00038657767181624595
Position 583: 0.00038619927867658164
Position 6792: 0.00032721534690749264
Position 2262: 0.000316124442023788
Position 4114: 0.0003138917989261216
Position 6870: 0.0003050744542093829
Position 6259: 0.000294931897035499
Position 4048: 0.0002727699155922939
Position 2919: 0.0002625078042630298
Position 6276: 0.00026090558479945454
Position 2864: 0.0002596590460763703
Position 607: 0.00025871508921613065
Position 6675: 0.0002536363199466455
Position 619: 0.0002417764004368931
Position 551: 0.00022271449658628378
Position 1706: 0.00021082129653241842
Position 3858: 0.00020787643215073055
Position 2670: 0.000199693187643925
Position 3973: 0.00015835826891140054
Position 1596: 0.00014777764023181698
Position 1057: 0.000147271855334961
Position 5223: 0.000137449270541828
Position 1522: 0.00013636857759710287
Position 1102: 0.00012898478841967507
Position 1485: 0.0001263145087190316
Position 5847: 0.00012226960421556364
Position 4765: 0.00012148878091206543
Position 1214: 0.00011083160891495989
Position 692: 0.00010437079869896957
Position 4084: 8.527404547068166e-05
Position 2328: 8.182944460848411e-05
Position 671: 7.890458221854909e-05
Position 4377: 7.86284726325323e-05
Position 668: 7.269088505296193e-05
Position 2416: 6.926266757063399e-05
Position 588: 6.708614868207894e-05
Position 1887: 6.454595458339428e-05
Position 4199: 6.401791322645277e-05
Position 2555: 6.375485588561856e-05
Position 425: 6.281701004266938e-05
Position 391: 4.9311125837721444e-05
Position 2866: 3.9145078796952706e-05
Position 2335: 3.2037559166158585e-05
Position 630: 2.9541212293547556e-05
Position 1824: 2.4037412958585283e-05
Position 1304: 2.329504794361586e-05
Position 2956: 2.276215807482154e-05
Position 2750: 2.128749377825106e-05
Position 1615: 1.8442473355165937e-05
Position 2086: 1.5549383491412572e-05
Position 847: 1.5337425495065596e-05
Position 336: 9.617104337277038e-06
Position 1325: 8.817035952427462e-06
Position 2093: 7.492618585604747e-06
Position 105: 6.842949976861905e-06
Position 558: 6.489036453908653e-06
Position 2166: 5.996141045790894e-06
Position 633: 4.9762268661850485e-06
Position 761: 4.693515403130488e-06
Position 2771: 2.2454392238186262e-06
Position 697: 1.4994338653311513e-06
Position 1630: 9.04249175884261e-07
Position 3533: 6.8850554697749e-07
Position 82: 6.19205368156882e-07
Position 1792: 6.127909693985573e-07
Position 2090: 3.7059429515624545e-07
Position 234: 2.1467013220177532e-07
Position 1966: 1.8396167966180843e-07
Position 701: 1.8027675761812463e-07
Position 682: 1.5175768479665436e-07
Position 523: 1.313831360983401e-07
Position 594: 1.181903652215818e-07
Position 3699: 1.1507751512779172e-07
Position 832: 8.395605900051434e-08
Position 276: 8.042957589396905e-08
Position 828: 4.458384267691045e-08
Position 731: 3.367619580949806e-08
Position 737: 3.247649785214146e-08
Position 90: 2.6672313992801937e-08
Position 207: 7.4134405751815556e-09
Position 1176: 5.916214399876714e-09
Position 771: 5.815444140420307e-09
Position 704: 6.043011722910527e-10
Position 211: 8.519664945610754e-11
