Gene = Odam
index = 777
Annotated 5SS: [  18  734  867 1575 2522 2956 4439 5106 6395 7440 7713]
Annotated 3SS: [ 667  824 1526 2290 2910 4336 5057 6322 7286 7653 8659]
SMsplice 5SS: [  18  734 2522 2956 4439]
SMsplice 3SS: [ 667 2290 2910 4336 8884]
top_k =  1000
Partition function (log Z): -1.9750497453861575

Sorted 5' Splice Sites (High to Low Probability):
Position 18: 0.8867166334535375
Position 2956: 0.869919701492083
Position 2522: 0.8379464214413479
Position 734: 0.8060074771478427
Position 4439: 0.7638075391231999
Position 1575: 0.47633022116846685
Position 7440: 0.35811144955194635
Position 369: 0.29917711285688847
Position 6395: 0.22285622751847878
Position 1634: 0.1574791549283439
Position 5106: 0.1562093300162376
Position 867: 0.05475878968712426
Position 4485: 0.05139336432637503
Position 2435: 0.03355351831914772
Position 2561: 0.03180734099229833
Position 5915: 0.02836456905408653
Position 13: 0.028122332422752708
Position 950: 0.023495717874734496
Position 7713: 0.014160898875081441
Position 6452: 0.012558108938731148
Position 983: 0.01168689965022217
Position 7455: 0.010861447292010336
Position 4444: 0.008997353000391593
Position 1329: 0.007996322965089835
Position 8672: 0.007481030441989682
Position 3340: 0.007420868996072512
Position 2351: 0.004092257731186579
Position 132: 0.0034896846056017435
Position 6463: 0.0034488346839805337
Position 7488: 0.002751119794079717
Position 8736: 0.0027029423931332697
Position 1683: 0.0025764390453528064
Position 8519: 0.0024456255842262814
Position 353: 0.002337149366924601
Position 117: 0.0022868576226761205
Position 903: 0.002162208899800211
Position 1585: 0.0019748369322042858
Position 2569: 0.0018900759261694909
Position 8306: 0.0018810927472826472
Position 7527: 0.0017806111111220255
Position 3772: 0.0017661527643140149
Position 1107: 0.0014638947272159124
Position 42: 0.0013221445771141023
Position 4270: 0.0013114733768420368
Position 576: 0.0012187024274225105
Position 3885: 0.00120204932008597
Position 954: 0.0011333013579396631
Position 4228: 0.0008437551452457764
Position 231: 0.0008001441011846383
Position 152: 0.0006167888428823216
Position 5345: 0.0005284418010143309
Position 495: 0.00045790196704721144
Position 1591: 0.0004145077714397014
Position 1343: 0.0003805975005792422
Position 668: 0.000344305688592817
Position 1703: 0.000309615229202606
Position 3689: 0.0003010580072544498
Position 1322: 0.0002789709536856136
Position 2646: 0.0002756377537459578
Position 1842: 0.0002694901202158008
Position 439: 0.00022594546856004468
Position 4450: 0.00021715387954681552
Position 1387: 0.00020785187505215405
Position 2526: 0.00019082622117490516
Position 357: 0.00017360279353122383
Position 1549: 0.00015689537473653092
Position 579: 0.0001550735478909803
Position 3699: 0.00012891842878154605
Position 4861: 0.00012199054350870075
Position 1111: 0.0001181692320112168
Position 2368: 0.0001167055603348078
Position 557: 0.00010630610935766203
Position 1115: 0.00010525125290336067
Position 1919: 9.883832401039536e-05
Position 1810: 9.069045768455718e-05
Position 1113: 8.847832310392098e-05
Position 2511: 8.074013321336818e-05
Position 154: 7.917246149216202e-05
Position 1596: 7.108202631594567e-05
Position 1090: 6.400301616025825e-05
Position 5110: 6.371279020488266e-05
Position 162: 6.16291643571399e-05
Position 1813: 5.860125416258966e-05
Position 211: 5.7738346021676097e-05
Position 245: 5.3448799465860274e-05
Position 1082: 4.944476403617076e-05
Position 2575: 3.828023829458046e-05
Position 398: 3.774670458334041e-05
Position 2551: 3.273122946312857e-05
Position 524: 2.8949914973803897e-05
Position 88: 2.594997481242893e-05
Position 1416: 1.7271352837628284e-05
Position 907: 1.590411771633988e-05
Position 1312: 1.56378755242277e-05
Position 608: 1.1791366615920794e-05
Position 204: 1.1464988554509102e-05
Position 1435: 8.315183548386487e-06
Position 92: 5.930199734533423e-06
Position 45: 5.602873198447088e-06
Position 3039: 4.0575225014521164e-06
Position 98: 4.048050214595253e-06
Position 1457: 3.87203058659994e-06
Position 1267: 3.167101551096273e-06
Position 214: 2.8707715818371886e-06
Position 596: 2.3234207065962083e-06
Position 630: 1.6883659895027202e-06
Position 299: 1.5892038025675212e-06
Position 740: 1.547479894913993e-06
Position 738: 8.613836366674514e-07
Position 748: 6.122531232159355e-07
Position 259: 5.257101313949874e-07
Position 1500: 4.233009929535859e-07
Position 1158: 9.325885982303663e-08
Position 647: 9.180635754375793e-08
Position 859: 2.4766566865010583e-08
Position 877: 2.0511685824474168e-08
Position 871: 1.3077932981932509e-08
Position 803: 4.136678726558272e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2910: 0.8443585489912105
Position 2290: 0.7910764755288925
Position 4336: 0.7504267862916356
Position 667: 0.5622919286145849
Position 7286: 0.4171089097867956
Position 1526: 0.4002428364675566
Position 8659: 0.3802456902821367
Position 8884: 0.3791373223985232
Position 6322: 0.24523170311008344
Position 283: 0.17954309005146385
Position 1471: 0.14775321591386048
Position 575: 0.1407515347869052
Position 5057: 0.10640372185032913
Position 214: 0.08799016475357613
Position 824: 0.07710940887187617
Position 1400: 0.07337897833985005
Position 5825: 0.044297434434633715
Position 713: 0.03768937082903853
Position 2335: 0.03752742363504387
Position 4345: 0.036349563706768694
Position 2387: 0.0332096724045348
