Gene = Edc3
index = 359
Annotated 5SS: [  160  5022  7728 18982 31504 36263]
Annotated 3SS: [ 4840  7407 18645 31349 36044 39620]
SMsplice 5SS: [  160  5022  7728  8822 18982 31504 33318 36263]
SMsplice 3SS: [ 4840  7642  8670 18645 31349 33217 36044 42275]
top_k =  1000
Partition function (log Z): -14.723169231611934

Sorted 5' Splice Sites (High to Low Probability):
Position 18982: 0.9764831686821384
Position 5022: 0.9022145049541669
Position 7728: 0.8838127437749901
Position 160: 0.8489911004598668
Position 8822: 0.708233441762143
Position 3936: 0.5102749384396793
Position 5962: 0.41894242537974563
Position 9713: 0.40659917391704503
Position 13301: 0.3546629886625254
Position 20679: 0.3468308579237377
Position 9973: 0.28837675960762965
Position 10193: 0.2718740270033553
Position 20847: 0.2669773475588391
Position 19289: 0.18426414144277836
Position 7550: 0.17127639625931768
Position 7910: 0.16011739682786433
Position 7469: 0.12920458457827963
Position 7513: 0.10243094800648132
Position 6095: 0.08725643147246984
Position 7047: 0.08405257633288526
Position 4948: 0.07709794888877436
Position 7924: 0.07466025621466046
Position 7974: 0.05932042807067574
Position 17859: 0.057293877359413894
Position 13876: 0.0546680402277908
Position 933: 0.04619338943539079
Position 3506: 0.043640165665933615
Position 13: 0.04290755298254419
Position 3468: 0.02898246514917323
Position 5999: 0.02773924571976861
Position 92: 0.026472675282089273
Position 73: 0.02424085862355829
Position 7524: 0.022698316180151806
Position 26297: 0.018706232966053487
Position 5930: 0.01730148433751168
Position 3128: 0.01718862731819962
Position 20767: 0.015743447348964785
Position 5081: 0.01417047999124905
Position 292: 0.014014229739015087
Position 2962: 0.01305789535970044
Position 21163: 0.011991905620099013
Position 5291: 0.01102605740001212
Position 18890: 0.00956965798849877
Position 9698: 0.009560761827504174
Position 9733: 0.009418481645647748
Position 7742: 0.008115035804305946
Position 46: 0.007364483400560733
Position 217: 0.007335062255654739
Position 8853: 0.006796157864436561
Position 4609: 0.006785446669723377
Position 5635: 0.006745142394497832
Position 226: 0.006718000080703689
Position 1922: 0.006697187566896529
Position 3574: 0.0064629498610123785
Position 112: 0.0056855590289191975
Position 4629: 0.005434886893799559
Position 2801: 0.005253191581866886
Position 320: 0.004960309626911198
Position 984: 0.004567518770487092
Position 6552: 0.004496406119866372
Position 121: 0.004115446732205291
Position 5296: 0.0038619772678561556
Position 5610: 0.0038198690116263705
Position 10634: 0.003539025894625473
Position 4120: 0.0034940633420127163
Position 5497: 0.0034463631289919435
Position 596: 0.0027825333037449465
Position 591: 0.00218811903076076
Position 5328: 0.0021369842641686854
Position 8445: 0.0017261717794492112
Position 5265: 0.0016462943533302676
Position 1278: 0.0015812826639855977
Position 4562: 0.0015742999226126383
Position 18960: 0.0014447337672681359
Position 190: 0.0013665158516669763
Position 5058: 0.0011603694817792268
Position 7530: 0.0010952782256467499
Position 7413: 0.0010721494937320094
Position 7449: 0.0010550318095899716
Position 7553: 0.0010248295173817948
Position 8171: 0.0010120665673526174
Position 7324: 0.0009771847365655434
