Gene = Mtfmt
index = 721
Annotated 5SS: [  226  1416  3871  4667  5907  8189 11521 12997]
Annotated 3SS: [ 1205  3747  4563  5830  8096 11441 12913 16222]
SMsplice 5SS: [  226  3871  4667  5907  8189 11521 12997]
SMsplice 3SS: [ 3747  4563  5830  8096 11441 12913 16222]
top_k =  1000
Partition function (log Z): 11.568119337064303

Sorted 5' Splice Sites (High to Low Probability):
Position 12997: 0.9926869441374613
Position 11521: 0.9840441111729029
Position 226: 0.9640143679152957
Position 8189: 0.9511139468181377
Position 5907: 0.8403867524558829
Position 3871: 0.7356903507426766
Position 4667: 0.7286896119042356
Position 1416: 0.43814513101657093
Position 6018: 0.28566407735099936
Position 4882: 0.2088586768695207
Position 14642: 0.19364222929350594
Position 424: 0.16525692055982644
Position 1360: 0.16186732090885664
Position 5505: 0.1210510404229431
Position 13181: 0.11856863159052229
Position 1826: 0.11783138277225969
Position 6887: 0.09227775510805689
Position 6370: 0.07366201800809416
Position 3985: 0.07061641860019849
Position 1388: 0.06827890090767999
Position 11347: 0.06629828271440807
Position 4901: 0.06408198203200415
Position 13515: 0.06035604759020159
Position 12138: 0.05840263580266035
Position 14775: 0.05783064280483987
Position 13745: 0.0520271504473056
Position 12539: 0.0490740401759888
Position 4754: 0.04845471212681195
Position 13899: 0.04621014112585629
Position 2671: 0.0459505290058352
Position 826: 0.04004452476121698
Position 9108: 0.038489407320196824
Position 14617: 0.03472290040389849
Position 6908: 0.034271249721207875
Position 452: 0.033309726858990446
Position 3842: 0.03330158355851049
Position 2599: 0.031951265484132275
Position 15992: 0.029658846913746897
Position 2695: 0.02837448312649732
Position 3535: 0.022031102701946435
Position 29: 0.019205952954735914
Position 14119: 0.01885085830620618
Position 12472: 0.018000922715031523
Position 378: 0.017330223102300212
Position 889: 0.01691577213242515
Position 1647: 0.016757868024304644
Position 5563: 0.015380441886916556
Position 9401: 0.015253822495714007
Position 6014: 0.01454571859569647
Position 1317: 0.014118763621204877
Position 5943: 0.012902253073542279
Position 15441: 0.01226996400755392
Position 7015: 0.011827448742305123
Position 5627: 0.011110206140044042
Position 3002: 0.010922113902013699
Position 6181: 0.010837958567651695
Position 7698: 0.010783032436983536
Position 10992: 0.0107230253423752
Position 15181: 0.010520503085965938
Position 4681: 0.009715620381033475
Position 4684: 0.009319551341671587
Position 2277: 0.00931934370986352
Position 13254: 0.008323128542183544
Position 6989: 0.0074141623753461805
Position 4916: 0.007352940984726634
Position 8238: 0.007315460679022668
Position 12467: 0.006581974360184792
Position 11008: 0.006466996353909522
Position 57: 0.006443455133471461
Position 866: 0.006312989669245753
Position 6932: 0.006035561852813777
Position 15868: 0.005879782082958805
Position 14447: 0.005876185890984743
Position 4923: 0.005837661457495158
Position 1315: 0.005787320276786722
Position 4872: 0.0057660901165749135
Position 3069: 0.005616220742223199
Position 12992: 0.005592655113671609
Position 6961: 0.005587612877411425
Position 797: 0.00553070781591842
Position 10925: 0.005162812645834026
Position 16243: 0.004582651390565682
Position 3815: 0.004199342125156831
Position 164: 0.0037967202304634642
Position 12269: 0.003679742667276064
Position 5421: 0.0036660352516837864
Position 6307: 0.0035547613888184
Position 8156: 0.003333648628350254
Position 4760: 0.003174589839528666
Position 10378: 0.003145833897006972
Position 4674: 0.002930121066150149
Position 1333: 0.002876073980394463
Position 5509: 0.002521722885538272
Position 9: 0.0022383658642978845
Position 482: 0.002220097853998332
Position 14165: 0.0021930161825181216
Position 4797: 0.002188477581061523
Position 399: 0.0021768829431955913
Position 8587: 0.002056272703599745
Position 4687: 0.0018277445208668079
Position 5621: 0.001827102965454808
Position 3518: 0.0016532246458921232
Position 12311: 0.0016343235919185292
Position 9011: 0.0014238836971847454
Position 4656: 0.001331792732800775
Position 10428: 0.001330459434248331
Position 13313: 0.0013200482502631467
Position 14433: 0.001309365345516143
Position 14300: 0.0013066991548462963
Position 8370: 0.0013011196799680332
Position 5156: 0.0010802517469531009
Position 140: 0.001065448795120263
Position 7126: 0.0010533862833719766
Position 10034: 0.0010082076186107333
Position 1354: 0.0009519799004142929
Position 5538: 0.0009411386668730246
Position 109: 0.0009207089601357478
Position 4131: 0.0009197095275801277
Position 14304: 0.0008379689385894744
Position 12262: 0.000820795894069305
Position 132: 0.0007840011606906745
Position 6856: 0.0007636520301345409
Position 773: 0.0007565809739548332
Position 5152: 0.0007149801742857543
Position 7086: 0.0007091911848269254
Position 5033: 0.0006931860917673562
Position 13920: 0.0006873340553205184
Position 13719: 0.0006702521083177299
Position 473: 0.0006294281884258841
Position 10944: 0.0006133595163649423
Position 6303: 0.0006102650764382407
Position 4139: 0.0005982661804938929
Position 5600: 0.000598075255093963
Position 4803: 0.000597556196241704
Position 3630: 0.0005972575928038688
Position 13656: 0.0005517553772796934
Position 3896: 0.000504685325211018
Position 13764: 0.0004916239836605991
Position 13729: 0.0004569026982488126
Position 10581: 0.0004455586510196001
Position 8420: 0.00043246807056899377
Position 3933: 0.00042859491737379615
Position 469: 0.0004230622859834216
Position 279: 0.00040696488165532476
Position 46: 0.00037884342895995704
Position 3894: 0.00037619478470350015
Position 11546: 0.00033620330883048514
Position 441: 0.0003223054021491207
Position 11803: 0.0003073907288479566
Position 532: 0.0002591546097950763
Position 12347: 0.0002460056883269759
Position 3885: 0.00023231027872934118
Position 10923: 0.00023033519403660232
Position 12407: 0.00022568620608240159
Position 467: 0.0002200910379352747
Position 5186: 0.000205119019043225
Position 5131: 0.00018962849330791585
Position 679: 0.00017879799645193923
Position 12286: 0.00016751579197458902
Position 16390: 0.00016643753507261327
Position 1243: 0.00015781119430877564
Position 408: 0.0001401302852327168
Position 456: 0.00013548582791649152
Position 411: 0.0001309044582268935
Position 11499: 0.00012523227496939146
Position 4678: 0.0001203361360684013
Position 12091: 0.00011839914890635311
Position 13236: 0.00010942301877602748
Position 12985: 0.00010738632191188904
Position 12127: 0.00010622226220047905
Position 61: 9.55104611721088e-05
Position 3784: 9.54375661050084e-05
Position 2607: 9.377199783049296e-05
Position 3692: 9.204677859681272e-05
Position 5937: 8.791054162295408e-05
Position 777: 8.629320089653076e-05
Position 4137: 8.404890301091963e-05
Position 970: 8.196577227530786e-05
Position 13128: 7.769614084641066e-05
Position 508: 7.451212664656134e-05
Position 6133: 7.347808547653681e-05
Position 13484: 7.163766076730524e-05
Position 12510: 6.405041329079171e-05
Position 1323: 6.266405105897169e-05
Position 257: 6.030376224566513e-05
Position 3190: 5.0738576294799765e-05
Position 239: 4.918976435730426e-05
Position 13334: 4.093393420266022e-05
Position 668: 3.586169217970579e-05
Position 1282: 3.421223691635874e-05
Position 13913: 2.9861327762772534e-05
Position 686: 2.4701085015029978e-05
Position 541: 2.165654616457164e-05
Position 779: 2.1360105670419957e-05
Position 13348: 2.0308323089002576e-05
Position 14086: 1.885411342443417e-05
Position 6058: 1.798012813046167e-05
Position 781: 1.762469644342385e-05
Position 803: 1.1418686915207908e-05
Position 914: 1.0977346726727718e-05
Position 302: 1.0428080376237911e-05
Position 506: 9.837144383328875e-06
Position 1363: 9.807685660378299e-06
Position 853: 9.452074437236733e-06
Position 1302: 8.170205941901361e-06
Position 830: 7.525043367589296e-06
Position 880: 5.634254187739984e-06
Position 8105: 3.0973419687138054e-06
Position 8131: 3.0643151776694024e-06
Position 14615: 2.1065052998596626e-06
Position 12948: 1.7414640568800467e-06
Position 13024: 1.4958467357809275e-06
Position 13001: 1.362642681044153e-06
Position 13018: 1.3523603514129947e-06
Position 169: 9.641071320072504e-07
Position 1740: 7.372901429742435e-07
Position 93: 5.219856199942321e-07
Position 12114: 3.8411904263952824e-07
Position 87: 1.518073789501074e-07
Position 605: 1.3380008553982827e-07
Position 297: 5.4368269386116366e-08
Position 13225: 3.091620740322668e-08
Position 323: 7.502217925356555e-10
Position 598: 2.795416344779717e-10
Position 807: 1.2737927080737619e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 12913: 0.9964870481650198
Position 5830: 0.9858128551136041
Position 11441: 0.9680198228736046
Position 4563: 0.820715438873183
Position 3747: 0.78130245817003
Position 8096: 0.7332158793330561
Position 16222: 0.6493154894890352
Position 1205: 0.4765064571504146
Position 14544: 0.4501681083058013
Position 8032: 0.20217023262202702
Position 1273: 0.18627086317238023
Position 6007: 0.12974814942184604
Position 335: 0.11770785909805262
Position 4745: 0.109494645255395
Position 13070: 0.09479245696241019
Position 13796: 0.08858802748712552
Position 6755: 0.08769177092959307
Position 315: 0.08040332590917494
Position 13553: 0.07899129018600093
Position 5294: 0.07336837466702079
Position 4757: 0.07313200847145433
Position 1721: 0.07001044909997493
Position 5448: 0.0664283068456807
Position 13420: 0.05561357111553356
Position 5988: 0.05402657738720138
Position 15892: 0.042866860856378544
Position 3771: 0.0396969630638103
Position 12422: 0.0366534056116039
Position 15088: 0.03610399657172093
Position 2566: 0.035509767755275964
Position 6277: 0.03408555546740542
Position 12048: 0.03312008907973566
Position 4780: 0.03197845868431944
Position 2521: 0.03175485826861409
Position 9037: 0.03111652207424198
Position 11274: 0.029943326903377754
Position 12202: 0.028994395548005456
Position 1646: 0.027171544445384666
Position 3464: 0.026565957919568516
Position 1542: 0.025824565637954353
Position 13898: 0.024691295812320796
Position 6720: 0.02160161910299754
Position 10791: 0.021285438133883755
Position 6829: 0.020869552916506568
Position 2475: 0.02023296914171686
Position 6212: 0.01994467421665592
Position 7980: 0.01923251931231836
Position 626: 0.018692918812446217
Position 693: 0.018502756254400194
Position 1207: 0.018367821158467013
Position 11312: 0.01820853163427162
Position 11309: 0.01786536724347399
Position 13127: 0.01763925272056007
Position 4574: 0.017377582298895508
Position 2860: 0.016528982450205225
Position 13075: 0.015580646447623862
Position 590: 0.015566058075292368
Position 2537: 0.015497707367230024
Position 6874: 0.01465487815748895
Position 14229: 0.014605957901665674
Position 4817: 0.014219882801830046
Position 12079: 0.014109782857087154
Position 16470: 0.013372894843288177
Position 3979: 0.012983082735207548
Position 6167: 0.01148379251573741
Position 15313: 0.011158149963999242
Position 15737: 0.010981982391887236
Position 7590: 0.01078303243698353
Position 98: 0.010216423049755721
Position 659: 0.01015977809030723
Position 11256: 0.009868041598607886
Position 4615: 0.00981164123075939
Position 4836: 0.009502483918688914
Position 9265: 0.00908969801542893
Position 1546: 0.008504690511457785
Position 121: 0.00830162869844477
Position 6791: 0.008128627603939927
Position 5333: 0.006759523880415792
Position 1252: 0.006685392282371329
