Gene = Atp6v1h
index = 152
Annotated 5SS: [  199  1484  6032 10373 12649 15054 18044 34408 41390 50183 52858 60772
 66982]
Annotated 3SS: [ 1336  5928 10282 12534 14948 17989 34309 41196 50003 52731 60669 66867
 79024]
SMsplice 5SS: [  199  1501  6032 10373 12649 15054 34408 41390 50161 52858 60772 66982]
SMsplice 3SS: [ 1336  5928 10282 12534 14948 34309 41196 50003 52731 60669 66867 79024]
top_k =  1000
Partition function (log Z): -28.066997645647426

Sorted 5' Splice Sites (High to Low Probability):
Position 6032: 0.999042024639194
Position 15054: 0.9426154141228716
Position 199: 0.8946720177496295
Position 12649: 0.7934953072910137
Position 10373: 0.5885463916339477
Position 1501: 0.5584530628832766
Position 10414: 0.3638030144350075
Position 16141: 0.36060422989294333
Position 4559: 0.3262400616425212
Position 582: 0.31420348954615573
Position 22064: 0.29246112644083455
Position 1221: 0.2836371862970602
Position 12801: 0.2682508746170007
Position 5553: 0.24560169043607114
Position 16135: 0.23787619655639622
Position 18044: 0.22773602347262753
Position 1484: 0.2126790537794161
Position 17316: 0.20589071579497675
Position 590: 0.17785981604445988
Position 10693: 0.14550142757485854
Position 12326: 0.14107591521513685
Position 2763: 0.12528578222237782
Position 22681: 0.12307448002667372
Position 1494: 0.09899012521742055
Position 20586: 0.07659760262545119
Position 9594: 0.0762262971446969
Position 5548: 0.06791035449397169
Position 9093: 0.06303524861894422
Position 2336: 0.060088399681013684
Position 8513: 0.05653772993424188
Position 14486: 0.05497617665106581
Position 12294: 0.05456012386587843
Position 8302: 0.053250086129765284
Position 12250: 0.051422907012008294
Position 546: 0.0493678463532117
Position 813: 0.04387599233740799
Position 1446: 0.04353682852275672
Position 807: 0.042025118774893476
Position 16434: 0.029005638068011173
Position 1461: 0.021377207273583495
Position 2346: 0.018755057677175415
Position 13409: 0.018084512053781344
Position 23425: 0.017008484391684404
Position 13883: 0.016599532788534002
Position 9212: 0.015437146551877619
Position 13490: 0.01326754388042847
Position 578: 0.012905867008711233
Position 5606: 0.012787824410305359
Position 7905: 0.00968683409605103
Position 9932: 0.009112274498687954
Position 13546: 0.007963049106850561
Position 15125: 0.007630790603611197
Position 13569: 0.007363631287311856
Position 14230: 0.007269416550457571
Position 14490: 0.007141552505948389
Position 5190: 0.006962761164095616
Position 4344: 0.0068605253241077946
Position 5648: 0.006722039274341915
Position 21997: 0.006229237496010527
Position 10571: 0.005911082649112789
Position 2625: 0.005720781706629024
Position 13668: 0.005621415373784607
Position 9399: 0.005620877741931636
Position 20386: 0.005035119540835175
Position 13059: 0.004768704046780566
Position 4515: 0.0046918522488359655
Position 16145: 0.004640249100191293
Position 11064: 0.0043859112986815805
Position 16088: 0.004275486029711042
Position 12949: 0.0039873496051659775
Position 18048: 0.0038076813635548857
Position 16546: 0.0037866868243882548
Position 20068: 0.0029017841640338413
Position 13783: 0.0028104829298570494
Position 12816: 0.0027894459903589483
Position 850: 0.0026355138100381203
Position 1393: 0.0025686460290340954
Position 14542: 0.0025261454488314503
Position 10220: 0.002273208712112688
Position 17708: 0.0019284336123254926
Position 1028: 0.0019086177823035351
Position 9156: 0.0019027234238321446
Position 169: 0.0018721708522005745
Position 10962: 0.0018292808848609486
Position 72: 0.001826785391649712
Position 14862: 0.0017173696065315796
Position 15091: 0.0017031507118443379
Position 13115: 0.0017025669141551892
Position 18682: 0.0016671619876459996
Position 1488: 0.001660669865473074
Position 15665: 0.0015982422067070234
Position 14748: 0.0015381256484851907
Position 7909: 0.0014993037404896267
Position 18448: 0.001457787955240482
Position 966: 0.0011783976830534758
Position 1824: 0.0010952244637854995
Position 17588: 0.0010774525784919158
Position 266: 0.0010558487981078377
Position 320: 0.0010357890606739956
Position 6230: 0.0010312766262789482
Position 16807: 0.0010302065303301518
Position 4305: 0.001009670306549566
Position 14902: 0.0009885648951910434
Position 12132: 0.0009867178592245836
Position 4487: 0.0009452135745949155
Position 1928: 0.0009110030566228617
Position 2758: 0.0009021013588544178
Position 1646: 0.0008951571019184667
Position 17883: 0.0008502588701755167
Position 1044: 0.0008348532806055259
Position 12179: 0.000800644660409848
Position 13523: 0.000799114936566511
Position 832: 0.000731585879604781
Position 11209: 0.0005873421504742373
Position 18355: 0.0005784395715178186
Position 18976: 0.0005589381588160584
Position 18372: 0.0005576724542817465
Position 9216: 0.0005503313850222778
Position 1200: 0.0005480469797905103
Position 632: 0.0005313144964094677
