Gene = Dalrd3
index = 318
Annotated 5SS: [ 190  560  929 1086 1288 1634 1789 1979 2232 2412 2576]
Annotated 3SS: [ 263  677 1005 1158 1559 1726 1895 2054 2300 2506 2664]
SMsplice 5SS: [ 190  560 1086 1288 1634 1789 1979 2232 2412]
SMsplice 3SS: [ 302 1005 1158 1407 1726 1867 2071 2300 2664]
top_k =  1000
Partition function (log Z): 13.122230414612764

Sorted 5' Splice Sites (High to Low Probability):
Position 1086: 0.9951906293694559
Position 1979: 0.9572046187804824
Position 190: 0.9341776611646656
Position 1288: 0.8664616402688526
Position 2412: 0.8585629378072452
Position 560: 0.8273471063919772
Position 1789: 0.752921860085935
Position 2232: 0.6919996708093897
Position 1634: 0.6890146596597351
Position 929: 0.3469893265964658
Position 2576: 0.22566970621204036
Position 1441: 0.10025580537562374
Position 2173: 0.09439362174199825
Position 543: 0.06523608586765213
Position 679: 0.06137903698898682
Position 877: 0.053640973888092414
Position 194: 0.05114362903079633
Position 1482: 0.03424294358781282
Position 2012: 0.02771420903591138
Position 1679: 0.02375183327893054
Position 2361: 0.02153777440829576
Position 1831: 0.02063166045064477
Position 847: 0.018958737695740604
Position 2507: 0.015617121335181445
Position 703: 0.014895290357688601
Position 537: 0.01352528694637511
Position 617: 0.013499804569450767
Position 564: 0.011825442061985674
Position 2177: 0.008858597328765289
Position 1811: 0.008097140124927757
Position 2561: 0.008028795183428434
Position 2196: 0.007347548897072846
Position 2302: 0.006831748648340364
Position 1821: 0.006355927072649502
Position 397: 0.0062448916134488636
Position 1743: 0.005025452582783922
Position 390: 0.004066133999125299
Position 818: 0.002880444958635836
Position 478: 0.001562550811799381
Position 1638: 0.001354274915705388
Position 1569: 0.0010352516474184633
Position 522: 0.0007724899158548832
Position 745: 0.0007575339782141631
Position 349: 0.0007470925986064644
Position 1521: 0.000743335649219766
Position 2596: 0.0007050547575993338
Position 272: 0.0006368057532885827
Position 1301: 0.0006214677608823427
Position 797: 0.000562298116859216
Position 264: 0.0004373536861475641
Position 923: 0.0003913967620563682
Position 799: 0.0003808368792625581
Position 861: 0.0003710384693962098
Position 952: 0.0003667165170278972
Position 683: 0.0002889090813898571
Position 2397: 0.0002636347408030703
Position 2522: 0.00022953948245459183
Position 1207: 0.00020823305427991807
Position 450: 0.0001931469161427249
Position 1292: 0.00016835767977528806
Position 1809: 0.00016462879963290687
Position 570: 0.0001638526557290759
Position 1457: 0.00016207777481644944
Position 2238: 0.0001603329381163821
Position 1625: 0.00015890024898848569
Position 643: 0.00015581011585423323
Position 863: 0.00014761180108988927
Position 89: 0.00014612310096077708
Position 378: 0.00012449396343246934
Position 204: 0.00012295681589568537
Position 1358: 0.00011116213420987815
Position 1673: 9.17559906249386e-05
Position 550: 9.127013191949189e-05
Position 2722: 8.550282038222122e-05
Position 46: 4.418219212532548e-05
Position 2495: 4.2227601896252803e-05
Position 1050: 3.561890006535426e-05
Position 685: 3.05427190730887e-05
Position 79: 2.5885501272454623e-05
Position 304: 2.5076625151159333e-05
Position 1344: 2.504173880010284e-05
Position 720: 2.4527465637141337e-05
Position 283: 2.1419711168418245e-05
Position 2114: 1.7991767906135846e-05
Position 1383: 1.7109738735086238e-05
Position 2609: 1.692636017707694e-05
Position 511: 1.6848053619625018e-05
Position 133: 1.6495627644806676e-05
Position 321: 1.6275466582540923e-05
Position 1090: 1.5009050344606339e-05
Position 1391: 1.4914752491142658e-05
Position 2515: 1.389166530322575e-05
Position 694: 1.3572466273044084e-05
Position 516: 1.3051683370962317e-05
Position 957: 1.2428021670890451e-05
Position 453: 1.0296349227174417e-05
Position 1596: 1.0191512430272947e-05
Position 288: 9.12436937101322e-06
Position 568: 6.348993301802954e-06
Position 2242: 5.51242153848582e-06
Position 2454: 5.436923636822555e-06
Position 2203: 4.5441688506298706e-06
Position 1396: 3.974666951228726e-06
Position 2236: 3.850745580417273e-06
Position 1460: 3.6267152790356554e-06
Position 1374: 2.9739219625799345e-06
Position 2731: 2.8149326411606077e-06
Position 2726: 2.4844142747483093e-06
Position 19: 2.473382552965147e-06
Position 687: 2.0865552476457593e-06
Position 623: 1.9625542316631655e-06
Position 962: 1.447093126380763e-06
Position 97: 1.2989316859831986e-06
Position 312: 1.2962552437217548e-06
Position 1851: 1.2821875157018548e-06
Position 102: 1.2726394734587406e-06
Position 11: 9.868239599015603e-07
Position 1204: 9.485919560269735e-07
Position 278: 9.021119063437798e-07
Position 2254: 8.783942450403185e-07
Position 1125: 7.883750614416725e-07
Position 1214: 5.845712733439987e-07
Position 131: 3.833631269280862e-07
Position 276: 3.3134661260280275e-07
Position 99: 2.3755587934015535e-07
Position 1017: 1.7191667131334392e-07
Position 1002: 1.424998440303135e-07
