Gene = Taf1d
index = 1056
Annotated 5SS: [  36 1574 2668 3787 4162 5448 6589 8884 9193]
Annotated 3SS: [  624  2276  3610  4109  5278  6525  7741  9134 10640]
SMsplice 5SS: [  36  743 1574 3787 4162 5448]
SMsplice 3SS: [  624  1479  3610  4050  5278 10640]
top_k =  1000
Partition function (log Z): 0.2142657641480583

Sorted 5' Splice Sites (High to Low Probability):
Position 3787: 0.9396427885613822
Position 1574: 0.9225935759600619
Position 4162: 0.8847477114965663
Position 5448: 0.790636334459439
Position 36: 0.7711541409362764
Position 743: 0.6041506174988861
Position 390: 0.48999608555302276
Position 9089: 0.3158400767798363
Position 2668: 0.30887546992520687
Position 7910: 0.2854861002188223
Position 8017: 0.11414783187107902
Position 8884: 0.09448516672239017
Position 2992: 0.09058155869966367
Position 4770: 0.07313059678178228
Position 9229: 0.048783972976776634
Position 7434: 0.048550842135663276
Position 248: 0.047533602558641655
Position 6490: 0.045588639001577405
Position 6589: 0.0440499747980911
Position 5975: 0.04066361057039773
Position 1579: 0.04024800767411597
Position 7335: 0.03980191748306133
Position 9193: 0.03310879617543355
Position 65: 0.026900599424709935
Position 214: 0.02489444502140971
Position 9389: 0.022502781889223354
Position 2559: 0.02153718238826703
Position 7412: 0.02116363257450762
Position 7657: 0.02115190935771549
Position 379: 0.019276938844819562
Position 2704: 0.018696788329795124
Position 9252: 0.016938213660241046
Position 192: 0.015204042472177264
Position 8071: 0.01507275083652101
Position 9016: 0.015070395089835873
Position 5941: 0.0150347056398126
Position 1139: 0.012111423993825386
Position 7785: 0.010962529211117058
Position 4075: 0.010702505308365196
Position 4956: 0.008016415655302346
Position 6829: 0.007976978079050713
Position 2399: 0.007869693360579723
Position 475: 0.007422628461815639
Position 4155: 0.007408644419908946
Position 384: 0.006588647405469651
Position 7616: 0.00576106990161573
Position 6722: 0.005463001717863453
Position 3818: 0.00496114803057072
Position 9365: 0.004692221567223929
Position 5754: 0.004679862678835003
Position 4793: 0.004168532847020086
Position 4351: 0.0040788371092115114
Position 374: 0.0040425647601899
Position 1672: 0.0038109686486498843
Position 6171: 0.003789223636073145
Position 3537: 0.0035539790803193654
Position 5571: 0.0035307424771532344
Position 6350: 0.003498393548248826
Position 4560: 0.0034433488116931885
Position 3107: 0.003302675488827318
Position 5705: 0.00295310775822869
Position 2022: 0.002841592510345068
Position 1592: 0.0026891191347520435
Position 4411: 0.0025188377739117284
Position 3655: 0.0023749837758388977
Position 1149: 0.0023694074351363805
Position 9050: 0.0023428585848731757
Position 2997: 0.002304825141728012
Position 3999: 0.0022749520288524736
Position 4597: 0.0018587653264705959
Position 3169: 0.0016019656703693166
Position 344: 0.001567682070238815
Position 1322: 0.0015572025535886993
Position 2131: 0.0014562351495489667
Position 112: 0.0012796875802304787
Position 9219: 0.001154706679769057
Position 5469: 0.0011465330657210115
Position 1180: 0.0011103575556440969
Position 396: 0.0010448876329854073
Position 2687: 0.0010411162074244337
Position 8256: 0.0010039953659068184
Position 363: 0.0009724001997564812
Position 4669: 0.000928183431073372
Position 997: 0.0008671495564511245
Position 526: 0.0008249307926951044
Position 5199: 0.0007754564476923722
Position 4857: 0.0007717659588489659
Position 4652: 0.0007639116423618922
Position 4166: 0.000720329422401016
Position 1373: 0.0007117248166473027
Position 135: 0.0006141194270532004
Position 5194: 0.0006090311256315671
Position 4744: 0.0005666790622735683
Position 3759: 0.0005099225627625622
Position 4791: 0.0004164736767203585
Position 9613: 0.00039809852094824255
Position 3910: 0.00037333684094495635
Position 4159: 0.00035943342025806884
Position 5005: 0.00033297434020849103
Position 7131: 0.0003082440865474053
Position 43: 0.00030686891481695414
Position 756: 0.0002745737138820124
Position 8443: 0.00026693064534141385
Position 4204: 0.0002605659211957002
Position 4198: 0.00023912545653643198
Position 4145: 0.00023726677016692524
Position 284: 0.00019667777731554806
Position 1189: 0.00017619537777661398
Position 747: 0.00016383846573416168
Position 4494: 0.00014811984116746977
Position 360: 0.000142520296900998
Position 216: 0.00013399455700730477
Position 5478: 0.00013223147233468044
Position 954: 0.00013150741539627827
Position 3963: 0.00012212210795569802
Position 255: 0.00012134092032176748
Position 2601: 0.00011440943731159825
Position 778: 0.00011038594942195256
Position 198: 9.556689995085377e-05
Position 3791: 7.866916724325425e-05
Position 97: 7.693337291199451e-05
Position 479: 7.334884167559316e-05
Position 2069: 7.297502453961609e-05
Position 502: 7.068603171325547e-05
Position 1748: 6.844629417447916e-05
Position 5165: 6.810574408867528e-05
Position 452: 6.370571565898924e-05
