Gene = Glce
index = 435
Annotated 5SS: [  126 34182 52596 54226]
Annotated 3SS: [34090 51996 53979 61574]
SMsplice 5SS: [  126  1095 34182 52596 54226]
SMsplice 3SS: [  969 34090 52479 53979 61574]
top_k =  1000
Partition function (log Z): -40.93777130407966

Sorted 5' Splice Sites (High to Low Probability):
Position 126: 0.8884756204996959
Position 1095: 0.6998578292120227
Position 3330: 0.20266027592132707
Position 1075: 0.1692171156535384
Position 4463: 0.09226629656192195
Position 1070: 0.035464490279815034
Position 601: 0.034119582653189054
Position 5948: 0.024907741885861645
Position 4991: 0.02193188029175659
Position 231: 0.021816927167349957
Position 8874: 0.020202883395698337
Position 1763: 0.0200108804199357
Position 6721: 0.01830934880029763
Position 1443: 0.017828556847895298
Position 216: 0.016488844228773357
Position 5590: 0.012985180858243841
Position 282: 0.010498256611589851
Position 3889: 0.008295905710022441
Position 498: 0.00815620371053198
Position 1231: 0.007353644169659028
Position 170: 0.0071828599042862195
Position 1348: 0.007131835126651848
Position 2645: 0.007081126017054452
Position 8086: 0.006456529471465303
Position 828: 0.00616627329362605
Position 1131: 0.005454292931727698
Position 682: 0.005169545198610126
Position 4479: 0.005126358864647958
Position 11188: 0.004453984759646112
Position 1050: 0.0037530034551502846
Position 5838: 0.003668001172885739
Position 534: 0.003319394746443532
Position 4469: 0.003264821314247333
Position 1081: 0.0025992767155480208
Position 2662: 0.002492904585150705
Position 545: 0.002421769448061188
Position 478: 0.0020614980296660085
Position 4010: 0.002010953525576131
Position 1187: 0.0018371431965885005
Position 2657: 0.0016831232838659719
Position 605: 0.0016549519245951426
Position 688: 0.0015712739750516063
Position 838: 0.0015219965316512658
Position 611: 0.0013750822921293588
Position 556: 0.0008136073100257781
Position 209: 0.0006636027858490639
Position 1433: 0.0005228541358461686
Position 607: 0.0005207618770441042
Position 849: 0.0005071713042389263
Position 1756: 0.0004869777188036485
Position 1106: 0.0004666154090998303
Position 251: 0.0004142221922392538
Position 6067: 0.0004084398924115686
Position 138: 0.0003951230265147879
Position 3062: 0.0003287469527796002
Position 729: 0.0003062414889511153
Position 1215: 0.0003048029423493113
Position 356: 0.00025717131052928777
Position 411: 0.0002467172682575838
Position 2347: 0.00022764577790932778
Position 626: 0.000188175713292408
Position 882: 0.0001701485800950426
Position 431: 0.00014766448843396587
Position 4286: 0.00013107066560106662
Position 107: 0.000129324327889646
Position 1546: 0.00011674664382138738
Position 777: 0.00010551220589610499
Position 79: 8.117128764506281e-05
Position 301: 7.849076002428087e-05
Position 1460: 7.842303002710802e-05
Position 1888: 7.799549131842103e-05
Position 648: 7.03151495769976e-05
Position 573: 6.946834881616469e-05
Position 372: 6.418065945996713e-05
Position 1501: 5.933562640794158e-05
Position 759: 5.89822343606717e-05
Position 60: 5.809126885735497e-05
Position 2090: 5.434436515983667e-05
Position 519: 5.357584146636218e-05
Position 2555: 5.30109204849263e-05
Position 789: 4.8323395199213406e-05
Position 308: 4.702743883099249e-05
Position 2167: 4.5115141819011766e-05
Position 286: 4.0989242113993415e-05
Position 143: 3.806090590667764e-05
Position 656: 3.245183836923944e-05
Position 742: 2.8080178834146536e-05
Position 513: 2.0488793391090088e-05
Position 330: 1.977289504546661e-05
Position 58: 1.746530095828585e-05
Position 317: 1.6791852200017296e-05
Position 767: 1.6300158174220964e-05
Position 692: 1.455418638424984e-05
Position 276: 1.4438242242601414e-05
Position 335: 1.3521622711377054e-05
Position 698: 1.2724521418740894e-05
Position 575: 1.2234271860793241e-05
Position 818: 1.1480822973012361e-05
Position 406: 1.0703402544969006e-05
Position 1261: 1.0657672083231991e-05
Position 441: 1.0603250012631057e-05
Position 1265: 1.0487131915073992e-05
Position 146: 1.001324596065922e-05
Position 337: 9.799389561680723e-06
Position 538: 7.028549188753716e-06
Position 1368: 4.6520235513914335e-06
Position 1053: 3.9006488057292135e-06
Position 1410: 2.8791211153296438e-06
Position 993: 1.9013730874030016e-06
Position 141: 1.2722915991323436e-06
Position 892: 1.0593350166872778e-06
Position 163: 1.0552444986810038e-06
Position 1588: 1.0433386782700332e-06
Position 1154: 7.6942180439884e-07
Position 991: 6.462775373877881e-07
Position 933: 3.2298000475819186e-07
Position 913: 2.5571227941647245e-07
Position 1124: 1.3184861004080432e-07
Position 2401: 1.283227788440994e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 969: 0.9574643902039908
Position 9749: 0.2655103055236656
Position 3161: 0.20870123074648014
Position 16306: 0.1046038304255237
Position 4411: 0.07607081721656535
Position 5931: 0.06113773394752907
Position 5712: 0.04965195787395771
Position 6129: 0.04345510556956369
Position 4826: 0.04286447457103751
Position 6641: 0.03850949524799769
Position 11268: 0.03664061234506519
Position 12906: 0.035556977420392315
Position 7941: 0.0325018072851765
Position 10055: 0.029771344097583263
Position 8773: 0.029598452192460288
Position 4378: 0.02915108717584941
Position 6620: 0.026035710451224717
Position 12562: 0.025230655695998597
Position 1658: 0.024104002760386562
Position 3969: 0.024080619008976477
Position 5312: 0.017703337658329172
Position 9848: 0.016678209287216708
Position 13066: 0.011957601947950442
Position 2474: 0.011619130313779922
Position 10224: 0.011292831991462901
Position 5280: 0.010234527516424204
Position 11073: 0.009830695510407762
Position 1382: 0.00901571883938032
Position 12590: 0.008494683328505897
Position 949: 0.008324306732589482
Position 1954: 0.007871982754341741
Position 10501: 0.007712792742010872
Position 12226: 0.007532677557862164
Position 4117: 0.0072322644845071666
Position 11882: 0.007031058248124323
Position 10112: 0.006688331960120288
Position 3823: 0.00572792125632366
Position 1130: 0.005695202549868157
Position 1276: 0.004786899664824299
Position 2090: 0.0045307730617678834
Position 9529: 0.004380031274744317
Position 5472: 0.003855721403338438
Position 1214: 0.0037570407802748483
Position 3471: 0.0035792020328267865
Position 7847: 0.0035493837252676026
Position 5114: 0.003501144892197931
Position 774: 0.003340902762312262
Position 3730: 0.003267649260876638
Position 10832: 0.0032675812922558934
Position 411: 0.0030051249827976077
Position 544: 0.002786232852107023
Position 3585: 0.002564765885765299
Position 7220: 0.002476894602150391
Position 315: 0.002382493454478685
Position 9969: 0.002379332014170385
Position 3275: 0.0023426117265716957
Position 3043: 0.002329460925932583
Position 672: 0.0022245425630518815
Position 8737: 0.002122550954160315
Position 6551: 0.002070709630165406
Position 6231: 0.0019902397200709234
Position 3759: 0.0018726353921233788
Position 2400: 0.00180766782791209
Position 4438: 0.0017963976979722602
Position 2456: 0.0017732580536603184
Position 3933: 0.0017228396070522107
Position 1281: 0.0016323316411343029
Position 7562: 0.0016216727113740196
Position 3124: 0.001269791741128934
Position 5817: 0.00111912916523891
Position 1620: 0.0009840205703764585
Position 589: 0.0009735388030629058
Position 3617: 0.0009619622494111983
Position 3386: 0.0009080418100633019
Position 1294: 0.0008822716407254462
Position 1186: 0.0008587068208480706
Position 4568: 0.0008166777832093317
Position 5146: 0.0008063395658106082
Position 1525: 0.0008015020572580736
Position 4846: 0.0007861259167552051
Position 431: 0.000783831526279404
Position 7985: 0.0007698285922862287
Position 5749: 0.0007549762080226084
Position 3426: 0.0007424440536313287
Position 4536: 0.0007211475329387242
Position 7782: 0.0007143741126201275
Position 724: 0.0006793853960853373
Position 1662: 0.0006751875119151967
Position 6173: 0.0006579234661474115
Position 4002: 0.0006206711731816619
Position 3214: 0.0005885621522644571
Position 8121: 0.0005763097214129143
Position 5790: 0.0005731078491730011
Position 3591: 0.0005244630640629328
Position 4081: 0.0005173287163187977
Position 1605: 0.0005090776422806279
Position 4676: 0.000495180984559089
Position 4285: 0.00048258040971881365
Position 3130: 0.00046810625237853217
Position 1789: 0.00043826458977308356
Position 2932: 0.0004203078830764392
Position 1762: 0.0004176530353413186
Position 2006: 0.00041333433755705935
Position 1338: 0.000407507874420874
Position 506: 0.0004032679824164429
Position 3084: 0.00039810688996128155
Position 674: 0.00039037971668225493
Position 4253: 0.0003796219578745229
Position 1632: 0.0003752873265008069
Position 3312: 0.00036252900981710747
Position 4648: 0.00035794693605469853
Position 4091: 0.00030910209853580713
Position 3971: 0.00030832623578746056
Position 1247: 0.00030074474177659206
Position 348: 0.0002980172385873003
Position 6960: 0.0002961898236008263
Position 6524: 0.0002863400255693748
Position 3356: 0.00027786884589947163
Position 1505: 0.00027396534760880875
Position 1432: 0.00027295794151930994
Position 3737: 0.00024942399990877663
Position 5979: 0.00024355765681423997
Position 6527: 0.0002414154064300828
Position 2183: 0.00023850299728893484
Position 350: 0.00023341742781955268
Position 5574: 0.00022878778387812245
Position 6376: 0.00021117070454943726
Position 795: 0.0002076128933077367
Position 3671: 0.00019904304515924167
Position 2539: 0.0001884251364294814
Position 5656: 0.00018713726086146254
Position 503: 0.00018220514854395758
Position 387: 0.00018085418975083233
Position 2149: 0.00016984369787728854
Position 1329: 0.00016519741531184919
Position 756: 0.00014082065359674386
Position 2502: 0.00012755278864657254
Position 2805: 0.00011988903233338359
Position 5532: 0.00011553358733613229
Position 5317: 0.00011316177776996453
Position 2067: 0.0001087270751391614
Position 2494: 0.00010782086505028159
Position 2109: 0.00010273992983266486
Position 367: 0.00010037524012952282
Position 3502: 8.935600978406217e-05
Position 525: 8.785083275685004e-05
Position 4912: 8.309941243846112e-05
Position 3938: 6.77461613778454e-05
Position 1854: 5.474419654841804e-05
Position 871: 4.886001646156145e-05
Position 1252: 4.627507341243853e-05
Position 2027: 4.004745480768443e-05
Position 2555: 3.908873929704328e-05
Position 3448: 3.908601302530927e-05
Position 1356: 3.619330798252163e-05
Position 3289: 3.307353509842337e-05
Position 436: 2.9832999200316456e-05
Position 2112: 2.938209339773013e-05
Position 1731: 2.913961342468761e-05
Position 509: 2.8982224796305754e-05
Position 727: 2.858910748535926e-05
Position 2564: 2.4883239147385216e-05
Position 2045: 2.1869257128086408e-05
Position 416: 1.9636119693672576e-05
Position 517: 1.829309271763172e-05
Position 297: 1.4044601834300106e-05
Position 326: 1.2847710921224785e-05
Position 1002: 1.2832684126178339e-05
Position 913: 8.04003288505666e-06
Position 448: 7.740657044465158e-06
Position 475: 7.123355509524465e-06
Position 783: 6.431827184947647e-06
Position 1226: 5.563431200642151e-06
Position 563: 3.218869304761492e-06
Position 459: 1.6569610757956622e-06
Position 276: 1.6386787987403858e-06
