Gene = Prpf38b
index = 860
Annotated 5SS: [ 564 3392 3796 3941 6617]
Annotated 3SS: [3322 3643 3879 6392 6964]
SMsplice 5SS: [ 564 1072 3392 3796 3941 6617]
SMsplice 3SS: [ 759 3322 3643 3879 6392 6964]
top_k =  1000
Partition function (log Z): 5.548827473960549

Sorted 5' Splice Sites (High to Low Probability):
Position 6617: 0.9918457644305493
Position 3796: 0.9590266693958471
Position 1072: 0.8412954440040871
Position 564: 0.8101859089168317
Position 3941: 0.7325350439057029
Position 3392: 0.6058116845556055
Position 3402: 0.2846883815789376
Position 1385: 0.2515532078451805
Position 2487: 0.22299748817042678
Position 593: 0.18181256352130193
Position 5810: 0.1783954439496201
Position 6880: 0.16157912200042818
Position 1379: 0.14573529737985816
Position 4355: 0.10711224323669231
Position 3955: 0.09915855848994776
Position 5656: 0.03652705197725139
Position 1249: 0.03026462120557056
Position 1753: 0.021143191567296316
Position 1195: 0.018596896246174516
Position 1985: 0.017388285874964264
Position 1085: 0.01665264378344733
Position 885: 0.016551720653190032
Position 4411: 0.014023968064524635
Position 1733: 0.013172436190814618
Position 2974: 0.012100758874621377
Position 5852: 0.010184620078511614
Position 5584: 0.009685173062744475
Position 5409: 0.009423604684698059
Position 6155: 0.008693196127885503
Position 1007: 0.0075660220748872895
Position 6075: 0.0067906239969523444
Position 6045: 0.006084361753367404
Position 1923: 0.005484187364482088
Position 198: 0.00499136156439519
Position 2520: 0.0036919093948856114
Position 1893: 0.0033082150922704064
Position 1253: 0.003077091143038823
Position 2382: 0.0030368875995642327
Position 2057: 0.0028601076465846567
Position 5652: 0.0028369202042888885
Position 540: 0.002416442575510545
Position 93: 0.0020642277135534738
Position 1182: 0.0019085579802928787
Position 202: 0.0018545331927768546
Position 2437: 0.0017606672955812848
Position 966: 0.0017414325398118005
Position 3731: 0.0016745153262524085
Position 2524: 0.0016581964520215801
Position 116: 0.0016169850337754146
Position 1076: 0.0014924034403336539
Position 6814: 0.0014024770537524385
Position 2528: 0.0012648044728457717
Position 4107: 0.0012259398316178407
Position 6903: 0.0012193611805192581
Position 3507: 0.0011896066944187302
Position 3193: 0.0011883061087479586
Position 2741: 0.0011760642141266239
Position 907: 0.000950766057325282
Position 7363: 0.000897039394436468
Position 2311: 0.0008656383775147745
Position 6783: 0.000806199045908395
Position 6757: 0.0007620753121237577
Position 5835: 0.0006853226878242519
Position 2220: 0.0006752429352621008
Position 7210: 0.0006749177885164227
Position 3533: 0.0005675849402836398
Position 3406: 0.0005417213622196273
Position 5739: 0.0004997437618029417
Position 2682: 0.0004637218952671823
Position 3382: 0.0004560553105482965
Position 4009: 0.00041249678492092843
Position 7369: 0.00040913224693921895
Position 4471: 0.00039476513670482123
Position 7021: 0.00038976549813654653
Position 138: 0.00038448424790802754
Position 126: 0.00037798808728689006
Position 3800: 0.00037452895958007274
Position 1530: 0.000374122731244374
Position 901: 0.00034226923815556154
Position 97: 0.00031250464533420644
Position 7195: 0.0003113781944889641
Position 1021: 0.0003088450445439657
Position 6995: 0.00030517991381719204
Position 3644: 0.00030393052622632835
Position 5883: 0.0002856442192163167
Position 3787: 0.0002854840617859377
Position 1631: 0.0002559764023234355
Position 4045: 0.0002399694415404245
Position 1432: 0.00023236111766090814
Position 4031: 0.00022882664226912548
Position 8040: 0.0002243850602591367
Position 7051: 0.00021623611325018668
Position 370: 0.00020845525001128204
Position 1467: 0.00020016864644451014
Position 423: 0.0001985164557850383
Position 2412: 0.0001970269954434983
Position 1039: 0.00018884523111523162
Position 7309: 0.00017389128575963066
Position 7207: 0.0001700209610891904
Position 63: 0.00014863789576257595
Position 8269: 0.00014387048396556905
Position 402: 0.0001368059756672548
Position 5632: 0.00012659072426788652
Position 3396: 0.00012537282494468822
Position 348: 0.00012190820252451312
Position 491: 0.00011530090718688109
Position 2444: 0.00011451567286935274
Position 4142: 0.00011098324224985024
Position 3502: 0.00010704484549471455
Position 3802: 0.00010496038870193975
Position 8295: 9.045229683330957e-05
Position 4053: 8.861627691917802e-05
Position 6776: 6.886296494726171e-05
Position 1132: 6.459427829730009e-05
Position 507: 5.8375534363078095e-05
Position 212: 5.6291925831097876e-05
Position 6597: 4.880269972180315e-05
Position 4146: 4.6825148887929586e-05
Position 7177: 4.605417460193793e-05
Position 8708: 3.830045900334186e-05
Position 8057: 3.799004407416608e-05
Position 118: 3.745338022747259e-05
Position 724: 3.7235836666711585e-05
Position 6626: 3.3170306056647544e-05
Position 697: 2.9789213959215107e-05
Position 597: 2.828486323009455e-05
Position 1078: 2.7877725407003662e-05
Position 1168: 2.4700537449911107e-05
Position 946: 2.3214878106812278e-05
Position 6805: 2.2274202672556178e-05
Position 3738: 2.2050891508007476e-05
Position 8448: 2.1809048997276953e-05
Position 4279: 1.959228849203687e-05
Position 586: 1.9508862242173223e-05
Position 760: 1.917017476889955e-05
Position 404: 1.8630047457936387e-05
Position 1030: 1.8506225257373757e-05
Position 132: 1.8120521050392736e-05
Position 543: 1.800803113510472e-05
Position 681: 1.7374838448714012e-05
Position 51: 1.720369938966658e-05
Position 1098: 1.7108506585015963e-05
Position 120: 1.5636089488843633e-05
Position 1080: 1.5194514586096294e-05
Position 624: 1.4194266867081273e-05
Position 8314: 1.3308928164267285e-05
Position 3715: 1.2541249497193568e-05
Position 713: 1.1571108777329409e-05
Position 7201: 1.118265518710883e-05
Position 3651: 1.04620697557418e-05
Position 434: 9.050959646018718e-06
Position 4863: 7.473357776475275e-06
Position 70: 6.329660614096259e-06
Position 853: 6.024582634927119e-06
Position 8387: 5.3897090381665235e-06
Position 8360: 5.223649370767844e-06
Position 84: 4.8665658583105246e-06
Position 612: 4.828202466130702e-06
Position 488: 3.0514443498728e-06
Position 944: 2.5929134182132075e-06
Position 584: 2.3262175104655336e-06
Position 614: 2.0416998479390832e-06
Position 215: 1.7721057512958262e-06
Position 1453: 4.96811034656053e-07
Position 1184: 4.204998951731744e-07
Position 774: 2.7479101616180015e-07
Position 18: 2.0474079644229908e-07
Position 5: 1.2597027171255912e-07
Position 765: 7.0265134859506e-08
Position 779: 4.823923578364216e-08
Position 8045: 2.583459641849805e-08
Position 1134: 4.573986027469797e-09
Position 1105: 2.7929604017451836e-09
Position 1175: 1.5553263791043754e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 3643: 0.9123389484408253
Position 3322: 0.8908024722865481
Position 6964: 0.8383125811437163
Position 3879: 0.7927144459286065
Position 759: 0.5040481716387163
Position 6392: 0.46239364391008114
Position 6493: 0.4398489314005205
Position 788: 0.2461415841822667
Position 2338: 0.20090756548302122
Position 1164: 0.19147085934670327
Position 5738: 0.12651206193555006
Position 1247: 0.10769733132723568
Position 4213: 0.08453193061349762
Position 8153: 0.07937056887849371
Position 6724: 0.07164467156887135
Position 6501: 0.07077200701887416
Position 1313: 0.06862412980108781
Position 993: 0.06358056682368664
Position 5601: 0.05965443496346473
Position 846: 0.05428735658143796
Position 3899: 0.042518921171961044
Position 6830: 0.041783494664447744
Position 6940: 0.03895336282005784
Position 1331: 0.03728785185280231
Position 5700: 0.037127940485366405
Position 3565: 0.02786071422317714
Position 6854: 0.025687239245393845
Position 5512: 0.024763794390537986
Position 1161: 0.024169471115370326
Position 6371: 0.01967929462278029
Position 955: 0.017119147903408957
Position 2362: 0.015595872351952063
Position 3680: 0.014761684724193452
Position 4282: 0.013762713021936854
Position 1882: 0.01248889181047186
Position 1328: 0.012370341476621118
Position 8878: 0.011890254508768097
Position 6805: 0.011837342684720961
Position 7939: 0.01163091606160783
Position 2868: 0.010247656769670602
Position 1529: 0.010142943312172987
Position 1608: 0.00990046448843803
Position 1620: 0.0098533798080803
Position 6756: 0.00934196827653818
Position 2293: 0.008662953755809692
Position 4106: 0.00744161898586139
Position 1553: 0.005958550853486392
Position 5944: 0.005466320464162857
Position 3650: 0.004391983463807327
Position 5192: 0.004128785802540396
Position 8207: 0.004119752862975846
Position 507: 0.004113844892103363
Position 1892: 0.003893099023947645
Position 3662: 0.0038921712995062824
Position 2394: 0.0036851528293974757
Position 2169: 0.003448337233324011
Position 4336: 0.0034296493672034134
Position 1061: 0.0033976191403419166
Position 5291: 0.0033761679184912768
Position 8360: 0.0033671348603992466
Position 1044: 0.003363408517858742
Position 5973: 0.0033097154146782717
Position 8519: 0.0029443522488749605
Position 4222: 0.002943453259397349
Position 8249: 0.00273514936490385
Position 1984: 0.002733442227930401
Position 4248: 0.0025917790532517197
Position 1897: 0.002574194290120207
Position 6783: 0.0024489854871692558
Position 5923: 0.0023823474411870825
Position 1213: 0.002082813878525716
Position 6740: 0.001854965214759308
Position 1720: 0.001827742660893548
Position 329: 0.0017584972910619971
Position 6729: 0.0016788876377926295
Position 5247: 0.0015118852099150711
Position 3112: 0.0014863238727606605
Position 1732: 0.001274648212616127
Position 8269: 0.0012155629802816426
Position 6860: 0.0011642162482348652
Position 8783: 0.0010749783730601306
Position 4140: 0.001046094257792015
Position 3585: 0.0010363787677773347
Position 2777: 0.0009995941576519945
