Gene = Ost4
index = 784
Annotated 5SS: [124 390]
Annotated 3SS: [ 251 1021]
SMsplice 5SS: [124 390]
SMsplice 3SS: [ 251 1346]
top_k =  1000
Partition function (log Z): -1.0648315390966863

Sorted 5' Splice Sites (High to Low Probability):
Position 124: 0.9824111487433104
Position 390: 0.9768499717037445
Position 1489: 0.020814141541972676
Position 661: 0.02052165409468517
Position 434: 0.008675501316242744
Position 119: 0.006345786813028855
Position 1438: 0.004476769517755927
Position 68: 0.003880734179224099
Position 1201: 0.00385503748464256
Position 1153: 0.003190566603264525
Position 396: 0.002873836185037324
Position 86: 0.00216792572052799
Position 769: 0.0016028794567922108
Position 548: 0.0013296955862936775
Position 1520: 0.0008967948875522231
Position 340: 0.0007789707165787146
Position 702: 0.0006813376514388781
Position 630: 0.00044142440113479985
Position 1410: 0.0004079789669528975
Position 1055: 0.00035700013237151794
Position 82: 0.00029692313940991606
Position 1057: 0.0002605961086234213
Position 94: 0.00022247383406190878
Position 902: 0.00020217024369487501
Position 369: 0.0001964782776801511
Position 790: 0.0001872496903503403
Position 405: 0.0001554541773577841
Position 474: 0.0001507872232074998
Position 99: 0.00013922210700459623
Position 176: 0.0001189132784498362
Position 1399: 0.00011340610086567727
Position 300: 0.00010976374442619511
Position 533: 9.657864513459804e-05
Position 56: 9.298849196160647e-05
Position 9: 8.513172207915737e-05
Position 764: 6.821201480409339e-05
Position 319: 6.236260109281602e-05
Position 653: 5.835087751191964e-05
Position 561: 5.423833019884978e-05
Position 90: 5.38940764818383e-05
Position 179: 3.973865442173051e-05
Position 1023: 3.595296537114311e-05
Position 687: 3.325611331262413e-05
Position 538: 2.7632899144767812e-05
Position 484: 2.5831359952330827e-05
Position 334: 2.4480801636670404e-05
Position 213: 2.0785514546858814e-05
Position 930: 1.9382690836667455e-05
Position 666: 1.660505737427945e-05
Position 1347: 1.5925333638514742e-05
Position 597: 1.5337994631110955e-05
Position 482: 1.5179908523783154e-05
Position 1530: 1.3751998716843701e-05
Position 105: 1.2079521012319168e-05
Position 522: 1.1692003575758546e-05
Position 298: 9.407840455017071e-06
Position 737: 9.389443183897754e-06
Position 144: 8.13801928672375e-06
Position 844: 6.908981972337143e-06
Position 1002: 6.3002843067234e-06
Position 316: 6.041163725762853e-06
Position 818: 5.857185569590445e-06
Position 431: 5.522069690636919e-06
Position 24: 5.07313706404427e-06
Position 198: 4.528447621635174e-06
Position 531: 4.102107165981616e-06
Position 97: 3.2531232808148148e-06
Position 787: 3.186437442497595e-06
Position 1280: 3.043421243568562e-06
Position 265: 3.0179729089662e-06
Position 1451: 2.713116854980443e-06
Position 31: 2.575954576411917e-06
Position 835: 2.4517187755364516e-06
Position 1036: 2.2277819399942963e-06
Position 1728: 2.1906179268568613e-06
Position 1453: 1.8777411517399433e-06
Position 1283: 1.7578011403751355e-06
Position 217: 1.5662860304383943e-06
Position 1323: 1.0855346614536641e-06
Position 34: 5.652169189320157e-07
Position 904: 4.5185031524659094e-08
Position 232: 4.406944375475508e-08
Position 244: 1.2198587813415275e-08
Position 889: 6.003354204248571e-09
Position 1372: 2.965504647063962e-09
Position 793: 2.658276238418102e-09
Position 1374: 2.4124299972485534e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 251: 0.987963849942514
Position 1346: 0.9306049550552812
Position 1021: 0.05620487333343691
Position 561: 0.009214066121062368
Position 1567: 0.008892714359851764
Position 1100: 0.0077297869672386275
Position 538: 0.007184258477852259
Position 463: 0.005405997114028261
Position 1736: 0.004795007522002893
Position 629: 0.004289068740408014
Position 1467: 0.0029670819834949624
Position 1538: 0.002717333081083732
Position 1604: 0.0018876365608954504
Position 1803: 0.0017880641098802401
Position 637: 0.0013685693571420068
Position 1891: 0.0012598185199039313
Position 1361: 0.0012477127071021075
Position 592: 0.0012100090431497082
Position 1646: 0.0008164642673564683
Position 1740: 0.0008162126589865246
Position 1029: 0.0007169162216150382
Position 1810: 0.0006044853940325681
Position 389: 0.0005031353091717059
Position 1842: 0.00033808699784475716
Position 1153: 0.00032019535833782074
Position 1372: 0.0003190896991216558
Position 270: 0.0003083183857938918
Position 1788: 0.00028466926380506176
Position 826: 0.0002761457781013778
Position 1569: 0.0002455358176696562
Position 1667: 0.0002359170091340301
Position 1858: 0.00021883876841603854
Position 1630: 0.0002160462976859613
Position 474: 0.0002112050796820241
Position 1898: 0.00020077973640453213
Position 1640: 0.0001829119977573727
Position 1520: 0.00017171597935047297
Position 1681: 0.00016567719462722472
Position 1692: 0.00014860838101155434
Position 1622: 0.00013575186328672502
Position 922: 0.00012460729904975685
Position 1608: 0.00012002433583885126
Position 1671: 0.00010448353757084634
Position 1688: 9.213350126142304e-05
Position 1390: 7.084704110444787e-05
Position 954: 6.525436973777808e-05
Position 1419: 6.0476299432236433e-05
Position 1845: 5.374197379939665e-05
Position 965: 5.073244633341868e-05
Position 232: 4.935516966291939e-05
Position 1610: 4.635402465718648e-05
Position 340: 4.1369902940317096e-05
Position 478: 3.459743556376721e-05
Position 1758: 3.126554956768388e-05
Position 1309: 3.0756812491814085e-05
Position 832: 2.8467570089243306e-05
Position 1833: 2.7887962693643504e-05
Position 761: 2.6877766164253948e-05
Position 717: 2.5737847617832816e-05
Position 198: 2.4308703649544622e-05
Position 1488: 2.4239026249684615e-05
