Gene = Irgq
index = 594
Annotated 5SS: [ 216 1227]
Annotated 3SS: [ 694 2576]
SMsplice 5SS: [ 216  782 1227 2683]
SMsplice 3SS: [ 694 1143 2576 3007]
top_k =  1000
Partition function (log Z): -6.00678958514543

Sorted 5' Splice Sites (High to Low Probability):
Position 2683: 0.7422913647795443
Position 1227: 0.6043416638359835
Position 782: 0.5989470018560294
Position 4415: 0.5644589347099042
Position 216: 0.367331298670242
Position 3950: 0.30405810225389207
Position 872: 0.19063745501472065
Position 87: 0.16432667727555453
Position 269: 0.12966641794282716
Position 3620: 0.11777213391911168
Position 3193: 0.104420210267955
Position 3092: 0.10055944749479175
Position 2749: 0.08037750158603249
Position 3921: 0.05033210696382527
Position 2798: 0.048436103042892746
Position 220: 0.04564332177388466
Position 3592: 0.043877561228308194
Position 156: 0.04103978013517587
Position 2986: 0.03963126052923554
Position 799: 0.03886078833482998
Position 3800: 0.03691232785932049
Position 2123: 0.03425117388290239
Position 2693: 0.030561387484076625
Position 2679: 0.027866053389639454
Position 91: 0.016773317723395898
Position 3061: 0.01596910942906025
Position 460: 0.01201640247633445
Position 4914: 0.008874454514427471
Position 4110: 0.008339492425477737
Position 3695: 0.007173475923080092
Position 468: 0.006813670215031791
Position 1499: 0.005253860238618487
Position 1844: 0.004710187555923251
Position 4420: 0.004165254257800949
Position 111: 0.003591494721950119
Position 4542: 0.003493637586076598
Position 489: 0.003341461291238894
Position 3023: 0.0031332713281018373
Position 3983: 0.0027116065709777903
Position 3577: 0.0024627572185861334
Position 931: 0.0023702200975580325
Position 580: 0.0021986092759770856
Position 2731: 0.0021831315772013393
Position 3807: 0.0020186712121597725
Position 2639: 0.001917283221605163
Position 264: 0.001801696800152216
Position 1653: 0.001799759651548244
Position 2104: 0.001793997715974602
Position 1192: 0.0017577388930181588
Position 279: 0.0017417115225230664
Position 3963: 0.0017042100142011872
Position 119: 0.0015179076236289642
Position 422: 0.001491690790606865
Position 164: 0.0014398476343248665
Position 1914: 0.0013422102026934282
Position 5032: 0.0010575675127280453
Position 185: 0.001019327145945439
Position 479: 0.0009680520797785354
Position 2657: 0.0009098372665830516
Position 70: 0.0008540436178078142
Position 3515: 0.0007372118944756958
Position 256: 0.0006319807496361236
Position 499: 0.0005616322908599486
Position 3153: 0.0005315763423084916
Position 1596: 0.00048158767617727667
Position 1283: 0.0004217008086023019
Position 2860: 0.0004109399158122484
Position 832: 0.00036660107740877024
Position 3769: 0.000358984145814202
Position 2442: 0.0003466097279517326
Position 393: 0.00033010008601956734
Position 2497: 0.0003259812788009615
Position 481: 0.00031175753164840045
Position 3239: 0.00027043468563734937
Position 2407: 0.00026952559034540104
Position 3019: 0.0002502532163479996
Position 1238: 0.0002400910656207646
Position 2676: 0.00023704861020732297
Position 3826: 0.00022755964328571984
Position 2011: 0.0002216359174524245
Position 198: 0.00021799529946249816
Position 4462: 0.00020972540122102655
Position 587: 0.00020849475180392132
Position 2086: 0.00020705144892467058
Position 2635: 0.00020422527411814733
Position 713: 0.00020408569842510685
Position 4007: 0.00020003857688919398
Position 2098: 0.00019624294250901344
Position 1902: 0.00017467584362071365
Position 4168: 0.0001744512016105216
Position 2778: 0.00015914621176738372
Position 560: 0.00015294192272741574
Position 2063: 0.00012814141451624698
Position 574: 0.00012028154937186236
Position 403: 9.443145660907801e-05
Position 1819: 9.210200184191679e-05
Position 2608: 7.690034148981502e-05
Position 3638: 7.535389103271271e-05
Position 380: 6.315566572617425e-05
Position 200: 6.093346478969307e-05
Position 385: 4.617808564010886e-05
Position 1806: 4.397566760561573e-05
Position 2758: 3.783828226019048e-05
Position 646: 3.6837624604112836e-05
Position 285: 3.473554562973498e-05
Position 491: 3.3081451248378735e-05
Position 621: 2.389843753682171e-05
Position 790: 2.3205720599684306e-05
Position 333: 1.955078501748428e-05
Position 1369: 1.8580959778279827e-05
Position 299: 1.728727154891341e-05
Position 653: 1.4918966580648354e-05
Position 718: 1.4074630050029084e-05
Position 1474: 1.327480025156735e-05
Position 49: 3.714890330811289e-06
Position 4361: 2.3809422558369435e-06
Position 4407: 1.369393525044441e-06
Position 4411: 1.120380908545934e-06
Position 331: 1.0350360434867018e-06
Position 1113: 3.579798453300372e-07
Position 1645: 2.9221440324229936e-07
Position 1504: 1.8875936904706278e-07
Position 1195: 9.071630526793396e-08
Position 756: 6.317924918252431e-08
Position 774: 2.625215118549436e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2576: 0.9253520606701688
Position 4264: 0.635536072570545
Position 694: 0.6296798339972962
Position 3847: 0.4064221759114472
Position 3007: 0.3125959707227035
Position 1106: 0.272458669134858
Position 5004: 0.18034302806401742
Position 1154: 0.15118727585839184
Position 3508: 0.08444179377269796
Position 5104: 0.06510042230705863
Position 4564: 0.05517231082901659
Position 6991: 0.05464697133691115
Position 3462: 0.05274661133474401
Position 2595: 0.05188487022760471
Position 2848: 0.04555394012820787
Position 711: 0.04091939178114453
Position 7380: 0.04067704132592064
Position 3694: 0.04060790336659427
Position 6602: 0.037729835867965585
Position 5870: 0.03359680950739134
Position 3283: 0.030996321010267783
Position 895: 0.028608554545954703
Position 979: 0.026839067789635483
Position 7067: 0.02594740197822372
Position 6430: 0.023827800448345354
Position 7611: 0.021781156556354587
Position 7714: 0.02119543227012644
Position 564: 0.01810749621865587
Position 6320: 0.01622112056447407
Position 1992: 0.015390995966823933
Position 1157: 0.01440446021831116
Position 2968: 0.014369895156740411
Position 4650: 0.013268570673101172
Position 5739: 0.010728164691127914
Position 1740: 0.010560085916396612
Position 946: 0.009709173372521224
Position 5903: 0.009686547954427225
Position 1940: 0.009307559468348868
Position 994: 0.009210215972130086
Position 7173: 0.008295638538043753
Position 6542: 0.007971861825974896
