Gene = Bri3bp
index = 188
Annotated 5SS: [  325 10205]
Annotated 3SS: [10101 12757]
SMsplice 5SS: [  325 10205 11988]
SMsplice 3SS: [10101 11870 18200]
top_k =  1000
Partition function (log Z): -8.405218321945684

Sorted 5' Splice Sites (High to Low Probability):
Position 325: 0.9314306988061004
Position 10205: 0.8566998212175091
Position 11988: 0.6639779616644204
Position 10678: 0.41548932693763685
Position 1818: 0.37142096243217626
Position 13120: 0.22407474168790864
Position 4794: 0.21649900701546354
Position 3653: 0.2094659852959206
Position 10209: 0.1392694994020088
Position 8371: 0.11806774482938441
Position 8441: 0.10235712907194197
Position 4178: 0.10093763600947875
Position 3648: 0.09953459249964032
Position 2189: 0.0883035578968192
Position 4527: 0.07881989010726358
Position 11978: 0.07836958233321162
Position 14562: 0.06035211006504917
Position 1589: 0.057604597099392765
Position 4167: 0.04462257925424722
Position 307: 0.03868297333726265
Position 12826: 0.029138381514580786
Position 13188: 0.027354836071446068
Position 990: 0.02589466708599414
Position 3466: 0.024749452784066615
Position 4541: 0.024739249732797508
Position 1170: 0.021051239388811094
Position 3701: 0.019606715504476763
Position 13964: 0.014449852419588955
Position 4851: 0.014212819002538494
Position 10467: 0.01241506215508323
Position 280: 0.012407030939536367
Position 3491: 0.011563343395463518
Position 11329: 0.010659492299062675
Position 11101: 0.010157123098353494
Position 4222: 0.007257445897671355
Position 3377: 0.007104203356329007
Position 11068: 0.00696052682058121
Position 442: 0.006235261586026353
Position 14446: 0.005493355794791669
Position 11401: 0.004283740418256775
Position 13307: 0.004096125424500385
Position 12922: 0.004020873860282309
Position 5046: 0.0037479855563364067
Position 3414: 0.003454446521311241
Position 130: 0.0033236937811195054
Position 11259: 0.003168047754851509
Position 4185: 0.003069729900156998
Position 11118: 0.003017810216840214
Position 13584: 0.0024600540830910394
Position 11597: 0.002395040248069678
Position 960: 0.0019158151763602287
Position 11093: 0.0018228730654712853
Position 12163: 0.001803844066283156
Position 1302: 0.0017977988094544683
Position 14507: 0.0017973616961282587
Position 11585: 0.0016912889744883745
Position 13: 0.0016816092721469735
Position 10718: 0.001489089778515287
Position 11491: 0.0014599986758459342
Position 4576: 0.0013433271389115254
Position 14993: 0.0012547354441886675
Position 937: 0.0009999090270218914
Position 2072: 0.00091382302386353
Position 2436: 0.0008403202118871108
Position 1124: 0.0007659441703092158
Position 148: 0.0005626902312338354
Position 1153: 0.0005595802521847719
Position 1584: 0.00044234521813703737
Position 4206: 0.00039482418018302513
Position 941: 0.0003420387695504523
Position 3123: 0.0003260100973163899
Position 10995: 0.0002928071224288651
Position 4044: 0.0002721040963364741
Position 512: 0.00026469585739478235
Position 12003: 0.0002646409063048214
Position 343: 0.00025007179975270854
Position 1362: 0.0002472441896323038
Position 650: 0.00024557346734666214
Position 772: 0.00021706617218386146
Position 1840: 0.00020746139362846038
Position 12156: 0.00020726178870384597
Position 824: 0.0001913809723563316
Position 518: 0.00018955728763442786
Position 1306: 0.00017241557179834908
Position 374: 0.00015916063871574177
Position 160: 0.00014651208067846275
Position 482: 0.00014451700234255406
Position 1082: 0.00014194005612615666
Position 614: 0.00013985631538774695
Position 792: 0.00013432819238863046
Position 473: 9.683132327356668e-05
Position 1634: 9.213777722258947e-05
Position 956: 9.11284277991259e-05
Position 1133: 9.08332524712964e-05
Position 661: 8.922268376707152e-05
Position 1221: 8.857629635178403e-05
Position 1838: 8.390010997466451e-05
Position 108: 8.023592164456517e-05
Position 1726: 7.609512416841742e-05
Position 1889: 7.143041287592933e-05
Position 964: 6.90641751039272e-05
Position 2158: 6.791141688813532e-05
Position 2317: 6.481596495381474e-05
Position 606: 6.220316519954586e-05
Position 141: 6.157845009612853e-05
Position 1581: 4.877854551221576e-05
Position 2780: 4.7222842267375246e-05
Position 589: 3.985817306459157e-05
Position 1101: 3.911547397261137e-05
Position 2517: 3.741688750256994e-05
Position 855: 3.574716960611865e-05
Position 843: 3.503753508274382e-05
Position 3074: 3.3400405550701696e-05
Position 193: 3.332288413986632e-05
Position 1686: 3.324778465155456e-05
Position 862: 3.16781466536522e-05
Position 667: 3.0075878397537385e-05
Position 3105: 2.60485097456545e-05
Position 1272: 2.169085795157795e-05
Position 785: 2.0736621342417034e-05
Position 1145: 1.842923255428387e-05
Position 2076: 1.748176202984576e-05
Position 1179: 1.665221137436613e-05
Position 809: 1.5436799222179976e-05
Position 1954: 1.1841808598159518e-05
Position 2015: 1.0644959447789382e-05
Position 1972: 8.904979646847904e-06
Position 1274: 8.632536438264126e-06
Position 1612: 7.986892673172063e-06
Position 1191: 7.86089960378653e-06
Position 1314: 7.619373894739111e-06
Position 10685: 7.020752297904937e-06
Position 1052: 6.787344291520464e-06
Position 1820: 6.382687140358419e-06
Position 1822: 6.286836015230643e-06
Position 367: 6.058426377845516e-07
Position 41: 5.312292701800412e-07
Position 448: 3.748950295205909e-07
Position 682: 3.565167028801146e-07
Position 39: 3.265345459890179e-07
Position 1969: 2.9232802332555304e-07
Position 900: 2.7978036353241143e-07
Position 870: 2.178098541681785e-07
Position 1280: 1.116021568505577e-07
Position 402: 4.9222247997139254e-08
Position 780: 4.804562487651075e-08
Position 715: 3.976672667952406e-08
Position 654: 3.5829914767489694e-08
Position 979: 3.067431771520877e-08
Position 1730: 2.286210281970447e-08
Position 894: 1.5542669909480427e-08
Position 878: 1.225797145506239e-08
Position 971: 8.543891631687422e-09
Position 695: 1.4632654829183747e-09
Position 652: 1.4375016811148284e-09
Position 958: 4.5589934420761576e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 10101: 0.9962634350625856
Position 11870: 0.7151572220627161
Position 10579: 0.398049337047485
Position 1729: 0.3272919245998406
Position 14445: 0.18085961511722795
Position 8285: 0.17524774058001233
Position 4664: 0.17336416900443954
Position 18200: 0.16647776886303803
Position 3347: 0.16439806979825017
Position 13079: 0.14697849448510927
Position 15396: 0.12391914394635468
Position 12757: 0.11846603967461453
Position 4469: 0.11842045376641738
Position 3558: 0.10793085716397441
Position 3955: 0.1049547899678455
Position 18169: 0.08309328601727564
Position 2103: 0.07573994139532293
Position 3409: 0.06939414659236773
Position 1580: 0.05505964966286681
Position 12884: 0.05346185023437726
Position 17495: 0.052128812564330704
Position 15323: 0.050001544366263265
Position 16695: 0.048581509490458016
Position 18060: 0.047664232002489273
Position 8331: 0.04330175753913387
Position 13148: 0.03994477367545055
Position 11892: 0.03705133343244488
Position 10935: 0.03584609635479726
Position 13885: 0.031286870873771355
Position 3465: 0.030071339613109458
Position 4630: 0.02998026803829881
Position 1481: 0.0291439410226277
Position 11866: 0.028061131715324587
Position 15865: 0.02421958368713612
Position 4010: 0.02341537885877997
Position 1052: 0.02201360072519198
Position 14718: 0.019138674154038395
Position 925: 0.016077754326601867
Position 10363: 0.015898957180393202
Position 14636: 0.015571917208118239
Position 14333: 0.014610044423811964
Position 17077: 0.014124368634957992
Position 10296: 0.013296687215401047
Position 16150: 0.013052055232496175
Position 16224: 0.01225186060017879
Position 1920: 0.012071940172561387
Position 3835: 0.011418747121061432
Position 12714: 0.010505463016946125
Position 14817: 0.008351000947223602
Position 3963: 0.007790880810075559
Position 11025: 0.007685976252267948
Position 4779: 0.007528475162272467
Position 3865: 0.007093221135132192
Position 13834: 0.0070006964786264005
Position 4846: 0.006251288236352301
Position 11196: 0.005465669926238223
Position 922: 0.005450679745282706
Position 11089: 0.00540308497632958
Position 12683: 0.005362725346079833
Position 11427: 0.00477911389484032
Position 13494: 0.004089545941702617
Position 700: 0.003647645049471092
Position 14148: 0.0036035856123169696
Position 1543: 0.003069161886436232
Position 15933: 0.0029818545959009258
Position 1749: 0.0028638359546752563
Position 17754: 0.0027991309534047396
Position 1664: 0.002572716742864595
Position 12969: 0.0025001637636270675
Position 1735: 0.0024606249308013074
Position 12774: 0.0021472521850959747
Position 1028: 0.002098111382102619
Position 14584: 0.0020830489665758026
Position 13333: 0.0019487761971845794
Position 12314: 0.0019482589774706624
Position 3423: 0.0018921044349745528
Position 13905: 0.0018769716946407812
Position 8423: 0.0018753757821801098
Position 17139: 0.0018491446526387534
Position 4479: 0.0018358444563208295
Position 1463: 0.0016803454631170915
Position 4071: 0.0016802462387433376
Position 10436: 0.0016421858647927294
Position 4288: 0.0014502027356754668
Position 2121: 0.001419671863784308
Position 418: 0.0013588424521712812
Position 11433: 0.0011576949122531393
Position 13562: 0.001152312246669161
Position 12270: 0.0011213674439823948
Position 1710: 0.0010497934587101237
Position 12486: 0.000974637593752521
Position 12204: 0.0009349095379762645
Position 1215: 0.0008714839956097591
Position 12071: 0.000864833033425431
Position 3695: 0.0008331690042211954
Position 11259: 0.0008165642296042782
Position 1151: 0.0007268851787530984
Position 10395: 0.0007176522918691412
Position 1754: 0.000614341102230927
Position 4915: 0.0006095186903790145
Position 1449: 0.0005847459102267243
Position 210: 0.0005217169626085569
Position 747: 0.0005013279870217953
Position 10348: 0.0004884375369315659
Position 14259: 0.00047913326306443083
Position 12457: 0.0004548603607260245
Position 1950: 0.00045053727574384013
Position 12534: 0.0004116305485993898
Position 13844: 0.0003501322284851596
Position 750: 0.0003390863176643064
Position 10365: 0.0003343023776387175
Position 3286: 0.00032773437951651185
Position 3580: 0.0003085235729691083
Position 2925: 0.00029044181918812733
Position 3439: 0.0002714923578035756
Position 1033: 0.00021383596303835265
Position 2044: 0.00021234289894750912
Position 1059: 0.00020643833073188015
Position 10907: 0.00018757876712359285
Position 1773: 0.00016353622251377047
Position 2106: 0.0001629917328347603
Position 4040: 0.00014289806635541948
Position 900: 0.00012561072370504013
Position 602: 0.00011069174722891847
Position 1776: 0.0001005732388273956
Position 3321: 9.325394585010414e-05
Position 10707: 8.677162008976938e-05
Position 13508: 8.41064172556355e-05
Position 713: 8.29446176697112e-05
Position 11952: 8.279514096777891e-05
Position 1344: 7.72108346633735e-05
Position 1235: 6.298657618760105e-05
Position 1117: 6.082283828857218e-05
Position 2885: 6.0533000376973766e-05
Position 3743: 5.572285664474792e-05
Position 1003: 5.461076420192688e-05
Position 883: 4.474788664252055e-05
Position 114: 4.112434243777669e-05
Position 1612: 4.0671079254488827e-05
Position 3056: 3.8001918399922495e-05
Position 4096: 3.756664289210711e-05
Position 1631: 3.500562649273827e-05
Position 1405: 3.1906495741163224e-05
Position 2188: 2.956856036408825e-05
Position 1314: 2.387717119280605e-05
Position 2435: 2.3873354357203194e-05
Position 2628: 1.9617034434815583e-05
Position 266: 1.9148177148576644e-05
Position 1560: 1.878600541176086e-05
Position 205: 1.564509787559819e-05
Position 2111: 1.514979571080365e-05
Position 2687: 1.4997002592832867e-05
Position 931: 1.4988867069953308e-05
Position 240: 1.313992415858481e-05
Position 2583: 1.2608805239726727e-05
Position 989: 1.2248281738290167e-05
Position 1331: 9.316199043116589e-06
Position 734: 8.872977825649704e-06
Position 1373: 8.667997682374192e-06
Position 1670: 8.106650877602535e-06
Position 1169: 7.55896307328277e-06
Position 10303: 7.077228294478767e-06
Position 804: 6.944131840868141e-06
Position 878: 6.233186233546723e-06
Position 1064: 5.7961816037997405e-06
Position 1221: 5.658019727477262e-06
Position 2131: 5.564587296677761e-06
Position 3628: 4.640377934552391e-06
Position 885: 4.4160600522945204e-06
Position 429: 3.861289697438078e-06
Position 1321: 3.5137821652266496e-06
Position 402: 3.462301667569587e-06
Position 1179: 3.4585999234148107e-06
Position 276: 3.311178075691528e-06
Position 936: 3.090233662493678e-06
Position 1925: 3.072447901162157e-06
Position 1318: 2.6280624473147224e-06
Position 245: 2.5735211667131894e-06
Position 575: 2.221752307052246e-06
Position 809: 2.1881174365635492e-06
