Gene = Sdad1
index = 955
Annotated 5SS: [  233  4292  4821  5052  6141  6359  7386  8213  9963 11833 12905 14014
 16062 17372 18139 18318 19012 19767 20104 20285 21558]
Annotated 3SS: [ 4186  4721  4940  6068  6257  7327  8137  9860 11762 12800 13955 16002
 17294 18040 18240 18884 19671 19912 20199 21395 23153]
SMsplice 5SS: [  233  4292  4821  5052  6141  6359  7386  9963 11833 12905 14014 14971
 16062 17372 18139 18318 18969 19767 20104 20285 21558]
SMsplice 3SS: [ 4186  4721  4940  6068  6257  7327  9860 11762 12800 13955 14726 16002
 17294 18040 18240 18884 19671 19912 20199 21395 23153]
top_k =  1000
Partition function (log Z): 51.37557744484028

Sorted 5' Splice Sites (High to Low Probability):
Position 9963: 0.9929052237807422
Position 20104: 0.9928272850958342
Position 6141: 0.983780442232251
Position 6359: 0.9834607162677321
Position 20285: 0.9833910139463915
Position 4292: 0.983278547764226
Position 7386: 0.9589330519129425
Position 12905: 0.9212848178410076
Position 5052: 0.9212344305211215
Position 21558: 0.9193148452891087
Position 18318: 0.8937716033309552
Position 14014: 0.8800523004746359
Position 11833: 0.8465330687698587
Position 18139: 0.8442561846497401
Position 19767: 0.833595249794946
Position 16062: 0.8167324104796837
Position 17372: 0.6320739472722711
Position 14971: 0.6009572361664981
Position 18969: 0.5861723971517275
Position 4821: 0.5807504618863525
Position 233: 0.5482584543023706
Position 8213: 0.4870368406403027
Position 4853: 0.39220885516994486
Position 19012: 0.3692755057969475
Position 13266: 0.28159486607953854
Position 267: 0.24729422950163507
Position 408: 0.206811474642575
Position 16297: 0.18476980550203154
Position 13777: 0.17959088981813492
Position 16640: 0.1620939916101077
Position 14734: 0.15468406906295415
Position 8060: 0.133363693446149
Position 19717: 0.1263174817910194
Position 18160: 0.12114720605719183
Position 2114: 0.10790487543681362
Position 6735: 0.09998620353116153
Position 8273: 0.09482518021826959
Position 2997: 0.08333357845115053
Position 13863: 0.07740749143530883
Position 16407: 0.07530922521829403
Position 18749: 0.07436037849272698
Position 8310: 0.072937080205519
Position 2469: 0.06301861184826835
