Gene = Nkapd1
index = 751
Annotated 5SS: [ 237 1982 5088 7165 8093]
Annotated 3SS: [1904 4986 7014 8038 9527]
SMsplice 5SS: [ 237 1982 5088 7165 9710]
SMsplice 3SS: [ 1904  4986  7014  9573 10246]
top_k =  1000
Partition function (log Z): -0.7612784442568943

Sorted 5' Splice Sites (High to Low Probability):
Position 7165: 0.983195510811873
Position 237: 0.8319456404576723
Position 5088: 0.8125747749683788
Position 1982: 0.8089586879973463
Position 9710: 0.6941102333267177
Position 6914: 0.33141103744558004
Position 632: 0.30146631559237813
Position 8093: 0.2041723549770483
Position 807: 0.18353860817619366
Position 5093: 0.17931620638173962
Position 9952: 0.17137197515711922
Position 7548: 0.1290683569750798
Position 3584: 0.07362803813650307
Position 3605: 0.07161940219029603
Position 2570: 0.058592210401605054
Position 10005: 0.05835869951959344
Position 2544: 0.0551252199370408
Position 3296: 0.05113862004864983
Position 4463: 0.049031476772407524
Position 3686: 0.04334097146661594
Position 143: 0.04270624888710288
Position 6331: 0.041923301951916556
Position 6055: 0.03801221569715148
Position 243: 0.02876974115246988
Position 5862: 0.026834796236550815
Position 7860: 0.02315105025038072
Position 8726: 0.02027220037788681
Position 8097: 0.01634666465796383
Position 9092: 0.014696565801403045
Position 653: 0.011157187992309393
Position 9988: 0.01059435726042831
Position 6752: 0.008750648534464235
Position 6831: 0.008144430543409202
Position 5804: 0.006990108871257617
Position 3672: 0.006601241977643105
Position 7434: 0.006160474645506337
Position 6848: 0.0051688872191084515
Position 2062: 0.004722530792914547
Position 7581: 0.004361411845617541
Position 8850: 0.004215200620516034
Position 685: 0.0040619043152222666
Position 6702: 0.004003984286230831
Position 9574: 0.0038471450320565026
Position 8691: 0.003707376866387978
Position 811: 0.003697173062024294
Position 4691: 0.0034368478340980136
Position 3538: 0.0034081327615605042
Position 3632: 0.0033675415520064123
Position 3801: 0.0032700828539829366
Position 136: 0.003125921845044179
Position 3660: 0.0029462316359863713
Position 10114: 0.0028843194366784722
Position 6765: 0.0028233007918531563
Position 3287: 0.002711818701188077
Position 8900: 0.0027061412623116954
Position 2029: 0.0026524450724348574
Position 646: 0.002540628058908133
Position 2241: 0.002089338455858428
Position 898: 0.002004845015895653
Position 1113: 0.0019524120893762164
Position 4804: 0.0018166692680376055
Position 10371: 0.0017982849766597672
Position 518: 0.0017549630337502667
Position 27: 0.001721071488779488
Position 3155: 0.0016185508238320914
Position 3341: 0.001473443004435639
Position 1735: 0.0013562586999934644
Position 6293: 0.001324873450709051
Position 6169: 0.0013063189745941806
Position 6906: 0.001274168057331532
Position 1773: 0.0011670981572908063
Position 3769: 0.0011350066802729797
Position 1784: 0.0011333805547405185
Position 4468: 0.001059219190423306
Position 1989: 0.0010344358115489188
Position 2332: 0.0009977098992483293
Position 616: 0.0009892162924108438
Position 1234: 0.0009688426995891758
Position 6488: 0.000927072659242019
Position 3796: 0.0009203705050909864
Position 855: 0.0007433777941750577
Position 1150: 0.000686394585598288
Position 5276: 0.0006851155677792164
Position 245: 0.0006735064817836662
Position 5456: 0.000667690577387429
Position 247: 0.0006493931952758262
Position 747: 0.0006309623589940584
Position 2575: 0.0006302468495767475
Position 6328: 0.0006065707899994107
Position 7741: 0.0005962888706238943
Position 6270: 0.0005952572146593209
Position 97: 0.000594245733491321
Position 1223: 0.000546407825950094
Position 6312: 0.0005023789534324152
Position 1378: 0.0005023408049387762
Position 7552: 0.0004934525131399083
Position 249: 0.000492810315043124
Position 1276: 0.0004691899659110087
Position 1821: 0.0003905418824935383
Position 6936: 0.0003851567666930902
Position 251: 0.0003745386134296734
Position 2045: 0.0003550220944737879
Position 7681: 0.0003492598090894036
Position 891: 0.0003231261651446312
Position 6862: 0.00032160954154019413
Position 732: 0.0003073482620403197
Position 2775: 0.00030567916131855075
