Gene = Izumo2
index = 599
Annotated 5SS: [ 233  389 1600 1790 6710]
Annotated 3SS: [  313  1512  1768  6585 11000]
SMsplice 5SS: [389]
SMsplice 3SS: [7802]
top_k =  1000
Partition function (log Z): -7.50074984284741

Sorted 5' Splice Sites (High to Low Probability):
Position 389: 0.8994973982395881
Position 4337: 0.5614732336613847
Position 1536: 0.4529898370692917
Position 824: 0.4145865365951345
Position 229: 0.3980238992662762
Position 1790: 0.2783622875249054
Position 6710: 0.2258766072109492
Position 245: 0.22479714033953355
Position 6645: 0.13482855351310416
Position 8068: 0.12283076708315484
Position 1920: 0.1116871466538155
Position 3331: 0.10428484524473698
Position 1600: 0.09358633266164439
Position 1455: 0.07388077222400917
Position 233: 0.06039520255118367
Position 799: 0.058790097033242464
Position 4311: 0.04878611272107932
Position 1913: 0.046748997309259424
Position 2854: 0.04544886330784541
Position 607: 0.044279064522710423
Position 6663: 0.03944352759996401
Position 5314: 0.03744212981522307
Position 909: 0.02916898591502321
Position 6651: 0.02625818306802411
Position 534: 0.02449870231994322
Position 9926: 0.02305839376906578
Position 7919: 0.022975393136694326
Position 171: 0.015673262903329918
Position 7912: 0.015039518406178173
Position 6669: 0.01478572536017505
Position 7507: 0.01214447995402764
Position 5229: 0.009226829515526554
Position 8019: 0.008648644973167037
Position 567: 0.00802936491721606
Position 78: 0.007010640697107693
Position 812: 0.005531412744924534
Position 5221: 0.004606399724922425
Position 4365: 0.004575435027209767
Position 1136: 0.004436151230755699
Position 3440: 0.004392448672817882
Position 7425: 0.003581593335539905
Position 9159: 0.0032064780259466333
Position 363: 0.00279298521928522
Position 6469: 0.0024058165767637876
Position 7040: 0.0023464385092901168
Position 249: 0.0020793921984014387
Position 4326: 0.0017257148907568992
Position 6824: 0.0017214237816665276
Position 9229: 0.0016665870168224785
Position 102: 0.001589013468939807
Position 6065: 0.0015101181972337389
Position 754: 0.00128144075986868
Position 107: 0.0007898440644312884
Position 22: 0.0007816642117201183
Position 1469: 0.000732614135841061
Position 4348: 0.000691853125302911
Position 220: 0.0006629240095427964
Position 237: 0.0006606293397660594
Position 334: 0.000637549843827768
Position 5506: 0.0005677398541663264
Position 1346: 0.0005356849827821254
Position 3140: 0.0004482032063631294
Position 1364: 0.00042102802564771756
Position 1021: 0.00041837082853363693
Position 69: 0.0004081915668071945
Position 1352: 0.00040485933635437115
Position 1434: 0.000193917200864286
Position 118: 0.00018628293880457682
Position 2541: 0.00018277008017946405
Position 846: 0.0001600412441957753
Position 519: 0.0001093403824181463
Position 653: 0.00010761119617229989
Position 235: 0.00010098542442787702
Position 456: 7.658129276354192e-05
Position 82: 7.171320351783434e-05
Position 609: 6.783131935038905e-05
Position 629: 4.5930794915141465e-05
Position 1232: 4.568711219265645e-05
Position 497: 3.8858440987354976e-05
Position 306: 3.753873763833608e-05
Position 529: 3.251674990360619e-05
Position 32: 2.6777679992714583e-05
Position 639: 2.289879910990699e-05
Position 913: 2.1549803620916905e-05
Position 558: 1.7604539006258117e-05
Position 1442: 1.0996088111932363e-05
Position 541: 1.094458274184707e-05
Position 30: 8.171367435948174e-06
Position 272: 6.308581177644734e-06
Position 1084: 3.6560013460388054e-06
Position 1131: 3.4595759696009744e-06
Position 1065: 3.155290350141261e-06
Position 637: 2.9454881361974143e-06
Position 458: 2.6730108322276846e-06
Position 1208: 2.4793588729492934e-06
Position 937: 2.3663003468917943e-06
Position 548: 2.1297684674932023e-06
Position 468: 1.6513333163397868e-06
Position 313: 1.549387920111166e-06
Position 316: 4.1815573029705737e-07
Position 1896: 2.9401462800223466e-07
Position 1940: 2.8248653785213793e-07
Position 1972: 2.751501354741854e-07
Position 671: 4.2538807186223035e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 7802: 0.8963663789752916
Position 313: 0.491279794743234
Position 723: 0.47291000693168167
Position 6585: 0.4589579202338782
Position 4255: 0.373133712152388
Position 1292: 0.31575149724625134
Position 1512: 0.2547936304564477
Position 4209: 0.23546170965476187
