Gene = Glmp
index = 437
Annotated 5SS: [ 179  909 1290 1607 3091]
Annotated 3SS: [ 653 1091 1387 2833 3179]
SMsplice 5SS: [ 179  993 1290 1607 3091]
SMsplice 3SS: [ 907 1091 1387 2833 3179]
top_k =  1000
Partition function (log Z): -0.48079727964675323

Sorted 5' Splice Sites (High to Low Probability):
Position 1290: 0.996068685713941
Position 179: 0.9576701857960687
Position 3091: 0.8838909600136396
Position 1607: 0.6581022436655896
Position 993: 0.46274706281713396
Position 3318: 0.3126906640067517
Position 3466: 0.29155882420287504
Position 1520: 0.09744374224790077
Position 654: 0.08674835721725355
Position 1612: 0.049333784020188044
Position 997: 0.0426294784906215
Position 3965: 0.041866361860972055
Position 3834: 0.04051500414786097
Position 909: 0.03892281253555822
Position 2640: 0.03401412482232776
Position 3639: 0.028011280820999795
Position 4565: 0.023599892498927296
Position 57: 0.022366220034979546
Position 1002: 0.017708268264493694
Position 2793: 0.013311470170469209
Position 1634: 0.012917439376262359
Position 268: 0.010225242743726727
Position 1023: 0.009927836197944195
Position 1018: 0.009648543852791205
Position 1475: 0.00901793991784799
Position 981: 0.0079954393389691
Position 3556: 0.006515036093944755
Position 3250: 0.0064603658211489735
Position 2451: 0.006456421615710122
Position 1619: 0.00542768678210123
Position 3661: 0.005230104508108413
Position 3327: 0.004976467751844107
Position 3902: 0.004335321005136708
Position 820: 0.004121051498742951
Position 4539: 0.004099809735892868
Position 2726: 0.0039004534032216877
Position 605: 0.0037364579318786635
Position 1966: 0.0035569748402972043
Position 1642: 0.003472409629066454
Position 2007: 0.0033271328291608546
Position 4093: 0.0029863895473015048
Position 1995: 0.002975130827813116
Position 771: 0.0029610130069990842
Position 1459: 0.002878645047321288
Position 830: 0.0026001389191901256
Position 666: 0.0025912129567482295
Position 1466: 0.0022509713635363382
Position 1834: 0.0022103145624196097
Position 317: 0.0020357570492611004
Position 5213: 0.0020313844866493556
Position 2227: 0.0019598651231126155
Position 1748: 0.0015282402107578343
Position 340: 0.0015079191256410468
Position 3738: 0.0013822641340091766
Position 4571: 0.001370992929828752
Position 1647: 0.0012187598940131105
Position 777: 0.0011801427977835366
Position 799: 0.0008828712125423547
Position 915: 0.0008590808428944277
Position 1762: 0.0007784794706281014
Position 1512: 0.0007434853893349772
Position 570: 0.0007416474805827372
Position 2634: 0.0006545017818114753
Position 3391: 0.0006262767705684806
Position 1808: 0.0005707310877092075
Position 952: 0.0005523408978389507
Position 1845: 0.0005294983505371721
Position 3522: 0.0005284246592225198
Position 396: 0.0005016999236652973
Position 858: 0.00045940750119960173
Position 801: 0.0004179850624292269
Position 3007: 0.00041569915389423097
Position 2710: 0.000394323457443816
Position 2644: 0.0003345456820853201
Position 1791: 0.00030009565871066935
Position 1798: 0.00029121948680273734
Position 4196: 0.0002881995690734433
Position 3104: 0.0002755530425614375
Position 741: 0.0002717847158198506
Position 1157: 0.00025751754083364357
Position 2654: 0.00024917225279028917
Position 2428: 0.0001976749582637916
Position 3562: 0.00019617485333612553
Position 415: 0.00019375553085392163
Position 2688: 0.00017752972930534268
Position 714: 0.00016729671469002897
Position 1172: 0.0001651107175194623
Position 15: 0.00016260125606094684
Position 1704: 0.00014853562480394332
Position 743: 0.00014534924675521285
Position 1329: 0.00014182165713154052
Position 808: 0.00013970497156695928
Position 208: 0.0001231829987872576
Position 2495: 0.0001168420799914948
Position 768: 0.00010630741527713925
Position 355: 0.00010446767842542863
Position 3333: 8.89146401561051e-05
Position 39: 8.632192851847195e-05
Position 1011: 8.490154665762306e-05
Position 2207: 7.194130006545863e-05
Position 3508: 6.686718223569266e-05
Position 61: 6.504436199984112e-05
Position 134: 6.234308434996197e-05
Position 1451: 5.922598192115304e-05
Position 456: 5.550698275442307e-05
Position 126: 5.4719279999602255e-05
Position 810: 5.332501134083699e-05
Position 3643: 5.022610471422073e-05
Position 3211: 4.8324948614127984e-05
Position 305: 3.92019926873217e-05
Position 2990: 3.9114930529906755e-05
Position 1118: 3.9048963214349714e-05
Position 1242: 3.189522405563762e-05
Position 199: 2.926702380057612e-05
Position 2258: 2.9126098151480984e-05
Position 92: 2.537887263459258e-05
Position 1335: 2.3074125102808233e-05
Position 303: 2.2058947221013422e-05
Position 261: 2.1854857972187085e-05
Position 3782: 2.00020475877435e-05
Position 436: 1.999453600977966e-05
Position 3615: 1.992922909965131e-05
Position 373: 1.93734960568678e-05
Position 1410: 1.8074380184201947e-05
Position 310: 1.5028172600037757e-05
Position 51: 1.3779935616326892e-05
Position 543: 1.2951476077210649e-05
Position 1219: 9.727421911472427e-06
Position 10: 9.60930644778324e-06
Position 138: 9.427116685012003e-06
Position 509: 8.331470593458245e-06
Position 881: 7.900631328927705e-06
Position 332: 7.493424191350942e-06
Position 1388: 5.836267104458129e-06
Position 3457: 5.470600460752624e-06
Position 897: 4.8283281366717196e-06
Position 3529: 4.558891656257023e-06
Position 69: 4.474346127031187e-06
Position 647: 2.9742922246781136e-06
Position 99: 2.5722166651583167e-06
Position 519: 2.5289542963266312e-06
Position 1491: 1.7856762309458119e-06
Position 136: 4.005711947624091e-07
Position 575: 2.623371695152256e-07
Position 477: 1.4489123338989485e-07
Position 645: 2.098574021152369e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1091: 0.9622091098703266
Position 2833: 0.8098453852565594
Position 1387: 0.7091916095643633
Position 907: 0.5329252794844492
Position 3179: 0.47340969933402605
Position 3426: 0.4709378751891183
Position 3737: 0.20928071694854208
Position 4427: 0.20139137322471978
Position 5382: 0.09707662431675669
Position 3232: 0.06810653069898591
Position 1517: 0.06245009559692355
Position 569: 0.052856947849001024
Position 5080: 0.04897292193496458
Position 2938: 0.04654822257338161
Position 5805: 0.043814352672279955
Position 1556: 0.040746519395164875
Position 653: 0.03726746479398347
Position 2908: 0.028779218110164657
Position 3013: 0.02574226963148923
Position 2540: 0.025111773317476514
Position 3314: 0.020153754973523685
Position 2495: 0.019747019010254198
Position 1245: 0.01641537448910622
Position 509: 0.015064811989928447
Position 5394: 0.010593583428553344
Position 874: 0.009923544778395346
Position 5724: 0.009254700796166549
Position 1606: 0.008139102478020653
Position 5774: 0.00794208855548006
Position 2319: 0.007834410277220242
Position 160: 0.0077994305817310145
Position 5610: 0.007069627240261701
Position 5857: 0.0070504025818487765
Position 6058: 0.007035006977011707
Position 869: 0.006976394981844451
Position 1423: 0.006853255654015959
Position 590: 0.006503465890658145
Position 2996: 0.0063569797573029855
Position 4658: 0.005959723026351585
Position 1404: 0.005955137359386278
Position 4085: 0.005733854096911545
Position 143: 0.005562429416139783
Position 1537: 0.005545305768848774
Position 3689: 0.005187263548017647
Position 1233: 0.004885442943600895
Position 1723: 0.004822339313391383
Position 1445: 0.004809360148067093
Position 5076: 0.0047788395760344805
Position 751: 0.004139852715571124
Position 551: 0.004120368809631333
Position 1935: 0.003944349783801549
Position 5633: 0.00387296413702047
Position 1519: 0.003770700830508593
Position 692: 0.0036529169998445513
Position 1172: 0.003325271002611981
Position 5929: 0.0032595434313345203
Position 714: 0.003068179947283423
Position 519: 0.0028637674162668514
Position 3961: 0.0028092216980472504
Position 2603: 0.0028036284447509104
Position 3359: 0.002327133399426285
Position 1761: 0.002111178665362306
Position 1448: 0.0020839757294579095
Position 4461: 0.0020670051403978073
Position 2657: 0.0020302551612628064
Position 4050: 0.0018470043087311897
Position 2104: 0.0016832447001415378
Position 2544: 0.001662157840648182
Position 1394: 0.0016453959626871986
Position 2363: 0.0016257561761321682
Position 2842: 0.0015995074194103775
Position 1108: 0.0015812943681368233
Position 4690: 0.0014707400714311634
Position 5525: 0.0014016115795790446
Position 797: 0.0013696818701425992
Position 4617: 0.0012998613852703577
Position 2888: 0.0012283819261883118
Position 3747: 0.0011724260250991043
Position 765: 0.0011713204574631479
Position 256: 0.0010357234786084087
Position 2547: 0.0009765303671256215
Position 5124: 0.0009531043222965771
Position 4586: 0.0009363124145300884
Position 2684: 0.0009353306683541867
Position 871: 0.0009178507648477946
Position 1133: 0.0008988601236903636
Position 1700: 0.0008268459610768098
Position 3875: 0.0008265932904513264
Position 968: 0.0008153144450390348
Position 4002: 0.0008122234835292907
Position 1833: 0.0006813862313427427
Position 3466: 0.0006474584046992995
Position 3935: 0.0006289179067879302
Position 1523: 0.0005738862760998245
Position 2905: 0.0005432742644908171
Position 4187: 0.0005195008605588383
Position 1783: 0.0004942821441422978
Position 1124: 0.000485256537918226
Position 3434: 0.000466998304306473
Position 596: 0.0004100313526858641
Position 2792: 0.0004016569866783665
Position 2334: 0.00038994687917219583
Position 2567: 0.0003589349767517342
Position 5915: 0.0003571481514611153
Position 1140: 0.00032651381194196755
Position 881: 0.0003067401897839774
Position 2902: 0.0003016267206930486
Position 5742: 0.00026672128641089135
Position 232: 0.00022843895701633879
Position 5257: 0.00021922175887130983
Position 553: 0.00021453005978471133
Position 1100: 0.00017937907275472392
Position 399: 0.00017738596671141283
Position 431: 0.00017472096523176917
Position 2644: 0.0001566176928103012
Position 2126: 0.0001455889835695307
Position 4551: 0.0001452675760435386
Position 1219: 0.00013273891950580668
Position 2734: 0.0001311104048595202
Position 4199: 0.000129682562846972
Position 3366: 0.000129501448516491
Position 3403: 0.0001208214603499136
Position 1459: 0.00011317626411660905
Position 748: 0.00011098969322796257
Position 4126: 0.00010372021679512507
Position 665: 0.00010362916940964956
Position 3712: 0.00010164459979961491
Position 3253: 8.842125159890547e-05
Position 2710: 8.620823888976089e-05
Position 2315: 7.899197516044132e-05
Position 2131: 6.775158759699974e-05
Position 3576: 6.68593433345846e-05
Position 913: 6.470001392305692e-05
Position 2609: 6.013080502008018e-05
Position 126: 5.947521890887873e-05
Position 3268: 5.697826155756582e-05
Position 344: 4.384619726100204e-05
Position 820: 4.0126013048215064e-05
Position 2605: 3.369715675217172e-05
Position 1276: 3.1660817621745704e-05
Position 721: 3.0167741977620394e-05
Position 404: 2.8882396395644254e-05
Position 922: 2.73554406975177e-05
Position 440: 2.6628432539879002e-05
Position 390: 2.650346505870207e-05
Position 1463: 2.5472341084899605e-05
Position 3289: 2.4928025025351416e-05
Position 1145: 2.2480209548008667e-05
Position 609: 2.0931219335309528e-05
Position 410: 2.0747761106322636e-05
Position 2629: 1.9377192206875874e-05
Position 2664: 1.8499554022303166e-05
Position 1044: 1.8138122737665786e-05
Position 2662: 1.806847712972433e-05
Position 3494: 1.6154349662782244e-05
Position 799: 1.3895544600572509e-05
Position 932: 1.2009747769476728e-05
Position 294: 9.932926586540513e-06
Position 3361: 9.703379309338464e-06
Position 1056: 8.876846997566901e-06
Position 1060: 8.782951964053134e-06
Position 258: 7.377609890516023e-06
Position 303: 6.81030497648253e-06
Position 1065: 5.7819550660721834e-06
Position 379: 5.6535322059903196e-06
Position 327: 5.528545923818485e-06
Position 447: 5.4727253586440805e-06
Position 930: 4.189497744369444e-06
Position 1611: 4.049858030336976e-06
Position 2164: 3.4018235031269186e-06
Position 2185: 3.339830665707791e-06
Position 164: 3.3361825315366743e-06
Position 1050: 2.8641879852460393e-06
