Gene = Fbxo28
index = 404
Annotated 5SS: [  296 11745 15365 23809]
Annotated 3SS: [11634 15225 23612 24332]
SMsplice 5SS: [  296 10787 11745 12032 15365 19528 23809 24422]
SMsplice 3SS: [10555 11634 11842 15225 19467 23659 24332 26126]
top_k =  1000
Partition function (log Z): -0.07177563433749645

Sorted 5' Splice Sites (High to Low Probability):
Position 296: 0.9871669238338155
Position 11745: 0.9777134418854511
Position 23809: 0.9057606260154011
Position 15365: 0.8846181221074921
Position 24422: 0.8795514688692008
Position 12032: 0.8383431146842062
Position 19528: 0.7019868248739302
Position 10787: 0.6361902625101149
Position 15697: 0.595238347842605
Position 20427: 0.5615522718102544
Position 8078: 0.5527132565190628
Position 22649: 0.482566447738151
Position 11540: 0.313163784606836
Position 26401: 0.19026104243471326
Position 17629: 0.1901463658472241
Position 23076: 0.16513266337466875
Position 22639: 0.11206121189353917
Position 15325: 0.10946541282064932
Position 14638: 0.08685550653850907
Position 2769: 0.08374741479526061
Position 3107: 0.08301182278547284
Position 22060: 0.08165675724358433
Position 12073: 0.08098728001749078
Position 23538: 0.0644868906392755
Position 4190: 0.06308782287481128
Position 9880: 0.05894318467386397
Position 13441: 0.05595645562400908
Position 6281: 0.05498481699747473
Position 22982: 0.051239976982032295
Position 22993: 0.046729199021361044
Position 6308: 0.037230218956858005
Position 5839: 0.029189996650784582
Position 13952: 0.02720855482056174
Position 7161: 0.025771020051960844
Position 8406: 0.024930954513649784
Position 15709: 0.02384853305550528
Position 10978: 0.020382587262178595
Position 23414: 0.016883624624567432
Position 5025: 0.016201322844675976
Position 24269: 0.01514499400260362
Position 4111: 0.01484980938121439
Position 15751: 0.013942108381504807
Position 26370: 0.013382380798454323
Position 26341: 0.012545147704125023
Position 11756: 0.010946140742783972
Position 10775: 0.010761918288345882
Position 2674: 0.010694568683972868
Position 14659: 0.009947009771071722
Position 4150: 0.008676160611921918
Position 26352: 0.007495403897137547
Position 7869: 0.007495098957235293
Position 653: 0.006831742495785395
Position 17654: 0.006633405222487283
Position 11318: 0.00657867812200074
Position 18409: 0.006416636059786622
Position 13111: 0.005761199955401774
Position 24459: 0.005352463346725983
Position 12057: 0.0051837755451182395
Position 14629: 0.004876737368230336
Position 2232: 0.004847731434767192
Position 13230: 0.004209324986358109
Position 160: 0.0038045648280606165
Position 13249: 0.003722372437663831
Position 21738: 0.00349678561794727
Position 12468: 0.0033162759280353266
Position 13026: 0.0029385390785578664
Position 23024: 0.0027032440546503013
Position 12584: 0.002384095294621477
Position 1494: 0.0023129762688849256
Position 7335: 0.0021167648105416817
Position 4044: 0.0020929470307148043
Position 5163: 0.0018370527761857952
Position 2423: 0.001701404984923194
Position 3563: 0.0016693821443358118
Position 24443: 0.0015908067358501783
Position 26190: 0.0015804600842850346
Position 26230: 0.0015355374800627508
Position 24401: 0.0014971599087054135
Position 1171: 0.001491554757454415
Position 12515: 0.0014625191756228294
Position 13613: 0.0012765936957877069
Position 15295: 0.0010987494154195605
Position 6293: 0.0010766217758434828
Position 4338: 0.0010606983152369569
Position 12268: 0.0010126262791141922
Position 11956: 0.0010066807338452999
Position 11993: 0.0008624972163668031
Position 14491: 0.0008052142347410204
