Gene = Pde6d
index = 805
Annotated 5SS: [  248 35019 35891 36846]
Annotated 3SS: [34929 35764 36739 38963]
SMsplice 5SS: [  248 15210 31965 35891 36846 38698]
SMsplice 3SS: [15100 31851 35764 36739 38593 38963]
top_k =  1000
Partition function (log Z): -26.33803708921079

Sorted 5' Splice Sites (High to Low Probability):
Position 14027: 0.8751963199705227
Position 15210: 0.7245772341564413
Position 248: 0.6351671891441647
Position 3197: 0.5843694844701368
Position 11811: 0.2698168078034557
Position 906: 0.25905405172834906
Position 324: 0.20126649719598175
Position 4195: 0.10694678212052862
Position 924: 0.08897094603445335
Position 18679: 0.06079325925381911
Position 19907: 0.03651438629836481
Position 136: 0.030178319681502325
Position 18711: 0.02204805763886574
Position 18003: 0.021754265693718168
Position 693: 0.018040180666656146
Position 100: 0.015660977099498128
Position 66: 0.013672914145677974
Position 685: 0.005747869394654089
Position 1714: 0.00484560415077036
Position 72: 0.003538907878670239
Position 200: 0.0030703773906115566
Position 709: 0.002622211173571327
Position 655: 0.0025984982372935033
Position 2097: 0.001806255672531014
Position 993: 0.0016047138484917736
Position 804: 0.0015008483799428753
Position 671: 0.0014588039178828512
Position 2841: 0.0013936174075339326
Position 10340: 0.0008892256086848988
Position 1720: 0.0008644201357851822
Position 1128: 0.0008281886578636704
Position 1200: 0.0007198215380707606
Position 8569: 0.000683419570230859
Position 910: 0.0005705449670674162
Position 976: 0.0005621543628661583
Position 166: 0.0005219536896626855
Position 3210: 0.0005130435786823263
Position 1701: 0.0003990841823117037
Position 7126: 0.0003758307945129473
Position 2521: 0.00035485628994106483
Position 6476: 0.000331690857841963
Position 2046: 0.00030829503650597407
Position 128: 0.00030741513582169017
Position 371: 0.00028484342140113454
Position 442: 0.0002785639139561021
Position 4019: 0.00023530407591382434
Position 697: 0.00019012571249518533
Position 3978: 0.0001738456068678024
Position 7312: 0.00017272640770017326
Position 1889: 0.00015309982875731158
Position 6668: 0.0001261615805166828
Position 3156: 0.00010050846522814323
Position 1869: 9.62880186103322e-05
Position 2019: 8.057485919904616e-05
Position 102: 7.886451061503467e-05
Position 487: 7.292870494458666e-05
Position 2033: 7.11808860571496e-05
Position 7270: 6.901507570620334e-05
Position 121: 6.344253492402826e-05
Position 6216: 6.249386884209923e-05
Position 576: 5.423647804313913e-05
Position 141: 4.638758898422801e-05
Position 6503: 4.352850883436012e-05
Position 319: 3.3073922427033255e-05
Position 542: 3.1780182443237395e-05
Position 4471: 2.5798780009295936e-05
Position 6439: 1.9525301433877357e-05
Position 89: 1.874389647338233e-05
Position 287: 1.3745714976154388e-05
Position 373: 1.096507955803654e-05
Position 4848: 9.463474477686313e-06
Position 5020: 6.506131055893116e-06
Position 523: 5.140815122015711e-06
Position 599: 3.4116250452752126e-06
Position 793: 3.3794980531475544e-07
Position 5976: 2.3242713903447744e-07
Position 741: 1.0096719871209813e-07
Position 772: 3.529882156619506e-08
Position 746: 1.7996264206462374e-08
Position 1021: 3.6435866505584325e-09
Position 875: 2.1545305476020073e-10
Position 2041: 1.070067994992151e-10
Position 1059: 3.741057490927356e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 13834: 0.8837531248499518
Position 15100: 0.726268643870966
Position 20935: 0.6321225897658878
Position 3039: 0.5611363250450725
Position 785: 0.2811723414971724
Position 22677: 0.18866684708236858
Position 11636: 0.13604354030741136
Position 11640: 0.13421921137393905
Position 18475: 0.10041462333729047
Position 4135: 0.07734052415150335
Position 19741: 0.06855228717046695
Position 17935: 0.03454058331029286
Position 15639: 0.02573661472123459
Position 3152: 0.020997099140407715
Position 4101: 0.014548913770063135
Position 11158: 0.012813132531665975
Position 17478: 0.010204441125097566
Position 17223: 0.008785148392195038
Position 6984: 0.008455484686132867
Position 14112: 0.00746569774770197
Position 12008: 0.007003944303314517
Position 16791: 0.005854901708831958
Position 4092: 0.004751408155628469
Position 887: 0.0045849584733095175
Position 3891: 0.004512599942102955
Position 540: 0.003243028133979173
Position 6355: 0.0030155092102212076
Position 15369: 0.002865999052140769
Position 17000: 0.0027191476068770776
Position 14766: 0.002577552497705678
Position 1593: 0.0025161484694311907
Position 4070: 0.0022505339972442276
Position 1614: 0.00214990970122458
Position 3949: 0.0020807490791672828
Position 4051: 0.0020686228062510295
Position 15612: 0.001348836447996358
Position 12607: 0.0013021271906051147
Position 10137: 0.00112897748616463
Position 2966: 0.0011065197561387907
Position 8403: 0.0010571045373551316
Position 3127: 0.0009182090803195996
Position 2736: 0.0008517307190288095
Position 15302: 0.0007606417795964005
Position 1942: 0.0007299273407417267
Position 2981: 0.0005766522637541572
Position 6475: 0.0004748803252812515
Position 1608: 0.00043444433835868756
Position 1771: 0.00043298050687581705
Position 2758: 0.00041104608546853663
Position 11092: 0.00040109753848175983
Position 6108: 0.00036433319023206854
Position 10893: 0.00036208209310656646
Position 1886: 0.0003445979530191717
Position 3101: 0.0003153171614230562
Position 9184: 0.00029766189563280426
Position 3115: 0.0002829090584363219
Position 4333: 0.00026148664871520347
Position 4067: 0.00021537571567200385
Position 5920: 0.00021307234016446956
Position 1660: 0.00018739271234967367
Position 7619: 0.0001863155835557561
Position 1322: 0.00017703843672214222
Position 5602: 0.00017574247159107088
Position 2359: 0.00016804158176546036
Position 1487: 0.00016575792358286052
Position 1810: 0.00015938129645471952
Position 1820: 0.00015888084167935587
Position 2767: 0.00015703146757994093
Position 8603: 0.00015268695763714476
Position 7883: 0.00015134842774186354
Position 4594: 0.0001422856146810953
Position 1044: 0.0001402989479295361
Position 1090: 0.00013634984808087554
Position 7786: 0.00013156575080060606
Position 5263: 0.00012021934392790248
Position 4666: 0.00011640272651143675
Position 1503: 0.00010929422947863167
Position 2031: 0.00010469802039393756
Position 2086: 9.875632043881042e-05
Position 824: 9.804608179719047e-05
Position 796: 9.773833019439294e-05
Position 3353: 9.483832718274042e-05
Position 1556: 7.792690948401882e-05
Position 9651: 7.359856527253425e-05
Position 998: 7.289571298899944e-05
Position 1026: 7.007674999252154e-05
Position 9540: 6.740212892473705e-05
Position 6881: 6.631752548250486e-05
Position 7700: 6.209909050187913e-05
Position 1959: 5.8969215579840584e-05
Position 5554: 5.560092168043501e-05
Position 6304: 4.9596153099304736e-05
Position 5323: 4.800637668851989e-05
Position 875: 4.5385282954316146e-05
Position 860: 4.5192796329804985e-05
Position 6853: 4.5021838364888174e-05
Position 6004: 4.430916262726656e-05
Position 2406: 3.786307738717729e-05
Position 1837: 3.700037514066338e-05
Position 6199: 3.344209772751672e-05
Position 1787: 3.1162936869328025e-05
Position 2435: 3.0747110637106914e-05
Position 5061: 2.9289355633353777e-05
