Gene = Eif3k
index = 370
Annotated 5SS: [ 141 1371 3945 4614 7212 7666 9283]
Annotated 3SS: [ 1271  3823  4538  7144  7587  9156 10375]
SMsplice 5SS: [ 141 1371 6726 7212 7666 9283]
SMsplice 3SS: [ 1271  6635  7144  7587  9156 10375]
top_k =  1000
Partition function (log Z): 0.30093343202553524

Sorted 5' Splice Sites (High to Low Probability):
Position 7666: 0.9194419250318687
Position 7212: 0.9175307173163249
Position 1371: 0.9003775349716496
Position 9283: 0.8918848596939739
Position 6726: 0.5485963598122766
Position 141: 0.5465199035277905
Position 131: 0.3024402909027909
Position 3945: 0.27379446423369747
Position 4614: 0.21562662483045217
Position 3925: 0.17592077390330732
Position 8438: 0.14857765181591856
Position 1496: 0.09056992261644531
Position 601: 0.07744671818538912
Position 3983: 0.07670899227924037
Position 112: 0.054855207172391174
Position 3919: 0.039870617195260895
Position 2875: 0.030633029685595434
Position 7706: 0.026807513292534776
Position 635: 0.0219557319091305
Position 4333: 0.01924078187581416
Position 3824: 0.01834016951935675
Position 7687: 0.017412920954389104
Position 9785: 0.016112802423459402
Position 8393: 0.015501157218737212
Position 8653: 0.013627176470161713
Position 9637: 0.01288911536881867
Position 120: 0.012638440364231483
Position 562: 0.00903288316491027
Position 492: 0.008356632850248596
Position 497: 0.00830618438508075
Position 385: 0.008127272900626382
Position 858: 0.007769379309755966
Position 9989: 0.006960893693308029
Position 1142: 0.0067647787740285695
Position 8404: 0.005543193694065718
Position 2871: 0.0052158669703449255
Position 7676: 0.00491503183647318
Position 6973: 0.004482933218547159
Position 6734: 0.004140836173165514
Position 5898: 0.0039320071420583195
Position 6803: 0.0034131746523437187
Position 7786: 0.002427694817334324
Position 4091: 0.0023926662980055754
Position 6739: 0.0023374816134173514
Position 250: 0.0019345088619124116
Position 3620: 0.001820726146935871
Position 299: 0.0015446096502404916
Position 10012: 0.0015187386154722204
Position 8330: 0.0014085537252993294
Position 2245: 0.0013298176067494272
Position 4648: 0.00131497488898164
Position 3553: 0.0013106964312509333
Position 7216: 0.0013046870417045477
Position 240: 0.0012681037920819224
Position 539: 0.001070947501596463
Position 802: 0.0009966432278925733
Position 8256: 0.0009701623480028327
Position 2076: 0.0009612823365453039
Position 9216: 0.0009176527661130396
Position 10284: 0.0008911061714971049
Position 180: 0.0008875840063674441
Position 9327: 0.000763111266776928
Position 9789: 0.000735568320988857
Position 9307: 0.0006923825671754747
Position 404: 0.0006895250791534161
Position 2582: 0.0006820898171409067
Position 8319: 0.0006604327375255209
