Gene = Hddc3
index = 536
Annotated 5SS: [178]
Annotated 3SS: [6341]
SMsplice 5SS: [178]
SMsplice 3SS: [1131]
top_k =  1000
Partition function (log Z): -8.041976844263974

Sorted 5' Splice Sites (High to Low Probability):
Position 178: 0.8983034570298423
Position 2151: 0.27370263640520043
Position 1512: 0.08786952382014719
Position 241: 0.07868043251069792
Position 4473: 0.0737611634144772
Position 496: 0.06114911913309061
Position 2234: 0.04793607721152413
Position 3582: 0.04631360756065349
Position 2461: 0.02644045233509563
Position 1543: 0.0180258039308854
Position 1919: 0.01607908927209811
Position 2311: 0.013137335650675338
Position 2746: 0.011634976317093777
Position 1916: 0.011505370552063444
Position 1847: 0.011371513839714761
Position 33: 0.010570584301784938
Position 788: 0.010243051677546492
Position 3621: 0.010152527675072052
Position 81: 0.008186446997007778
Position 1227: 0.005934064751325969
Position 1722: 0.005498690694093643
Position 888: 0.004185469061780783
Position 2039: 0.0033705870228944697
Position 4203: 0.002948143291808027
Position 6130: 0.0024527795920402154
Position 4419: 0.002306977057338879
Position 3301: 0.0022374502418114938
Position 6342: 0.0019828106874109587
Position 1257: 0.0019321054614364703
Position 120: 0.001905249745787372
Position 1873: 0.0014561961359196142
Position 1484: 0.0010963798701931092
Position 988: 0.0008636030324245461
Position 1476: 0.000841521498929836
Position 1248: 0.000817818229596357
Position 433: 0.00047216649326905727
Position 12: 0.0004643224878570034
Position 4626: 0.0004376493866918482
Position 1048: 0.000405517813856598
Position 1169: 0.0003735721282492599
Position 411: 0.0003664069407435855
Position 1648: 0.00034657426444186575
Position 1495: 0.00023195987689598162
Position 1863: 0.00022255761691965123
Position 1670: 0.0002090962937754915
Position 1903: 0.0001825549729216201
Position 1011: 0.000176261579216376
Position 1894: 0.00010893280027128599
Position 245: 0.00010642049227684993
Position 2750: 9.369933033643412e-05
Position 1037: 7.385881349073351e-05
Position 452: 3.995398961727684e-05
Position 272: 1.8305297254575472e-05
Position 1086: 1.3013657718555343e-05
Position 1603: 9.299661468420216e-06
Position 1346: 6.80011762319103e-06
Position 924: 4.3225686773072295e-06
Position 1264: 4.0723600172831465e-06
Position 1237: 3.7094985570606103e-06
Position 1221: 2.965317852346866e-06
Position 874: 2.837850581875084e-06
Position 1069: 2.5903723377928594e-06
Position 877: 2.394425973387403e-06
Position 366: 2.3073096417605107e-06
Position 428: 2.1789384937506658e-06
Position 848: 2.1191110010544436e-06
Position 468: 2.028785443977445e-06
Position 426: 1.3529992000891797e-06
Position 1689: 1.3097485355573726e-06
Position 551: 1.6217078701155392e-07
Position 24: 1.1467536841720119e-07
Position 721: 6.038766174424346e-08
Position 264: 5.443745975253264e-08
Position 735: 5.2558287976464944e-08
Position 293: 4.729201482112746e-08
Position 812: 4.194751127942022e-08
Position 742: 3.918848135448046e-08
Position 277: 3.633995441119373e-08
Position 1886: 1.5308890784052302e-08
Position 287: 1.241783187807048e-08
Position 328: 9.809947248194143e-09
Position 826: 7.017770832491057e-09
Position 290: 4.410244622800094e-09
Position 1251: 3.3737463223682007e-09
Position 316: 1.9920318617481054e-09
Position 322: 1.8990543126177073e-09
Position 649: 9.223136817392539e-10
Position 620: 8.775559025000746e-10
Position 638: 6.643248247945985e-10
Position 667: 7.850408881284744e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2023: 0.2795002168003668
Position 4557: 0.12805755992066697
Position 4351: 0.12651090720798489
Position 3393: 0.10108527768674852
Position 1397: 0.07484736602953952
Position 6446: 0.06316600217205451
Position 1420: 0.05635322460785658
Position 6341: 0.05009918677297642
Position 1721: 0.05008230255068631
Position 6244: 0.048187198656006666
Position 1868: 0.0481502963972765
Position 1131: 0.04700461634004213
Position 4938: 0.04223225959001706
Position 322: 0.032977746669711726
Position 6212: 0.0318760963227764
Position 326: 0.02969106055108309
Position 3745: 0.029004192400581157
Position 4258: 0.028542311553452143
Position 6513: 0.02826884602863784
Position 4986: 0.02740753008107255
Position 2150: 0.026614640318495073
Position 3557: 0.024803518539718232
Position 2354: 0.023334770185309932
Position 2121: 0.02235540424419939
Position 1274: 0.018244447951939753
Position 3278: 0.017984471747196248
Position 3873: 0.014772963610224813
Position 6479: 0.014686912317245351
Position 4139: 0.012781486380787
Position 2749: 0.012157055695312675
Position 5350: 0.011433412728720208
Position 3028: 0.01137093335707788
Position 681: 0.010997871418406413
Position 5293: 0.01062187870317513
Position 2618: 0.009931608252436715
Position 1441: 0.009765816755692975
Position 4440: 0.009753200621046515
Position 6014: 0.009471081154032685
Position 1380: 0.008772052866481632
Position 2254: 0.008693539432069486
Position 6498: 0.007547737798616648
Position 4737: 0.007546688662420489
Position 3424: 0.007267371392377807
Position 834: 0.006903567637951938
Position 4665: 0.006056392856473921
Position 396: 0.0058392175119947355
Position 5883: 0.004946567661299787
Position 2067: 0.004879877923027712
Position 2597: 0.004447691827880436
Position 988: 0.004092878472114346
Position 2460: 0.004027656807397341
Position 4332: 0.003936309774720503
Position 1794: 0.003927787335768013
Position 6369: 0.0037161427526195994
Position 2402: 0.0026580326107849294
Position 1559: 0.0025743289128059097
Position 5426: 0.0025100653277456753
Position 5858: 0.0023790456425454736
Position 5461: 0.0023577689718609998
Position 667: 0.0022968472122197616
Position 2829: 0.002262068524937196
Position 362: 0.002246615444472686
Position 2288: 0.0020524396182967546
Position 423: 0.002029862863333351
Position 2356: 0.00202442188280535
Position 3462: 0.0020206802181772544
Position 4716: 0.0019136289474491327
Position 924: 0.0019002629071319822
Position 3142: 0.0017092186909441094
Position 3213: 0.001674924564569903
Position 2075: 0.001585706787284381
Position 3779: 0.0015807246859929928
Position 4472: 0.001571408696769035
Position 780: 0.0014083351885721435
Position 5019: 0.0013367218035460191
Position 1563: 0.0013119043838445235
Position 3686: 0.0012789194006995847
Position 5829: 0.0011720895474612088
Position 6218: 0.0011140350322048744
Position 6247: 0.0010976278214149611
Position 3919: 0.0009045455855111065
Position 3805: 0.0008830777206999686
Position 4023: 0.0008805646814872708
Position 5402: 0.0008772247336196494
Position 5791: 0.0008766344965089449
Position 1633: 0.0008435907550170963
Position 6708: 0.0008131065756930306
Position 4288: 0.0008107150615669072
Position 620: 0.000786943711433264
Position 638: 0.0007293601741705849
Position 399: 0.0006819236111521464
Position 4395: 0.0006577959247691957
Position 6747: 0.0006472058840925689
Position 2034: 0.0006102255483342088
Position 4944: 0.00060726926384606
Position 2214: 0.0005899079428410724
Position 1846: 0.0005422012140518641
Position 5057: 0.0005371199556966883
Position 2916: 0.0005038421263973257
Position 683: 0.0004830133737593448
Position 1328: 0.0004560602482355678
