Gene = Gtf3c3
index = 528
Annotated 5SS: [  159  1140  4918  8473 10210 11572 14963 15471 18576 19589 21313 22250
 23088 33135 33992 35461 39843]
Annotated 3SS: [ 1027  4732  8348 10017 11405 14814 15397 18471 19416 21109 22147 22951
 32896 33800 35335 39689 40968]
SMsplice 5SS: [  159  1140  4918  8473 10210 11572 14351 14963 18576 21313 22250 23088
 33135 33992 35461 39843]
SMsplice 3SS: [ 1027  4732  8348 10017 11405 14259 14814 18471 21219 22147 22951 32896
 33800 35335 39689 40968]
top_k =  1000
Partition function (log Z): 13.578037044624722

Sorted 5' Splice Sites (High to Low Probability):
Position 1140: 0.9950410619556562
Position 23088: 0.9814453614393982
Position 11572: 0.9808572381177405
Position 21313: 0.9792644703896825
Position 39843: 0.9512132729852925
Position 4918: 0.9475110612029866
Position 18576: 0.9473269936652473
Position 159: 0.84935660071234
Position 22250: 0.8278324592390743
Position 35461: 0.8127375293895213
Position 10210: 0.8082628264329723
Position 14963: 0.7981745941481376
Position 33135: 0.6834413756025105
Position 8473: 0.5546214533200367
Position 19589: 0.5402019692911268
Position 14351: 0.42152517891292957
Position 33992: 0.404751992348027
Position 16750: 0.39986621346334894
Position 26046: 0.3785597281667841
Position 33936: 0.36544038373959886
Position 40858: 0.2969878476388741
Position 14505: 0.2755968058229466
Position 15695: 0.2580859094100038
Position 26282: 0.2232969463397409
Position 42352: 0.20095572655928998
Position 26068: 0.18880549265718546
Position 34201: 0.16063053367672783
Position 20253: 0.15862976701753925
Position 11843: 0.15334084172387472
Position 15471: 0.15319086061019546
Position 31502: 0.152224017202229
Position 19890: 0.14411935387718044
Position 41166: 0.14097774639724803
Position 36664: 0.13495328653974362
Position 6691: 0.1324250877680979
Position 33254: 0.12257693453804008
Position 554: 0.12019860570484282
Position 19636: 0.10689383887444112
Position 35690: 0.1017442994621185
Position 33877: 0.09233496345076206
Position 19851: 0.09133373217287971
Position 7005: 0.08850627148844573
Position 22776: 0.08742360663064255
Position 31235: 0.0843646173041311
Position 18812: 0.08361196925892209
Position 34229: 0.07647929316237097
Position 23984: 0.07409112736343396
Position 26830: 0.07076313285688436
Position 4655: 0.06671357356188748
Position 35502: 0.06592915989193611
Position 1381: 0.06518677477768368
