Gene = Spg21
index = 1014
Annotated 5SS: [  208  4404  7990 12772 15039 19541 21022 23636]
Annotated 3SS: [ 4316  7827 12690 14892 19431 20913 23494 25885]
SMsplice 5SS: [  208  1924  4404  7990 12772 19541 21022]
SMsplice 3SS: [ 1728  4316  7827 12690 19431 20913 23494]
top_k =  1000
Partition function (log Z): -1.8640333018544628

Sorted 5' Splice Sites (High to Low Probability):
Position 19541: 0.9957512338951215
Position 208: 0.9909638108731871
Position 7990: 0.9074325396992707
Position 12772: 0.8964950236563923
Position 21022: 0.8754956314289505
Position 4404: 0.846470626124757
Position 23636: 0.7240040175208353
Position 1924: 0.44928253411215857
Position 15039: 0.3448831743857712
Position 14618: 0.22369089401082523
Position 22386: 0.20628476660644912
Position 1958: 0.1789188582655597
Position 14151: 0.17340140811035265
Position 15561: 0.1721440585042659
Position 14193: 0.152359818453718
Position 6931: 0.13919515792109297
Position 5287: 0.08318894188543172
Position 12512: 0.08064933566747057
Position 17910: 0.07795909496762135
Position 4871: 0.06870403588289642
Position 9253: 0.06250629779687927
Position 21361: 0.06068052453265977
Position 23435: 0.04614684672079989
Position 7893: 0.042930539489373594
Position 1962: 0.040669267386383046
Position 18766: 0.03938043426681152
Position 1064: 0.039002236604391345
Position 8415: 0.03875781508491574
Position 5127: 0.03775887125214194
Position 14129: 0.03655506581426595
Position 15529: 0.036468860052399577
Position 8083: 0.031697613241428696
Position 13077: 0.030641683036218014
Position 13014: 0.030564729770106377
Position 5811: 0.02892347474008289
Position 8613: 0.02825113910373966
Position 15461: 0.02503714699534518
Position 23970: 0.024920437715366395
Position 17551: 0.024830405439829194
Position 1903: 0.021962769488479972
Position 20383: 0.020789417708380917
Position 22021: 0.01741657345760225
Position 4450: 0.01666326722498665
Position 23399: 0.013415511490652536
Position 14357: 0.01332817198873677
Position 5377: 0.013031029611488233
Position 26051: 0.012983833947288515
Position 24143: 0.011596033219427971
Position 3345: 0.011524380504153543
Position 20403: 0.011376129541291208
Position 22661: 0.011359636034206979
Position 5096: 0.010564626135902864
Position 13006: 0.01008873987349134
Position 5206: 0.009818426824524705
Position 4454: 0.009673869764673937
Position 5407: 0.008500244553809856
Position 20433: 0.008002410916014264
Position 18154: 0.007946754497525877
Position 17591: 0.007100510993764102
Position 1885: 0.006840519006483889
Position 2780: 0.0063569477372578675
Position 4408: 0.005797709715314064
Position 248: 0.005732333886065047
Position 9628: 0.00533546181828933
Position 25961: 0.00529161329026041
Position 5274: 0.005204916253281148
Position 1766: 0.00487849111894241
Position 3922: 0.004284724052517135
Position 1436: 0.0039610568069765335
Position 2009: 0.003898032985926702
Position 23430: 0.0038389055889663133
Position 874: 0.003710235507840093
Position 987: 0.0034081614602388074
Position 4259: 0.003199839671839546
Position 3052: 0.0030016014865218844
Position 5037: 0.002818517690419258
Position 4458: 0.002698090605040496
Position 859: 0.002691777364076921
Position 4039: 0.0025770302520824948
Position 22024: 0.00254824169270467
Position 15649: 0.0024515483906142072
Position 2054: 0.0022374719266732277
Position 14743: 0.0022264377052213275
Position 2883: 0.002192987783762388
Position 1337: 0.0020420851321173014
Position 2337: 0.0018805594501392327
Position 920: 0.0015728954105734595
Position 1703: 0.0014617170947970957
Position 12831: 0.0014043282126425271
Position 7850: 0.0013921619946106881
Position 21977: 0.001306593365648398
Position 3136: 0.0012593094513992007
Position 6913: 0.0012385423861034912
Position 4991: 0.0012204001106350237
Position 2774: 0.0011043654384681229
Position 365: 0.0010142190197722735
Position 1832: 0.0009609473613419261
Position 3291: 0.0008809739053782144
Position 25940: 0.0008712652710107668
Position 2410: 0.0008532054205430253
Position 3893: 0.0008487851577210697
Position 241: 0.0007158155187292159
Position 7325: 0.0005235071474703061
Position 2005: 0.0004929165505376296
Position 2380: 0.0004764306541581529
Position 9044: 0.0004559431046032125
Position 1807: 0.0004510062881860722
Position 356: 0.0004392525069601988
Position 1848: 0.000438837862586843
Position 7994: 0.0004290969941982329
Position 813: 0.0004270521738529022
Position 25015: 0.00041332515512472793
Position 1051: 0.00037989237885975764
Position 2346: 0.0003620083479673469
Position 266: 0.000296791455504721
Position 237: 0.0002452360149558643
Position 8404: 0.00023735723887412295
Position 3152: 0.00022750668385517308
Position 8849: 0.00020734766306999104
Position 912: 0.00019136887530768725
Position 885: 0.0001913111158921797
Position 8933: 0.00018235016072825182
Position 405: 0.00017695881041362166
Position 992: 0.00017167647833319115
Position 409: 0.00013040557355034578
Position 1265: 0.00012597228539874505
Position 1290: 0.00010551133635971123
Position 420: 0.00010125863206763845
Position 631: 9.527608978039415e-05
Position 254: 9.49600689323752e-05
Position 262: 8.8102987581672e-05
Position 7918: 8.217002133385843e-05
Position 25404: 7.980331021535203e-05
Position 7981: 7.105661590138552e-05
Position 385: 6.243918191232875e-05
Position 4483: 5.778616424784901e-05
Position 1386: 5.2602977501871603e-05
Position 319: 5.195933414117225e-05
Position 856: 4.463515998338365e-05
Position 4476: 4.1952009435619055e-05
Position 1038: 3.899656469315531e-05
Position 8323: 3.601317907012533e-05
Position 9249: 3.4239023376690654e-05
Position 352: 3.2415620418715935e-05
Position 1218: 3.238615115445874e-05
Position 1533: 2.9931332069531725e-05
Position 274: 2.8468305275240317e-05
Position 337: 2.6656313825196624e-05
Position 819: 2.4495132401511174e-05
Position 1482: 2.406096540824792e-05
Position 720: 2.3057870560293246e-05
Position 4446: 1.658223033522758e-05
Position 1451: 1.4153457492611982e-05
Position 387: 1.3916722692551998e-05
Position 1322: 1.3881364551092369e-05
Position 1009: 1.3635963763332916e-05
Position 5062: 1.2437424432836599e-05
Position 811: 1.0713584123905296e-05
Position 4269: 1.0222083759379212e-05
Position 110: 8.633701739960059e-06
Position 1527: 7.84237983217658e-06
Position 259: 7.409333264307243e-06
Position 597: 6.828531421861737e-06
Position 1007: 6.061367153306159e-06
Position 235: 5.735422159581128e-06
Position 21236: 5.709215674573022e-06
Position 633: 5.667714528115226e-06
Position 1522: 4.790912656347714e-06
Position 1043: 4.1793313349986784e-06
Position 1093: 3.893983924417562e-06
Position 1805: 3.2189722377763485e-06
Position 494: 2.527963398849332e-06
Position 1012: 2.1834361073533685e-06
Position 1889: 2.172046196821943e-06
Position 2466: 5.791214561918316e-07
Position 354: 5.642985387787457e-07
Position 2393: 5.392758345482669e-07
Position 1947: 4.684862775638264e-07
Position 391: 2.512744733899848e-07
Position 389: 2.40296973900187e-07
Position 311: 2.0770237051717535e-07
Position 431: 1.9536702262307704e-07
Position 115: 1.7095401931280434e-07
Position 166: 1.1013194627227853e-07
Position 18: 8.805549291154363e-08
Position 245: 7.676343280162002e-08
Position 510: 7.53791915462378e-08
Position 325: 6.368822353044927e-08
Position 287: 6.204951169578274e-08
Position 362: 5.2609111809179214e-08
Position 413: 5.010515643528085e-08
Position 37: 4.463838926586455e-08
Position 662: 4.2208668444573214e-08
Position 243: 3.383347842780495e-08
