Gene = Csn2
index = 300
Annotated 5SS: [ 252 1603 2374 2511 3477 3603 5154 5798]
Annotated 3SS: [1539 2349 2489 3452 3557 4628 5752 6676]
SMsplice 5SS: [ 252 1603 3603]
SMsplice 3SS: [1539 3452 4628]
top_k =  1000
Partition function (log Z): -4.98630980619556

Sorted 5' Splice Sites (High to Low Probability):
Position 252: 0.6815458617972061
Position 3603: 0.5831324780630298
Position 1603: 0.5111683794434513
Position 267: 0.3129182330694828
Position 5154: 0.18472049585777953
Position 3573: 0.17961302907518656
Position 966: 0.17745224052278893
Position 3477: 0.13452915496589848
Position 1954: 0.07037923177866713
Position 2511: 0.0350606857420987
Position 1656: 0.02461980441522262
Position 1962: 0.024215469261926116
Position 2374: 0.020309477009670455
Position 3315: 0.012582775033820822
Position 2256: 0.012484845738139287
Position 4554: 0.011614778454378914
Position 4518: 0.008799613369626886
Position 2283: 0.006865225729267864
Position 6216: 0.005540258974354375
Position 4496: 0.004162508275370731
Position 870: 0.003546867193829561
Position 5798: 0.0026707150386020818
Position 1228: 0.0019453073466836007
Position 1607: 0.0017165028366631619
Position 6126: 0.0016894744389114094
Position 874: 0.001629751662924046
Position 1915: 0.0014405038768269375
Position 3642: 0.0013355546888673792
Position 1861: 0.0012873282284425686
Position 3541: 0.001269388268522234
Position 535: 0.001099197016433053
Position 4956: 0.0010747247679348917
Position 1669: 0.001041351710429979
Position 828: 0.0008500252032975488
Position 5511: 0.0008461289089606186
Position 1628: 0.0007339143547207987
Position 1461: 0.0006478641320575161
Position 1881: 0.0005629406334783934
Position 1647: 0.000554432314449851
Position 526: 0.0005001537623660196
Position 6151: 0.00045701533263984136
Position 1352: 0.0004370779301751259
Position 4202: 0.00042670345357422154
Position 4015: 0.0004228518400026796
Position 1558: 0.00039395972333445016
Position 1451: 0.0003455628576315145
Position 1785: 0.0003455564756645622
Position 1443: 0.00033770643682794546
Position 1194: 0.00027382166971362347
Position 1428: 0.0002659552763834683
Position 1745: 0.0002516483295416896
Position 432: 0.00024975750077332556
Position 1326: 0.0002188535407465184
Position 2362: 0.00021797782038722303
Position 53: 0.00021369972920295816
Position 2470: 0.00020589975610666732
Position 3846: 0.0001976571029727682
Position 1893: 0.00019259866462371957
Position 2037: 0.00019204751893824352
Position 2843: 0.00018887124564528952
Position 1456: 0.0001766180586320394
Position 2616: 0.00017333708381320355
Position 1411: 0.00016914410076602623
Position 3525: 0.00015736737002147418
Position 1936: 0.00013760811342297942
Position 1904: 0.00013449438815040052
Position 496: 0.0001319021396792946
Position 2085: 0.00012117634363740039
Position 2506: 0.00011955210035257915
Position 475: 0.00010311666916862084
Position 559: 9.293185053978972e-05
Position 2945: 8.913113167673652e-05
Position 138: 7.720731563897211e-05
Position 3039: 7.43445072988582e-05
Position 4478: 6.950996916641745e-05
Position 106: 6.398541294923438e-05
Position 1467: 6.386519589617827e-05
Position 3843: 6.318738378575688e-05
Position 478: 5.7667477000350645e-05
Position 3280: 5.1890098321609676e-05
Position 1925: 4.6520310047681256e-05
Position 1674: 4.096415113863367e-05
Position 879: 4.0030047952799285e-05
Position 1750: 3.8177559995649926e-05
Position 1731: 3.803766387319818e-05
Position 1777: 3.391553090300325e-05
Position 667: 3.381202651673907e-05
Position 2801: 3.1956144318213186e-05
Position 816: 3.0444995468777148e-05
Position 1685: 2.9331936163456598e-05
Position 567: 2.6811380471992644e-05
Position 1449: 2.643063841396254e-05
Position 2876: 2.413520722129296e-05
Position 271: 2.3430812494939812e-05
Position 15: 2.3209854872789736e-05
Position 189: 2.2630039277785497e-05
Position 1132: 2.0388901115213598e-05
Position 1739: 1.985702096929399e-05
Position 2300: 1.9248823204315383e-05
Position 2536: 1.9119359886838386e-05
Position 178: 1.899154336234082e-05
Position 716: 1.6617939804393328e-05
Position 1285: 1.5823263037748877e-05
