Gene = Zbbx
index = 1197
Annotated 5SS: [   185   2691   4243   7359  31695  38149  50711  58332  58776  60148
  62044  65385  72141  82240  91400 103889]
Annotated 3SS: [  2641   4135   7262  31547  37973  50574  58221  58674  60067  61903
  65094  71989  82116  91141 103752 105682]
SMsplice 5SS: [   185   7359  31695  38149  38503  40357  50711  58332  58776  60148
  72141  82240  91400 103889]
SMsplice 3SS: [  7262  31547  37973  38376  40240  50589  58221  58674  60067  71989
  82116  91141 103752 105682]
top_k =  1000
Partition function (log Z): -61.3976339242219

Sorted 5' Splice Sites (High to Low Probability):
Position 185: 0.9852685470923477
Position 7359: 0.9686212172946956
Position 2691: 0.6396919935219565
Position 11942: 0.24686989117122973
Position 4243: 0.24119389532295213
Position 5627: 0.21990972278709608
Position 3477: 0.09521937138718993
Position 4369: 0.0838511629946575
Position 4651: 0.06082582668716089
Position 5631: 0.05457309973123672
Position 9065: 0.043865696141461116
Position 4585: 0.040532813853791594
Position 5636: 0.04020401661623112
Position 6858: 0.02978438193001102
Position 12151: 0.027833461870144207
Position 5623: 0.024213378875720584
Position 477: 0.01622673430925766
Position 1414: 0.015292658431585605
Position 10667: 0.014933408195231925
Position 203: 0.007325362861251568
Position 9129: 0.006619070221280093
Position 14445: 0.006373925868138002
Position 6619: 0.005180868537586632
Position 10709: 0.005012010285275774
Position 3678: 0.004869181712786296
Position 7887: 0.004263024608446201
Position 12791: 0.004033174830039811
Position 13575: 0.0037491562024386874
Position 918: 0.0035685780290626856
Position 2176: 0.0035405669589695372
Position 10934: 0.0023141695202082316
Position 714: 0.002129881701216056
Position 11324: 0.0017606781585703746
Position 2726: 0.0015415561179467736
Position 9668: 0.001234060262979574
Position 123: 0.0011092932401526449
Position 362: 0.0010890687476288758
Position 10658: 0.0010852349268913658
Position 2432: 0.0010836245048860677
Position 686: 0.0010102212392959222
Position 664: 0.0009090834108301988
Position 2007: 0.0008466538511248611
Position 560: 0.0007450092302570753
Position 3766: 0.0007021428011441404
Position 702: 0.0005221634980477021
Position 1110: 0.0004186676411957308
Position 2720: 0.00037736034266537685
Position 1100: 0.0003379156604778319
Position 837: 0.00031636300788867523
Position 2534: 0.00030500905651081195
Position 785: 0.000292176705199323
Position 324: 0.0002551214629613085
Position 347: 0.00019437174079760665
Position 1661: 0.00016715226134235577
Position 2552: 0.0001627801088800962
Position 2408: 0.00016124886847331855
Position 1777: 0.00015854103063463418
Position 2443: 0.0001502663718219693
Position 1665: 0.0001348336286223939
Position 1862: 9.239863923687476e-05
Position 6513: 7.582771570403714e-05
Position 1897: 6.964535025722234e-05
Position 353: 6.829734146758558e-05
Position 2398: 6.737950493581294e-05
Position 443: 6.179376842319315e-05
Position 404: 5.201978463999083e-05
Position 318: 5.0429340350963905e-05
Position 866: 4.552576253179361e-05
Position 6286: 4.527927267542316e-05
Position 674: 4.4695537568862774e-05
Position 6293: 1.2761444651402997e-05
Position 4852: 7.064092964189917e-06
Position 3504: 2.336359970473496e-06
Position 154: 2.149521608388939e-06
Position 2849: 1.3596784398025075e-06
Position 180: 5.831410905606395e-07
Position 96: 2.722763817682446e-07
Position 283: 1.4759438452052267e-07
Position 2944: 8.443955970402251e-08
Position 331: 6.983213040360058e-08
Position 3375: 6.171748000578365e-08
Position 651: 4.37318416782763e-08
Position 755: 3.640281170462843e-08
Position 809: 3.632498111784664e-08
Position 60: 3.4162217588868215e-08
Position 58: 2.6261973828161505e-08
Position 369: 2.0677692013600328e-08
Position 247: 1.7662981211837108e-08
Position 212: 1.4335290971603266e-08
Position 645: 1.3393434108413179e-08
Position 2705: 8.196677695144915e-09
Position 18: 8.039264067247213e-09
Position 458: 2.46123159327965e-09
Position 429: 8.173943737889508e-10
Position 534: 3.4979636821084383e-10
Position 281: 1.8030039056027892e-10
Position 265: 1.3531150355792313e-10
Position 1450: 7.094209611350398e-12
Position 1255: 2.221587069226275e-12
Position 1435: 2.1653827443156405e-12
Position 1121: 2.0613475345412986e-12
Position 1088: 1.5135927007623154e-12
Position 1236: 1.235800013270576e-12
Position 911: 1.0354512684490758e-12
Position 1463: 6.67071123945896e-13
Position 548: 1.8196954607845433e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 7262: 0.6555384532628583
Position 2641: 0.4113172277942414
Position 4135: 0.23010562335068335
Position 5502: 0.2258039481615411
Position 11825: 0.21541096169682813
Position 7232: 0.1838296808144475
Position 14121: 0.17868027451500385
Position 10999: 0.16526807153419998
Position 5531: 0.10759642991121
Position 7147: 0.10238747895135508
Position 13981: 0.08640843587352659
Position 4530: 0.08461586561592638
Position 2601: 0.07490874612126164
Position 2599: 0.07390487926018291
Position 15102: 0.059425613074814046
Position 13955: 0.05534509689650169
Position 17257: 0.05477501459610721
Position 18541: 0.044110261538897085
Position 11867: 0.043897140627150937
Position 15353: 0.041142175959231926
Position 9001: 0.03889738930447343
Position 3394: 0.03734561257845086
Position 2557: 0.03456331715016963
Position 10533: 0.03143205592005326
Position 4181: 0.031103332595240268
Position 4141: 0.026929732109162295
Position 3364: 0.026359516123935556
Position 14318: 0.025433017336086158
Position 9586: 0.025054044880659376
Position 2352: 0.024829586082985442
Position 2538: 0.022247136517342184
Position 15933: 0.020805770590243185
Position 12028: 0.020672311392032804
Position 3279: 0.02048843584100196
Position 6976: 0.018460177631610453
Position 10550: 0.018234158351240932
Position 16992: 0.017871684522682105
Position 15028: 0.016715995948652345
Position 11174: 0.015410888603666526
Position 6433: 0.015204240524550532
Position 4043: 0.014736084902931235
Position 15135: 0.013731261693533385
Position 11992: 0.013602811900114352
Position 4426: 0.013173410218312389
Position 8868: 0.01158058019157115
Position 14298: 0.01150778712046032
Position 11048: 0.011148714616939432
Position 13508: 0.010659439536825197
Position 1243: 0.00998211589745202
Position 13029: 0.008966338837652962
Position 265: 0.008626963015459229
Position 6646: 0.00861674395698783
Position 12307: 0.008152736957018666
Position 6669: 0.00789598288811334
Position 3962: 0.007786007211348152
Position 11687: 0.005619938171509121
Position 11495: 0.005604009194858193
Position 3574: 0.005583363338738268
Position 9534: 0.005550364535231163
Position 15067: 0.005412939133370259
Position 7131: 0.005107863876005203
Position 10188: 0.004706030055177351
Position 7123: 0.00448870035454497
