Gene = Ccer2
index = 227
Annotated 5SS: [  84  331  569 1394]
Annotated 3SS: [ 289  480  866 2480]
SMsplice 5SS: [ 84 331 569]
SMsplice 3SS: [ 289  480 2480]
top_k =  1000
Partition function (log Z): -5.9647366475815

Sorted 5' Splice Sites (High to Low Probability):
Position 84: 0.8700038156771502
Position 331: 0.7125127112647125
Position 569: 0.6508448863569987
Position 1394: 0.09567072374020483
Position 2321: 0.06403466138748472
Position 187: 0.02251140954813689
Position 218: 0.00904651604245638
Position 924: 0.004376575193245777
Position 1788: 0.0030932726726924796
Position 134: 0.002213398536131717
Position 514: 0.0022029333954321486
Position 662: 0.0018580487439068853
Position 961: 0.0007075247740571343
Position 161: 0.0006628744694061854
Position 416: 0.0004941691905751583
Position 227: 0.000400062460318302
Position 502: 0.00036011038627208064
Position 224: 0.00024618843713620304
Position 193: 0.0001650890914527691
Position 2175: 0.00016441174256511567
Position 123: 0.00016384069140038825
Position 88: 0.00016188408078721603
Position 1758: 0.00015666684204029762
Position 369: 0.00015646079939335582
Position 1819: 0.00015006679664800304
Position 1674: 0.0001444235336144636
Position 146: 0.00013745957421547523
Position 2663: 0.00010991211702933626
Position 2137: 6.328468506029071e-05
Position 237: 6.29718710875456e-05
Position 1018: 6.102821272843525e-05
Position 1136: 5.159659251546913e-05
Position 1025: 5.0062146373545496e-05
Position 112: 3.362688801987119e-05
Position 17: 2.8638768564642686e-05
Position 364: 1.672142460065044e-05
Position 255: 3.2470782821972134e-06
Position 208: 2.3365755514481627e-06
Position 675: 1.7285724830084035e-06
Position 668: 9.107362316788414e-07
Position 780: 8.65464853070234e-07
Position 273: 7.678826314549758e-07
Position 463: 6.980557831404791e-07
Position 583: 5.662510920747721e-07
Position 804: 5.327089746975465e-07
Position 790: 3.318044814934719e-07
Position 245: 2.937110020360249e-07
Position 666: 1.6651688071845387e-07
Position 505: 7.45353100072333e-08
Position 640: 6.690329172067929e-08
Position 633: 2.32994351274239e-08
Position 648: 1.8700694500033488e-08
Position 832: 5.071316407665173e-09
Position 491: 1.7915155950875217e-09
Position 15: 1.374485784047533e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 289: 0.6530531945501468
Position 480: 0.4631023926113593
Position 2480: 0.3953037986042607
Position 419: 0.2469349469393975
Position 866: 0.17968797364748496
Position 1267: 0.06195504907447127
Position 2212: 0.05263929844654367
Position 687: 0.0518931941631794
Position 2258: 0.04340099165500306
Position 1971: 0.02951219383895699
Position 2006: 0.022512522329313195
Position 186: 0.01394177731009697
Position 1750: 0.013450302136915965
Position 2320: 0.01228861546327608
Position 499: 0.010319661683761252
Position 2440: 0.00937493928085241
Position 1216: 0.008252482786906771
Position 780: 0.007983766645623122
Position 943: 0.007440585595936489
Position 913: 0.007399090077785343
Position 2387: 0.007235892924588279
Position 832: 0.007012049415759748
Position 808: 0.00643437569734003
Position 1333: 0.006248734755076086
Position 1642: 0.005874643864771398
Position 705: 0.0055441032885337515
Position 2623: 0.005527977245053276
Position 1478: 0.005184283874652505
Position 2349: 0.005124858975227918
Position 501: 0.004971267286308487
Position 314: 0.004723404054724343
Position 1030: 0.004484091027538373
Position 1950: 0.004394203728908341
Position 733: 0.0037227407961193896
Position 723: 0.00358405245899464
Position 2608: 0.0033248244562718095
Position 2041: 0.0032707426932268736
Position 2230: 0.0031650385091990495
Position 868: 0.0029234432650108843
Position 2666: 0.0027716272758096304
Position 1059: 0.0027018848682588102
Position 2097: 0.0026069691328503577
Position 496: 0.0025073251500016395
Position 1293: 0.002334479948009838
Position 666: 0.00233084411162312
Position 2146: 0.0020361235198527957
Position 1072: 0.0018710625158346198
Position 298: 0.0017973577566458136
Position 2602: 0.001738811887765168
Position 1940: 0.0017170738457466552
Position 1222: 0.0016001285566006305
Position 568: 0.0015844705273450606
Position 1036: 0.0014871759503325235
Position 910: 0.0013624371090791795
Position 1250: 0.0013336451555767785
Position 827: 0.0011989033361989696
Position 881: 0.0011925770279577
Position 1079: 0.0011311151678910878
Position 626: 0.0010989582494099388
Position 1228: 0.0009607391120935299
Position 553: 0.0009385315878854875
Position 940: 0.0009332445832706495
Position 946: 0.000932930884541567
Position 907: 0.0009215423069393625
Position 2744: 0.0008081998626171798
Position 1317: 0.0007051630179842098
Position 2193: 0.000674106121217436
Position 1312: 0.0006698018035748135
Position 2451: 0.0006661574337413926
Position 1051: 0.0006232074919030398
Position 1082: 0.0005823801307875589
Position 916: 0.0005671849799613151
Position 633: 0.0005237597420590215
Position 2081: 0.0004835842501677897
Position 1075: 0.0004595063522621271
Position 531: 0.0004357032153464649
Position 762: 0.00040413162877072224
Position 1063: 0.00040340500173592127
Position 1345: 0.0003996018291724502
Position 267: 0.0003847494840065585
Position 1591: 0.00037034790684653746
Position 217: 0.0003605568868578497
Position 1673: 0.000350203107287461
Position 1932: 0.0003483612019761806
Position 1390: 0.0003443481119637968
Position 324: 0.00031340391008427646
Position 1662: 0.0003125556449373557
Position 738: 0.000299788374170365
Position 2513: 0.00029395183262651166
Position 1093: 0.0002807184365446234
Position 1210: 0.0002646713085698178
Position 812: 0.0002630116989213085
Position 2425: 0.00024177144808393465
Position 2171: 0.00023069521269385195
Position 1160: 0.00021057111539707818
Position 2160: 0.00020719697054689444
Position 1286: 0.0001995400002491103
Position 1498: 0.00019923435028522716
Position 1690: 0.00019836471568856223
Position 1504: 0.00019531119162585444
Position 2544: 0.00018392057955358407
Position 790: 0.00017930980630163025
Position 2152: 0.00017852784538663192
Position 1291: 0.00017318753790321746
Position 1237: 0.00016373505589117459
Position 174: 0.00016079936268750084
Position 1219: 0.00015543384446217273
Position 1522: 0.00015185589642699538
Position 1154: 0.00012929220364898438
Position 2294: 0.00012829465022265977
Position 167: 0.0001260187738831343
Position 330: 0.00012213524371245776
Position 537: 0.00012091849431345898
Position 255: 0.00011140835561878244
Position 1018: 0.0001094798590204127
Position 891: 0.00010922973391823517
Position 1186: 0.0001081092859127044
Position 1330: 0.00010685024057761934
Position 2290: 0.00010575206254548874
Position 1787: 0.00010380974440873461
Position 966: 0.00010131150130207047
Position 1708: 0.00010018487622399066
Position 1393: 9.854723266169098e-05
Position 2391: 9.718542740818999e-05
Position 1686: 9.115412990818983e-05
Position 2060: 8.675157257521295e-05
Position 1168: 8.6308807310422e-05
Position 593: 7.96256215457076e-05
Position 2184: 7.469993144845271e-05
Position 1278: 7.40600993885164e-05
Position 2352: 7.013792084329868e-05
Position 1123: 6.921099746816736e-05
Position 1952: 6.54539632270796e-05
Position 2625: 6.516319628754511e-05
Position 1108: 6.0571539609128736e-05
Position 1920: 5.5170689927647675e-05
