Gene = Tollip
index = 1131
Annotated 5SS: [  212  9748 10504 11786 12981]
Annotated 3SS: [ 9597 10320 11632 12889 17905]
SMsplice 5SS: [  212  4924  9748 10504 11786 12147 12981]
SMsplice 3SS: [ 4826  9597 10320 11632 12059 12889 17905]
top_k =  1000
Partition function (log Z): 5.999581303976759

Sorted 5' Splice Sites (High to Low Probability):
Position 212: 0.9998067908630962
Position 12981: 0.9401125581808992
Position 10504: 0.9178133713515539
Position 9748: 0.9154871271397155
Position 11786: 0.8909503183209894
Position 4924: 0.6485074960780752
Position 12147: 0.5739355259931264
Position 3793: 0.4420482893589535
Position 7384: 0.4265497278930193
Position 5791: 0.39101511866196875
Position 10122: 0.3810645346246128
Position 8039: 0.27700917889310483
Position 8018: 0.257299471628023
Position 17027: 0.2148099700986023
Position 13990: 0.19970416055088738
Position 11523: 0.1960353471042261
Position 17000: 0.1583578783372699
Position 13715: 0.12545543135954648
Position 15238: 0.12045104775294661
Position 10239: 0.1071487330709697
Position 17051: 0.10375912499711834
Position 11545: 0.07794170578961
Position 7939: 0.07760132450454076
Position 8420: 0.07096995810946104
Position 11719: 0.06540334834839706
Position 15966: 0.05141715358165053
Position 10469: 0.047349831406293195
Position 17687: 0.04081058240626107
Position 12999: 0.040279531918688265
Position 18037: 0.037623619548594896
Position 9525: 0.03303202537887255
Position 10198: 0.028719309652498224
Position 8237: 0.028077355453901276
Position 14219: 0.028057540467866505
Position 16995: 0.02716632910077388
Position 4786: 0.027045696338471318
Position 9718: 0.025022119988654404
Position 12181: 0.0231667354533769
Position 9742: 0.01956414041060918
Position 9713: 0.018854231275106888
Position 13184: 0.017680956215827826
Position 704: 0.01764361601217126
Position 15857: 0.016656095483505336
Position 7076: 0.016596355325995765
Position 10181: 0.016207828322061538
Position 13706: 0.01581986767428435
Position 672: 0.015320246639088752
Position 798: 0.014740267594327672
Position 2898: 0.013926034926659099
Position 12060: 0.012034657398214622
Position 11065: 0.011146501976914192
Position 4905: 0.00991326792710289
Position 9982: 0.009232030049255085
Position 7406: 0.009088079711714296
Position 7689: 0.00892529028354086
Position 12429: 0.00790492526177487
Position 3325: 0.0070799167149034874
Position 2612: 0.0070691365195407274
Position 9482: 0.006910638115516472
Position 6237: 0.006595955880493211
Position 7221: 0.005830383151677373
Position 10091: 0.00570249135443156
Position 1659: 0.005699321474771216
Position 12629: 0.005562071656373941
Position 10112: 0.005378169788773741
Position 3443: 0.005106411135756559
Position 17071: 0.0050820429968636985
Position 11142: 0.0048996500768197565
Position 5585: 0.0041027676725506525
Position 4045: 0.003956499864577044
Position 12720: 0.0034547628767948343
Position 873: 0.00339560615557887
Position 7622: 0.0033244600594107884
Position 2656: 0.003250854038869321
Position 10800: 0.0028533202723454183
Position 8149: 0.002759391974477767
Position 17126: 0.002606235480657133
Position 14574: 0.0025361963336025116
Position 11822: 0.002383095603477577
Position 7514: 0.0022887121232135622
Position 11705: 0.00214758746429956
Position 11427: 0.002123554349993931
Position 7504: 0.0021163037802743217
Position 2049: 0.0020050570807105877
Position 1735: 0.0016048465877631962
Position 1899: 0.0015673958100874987
Position 10816: 0.0015257995966433176
Position 3349: 0.001447844832546101
Position 3833: 0.0014130257042444061
Position 11421: 0.0012762016817950371
Position 16184: 0.0012621733055134634
Position 1280: 0.0011967845970110183
Position 3066: 0.0011671247865097272
Position 13019: 0.0011266298559627975
Position 5518: 0.0011133009139419937
Position 11292: 0.0011119226147700007
Position 5743: 0.0010258008735427938
Position 2993: 0.0009726801576357651
Position 11440: 0.0009218366034205508
Position 10283: 0.0009118994516367515
Position 3489: 0.0008842474729390654
Position 9947: 0.0008361197713386851
Position 2322: 0.0008349194457068647
Position 6992: 0.0008159664195847853
Position 9709: 0.0008087629912652156
Position 11716: 0.0007832041472354055
Position 7343: 0.0007482951723925742
Position 13179: 0.0007413379327107562
Position 777: 0.0006912865688478417
Position 9696: 0.0006797798846153519
Position 10941: 0.0006782543058559894
Position 3115: 0.0006599711358227732
Position 11202: 0.0006319993650314473
Position 1637: 0.0006086346224418615
Position 3329: 0.0006028462779701627
Position 4039: 0.0005885363846685204
Position 1233: 0.0005649893375369504
Position 4440: 0.0005555280846371506
Position 15774: 0.0005528126033933288
Position 2010: 0.0005492644565089731
Position 2973: 0.0004966264614080249
Position 16684: 0.0004931412334199459
Position 3030: 0.00047888764861702267
Position 1923: 0.0004519935742768157
Position 11183: 0.0004434310919682847
Position 1728: 0.0004107197641430283
Position 11384: 0.00039280353363135135
Position 3844: 0.00035879316054230145
Position 3174: 0.0003445109298833293
Position 1832: 0.0003432570881497661
Position 11488: 0.0003241415960839882
Position 838: 0.00031224397544933516
