Gene = Crb1
index = 293
Annotated 5SS: [   237  40048  48927  53851  62507 128959 134100 135955 140256 142351
 145414]
Annotated 3SS: [ 39468  48730  53710  62323 128001 133551 135788 139348 142221 145286
 178289]
SMsplice 5SS: [   237  27236  32373  40923  48622  48927  53851  62507  64440  73117
  90098 104484 105671 128959 134100 134898 140256 142351 145414]
SMsplice 3SS: [ 27115  32218  40739  48497  48730  53730  62323  64202  72985  89772
 104359 105501 128751 133971 134798 140108 142221 145286 177751]
top_k =  1000
Partition function (log Z): -111.2172011769756

Sorted 5' Splice Sites (High to Low Probability):
Position 237: 0.8262124490304089
Position 6732: 0.17919228076337732
Position 2502: 0.17654422084220864
Position 159: 0.15696478426818603
Position 2506: 0.11849865416732429
Position 3368: 0.032608625678416665
Position 5322: 0.020697514945530463
Position 6941: 0.017517577405410847
Position 10990: 0.0130647270750859
Position 343: 0.008808879384441068
Position 1050: 0.007812648314165971
Position 1906: 0.007534797765630398
Position 7861: 0.002795287649073353
Position 1054: 0.0019087186747991176
Position 6072: 0.0014132067896789854
Position 2235: 0.0012572329056534913
Position 251: 0.0012503944736389854
Position 4965: 0.0009261319737920936
Position 2135: 0.0008814649034004926
Position 2185: 0.0008759448998684139
Position 2611: 0.0007905857126427748
Position 3803: 0.0006831165972711906
Position 1352: 0.000579435315253979
Position 1105: 0.0005614539077928411
Position 6025: 0.00047473432456011764
Position 1345: 0.0003975802549400705
Position 382: 0.0003806578516453427
Position 1156: 0.00036991096402794535
Position 1320: 0.0003303013692922887
Position 2005: 0.0003193878001126044
Position 1024: 0.00027195583028258183
Position 2311: 0.0002621339812709665
Position 1262: 0.00023648417295323975
Position 3485: 0.00021995658178783803
Position 202: 0.00018224265424807162
Position 45: 0.00017829570642935804
Position 397: 0.00015621164588022215
Position 1140: 0.00015509684269208725
Position 4961: 0.00015508189871747034
Position 3346: 0.0001036242378124152
Position 938: 9.375399740767787e-05
Position 3295: 8.871445793840435e-05
Position 148: 7.905852923974936e-05
Position 339: 7.001820063371649e-05
Position 4: 6.4621453060594e-05
Position 883: 6.372749871967761e-05
Position 2242: 4.806947123598387e-05
Position 337: 4.065022388160497e-05
Position 283: 3.903915715226595e-05
Position 1063: 3.7415612991552835e-05
Position 2191: 2.6187587924086604e-05
Position 2630: 1.6503227665265022e-05
Position 2264: 1.6343692806549084e-05
Position 1846: 1.1494847144312065e-05
Position 962: 1.0480447797323844e-05
Position 1927: 9.687665914305552e-06
Position 1341: 7.70973391633918e-06
Position 1331: 7.118858724949873e-06
Position 1290: 3.875993099259792e-06
Position 21: 3.1010985892662374e-06
Position 25: 1.0898036322428934e-06
Position 692: 8.410670335643461e-07
Position 376: 8.216476870941418e-07
Position 540: 6.035324334550079e-07
Position 405: 5.563236428491702e-07
Position 150: 5.381367207816746e-07
Position 651: 5.277078536567992e-07
Position 501: 5.005867100279998e-07
Position 701: 4.3127789381443845e-07
Position 608: 4.149708350783329e-07
Position 523: 4.0279143038269803e-07
Position 358: 3.8393127292824237e-07
Position 3283: 2.9933752708272125e-07
Position 736: 2.953625955718694e-07
Position 842: 2.8721188640590084e-07
Position 106: 2.705819793932357e-07
Position 347: 2.621270057898203e-07
Position 320: 2.2378660690416796e-07
Position 305: 1.7164166670969693e-07
Position 322: 1.501670421566201e-07
Position 515: 1.4217903749752772e-07
Position 666: 1.0254896979475173e-07
Position 801: 7.972098310793975e-08
Position 837: 5.5357160752824516e-08
Position 940: 5.0309381673279176e-08
Position 948: 4.9426612322671674e-08
Position 852: 4.604900756061944e-08
Position 572: 4.5379618983911325e-08
Position 3877: 3.192461712355871e-08
Position 1047: 2.8686055233317886e-08
Position 326: 1.702732614568569e-08
Position 618: 1.5414029866315107e-08
Position 550: 1.4819356793511916e-08
Position 910: 1.4113762395564709e-08
Position 739: 1.226379348778294e-08
Position 741: 9.247441721785327e-09
Position 1022: 3.1202348752195176e-09
Position 561: 1.136355927375246e-09
Position 425: 2.1740644756445344e-10
Position 527: 1.628967177450363e-10
Position 749: 6.189421753880828e-11
Position 355: 2.035710349407449e-11
Position 416: 2.37697599075954e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2427: 0.22947794927280993
Position 18428: 0.21221028475812634
Position 13696: 0.11280941782389126
Position 11133: 0.10639694902181022
Position 13302: 0.0925215425102542
Position 6657: 0.0792787490606477
Position 7097: 0.0591192482808349
Position 6641: 0.05188435900896546
Position 6615: 0.04546361940168171
Position 12454: 0.03862687621485678
Position 3242: 0.036487146541808915
Position 10877: 0.031098823163817187
Position 11261: 0.027531911769237687
Position 2403: 0.026441179322493003
Position 11278: 0.02556833955808003
Position 5141: 0.024415116530221305
Position 9672: 0.023036064926961638
Position 9997: 0.022529837503680913
Position 2382: 0.020673437767984765
Position 4539: 0.020313001608912435
Position 3581: 0.015956882500156783
Position 9860: 0.014428735445726523
Position 4039: 0.011703706773387544
Position 3600: 0.011546269863499518
Position 9876: 0.011264008829038698
Position 5886: 0.009464946448314205
Position 6818: 0.00940592450874821
Position 6782: 0.009396725382515864
Position 2386: 0.00918870218422999
Position 7734: 0.008236238590451713
Position 6265: 0.00798736224060691
Position 13110: 0.007718387816187164
Position 4482: 0.00765483592994828
Position 8576: 0.007592521366220938
Position 5964: 0.00676226864295148
Position 8402: 0.006067093792450479
Position 3140: 0.005580782002097101
Position 2315: 0.005416001658344231
Position 1761: 0.005206842667582234
Position 4851: 0.00518806178349715
Position 5274: 0.004808498577840486
Position 2134: 0.00450311421182139
Position 3368: 0.004450682478046378
Position 11973: 0.004378617658716479
Position 4581: 0.004169873409502353
Position 2341: 0.0038439374615517902
Position 928: 0.0036316367555239543
Position 6351: 0.0034693345338555957
Position 1117: 0.0033611883579036713
Position 6562: 0.0031957014541631537
Position 9257: 0.0031282521738360105
Position 3489: 0.0030107506431815124
Position 336: 0.0029448073756746487
Position 2498: 0.002644595838681208
Position 8221: 0.0025495461467903934
Position 7881: 0.0025424165384166438
Position 11110: 0.0024872266852076284
Position 8604: 0.002287737768532012
Position 852: 0.002266963589543402
Position 5388: 0.002235834732532628
Position 10699: 0.0019759906798557515
Position 2059: 0.00195833398852936
Position 2101: 0.0018814117530530645
Position 1737: 0.001715062716551199
Position 2042: 0.0017084763449877246
Position 2862: 0.0017004092785808552
Position 3634: 0.0016590504209126743
Position 6342: 0.0016401036016046202
Position 5551: 0.001579017959261885
Position 3872: 0.0015559329160214346
Position 3176: 0.0015372270047671868
Position 8075: 0.0015151646036634342
Position 9576: 0.001493436756988876
Position 7894: 0.001418050966282252
Position 2712: 0.0013723674940931607
Position 2358: 0.0013693422617780393
Position 2932: 0.0013566796513344473
Position 1876: 0.0013565581155651535
Position 2429: 0.0012639151992288348
Position 5492: 0.0012606476751327782
Position 6764: 0.0012140326051004828
Position 8441: 0.0012128861178120013
Position 9634: 0.0011887090809618985
Position 798: 0.0011594377189343141
Position 7459: 0.0010356457024554028
Position 9490: 0.0010293506310048326
Position 2264: 0.0010262933891225787
Position 5482: 0.0010102413319946026
Position 6767: 0.0009447495065279855
Position 6481: 0.00087191648774681
Position 2888: 0.0008491445076011457
Position 9048: 0.0007925387459038053
Position 1085: 0.0007503862663123528
Position 925: 0.0006699203344180533
Position 7410: 0.0006633491647364751
Position 2146: 0.0006312732358060251
Position 2322: 0.0006033770243475903
Position 3416: 0.0005706703691583076
Position 658: 0.0005513392494426683
Position 5631: 0.0004998829912057038
Position 714: 0.0004329351470137167
Position 6305: 0.0003696835909860431
Position 2463: 0.00036837282860745045
Position 1624: 0.0003607305746667762
Position 3246: 0.00034967894656917224
Position 896: 0.00034927428357013564
Position 5868: 0.000334839753489551
Position 4295: 0.0003136280930837439
Position 2983: 0.00030636587684424734
Position 5766: 0.00026992394615378426
Position 2955: 0.00025340701108057605
Position 4615: 0.00024928838265408525
Position 1905: 0.00022365934807126687
Position 1168: 0.00020149648670467579
Position 1660: 0.00019413666997229663
Position 933: 0.00019310381042618574
Position 2575: 0.0001876652253244862
Position 2505: 0.00016584759060565206
Position 5789: 0.00016421906117949914
Position 1479: 0.0001618245209497925
Position 2434: 0.00014830207136430455
Position 904: 0.00014782986738302815
Position 1969: 0.00014205338281906088
Position 2191: 0.0001358498306279378
Position 5819: 0.00012051746878385818
Position 4098: 0.00011899134486081348
Position 3211: 0.0001159487608556298
Position 1845: 0.00010749999435960024
Position 5971: 0.00010430827825894919
Position 952: 8.214061189593737e-05
Position 2765: 7.988680285990973e-05
Position 1663: 6.194367329229438e-05
Position 3941: 5.737471438282084e-05
Position 4766: 5.527906067060214e-05
Position 3788: 5.30403287946051e-05
Position 2787: 4.9857695116728074e-05
Position 4415: 4.57283179976963e-05
Position 2891: 4.545179401656515e-05
Position 2728: 4.542296148377217e-05
Position 381: 4.5143621056315274e-05
Position 2807: 4.397189450266023e-05
Position 3678: 4.2092872757662774e-05
Position 3917: 4.136511688192647e-05
Position 388: 3.9533029961984e-05
Position 523: 3.9500156568646656e-05
Position 1689: 3.8372675369774284e-05
Position 3523: 3.710597853390284e-05
Position 1374: 3.692454771753748e-05
Position 1793: 3.676664867945815e-05
Position 1765: 3.587747129984213e-05
Position 363: 3.25085712433008e-05
Position 3455: 3.195059602957261e-05
Position 3458: 3.170948723768247e-05
Position 1580: 3.0340314905937976e-05
Position 367: 2.7026644046267403e-05
Position 3283: 2.65103899065492e-05
Position 3388: 2.5347851616494266e-05
Position 1747: 2.5233649947669463e-05
Position 437: 2.380955288994439e-05
Position 103: 2.3560549998319876e-05
Position 540: 2.2168021025496098e-05
Position 1438: 2.085500307680118e-05
Position 2822: 2.03567755085942e-05
Position 3089: 2.0078978476469025e-05
Position 1583: 1.9521715407159326e-05
Position 1927: 1.905808900219669e-05
Position 763: 1.838441437246505e-05
Position 1047: 1.3929646040390389e-05
Position 305: 1.2240316400427466e-05
Position 235: 1.0473882124579475e-05
Position 1129: 9.379422706503294e-06
Position 556: 9.003764512746138e-06
Position 1489: 8.623619939812242e-06
Position 1796: 8.39559643094849e-06
Position 1882: 7.866087744222789e-06
Position 1700: 7.4280080488433435e-06
Position 684: 7.2636925767641175e-06
Position 880: 7.180920017847689e-06
Position 720: 5.157223435348189e-06
Position 1741: 4.4738139508524966e-06
Position 1172: 4.155807637688769e-06
Position 1257: 3.6877652939442667e-06
Position 1850: 3.279502675554314e-06
Position 2148: 2.6990746012018986e-06
Position 2460: 2.429224119704558e-06
Position 865: 2.251928845590754e-06
Position 1697: 2.1030002965665094e-06
Position 859: 2.0447033372036833e-06
Position 1233: 1.99158011776244e-06
Position 2106: 1.7319383830891408e-06
Position 1007: 1.498045441907178e-06
Position 1891: 1.3872778105917989e-06
Position 1290: 1.3713042655959497e-06
Position 936: 1.3381759069776844e-06
Position 1798: 1.199066003746682e-06
Position 1804: 1.8795716825468954e-07
Position 954: 1.4930578167894982e-07
Position 1013: 9.413392824604031e-08
Position 2275: 8.965021391564654e-08
Position 1774: 5.884897263646248e-08
Position 1066: 4.992049610029529e-08
Position 801: 3.90121813315213e-08
Position 1036: 3.478484745418328e-08
Position 2004: 2.3582987315295878e-08
Position 736: 2.119787993025637e-08
Position 938: 7.890479299421035e-09
Position 660: 6.892318066682191e-09
Position 1028: 5.797928160545748e-09
Position 673: 3.4474272103780684e-09
Position 210: 3.0396971225750854e-09
Position 1145: 2.5840434921697482e-09
Position 1010: 2.2221320881599587e-09
Position 286: 1.8985495263448407e-09
Position 283: 1.7162130454743782e-09
Position 251: 1.6908680684054643e-09
Position 687: 1.5900020464708498e-09
Position 1155: 1.5381107876054527e-09
Position 1139: 1.4488785294636192e-09
Position 1094: 1.4090107407298228e-09
Position 237: 1.0760342193334759e-09
Position 1274: 3.393983647378287e-11
