Gene = Vcpip1
index = 1177
Annotated 5SS: [ 2933 11417]
Annotated 3SS: [11329 23031]
SMsplice 5SS: [  112 23181]
SMsplice 3SS: [23031 24978]
top_k =  1000
Partition function (log Z): -20.072912815503535

Sorted 5' Splice Sites (High to Low Probability):
Position 112: 0.8116719177340079
Position 9168: 0.42566403147164916
Position 571: 0.15172484626755955
Position 577: 0.11759363190807426
Position 2933: 0.0865515716994956
Position 11417: 0.08363467577321919
Position 9274: 0.06252468797007303
Position 8826: 0.048551526239517695
Position 2855: 0.04453998247158334
Position 9566: 0.04116437470838204
Position 8870: 0.04092671352951978
Position 484: 0.03667092079069149
Position 6851: 0.036661425184049336
Position 1297: 0.0319731124908997
Position 1967: 0.030122543060258827
Position 3707: 0.027805065121412505
Position 4016: 0.022880532207634172
Position 8077: 0.018831925301574886
Position 9122: 0.016653091181322344
Position 4972: 0.015543316422481862
Position 3615: 0.012366549715520462
Position 6860: 0.01086650168715858
Position 8017: 0.009593928276347915
Position 3924: 0.008277824040073812
Position 5059: 0.006674761136597948
Position 6560: 0.005649359006124085
Position 1274: 0.004793504106132024
Position 9196: 0.004259097356189416
Position 9136: 0.003944881829466986
Position 3946: 0.0037090653564999924
Position 4823: 0.0032935315159248785
Position 2969: 0.003205275905480889
Position 2129: 0.003189533258383615
Position 1499: 0.0030950253521232125
Position 1169: 0.0024419226781783243
Position 1232: 0.0021388870243580914
Position 8053: 0.002000370460162041
Position 6359: 0.00184780306840102
Position 7027: 0.0012926650319836173
Position 5017: 0.0011235734696690353
Position 7874: 0.0008124212383912364
Position 2792: 0.0008005951794185681
Position 11500: 0.0007710651042532357
Position 2468: 0.0007613676829502634
Position 171: 0.0004304164863361373
Position 55: 0.00035740651063148095
Position 2630: 0.00020750827582027018
Position 1067: 0.00011833700860016088
Position 72: 8.432889719630643e-05
Position 499: 5.4117446288200105e-05
Position 1253: 3.2672775867572854e-05
Position 413: 3.1340019985076604e-05
Position 381: 2.2468953117310417e-05
Position 438: 2.0104801987370786e-05
Position 713: 1.815077532718915e-05
