Gene = Smr3a
index = 994
Annotated 5SS: [  66 2234 5553]
Annotated 3SS: [2166 5479 5721]
SMsplice 5SS: [  66 2234]
SMsplice 3SS: [2166 5479]
top_k =  1000
Partition function (log Z): -7.629142557172086

Sorted 5' Splice Sites (High to Low Probability):
Position 66: 0.9933861194696926
Position 2234: 0.5653793169113762
Position 2677: 0.14818224442081246
Position 5005: 0.07279485410480786
Position 3664: 0.03226867578545244
Position 1017: 0.018203469110371538
Position 5342: 0.01771744088546006
Position 1838: 0.01723291821029716
Position 1352: 0.01613987813525959
Position 5253: 0.015801393912881833
Position 2859: 0.006762239053428045
Position 574: 0.006647814291967966
Position 2580: 0.006521892697863651
Position 5484: 0.005250359280533696
Position 5133: 0.004393173424717691
Position 3318: 0.004148811505054876
Position 4001: 0.0034503912170728355
Position 1833: 0.0031467850758103533
Position 2006: 0.0029176996177891538
Position 4510: 0.002408836851483062
Position 5565: 0.002154553353403101
Position 5778: 0.0017057374886636537
Position 1392: 0.0015379053253820607
Position 181: 0.0014357298593467526
Position 1683: 0.0013788077588314663
Position 4674: 0.001016955169306509
Position 1973: 0.0009499807547506013
Position 252: 0.0009437832155396987
Position 924: 0.0009304489340956429
Position 568: 0.0007121576886623354
Position 5417: 0.0007037619842076401
Position 4732: 0.0006773901215593864
Position 5601: 0.0006181969527016925
Position 70: 0.0006106239393793792
Position 3132: 0.0005861033856317519
Position 3903: 0.0005396784375717052
Position 682: 0.000442223279039724
Position 1885: 0.00044017873697557
Position 3384: 0.0004153106364418707
Position 1660: 0.00032978215952991156
Position 2013: 0.00031116588912642875
Position 2238: 0.0003070398995055487
Position 1153: 0.0002933881776286439
Position 5553: 0.0002931054985978896
Position 2016: 0.00023760515190201568
Position 3111: 0.00019314739541598447
Position 1147: 0.00018653877605860264
Position 2219: 0.0001860276419708039
Position 5101: 0.00018360727305633695
Position 2787: 0.00017952433303165276
Position 1032: 0.00017800458397553034
Position 4115: 0.00017679841219495721
Position 2087: 0.00017084850165380522
Position 2697: 0.0001681267731303479
Position 4952: 0.0001516575443641252
Position 991: 0.00014541326926974948
Position 5589: 0.0001415066690943917
Position 866: 0.00012582898059849932
Position 57: 0.0001093332923162056
Position 973: 9.604189234753652e-05
Position 1287: 9.478694612786488e-05
Position 462: 9.32068094503405e-05
Position 840: 9.027021000498644e-05
Position 1132: 8.735674832736815e-05
Position 1667: 8.076547215947092e-05
Position 934: 7.282830709662888e-05
Position 1261: 6.877527751674279e-05
Position 277: 6.547756902832398e-05
Position 1943: 6.533740931747794e-05
Position 1773: 6.41175566389718e-05
Position 1765: 5.503387051550214e-05
Position 1864: 5.4834733466691514e-05
Position 1799: 5.351459548939705e-05
Position 1591: 4.867367120902225e-05
Position 970: 4.6804361447445455e-05
Position 2361: 4.538236084766449e-05
Position 291: 4.3975265156054135e-05
Position 2037: 4.275184534532162e-05
Position 100: 4.1807906431732774e-05
Position 2247: 4.0619837389701754e-05
Position 1167: 3.581569476704152e-05
Position 1779: 3.45421877603085e-05
Position 1585: 3.3840163635061936e-05
Position 1052: 3.1387720724075245e-05
Position 1643: 3.0315488102687436e-05
Position 215: 2.974424103707129e-05
Position 2347: 2.8257191669911934e-05
Position 55: 2.3624683305873807e-05
Position 1044: 2.3249255813514676e-05
Position 628: 2.0350587731275076e-05
Position 327: 1.7342877664110033e-05
Position 746: 1.6277898054537314e-05
Position 479: 1.6000785392980102e-05
Position 1608: 1.5558804129854242e-05
Position 1135: 1.5403992092876507e-05
Position 260: 1.8568960498851932e-06
Position 829: 1.490020237407353e-06
Position 107: 1.2128208277711385e-06
Position 109: 1.0561449523770802e-06
Position 5020: 9.958825645881421e-07
Position 5106: 8.604469286237416e-07
Position 3519: 7.906068574943885e-07
Position 783: 7.209156716433678e-07
Position 789: 6.160772156627069e-07
Position 698: 5.421052383548769e-07
Position 132: 5.122933732977063e-07
Position 1575: 3.8102286542823087e-07
Position 4281: 3.621511514085211e-07
Position 116: 3.329695384231461e-07
Position 1181: 2.688540594150658e-07
Position 938: 2.512442332466071e-07
Position 1475: 2.0980177878532514e-07
Position 787: 7.229157081540283e-08
Position 781: 6.42269316512261e-08
Position 961: 3.733570929204096e-08
Position 660: 3.276889286244844e-08
Position 870: 3.1091679953341834e-08
Position 578: 2.9431779695422474e-08
Position 587: 2.2135653964215448e-08
Position 1356: 1.4349980431209695e-08
Position 483: 6.294095023432873e-09
Position 391: 3.6384879613948874e-09
Position 604: 3.2004925057034334e-09
Position 416: 2.431666095226597e-09
Position 852: 1.078887673377284e-09
Position 590: 9.567890310362234e-11
Position 620: 6.662511250825684e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 5479: 0.5555044601655615
Position 2166: 0.4286804477021367
Position 2133: 0.12400295973467487
Position 4809: 0.11600841915474785
Position 4867: 0.08630170289124622
Position 2579: 0.07976586478513568
Position 2568: 0.06958211420670325
Position 5308: 0.04978997467900107
Position 5630: 0.04504433505293239
Position 5669: 0.044098955327550475
Position 3518: 0.03167719523053095
Position 1721: 0.03071783352156896
Position 912: 0.023520388597289152
Position 5235: 0.022900064067727967
Position 1925: 0.019438673904952773
Position 5685: 0.015262234854172335
Position 5594: 0.01289001080526401
Position 2617: 0.012681800800328973
Position 5860: 0.01210677651829465
Position 2402: 0.010052923532329651
Position 4075: 0.008444595453589053
Position 4852: 0.0076372835388304056
Position 4376: 0.0071268554039484785
Position 3554: 0.0067474063883207445
Position 4628: 0.006404565069758599
Position 1446: 0.006116904239265791
Position 1216: 0.005503517715156881
Position 2476: 0.004860124078783333
Position 5209: 0.004465431419647466
Position 3281: 0.0042235680275799665
Position 990: 0.00403700344522738
Position 1051: 0.004004130418489413
Position 1258: 0.003959573682794724
Position 2222: 0.0039531584745546465
Position 2004: 0.003770756288320898
Position 2439: 0.003547308992403621
Position 3729: 0.0035403869915826055
Position 2204: 0.0035082916845545526
Position 5558: 0.0034085724831851537
Position 325: 0.0033889644044171425
Position 1320: 0.003300044875090116
Position 3252: 0.0032392805811226953
Position 2662: 0.003202638163080971
Position 5750: 0.002986443194644386
Position 3749: 0.0029442750750981227
Position 858: 0.002915287799034147
Position 3216: 0.0028301635280869545
Position 3864: 0.0023744459018749807
Position 4393: 0.0023502747480477378
Position 602: 0.002324050006592615
Position 5721: 0.0023043884932172016
Position 353: 0.0021783404111711713
Position 5046: 0.002089115941912941
Position 4597: 0.0019298851936850627
Position 1422: 0.0018682011081697534
Position 1755: 0.0016934118563429771
Position 4996: 0.0015686975934507917
Position 3796: 0.0015654953185417822
Position 1518: 0.0015053016543486678
Position 3024: 0.001488668766731126
Position 2726: 0.0013941640889812681
Position 2168: 0.001294599724527518
Position 1127: 0.0012759204444944103
Position 4822: 0.0012619300701623222
Position 4500: 0.0012366033677732485
Position 4662: 0.0011916391365595458
Position 675: 0.0011826951172371036
Position 2972: 0.0011475911329681982
Position 4525: 0.0010273866808811775
Position 5049: 0.0009996041631297312
Position 3131: 0.0009886036497947497
Position 4159: 0.0008478077139604858
Position 2310: 0.000748333777192155
Position 273: 0.0007269623292939773
Position 2054: 0.0006997510152972932
Position 3608: 0.0006283837058689655
Position 3404: 0.0006279401409437848
Position 2838: 0.0006270610000975761
Position 640: 0.0005965747927538083
Position 5496: 0.0005754931066029259
Position 3926: 0.0005586909121919131
Position 1725: 0.000506515414964299
Position 5316: 0.0004972156910506289
Position 4353: 0.0004928563482332662
Position 1806: 0.00047750081152403765
Position 2595: 0.0004612648171785473
Position 4776: 0.00044341200632961784
Position 1196: 0.00043185136047316523
Position 3357: 0.0004123794721644024
Position 4644: 0.0003422623074562086
Position 755: 0.0002993476990385238
Position 3869: 0.00029860390491157003
Position 4215: 0.0002677766906924128
Position 704: 0.00026737977682698315
Position 3156: 0.00026306796372461527
Position 3894: 0.00026062760189190257
Position 141: 0.0002588505217374276
Position 5413: 0.0002441791586956908
Position 3322: 0.00023613622323507646
Position 391: 0.00023243334599578607
Position 970: 0.00020474929444754014
Position 1890: 0.00019310840960516304
Position 1973: 0.00018634553935169734
Position 2408: 0.00018381309985963346
Position 523: 0.00018042141118552703
Position 3708: 0.00017901485112228552
Position 2019: 0.00017373815214649494
Position 1935: 0.0001658066223253214
Position 1186: 0.00015952072646565233
Position 4405: 0.00015842546107782077
Position 4103: 0.0001499466949002754
Position 1080: 0.0001494208599742876
Position 3318: 0.00014911425253732652
Position 3663: 0.00014271391609981467
Position 3325: 0.00013688742673724223
Position 1951: 0.00013078017946162277
Position 2749: 0.00012721363300649286
Position 4038: 0.00012427968400935955
Position 546: 0.00012074799241791152
Position 5338: 0.00011607150432269518
Position 3339: 0.00011413230730052045
Position 1539: 9.618608168144774e-05
Position 2065: 9.48910696342207e-05
Position 3583: 8.785239343523953e-05
Position 181: 8.508198517416267e-05
Position 2487: 8.402835898530462e-05
Position 4740: 6.841131827793442e-05
Position 2292: 5.9057093805576e-05
Position 1337: 5.3923089379108795e-05
Position 4327: 5.2065203350373314e-05
Position 1677: 5.167708626064863e-05
Position 1379: 4.882720994073034e-05
Position 3183: 4.374230294009996e-05
Position 1065: 4.305536031197601e-05
Position 1482: 4.176808154128412e-05
Position 2361: 4.0512175066084446e-05
Position 1272: 3.876201064999034e-05
Position 610: 3.683595734566619e-05
Position 744: 3.31659509609307e-05
Position 3263: 3.0624373530748186e-05
