Gene = Veph1
index = 1178
Annotated 5SS: [   235  32956  41956  52360  81427  91362 124872 137609 138928 171009
 175251 209137 235782]
Annotated 3SS: [ 32670  41739  52184  81259  91151 124650 137398 138529 170868 175115
 209018 235644 239495]
SMsplice 5SS: [    43  32956  41956  52360  60194  73019  81427  85498  91362 109378
 124872 137609 138928 163134 171009 175251 183162 183380 186865 197015
 202388 209137 215349 231976 235782]
SMsplice 3SS: [ 32670  41739  52184  60088  72926  81259  85392  91151 109228 124650
 137398 138529 163043 170868 175145 183091 183282 186750 196892 202196
 209018 215245 231800 235644 242636]
top_k =  1000
Partition function (log Z): -144.94866720261163

Sorted 5' Splice Sites (High to Low Probability):
Position 43: 0.573171019349279
Position 5282: 0.5259137167237684
Position 1608: 0.447925191640791
Position 235: 0.4186673046342432
Position 4378: 0.3214396612216306
Position 3787: 0.26364791137338345
Position 4500: 0.11527394070553731
Position 677: 0.09903766965389359
Position 7192: 0.06377516281200266
Position 6540: 0.04744755216964652
Position 7452: 0.04031561199428823
Position 2112: 0.024409096208119957
Position 6343: 0.015312621282145328
Position 401: 0.012841207720133663
Position 1971: 0.009494953853177094
Position 1435: 0.008768094537836802
Position 2482: 0.007827677232078466
Position 5362: 0.004830935512508984
Position 2610: 0.003659882485126669
Position 3089: 0.003366079852471887
Position 2628: 0.0032412912933694003
Position 290: 0.0022627290051488998
Position 10570: 0.0022528099033992184
Position 2579: 0.0019623853285920543
Position 4279: 0.0018963562780397534
Position 2794: 0.0012379642876721142
Position 3240: 0.0011808734736480598
Position 8985: 0.0009141698675597281
Position 405: 0.0006980870579652945
Position 1293: 0.0006521448285030127
Position 339: 0.0006400444938394851
Position 741: 0.0005090445221887813
Position 907: 0.0004854336517218198
Position 384: 0.0004207561161175836
Position 1214: 0.00035076049599918745
Position 417: 0.00032150759827173425
Position 1094: 0.00032053918679703
Position 698: 0.0002873797590072672
Position 641: 0.00023710656957061664
Position 918: 0.00019131592775574626
Position 700: 0.00019126564902339176
Position 411: 0.00018819805660901627
Position 862: 0.00017014644241962115
Position 415: 0.0001667382837110006
Position 152: 0.00014844251156940634
Position 682: 0.00014374642563852862
Position 6154: 0.0001388042115634261
Position 1718: 0.00013605697817884593
Position 280: 0.00013043612437061761
Position 421: 0.00012848487315188836
Position 460: 0.00012822339960742512
Position 399: 0.00012743738257428718
Position 171: 0.00010862796679839204
Position 1581: 0.0001020207472829807
Position 159: 9.973019245640266e-05
Position 149: 9.342299547230348e-05
Position 218: 7.45024276730035e-05
Position 766: 7.034921101192026e-05
Position 786: 6.628940053774203e-05
Position 781: 4.071497527989667e-05
Position 1922: 4.057049087217796e-05
Position 1112: 3.8511784852198e-05
Position 225: 2.83054288726441e-05
Position 220: 2.138562966471255e-05
Position 2041: 1.4597465928731197e-05
Position 1585: 1.220456231067809e-05
Position 97: 8.511506102111888e-06
Position 2521: 8.410718785321765e-06
Position 173: 6.848120928037848e-06
Position 201: 5.090537120412809e-06
Position 2784: 4.398851216639337e-06
Position 47: 4.0496010434620055e-06
Position 1983: 3.6487975127077667e-06
Position 1882: 3.228800139566154e-06
Position 467: 2.731185157486977e-06
Position 2185: 2.5144596088676894e-06
Position 17: 2.399287181288111e-06
Position 419: 2.2851390713370872e-06
Position 2978: 2.0984261689415044e-06
Position 263: 1.6497984770219726e-06
Position 523: 1.3686695487545022e-06
Position 243: 1.3044801866441945e-06
Position 551: 1.0268639762198508e-06
Position 255: 5.644715052506199e-07
Position 464: 5.488121461177817e-07
Position 521: 3.322190011017512e-07
Position 431: 2.3383956201846117e-07
Position 505: 7.113522995229945e-08
Position 477: 3.507738394711297e-08
Position 532: 2.9236441898577496e-08
Position 936: 1.7876320987619834e-09
Position 888: 9.641400892844327e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 5175: 0.5094520480605469
Position 3687: 0.2478294611343995
Position 1520: 0.24258789845869075
Position 4241: 0.2349830936518446
Position 1497: 0.18376504395101312
Position 7055: 0.12443114756779769
Position 11009: 0.12349666828900521
Position 10456: 0.1162942139033914
Position 632: 0.09580021698172597
Position 6974: 0.0824408889064192
Position 7703: 0.07535425453983272
Position 6239: 0.062022450263506515
Position 10172: 0.05801656646768176
Position 9139: 0.057313152321890944
Position 7307: 0.055359635357114995
Position 8787: 0.04332346628362886
Position 4325: 0.04259851190715184
Position 14509: 0.04215713028026373
Position 4130: 0.04087622744789143
Position 9551: 0.037467210466603555
Position 13619: 0.032440336983684315
Position 4278: 0.030963138065110994
Position 4244: 0.02913390427128503
Position 4282: 0.026576033057411935
Position 6500: 0.024536077091250365
Position 2473: 0.019838790663806095
Position 1372: 0.01946873609147693
Position 5777: 0.017072470559624603
Position 4083: 0.01644780404604166
Position 6742: 0.016001987797084633
Position 12149: 0.015575542430930074
Position 7323: 0.013063804259959962
Position 5447: 0.01301406597297779
Position 7519: 0.012885831537058261
Position 1857: 0.012478755789562432
Position 8560: 0.011396471631259803
Position 7025: 0.010529003855593867
Position 7685: 0.010249704052471382
Position 5103: 0.010048000305314459
Position 8873: 0.010013434955492338
Position 4299: 0.00980561589493631
Position 6856: 0.009447949855260967
Position 271: 0.009354482816521676
Position 3692: 0.009121619473866565
Position 5953: 0.009043859991986376
Position 6609: 0.008139394758067787
Position 5200: 0.006866057942014792
Position 11173: 0.006580511388872602
Position 8502: 0.006008087064610282
Position 9169: 0.00593697282257717
Position 4434: 0.005755302561721473
Position 5080: 0.005483385459142173
Position 3746: 0.0047525061351914736
Position 6206: 0.004576095189705955
Position 9528: 0.0045388070996241646
Position 6402: 0.004243904232826138
Position 268: 0.004208412394482654
Position 1978: 0.004019745457356107
Position 1671: 0.003956461848224914
Position 4987: 0.0036823897368122786
Position 2944: 0.0036493001760399
Position 1825: 0.0035970160182956542
Position 6425: 0.0034864160412859703
