Gene = Ticrr
index = 1081
Annotated 5SS: [  807  5744  7703  9487 10800 15213 17250 18971 20813 21708 21874 22281
 22857 24066 25743 28121 29771 30808 31784 35627 35865]
Annotated 3SS: [ 5466  7463  9251 10669 15075 17030 18818 20711 21613 21793 22052 22759
 24007 25580 28029 29711 30675 31625 33504 35738 36457]
SMsplice 5SS: [  807  5744 10800 15213 17250 18971 20813 21708 21874 22281 22857 24066
 25743 28121 30808 31020 35865]
SMsplice 3SS: [ 5466 10669 15075 17030 18818 20711 21613 21793 22052 22759 24007 25580
 28029 30675 30894 35738 36457]
top_k =  1000
Partition function (log Z): 11.365744314853002

Sorted 5' Splice Sites (High to Low Probability):
Position 30808: 0.9952838819045562
Position 21708: 0.9914479245320079
Position 22281: 0.9536864428715823
Position 21874: 0.9120600818739951
Position 5744: 0.8858975368688236
Position 28121: 0.8372171508253436
Position 22857: 0.828166808119449
Position 15213: 0.8262171645841185
Position 31020: 0.6867176762362411
Position 18971: 0.6793784362974141
Position 807: 0.6566002230642529
Position 10800: 0.6498808763035042
Position 17250: 0.6435473840351865
Position 25743: 0.6429437364772326
Position 24066: 0.642663786481216
Position 35865: 0.5765875293450409
Position 31784: 0.5196746412942973
Position 20813: 0.4806527341995557
Position 12328: 0.40857568707035624
Position 9487: 0.40110362121889376
Position 20852: 0.33487810263274626
Position 24129: 0.24939126632293893
Position 7703: 0.24283072536705871
Position 29771: 0.2374467595863359
Position 812: 0.21947911601132733
Position 32094: 0.1815186565813518
Position 7670: 0.1667043202153319
Position 28669: 0.14729134897042298
Position 15267: 0.14071158531412337
Position 7583: 0.11714159312575555
Position 2490: 0.11606077741945071
Position 5531: 0.10618123647993359
Position 30333: 0.095230702179602
Position 25303: 0.08518405062071414
Position 13543: 0.08005890410519613
Position 4292: 0.0787993995990764
Position 714: 0.07875952389528411
Position 25760: 0.07529143515092412
Position 12924: 0.06702911499524726
Position 3200: 0.058122672264841496
Position 28614: 0.05685560826975147
Position 15459: 0.05165935068582722
Position 2305: 0.0439202512061204
Position 28713: 0.04259737863833269
Position 36250: 0.037634412044131524
Position 23944: 0.03665198491552684
Position 13953: 0.03658288619716052
Position 12418: 0.03412077756923018
Position 20155: 0.03299217203750237
Position 19231: 0.03231297384424613
Position 22288: 0.03210891249605761
Position 7745: 0.03143981137735932
Position 25405: 0.023398948997981003
Position 17142: 0.023386116813168253
Position 4533: 0.022352003580445586
Position 19019: 0.01791420655240653
Position 19015: 0.01730144932174511
Position 28680: 0.017266771877669108
Position 5361: 0.01721460066880048
Position 14658: 0.01643936983519163
Position 4879: 0.016355899684458025
Position 671: 0.016221836144343946
Position 36612: 0.016069956409750254
Position 28945: 0.014764086504308854
Position 20859: 0.0142913962369421
Position 4250: 0.013486504247396369
Position 17907: 0.013233801627639687
Position 2320: 0.012731092178222152
Position 25857: 0.012348551410283902
Position 535: 0.011079946198612214
Position 31087: 0.008343076833133721
Position 16016: 0.00821749183506382
Position 9397: 0.007629282141353
Position 329: 0.007317786601078271
Position 36819: 0.007303148571009305
Position 9092: 0.007282115218338875
Position 2213: 0.007218139632693745
Position 13511: 0.007060282090053065
Position 4308: 0.006196962710973895
Position 4233: 0.00582963086550996
Position 833: 0.0056132263846631735
Position 726: 0.00500259641995887
Position 11999: 0.004837771175008196
Position 327: 0.004307255904120795
Position 34619: 0.00424705476372029
Position 12404: 0.004228989633099806
Position 36053: 0.004085368928762636
Position 17114: 0.003985177634845641
Position 18701: 0.003956397414809393
Position 15430: 0.003927825723214614
Position 7916: 0.003859632040082645
Position 12612: 0.0037780460961477384
Position 5298: 0.003741655255054951
Position 18906: 0.0035481515215046015
Position 22916: 0.003380076050755971
Position 1867: 0.0032169276124763067
Position 162: 0.0031459261709995147
Position 2088: 0.0030372853222886344
Position 6581: 0.0030006736196879187
Position 12784: 0.0029984277379696733
Position 31028: 0.0027344155702187104
Position 7070: 0.00243364987343321
Position 18898: 0.0023316664851088962
Position 961: 0.0022771849891833366
Position 457: 0.0022740829106944233
Position 2182: 0.0021344813194470497
Position 21887: 0.002061493563946696
Position 12445: 0.002017234519544206
Position 20216: 0.001964425451988161
Position 23326: 0.0019557233383199093
Position 509: 0.0018573982205978823
Position 15858: 0.0018529417321320456
Position 21815: 0.0018241813964128021
Position 21687: 0.0018115212834441104
Position 4751: 0.001753784873335991
Position 15875: 0.0016635377764979342
Position 2476: 0.0015678096221227878
Position 3630: 0.0015438167981962378
Position 21986: 0.0015382592623347905
Position 24360: 0.0014762074660168512
Position 25400: 0.0014690392457758193
Position 15476: 0.001444539520968143
Position 2038: 0.0014269620536191464
Position 23335: 0.0014192355319857758
Position 30920: 0.0013717314949359162
Position 18089: 0.0013119688312158632
