Gene = Mns1
index = 686
Annotated 5SS: [  145   927  6436  7775 10224 10833 11025 14304 18369]
Annotated 3SS: [  704  6307  7671  9993 10615 10916 14045 18242 19777]
SMsplice 5SS: [  145   927  6422  7775  8297  9328 10833 11025 17443 18369]
SMsplice 3SS: [  704  6307  7671  8160  9159 10615 10916 17325 18242 22564]
top_k =  1000
Partition function (log Z): 13.053227750310507

Sorted 5' Splice Sites (High to Low Probability):
Position 11025: 0.9924493156223962
Position 18369: 0.984242398136757
Position 927: 0.9823937048349459
Position 7775: 0.9793058719818527
Position 145: 0.971325328296291
Position 9328: 0.8503622714997264
Position 10833: 0.7294861294908743
Position 6422: 0.7042804761730641
Position 17443: 0.6279364993765599
Position 8297: 0.5817180142845395
Position 14304: 0.5346618105834645
Position 10224: 0.4675517733577154
Position 5396: 0.3946326818204602
Position 12635: 0.23163686455883076
Position 3948: 0.15509271212773532
Position 15185: 0.13130433727381283
Position 6436: 0.10420243039799967
Position 20164: 0.09747800156761127
Position 5908: 0.08079215817215957
Position 18054: 0.06440546901525121
Position 4125: 0.06192616805442161
Position 20168: 0.05955481703601796
Position 10708: 0.05883347423850031
Position 8602: 0.05852807093535349
Position 3688: 0.05135812423604355
Position 9422: 0.04315737883018651
Position 4095: 0.042772637749033046
Position 18996: 0.04057724699147447
Position 22427: 0.031060355392462678
Position 16562: 0.03015156185916649
Position 6505: 0.030149703555434396
Position 8091: 0.029893549612175708
Position 17894: 0.024091911996454076
Position 15069: 0.024051999585188267
Position 9028: 0.023519100453985028
Position 10822: 0.01913258412228487
Position 19925: 0.018948000792849053
Position 10815: 0.017605095593224217
Position 10265: 0.0174076041577339
Position 10222: 0.01678823458003906
Position 5254: 0.01500860248491711
Position 15532: 0.013754636579417279
Position 6682: 0.013615379748500933
Position 5305: 0.013415198726364581
Position 5896: 0.01338566493078932
Position 15171: 0.013075959494947949
Position 414: 0.012694324493390415
Position 4931: 0.012504820977397866
Position 172: 0.01228807983274117
Position 5741: 0.012156320675667208
Position 7762: 0.011625049206325304
Position 5477: 0.011581007499919867
Position 11797: 0.010757551191461354
Position 1479: 0.010554552061265553
Position 5250: 0.010181108154894338
