Gene = Bbc3
index = 169
Annotated 5SS: [ 246 2799 4202]
Annotated 3SS: [2509 4010 7501]
SMsplice 5SS: [ 149 2799 4202]
SMsplice 3SS: [2637 4010 7501]
top_k =  1000
Partition function (log Z): -5.126964926617399

Sorted 5' Splice Sites (High to Low Probability):
Position 4202: 0.9612413234712474
Position 2799: 0.9092707958568892
Position 149: 0.4039594413138119
Position 246: 0.38676531258799773
Position 313: 0.15790434761703606
Position 2017: 0.06637094682037319
Position 7395: 0.06152099662809727
Position 923: 0.059451454591459146
Position 1992: 0.04639457751380492
Position 1851: 0.0438770560970359
Position 5777: 0.04188437847690377
Position 3867: 0.03813745867138864
Position 3558: 0.027441194881242918
Position 3670: 0.023832142847624607
Position 7369: 0.009952706537064754
Position 2098: 0.00959694332453231
Position 4224: 0.009512646775254426
Position 250: 0.008432436840115541
Position 455: 0.00796139410241213
Position 3680: 0.007506131408499233
Position 6010: 0.007047534190133108
Position 3183: 0.006772081303738894
Position 475: 0.006217576078138124
Position 3654: 0.006001263343244368
Position 3258: 0.0052996248860827395
Position 5567: 0.00527788319628453
Position 79: 0.004989523102908637
Position 7080: 0.004402658375261366
Position 1771: 0.0042067061339453446
Position 4189: 0.004024293943324846
Position 3847: 0.0034967706520171145
Position 5057: 0.003423945130250714
Position 3635: 0.003378213288802532
Position 7619: 0.0033252180259288324
Position 2131: 0.0031223312852801323
Position 4825: 0.0029739792616329946
Position 2627: 0.0028250266056395385
Position 7148: 0.002659389529946053
Position 341: 0.002484670267407235
Position 123: 0.0023392961697278423
Position 7294: 0.0022176894511579904
Position 1122: 0.0016064557307387329
Position 526: 0.0015199759939826447
Position 5110: 0.0014112485504007
Position 4477: 0.0013321286491363815
Position 2330: 0.0012032107819093636
Position 3519: 0.0011093799670971504
Position 6024: 0.0010816139970336728
Position 3665: 0.0010632060379381816
Position 2023: 0.0010512400474855296
Position 963: 0.0007980603177465569
Position 950: 0.0006311130346258637
Position 6995: 0.00060184725266688
Position 321: 0.0005886045667988897
Position 975: 0.0005578771529194682
Position 3048: 0.0005559164586874164
Position 1891: 0.0005545143046146653
Position 5515: 0.00045094716025101785
Position 3831: 0.00043975359923050205
Position 1310: 0.0003937253068899404
Position 3778: 0.0003578827288661368
Position 874: 0.00033774024670269327
Position 3608: 0.00030433082024950526
Position 1156: 0.0002926784290152821
Position 4745: 0.0002829689863548854
Position 1367: 0.0002717841182944217
Position 6185: 0.0002690062296345575
Position 4739: 0.00023725945989387854
Position 1158: 0.0002329673258395208
Position 7077: 0.00022917446605858125
Position 830: 0.00022271164200201823
Position 1077: 0.0002223835084199016
Position 2064: 0.00021843078046775795
Position 3137: 0.00020683595896271058
Position 1596: 0.0001998428847817484
Position 5387: 0.00019367683448292877
Position 2451: 0.0001707446836876658
Position 2034: 0.0001684448131397958
Position 2865: 0.00014998128247367798
Position 3509: 0.000145016722128172
Position 3723: 0.0001359320005950255
Position 3286: 0.00013370832870732797
Position 3699: 0.00012665795763988787
Position 3624: 0.00011636006400925547
Position 3497: 9.611256607135856e-05
Position 114: 9.398518127792708e-05
Position 1828: 8.401816915674903e-05
Position 1839: 8.313659212006594e-05
Position 843: 6.68938177235527e-05
Position 2418: 6.411566263882839e-05
Position 1059: 6.354024375628597e-05
Position 955: 6.282761633387472e-05
Position 1729: 5.719954476214713e-05
Position 6328: 5.590016745636813e-05
Position 466: 3.869552451785338e-05
Position 595: 3.61110254617745e-05
Position 2006: 3.5479035199393615e-05
Position 1799: 2.6333577362328357e-05
Position 712: 2.5333341388065132e-05
Position 1169: 2.3046909388354275e-05
Position 1565: 2.1647648271257525e-05
Position 589: 2.021430071458847e-05
Position 2074: 1.8587533852611213e-05
Position 495: 1.7549760937799954e-05
Position 1741: 1.72793425651552e-05
Position 1810: 1.6313937140029645e-05
Position 564: 1.555395732558237e-05
Position 898: 1.3932165210249315e-05
Position 1793: 1.1799690881866243e-05
Position 2936: 6.08119161416788e-06
Position 5401: 4.8361139751853746e-06
Position 5161: 4.157829750148576e-06
Position 2803: 2.7082201052943594e-06
Position 2980: 2.2597459162659424e-06
Position 519: 2.147735149667389e-06
Position 2971: 2.142135859680023e-06
Position 4112: 1.7225304289138622e-06
Position 364: 1.6149751992026138e-06
Position 573: 1.3832121711607778e-06
Position 2992: 8.872527574326255e-07
Position 231: 7.291547083986542e-07
Position 6255: 5.772123229224818e-07
Position 4590: 5.365166794500696e-07
