Gene = Lce6a
index = 629
Annotated 5SS: [ 66 530]
Annotated 3SS: [ 239 1140]
SMsplice 5SS: [66]
SMsplice 3SS: [1140]
top_k =  1000
Partition function (log Z): -6.234537643595482

Sorted 5' Splice Sites (High to Low Probability):
Position 66: 0.7768588513549144
Position 530: 0.49388353660345075
Position 636: 0.11295793183803936
Position 266: 0.039188252401388936
Position 87: 0.03083039035038821
Position 664: 0.007331349860628061
Position 1428: 0.005460302293472711
Position 502: 0.0029571789194947707
Position 776: 0.0025915865996233947
Position 843: 0.001942206057510203
Position 421: 0.0016568920190935053
Position 339: 0.001609374001285539
Position 1070: 0.0010030635652899667
Position 1370: 0.000903859170881794
Position 1244: 0.0007849860864905193
Position 1250: 0.00046469824046226933
Position 106: 0.00045290902569305525
Position 817: 0.0004497529893944524
Position 448: 0.0004430283053903126
Position 101: 0.00037742189220014354
Position 357: 0.0003492319848017954
Position 1102: 0.0003086577321622475
Position 876: 0.00028305078407439045
Position 50: 0.0002699931018746785
Position 1005: 0.00022377872577086024
Position 1022: 0.00019624489724191847
Position 867: 0.0001575562907378924
Position 886: 0.00015571479303794753
Position 1262: 0.00010023252600934941
Position 1274: 8.57435402005545e-05
Position 591: 8.337331148693882e-05
Position 735: 8.276633224265438e-05
Position 1324: 8.097624249755508e-05
Position 80: 7.658790571446663e-05
Position 833: 6.369868644045064e-05
Position 111: 6.0833007946336336e-05
Position 70: 5.514083333663353e-05
Position 1011: 5.327963188051423e-05
Position 26: 5.299788836826422e-05
Position 252: 2.7767066479262017e-05
Position 546: 2.301966888486492e-05
Position 840: 1.5489332208569946e-05
Position 993: 1.5408959233787296e-05
Position 463: 1.3147221564173668e-05
Position 823: 1.1834358949874097e-05
Position 803: 1.1264969058279133e-05
Position 150: 6.939911109146819e-06
Position 113: 6.170399948600119e-06
Position 228: 6.0730424335134945e-06
Position 890: 6.04154167435417e-06
Position 1286: 5.038928613330911e-06
Position 973: 4.197459874762865e-06
Position 509: 3.774028220222426e-06
Position 649: 3.738448233168903e-06
Position 1373: 3.3016469948388242e-06
Position 1401: 2.4423773666321584e-06
Position 250: 1.1392865481984547e-06
Position 226: 9.403429561765777e-07
Position 1361: 6.868708121506439e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 1140: 0.8870843590837698
Position 239: 0.16470988568305872
Position 336: 0.14639019640276643
Position 619: 0.1291102374672089
Position 387: 0.04288257749204181
Position 902: 0.022068772673565034
Position 406: 0.02015921635786131
Position 270: 0.014114158566934862
Position 1533: 0.01244055436409819
Position 1154: 0.008941907338016654
Position 1367: 0.007153071480051827
Position 1282: 0.0034583948038888917
Position 529: 0.0033214224457398895
Position 1279: 0.0030365884890353506
Position 833: 0.00235500594063404
Position 424: 0.0016424601354422471
Position 274: 0.0015700033073532751
Position 346: 0.0014247524209811126
Position 576: 0.0013718052132430394
Position 489: 0.0011561657514268101
Position 1011: 0.000861021868262508
Position 1173: 0.000763726484829502
Position 421: 0.0007135575663636825
Position 1225: 0.0006356731172999819
Position 1102: 0.0006299547962411702
Position 200: 0.0005837279569073003
Position 500: 0.0005775835345434503
Position 1304: 0.0004886836370382006
Position 197: 0.0004378501524938069
Position 1189: 0.00043472882761796396
Position 956: 0.0003961290603660491
Position 458: 0.00036739323839667174
Position 288: 0.0003507167120292366
Position 250: 0.00025712488410561637
Position 156: 0.00025609626146105873
Position 1546: 0.00025583416562798103
Position 1506: 0.00022613173044204885
Position 635: 0.0002132506353551159
Position 444: 0.00020557025302617073
Position 150: 0.00018242382130813386
Position 534: 0.0001464639215817035
Position 944: 0.00013306372024883567
Position 1453: 0.00011620750511316269
Position 787: 0.00010785551691795055
Position 632: 0.00010349468040532336
Position 1170: 8.602361280881144e-05
Position 1475: 8.576714274607046e-05
Position 143: 8.523770675449539e-05
Position 438: 7.714282152811085e-05
Position 774: 7.257227476375306e-05
Position 131: 7.178871029560122e-05
Position 690: 6.569138187828059e-05
Position 907: 6.554477094443909e-05
Position 986: 6.327141072265944e-05
Position 733: 5.697487790312678e-05
Position 1087: 3.988441173079306e-05
Position 281: 3.8453240106391223e-05
Position 429: 3.435773815025871e-05
Position 905: 3.0684293191837765e-05
Position 1049: 2.89150304913089e-05
Position 431: 2.7264281762556146e-05
Position 553: 2.5754561675147447e-05
Position 725: 2.3831893449398757e-05
Position 1396: 2.289728547664865e-05
Position 1399: 1.9740641317790747e-05
Position 1176: 1.943628489859978e-05
Position 652: 1.9316543048848764e-05
Position 587: 1.90972153984311e-05
Position 163: 1.5701287237846743e-05
Position 1244: 1.5539670702218775e-05
Position 128: 1.476335693328914e-05
Position 687: 1.0862201313966272e-05
Position 351: 1.048761424002464e-05
Position 1373: 1.0030365040662656e-05
Position 1317: 9.668087846406869e-06
Position 740: 7.859468466327954e-06
Position 1159: 7.49845963381733e-06
Position 1479: 7.276403442442203e-06
Position 655: 6.590447089143728e-06
Position 1335: 4.481489038694516e-06
Position 914: 4.167814599723275e-06
Position 1068: 4.155882973448537e-06
Position 1393: 3.325336527666485e-06
Position 590: 2.3692915544716123e-06
Position 1022: 1.949763154106958e-06
Position 639: 1.6969597390122828e-06
Position 803: 1.382848534309695e-06
Position 119: 5.455449255654493e-07
Position 122: 3.996217789768028e-08
Position 546: 5.646112996950641e-09
Position 101: 1.4563410040499252e-10
Position 564: 4.0908381892565505e-12
Position 644: 3.921587848174988e-12
Position 662: 5.707925434596657e-13
Position 659: 4.3480314356322634e-13
