Gene = Pex19
index = 809
Annotated 5SS: [  94 1986 2566 3233 4019 6552 7290]
Annotated 3SS: [1875 2399 3146 3856 6374 7244 7451]
SMsplice 5SS: [  94 1986 2566 3233 4019 6552 7350]
SMsplice 3SS: [1875 2399 3146 3856 6374 7244 7451]
top_k =  1000
Partition function (log Z): 5.695386429914095

Sorted 5' Splice Sites (High to Low Probability):
Position 3233: 0.9858241103152526
Position 6552: 0.9726710002253195
Position 94: 0.8705622580833803
Position 2566: 0.8543235453476166
Position 1986: 0.730455591727546
Position 4019: 0.5676032954285023
Position 7350: 0.38044940612782235
Position 4023: 0.3613710549175127
Position 3011: 0.214341572260781
Position 7290: 0.20841483093393123
Position 2856: 0.13697432529757508
Position 5070: 0.11399898558222421
Position 834: 0.07689535488813037
Position 2258: 0.0750290988638918
Position 123: 0.07077449107095711
Position 2562: 0.0552975570556458
Position 7759: 0.035462731476225785
Position 2280: 0.03534104393275935
Position 7504: 0.035274410585258514
Position 2729: 0.029021812294928416
Position 5817: 0.020100301963613315
Position 932: 0.019799399701392145
Position 150: 0.019381644509404328
Position 4425: 0.0173322267276824
Position 4106: 0.015912931625134085
Position 5134: 0.015713307759613503
Position 4123: 0.015076758153750508
Position 1876: 0.013900353510564987
Position 7616: 0.01382494204547654
Position 1046: 0.011031046479078035
Position 3079: 0.010320971468357197
Position 378: 0.009949827419643566
Position 19: 0.009590440618964174
Position 6302: 0.007788239363322348
Position 1004: 0.006968525096158551
Position 5790: 0.006187465444698226
Position 857: 0.006085189747668009
Position 7547: 0.005678943091026925
Position 166: 0.00567827540732068
Position 43: 0.005446975596658691
Position 1130: 0.005202485830752164
Position 2449: 0.0047617424815656634
Position 472: 0.004352544943798227
Position 6466: 0.0038535449692718143
Position 7339: 0.003770904891074
Position 294: 0.0033927791477207313
Position 2191: 0.0033279663889761862
Position 2885: 0.0030594392279577032
Position 4901: 0.002897371269954793
Position 5386: 0.0028582324179653113
Position 3042: 0.0027372076775401947
Position 4316: 0.0025302577118407154
Position 5593: 0.0023983528944640426
Position 1349: 0.002214984344199591
Position 7364: 0.002129828805717459
Position 2679: 0.0021069451883832203
Position 212: 0.0020269261323094968
Position 3805: 0.002026893510112948
Position 1330: 0.0020194696775002025
Position 199: 0.0019615905356626705
Position 2200: 0.0017900065720696536
Position 5794: 0.001591023342371134
Position 543: 0.0015239649097045904
Position 7009: 0.0015074067381307754
Position 2813: 0.001492186507321916
Position 1353: 0.0012682639489612927
Position 2523: 0.0012621133936708627
Position 2669: 0.0011924453229751164
Position 7532: 0.001161060562024593
Position 6287: 0.0011144875616507014
Position 144: 0.001011382038965618
Position 1066: 0.0009472338206528482
Position 3056: 0.0009195992209406196
Position 976: 0.0008868912847454483
Position 5118: 0.0008740546277476418
Position 2188: 0.0008586433949926285
Position 100: 0.0007385095075060884
Position 1669: 0.0007111907519849007
Position 2531: 0.0006958727572823107
Position 5633: 0.0006812281080008338
Position 1845: 0.0006426273667591232
Position 6241: 0.0006246502332557282
Position 654: 0.0005109447477259471
Position 4027: 0.0005018066709272424
Position 4497: 0.0004301415097479682
Position 1316: 0.000423928529402309
Position 6996: 0.00040733408478867323
Position 1192: 0.0003915159149759745
Position 7690: 0.0003833044668004744
Position 3988: 0.00034759495246046955
Position 501: 0.00033375592071793444
Position 919: 0.0003053066620659221
Position 2079: 0.00029275299058764443
