Gene = 4930548H24Rik
index = 53
Annotated 5SS: [446]
Annotated 3SS: [1422]
SMsplice 5SS: [446]
SMsplice 3SS: [1422]
top_k =  1000
Partition function (log Z): -7.420456572834301

Sorted 5' Splice Sites (High to Low Probability):
Position 446: 0.8944202051887683
Position 221: 0.24479771620574362
Position 1523: 0.07503800711389325
Position 931: 0.03864184704067392
Position 1346: 0.037645236711814314
Position 450: 0.03761815184631598
Position 1686: 0.02381267003910053
Position 159: 0.021857726249900823
Position 77: 0.020050213554596408
Position 104: 0.018851900629934644
Position 1780: 0.013507291665379065
Position 1144: 0.011673890177170966
Position 924: 0.00971021174598405
Position 6: 0.0064508345375781815
Position 257: 0.0063535958279060485
Position 626: 0.005304898231894213
Position 400: 0.003515768929290051
Position 906: 0.0033548840928056393
Position 1118: 0.0032398847065387205
Position 901: 0.002928545937306793
Position 1462: 0.0022821101175996817
Position 126: 0.002239458314446709
Position 1726: 0.0020299530849376894
Position 1351: 0.001916148132653281
Position 108: 0.0016189695904861386
Position 2063: 0.0012807615723879212
Position 1423: 0.0011450336092033394
Position 1492: 0.0008252515068168545
Position 111: 0.0006297356920445811
Position 25: 0.0006281010664191726
Position 712: 0.0006125975831509988
Position 1071: 0.0005330175078470521
Position 261: 0.0005106708385256283
Position 1443: 0.0004487238203526083
Position 1101: 0.0004393442743532313
Position 494: 0.00035805936812326503
Position 1626: 0.0003306939231234701
Position 1285: 0.00027503420005116103
Position 1043: 0.00025143701752639545
Position 52: 0.0002285893300200481
Position 480: 0.00022708605368212842
Position 190: 0.0001893901094078489
Position 953: 0.0001891582865727261
Position 327: 0.0001744238443172781
Position 58: 0.00015819513711739944
Position 214: 0.00014750846279360736
Position 2029: 0.00012707271448325006
Position 469: 8.88052564146871e-05
Position 1695: 7.178921465619112e-05
Position 576: 6.444898840946775e-05
Position 1670: 6.348062447042537e-05
Position 1167: 4.630682717625114e-05
Position 298: 4.230567177216796e-05
Position 188: 3.457849674642759e-05
Position 238: 3.318252586506977e-05
Position 2105: 2.5600844485710807e-05
Position 707: 2.2372340080461298e-05
Position 433: 2.1431532134572777e-05
Position 833: 4.376551277279956e-06
Position 3: 3.3190908219126998e-06
Position 955: 2.9159588408714354e-06
Position 736: 2.6283285012775217e-06
Position 285: 2.3857920668137237e-06
Position 315: 1.9774549302240054e-06
Position 1078: 1.91900766132798e-06
Position 1165: 8.588763995458249e-07
Position 500: 7.903826159274935e-07
Position 368: 6.653327109753778e-07
Position 1146: 6.469780530550256e-07
Position 1295: 6.23116776261855e-07
Position 551: 3.7638355268270676e-07
Position 349: 1.3972908035027244e-07
Position 317: 1.3901744839384734e-07
Position 305: 1.2094751201050631e-07
Position 379: 1.1893799266141968e-07
Position 614: 5.455321393036132e-08
Position 370: 2.3222529368549257e-08
Position 533: 4.197604764085639e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1422: 0.6364659610712431
Position 816: 0.22837041442132336
Position 361: 0.1069740911907646
Position 295: 0.09381453024423096
Position 2338: 0.08786402676472797
Position 1226: 0.07541401759746548
Position 1888: 0.06880034840593247
Position 1258: 0.05038963817365171
Position 327: 0.04193053518692557
Position 1822: 0.02855508209137561
Position 365: 0.014187230299211252
Position 1383: 0.008705302274166474
Position 1779: 0.006680648019985024
Position 332: 0.00655976833598494
Position 1010: 0.00612018772221814
Position 625: 0.005554008048105951
Position 1271: 0.003591284236327092
Position 1758: 0.0026576005495592
Position 1492: 0.0023262429282222405
Position 561: 0.002195223612140323
Position 971: 0.002091582231938621
Position 206: 0.0014410227482229848
Position 1726: 0.0013949082773299867
Position 1891: 0.0011655881924985613
Position 2136: 0.00099282601465623
Position 2038: 0.0009139996431091173
Position 2550: 0.0008198042529178084
Position 931: 0.0008185635852533918
Position 734: 0.0007139415600465382
Position 757: 0.0006717733516851691
Position 1070: 0.0006180896963422489
Position 2060: 0.0005192884322870754
Position 2179: 0.0005048113486589326
Position 1990: 0.0004969452833729818
Position 1735: 0.0004640815560848537
Position 305: 0.00046051816707097125
Position 500: 0.000453585702957712
Position 2096: 0.00041921435583662704
Position 1453: 0.0004179736142044061
Position 1981: 0.00037146501743209794
Position 682: 0.0003476025606935094
Position 2067: 0.00027128700316554936
Position 2458: 0.0002495369346245246
Position 1385: 0.00024720580685063726
Position 830: 0.00024233941074494397
Position 1969: 0.0002059704215020068
Position 379: 0.00020261058660130782
Position 156: 0.00019185720370468203
Position 1012: 0.00017991353760576947
Position 2384: 0.0001778659060086173
Position 2412: 0.00017599066731464988
Position 1496: 0.0001751771826131354
Position 400: 0.00015613143414284502
Position 2587: 0.00015212272549929937
Position 1275: 0.00015207165271751753
Position 1611: 0.00013397965649281443
Position 833: 0.00013312831404249504
Position 250: 0.0001274187428281682
Position 392: 0.00012658277356557507
Position 2500: 0.00011253090825661805
Position 1766: 0.00011185678795072509
Position 188: 0.00010729561656685926
Position 159: 0.00010706567631418874
Position 211: 0.00010449046314997628
Position 784: 0.0001031650853297194
Position 1624: 9.791709637341324e-05
Position 1155: 9.73991569780146e-05
Position 576: 9.640379842253218e-05
Position 1432: 8.952148417701287e-05
Position 1614: 8.116041242793209e-05
Position 1090: 7.556357772045697e-05
Position 509: 6.900852110558812e-05
Position 2089: 6.702152795315101e-05
Position 1789: 6.40245547997341e-05
Position 1677: 6.384920035438062e-05
Position 1018: 6.214141965859103e-05
Position 142: 6.205150934776865e-05
Position 2062: 5.7875316207818404e-05
Position 1861: 5.7354460613836644e-05
Position 2604: 5.32629772451488e-05
Position 2042: 4.966132109730183e-05
Position 1834: 4.554116019080432e-05
Position 770: 4.3635715530947066e-05
Position 1591: 4.20978157328697e-05
Position 1206: 4.1407970826872715e-05
Position 950: 4.1162138006805124e-05
Position 512: 3.9710574496719156e-05
Position 1893: 3.689690188376619e-05
Position 445: 3.094449374986002e-05
Position 1014: 2.995146924097435e-05
Position 936: 2.982982078278931e-05
Position 1654: 2.4406248599099913e-05
Position 1571: 2.4021725592412027e-05
Position 1522: 2.328257613690108e-05
Position 2155: 2.2349818568182525e-05
Position 1345: 2.203891458165159e-05
Position 163: 2.2016035143577678e-05
Position 582: 1.9694503148284614e-05
Position 712: 1.9250955786506063e-05
Position 238: 1.7455038313720413e-05
Position 489: 1.6977059014551757e-05
Position 843: 1.6891156352315875e-05
Position 1208: 1.6867945901921222e-05
Position 410: 1.5535664763734845e-05
Position 479: 1.4688427264953917e-05
Position 837: 1.4532861691842167e-05
Position 129: 1.2139451605228177e-05
Position 220: 1.1285515480595056e-05
Position 524: 8.464580322455196e-06
Position 1581: 8.36145187685514e-06
Position 1651: 7.459771501846085e-06
Position 1670: 6.38646815553327e-06
Position 1594: 6.024470674321302e-06
Position 214: 5.018356262636726e-06
Position 1043: 4.455538213199619e-06
Position 1607: 4.407268652286052e-06
Position 257: 3.0152394855931746e-06
Position 1563: 2.1977728321714925e-06
Position 135: 1.6540926744114103e-06
Position 104: 1.4998621419522548e-06
Position 1574: 1.4582962939468974e-06
Position 132: 1.0349344902656607e-06
Position 589: 1.0304031330765012e-06
Position 1020: 9.202115131126346e-07
Position 102: 4.682262817221093e-07
Position 433: 4.561323201025224e-07
Position 170: 4.3226138069739723e-07
Position 165: 4.219975281115853e-07
Position 604: 3.987654370062256e-07
Position 264: 3.8750679505805085e-07
Position 261: 3.6327676715999746e-07
Position 275: 3.1744219034835624e-07
Position 449: 2.731784784700177e-07
Position 1040: 2.48984327662585e-07
Position 76: 2.2780582566464422e-07
Position 642: 1.8311399143769276e-07
Position 1552: 1.623468099147977e-07
Position 404: 1.40666487927465e-07
Position 111: 8.7565370766388e-08
Position 98: 8.222951238112934e-08
Position 167: 6.91323284594013e-08
Position 269: 4.357988410639976e-08
Position 114: 2.0742611960044163e-08
Position 780: 1.753843927086539e-08
Position 1358: 1.705899154096193e-08
Position 90: 1.5599803232049822e-08
Position 108: 1.0781724989337199e-08
Position 870: 6.334515946712839e-09
Position 66: 6.91832662570877e-10
Position 1351: 5.221122808065246e-10
Position 600: 1.623973262877586e-11
Position 591: 1.5229497720154959e-15
