Gene = Fbxl12
index = 401
Annotated 5SS: [2732]
Annotated 3SS: [5556]
SMsplice 5SS: [ 183  561 2752]
SMsplice 3SS: [ 456 2658 5556]
top_k =  1000
Partition function (log Z): -5.377778926320985

Sorted 5' Splice Sites (High to Low Probability):
Position 183: 0.9126255908344234
Position 561: 0.8307855900369467
Position 2732: 0.5110604101581266
Position 2752: 0.4601641947909802
Position 2552: 0.18641995293356411
Position 3823: 0.04146252521094032
Position 5592: 0.032314290725973395
Position 5232: 0.025057051107083193
Position 5081: 0.022718677349033132
Position 931: 0.020903858192626912
Position 377: 0.018062399767906148
Position 5690: 0.014153283761150595
Position 3325: 0.011044753384432374
Position 4035: 0.009272310806367711
Position 1893: 0.008386227202852191
Position 2032: 0.005888302545997162
Position 5469: 0.005183367057134177
Position 4753: 0.004919788597300809
Position 2450: 0.00443783201649854
Position 5941: 0.003602298400695192
Position 3289: 0.0034178205745226124
Position 926: 0.003334122395713579
Position 6022: 0.003235562228983733
Position 3531: 0.003188632959747838
Position 2789: 0.003073767709971272
Position 5962: 0.0030648078083235805
Position 363: 0.002778107662941601
Position 6085: 0.0027638606257985765
Position 6763: 0.002476296856465366
Position 5746: 0.0023120377187728553
Position 4021: 0.00211201155788021
Position 128: 0.0019635315495396778
Position 4776: 0.0018839174721886286
Position 375: 0.0018404750418927558
Position 6787: 0.001833862135058307
Position 4759: 0.0017466314180563873
Position 758: 0.0016361220164565196
Position 923: 0.0012660629221044855
Position 2218: 0.0012345041590133355
Position 5093: 0.001074148373773668
Position 1207: 0.0009495061411457403
Position 5664: 0.0009290727602160825
Position 2496: 0.0009117917687686222
Position 381: 0.0009104471631414666
Position 478: 0.0009042405828359822
Position 341: 0.000790073500413767
Position 5842: 0.0006642575103689975
Position 5637: 0.000606780350307791
Position 1871: 0.0005560482365708424
Position 383: 0.0005439558150658584
Position 1216: 0.0004660974105750327
Position 5728: 0.0004579653668126829
Position 358: 0.0004061971816167025
Position 6262: 0.0002988492256661561
Position 2079: 0.0002935009248731462
Position 198: 0.00028302219364801284
Position 955: 0.00028243729601013716
Position 2265: 0.00025374285930557613
Position 869: 0.00022550082795162342
Position 1285: 0.00022030363242447627
Position 3590: 0.0002128384568456729
Position 863: 0.00021124792881884003
Position 4013: 0.00019718661195298903
Position 2526: 0.00018105119811702113
Position 4438: 0.0001639433328253158
Position 770: 0.0001619769864917871
Position 303: 0.00015434607770086262
Position 651: 0.0001420597157559683
Position 4064: 0.00014123790480982318
Position 898: 0.0001410518245329554
Position 1738: 0.0001396349861822312
Position 5601: 0.00013766602522408
Position 1814: 0.00013330852690481628
Position 3023: 0.00012071865013829154
Position 3034: 0.00011455694449667875
Position 2346: 0.00011325688587436051
Position 185: 0.0001108810767874409
Position 212: 0.0001000729514499075
Position 76: 8.814302461153275e-05
Position 276: 7.800292257607535e-05
Position 252: 4.227135373972629e-05
Position 315: 4.0418640887182135e-05
Position 279: 2.993939428264546e-05
Position 273: 2.9697725535646265e-05
Position 330: 2.1108007413677174e-05
Position 14: 2.0145080872552566e-05
Position 285: 1.9297548593853174e-05
Position 3717: 1.1585052512775647e-05
Position 66: 1.1110967365118597e-05
Position 24: 8.42567636524278e-06
Position 78: 7.777602989649582e-06
Position 5616: 7.5950111067824505e-06
Position 2795: 7.315421427522936e-06
Position 3068: 6.538041247950109e-06
Position 400: 6.158225628472685e-06
Position 5029: 5.846657984310287e-06
Position 5018: 5.785449114057885e-06
Position 22: 3.1571085976662325e-06
Position 717: 2.8056602311050413e-06
Position 1554: 2.0587973201156997e-06
Position 592: 8.960807327195517e-07
Position 1144: 6.72091823990274e-07
Position 829: 6.26306321770409e-07
Position 1065: 6.253355240183508e-07
Position 1331: 6.242321534059058e-07
Position 1221: 5.323827650985843e-07
Position 1373: 5.251154084972323e-07
Position 976: 4.6873817523029804e-07
Position 1342: 4.44153097813613e-07
Position 775: 4.033573781521491e-07
Position 1048: 3.2279950459553114e-07
Position 1271: 2.8353736868167707e-07
Position 2660: 2.505402024338614e-07
Position 1590: 2.002911263289736e-07
Position 609: 1.553258868423964e-07
Position 450: 9.635162450953614e-08
Position 510: 7.19713768615149e-08
Position 692: 3.8815636600598576e-08
Position 745: 1.0902078893707279e-08
Position 2711: 4.823937432365319e-09
Position 823: 8.903257559193096e-10
Position 789: 5.272026663705198e-12
Position 807: 4.791507736666186e-12
Position 780: 5.402499043090955e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 2658: 0.7526348752636955
Position 456: 0.7276637686274701
Position 5556: 0.48813425980148045
Position 2551: 0.16837797525635528
Position 6661: 0.1625098960958897
Position 5823: 0.15919533416747503
Position 2490: 0.07556845918354642
Position 5134: 0.06506424564681602
Position 5275: 0.05712080396494782
Position 2391: 0.05107251972432705
Position 3716: 0.03607860375562334
Position 2405: 0.03300669355014787
Position 2415: 0.03169389143622877
Position 3943: 0.03022061755104103
Position 279: 0.028915138088682416
Position 789: 0.02298460758411899
Position 2373: 0.02128850509834146
Position 5652: 0.019641746820592346
Position 5167: 0.015821262114551284
Position 4929: 0.015789947715521984
Position 2932: 0.012799523867656872
Position 5231: 0.011106398189411545
Position 1780: 0.010453255204525317
Position 2677: 0.009921864184936362
Position 6920: 0.008863749108145809
Position 2341: 0.00805593608749331
Position 2816: 0.006130409799272469
Position 6196: 0.0058437248293133895
Position 3883: 0.005655667186086178
Position 291: 0.005495908667493049
Position 4955: 0.005390525846810498
Position 6590: 0.00511074902917325
Position 3742: 0.004888029842191394
Position 3226: 0.004784967705913274
Position 397: 0.004733602896007649
Position 3360: 0.004345711110088351
Position 3083: 0.004308469118931267
Position 3243: 0.0041417375165374165
Position 6408: 0.0038634596048872094
