Gene = Prap1
index = 848
Annotated 5SS: [  74 1704 2808 3386]
Annotated 3SS: [1636 2754 3278 3486]
SMsplice 5SS: [  74 2808 3386]
SMsplice 3SS: [2754 3278 3486]
top_k =  1000
Partition function (log Z): -4.239861539021905

Sorted 5' Splice Sites (High to Low Probability):
Position 3386: 0.8706802428693935
Position 74: 0.8199641947556794
Position 2808: 0.6393108953146078
Position 615: 0.518130775708314
Position 1704: 0.38110771190968873
Position 3145: 0.2168772304083398
Position 1942: 0.13197111168017148
Position 3150: 0.07762388366808878
Position 322: 0.05700324177711939
Position 2010: 0.050440007809087486
Position 2389: 0.03722236160565569
Position 2099: 0.03683251159302068
Position 1853: 0.032313160239433904
Position 3053: 0.031917592249372545
Position 1985: 0.030845224205834926
Position 1592: 0.028325402462172612
Position 2680: 0.022298011694214682
Position 143: 0.019087774919217763
Position 3403: 0.0087405827482477
Position 1840: 0.005672184698320152
Position 3008: 0.0036333664889890457
Position 1421: 0.003515410187534414
Position 926: 0.0034683329735532512
Position 3642: 0.0024944541430709836
Position 1491: 0.0020642742188514487
Position 1989: 0.0020574206392915315
Position 510: 0.0015835135954368955
Position 1831: 0.0014306473708624635
Position 3154: 0.0013799070686090252
Position 1501: 0.0010917277708036028
Position 2138: 0.0009841404458328002
Position 1020: 0.0006664046791675366
Position 1887: 0.0006583796434878374
Position 82: 0.0006291268848796468
Position 1550: 0.0005889105984671065
Position 2370: 0.0005882266912951004
Position 1934: 0.00044059733417069934
Position 1759: 0.00037111474301237827
Position 1723: 0.00028244482681073145
Position 1406: 0.0002702425491741168
Position 3547: 0.00026022284322176455
Position 63: 0.0002326737981528462
Position 166: 0.0002159664943501871
Position 3632: 0.00020902276818024726
Position 2838: 0.00018268313301415592
Position 176: 0.00017986591834828292
Position 2676: 0.00015125960164017347
Position 2828: 0.00013982310418564998
Position 1637: 0.0001376638427748909
Position 160: 0.00012504724956846662
Position 716: 0.00011728468784581778
Position 662: 0.00011023746598409922
Position 3380: 8.382232032228417e-05
Position 607: 6.746321720741013e-05
Position 256: 6.256506283340948e-05
Position 2889: 5.6325161841810326e-05
Position 1315: 4.1587070354943266e-05
Position 1341: 4.083531448831828e-05
Position 182: 3.897242919662084e-05
Position 1323: 3.839613912046171e-05
Position 957: 3.80540718907185e-05
Position 587: 3.759650148184883e-05
Position 548: 3.086483876286875e-05
Position 1454: 1.8325824383738907e-05
Position 1456: 1.52919056780995e-05
Position 524: 1.5202585398685741e-05
Position 217: 1.4575897341091781e-05
Position 826: 1.134896830273112e-05
Position 484: 9.35819789848219e-06
Position 1253: 8.088981378636805e-06
Position 155: 7.840635621755705e-06
Position 507: 7.721427246395661e-06
Position 1268: 5.203397713852379e-06
Position 592: 4.715706880963046e-06
Position 157: 4.696394793868507e-06
Position 636: 4.625038174223195e-06
Position 1236: 3.62159874722288e-06
Position 828: 3.619999525858707e-06
Position 458: 3.4781918181302315e-06
Position 945: 2.982701057899831e-06
Position 1512: 2.8910812934873768e-06
Position 695: 2.6852956103712506e-06
Position 1166: 1.1248628890395422e-06
Position 1381: 7.977125810583121e-07
Position 1383: 3.5433321846590766e-07
Position 1408: 3.4569319062577555e-07
Position 1659: 1.4696906259774092e-07
Position 1214: 7.838401304441883e-08
Position 1353: 5.6446598539829304e-08
Position 1013: 3.1473984764916e-08
Position 472: 5.030046608873375e-09
Position 830: 3.076448513137461e-09
Position 3451: 1.6718637840953743e-09
Position 699: 1.1171483448303194e-09
Position 832: 3.8210765020639254e-10
Position 838: 3.5573997771041754e-10
Position 834: 3.2559341740257057e-10
Position 836: 3.1411077022635785e-10
Position 1343: 2.7196553396983847e-10
Position 514: 2.0805711923642887e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 3486: 0.958491633737588
Position 3278: 0.7440278070259009
Position 2754: 0.5384590319146965
Position 465: 0.38744356499136984
Position 1636: 0.35363514974826815
Position 2908: 0.1946865015933231
Position 1490: 0.16941695633483522
Position 1805: 0.12038742609029526
Position 2612: 0.0957518363797585
Position 3354: 0.05292876808772365
Position 2963: 0.0451425861084921
Position 3315: 0.0420347391933756
Position 1966: 0.031642608505253036
Position 3003: 0.029026894789539723
Position 2796: 0.0281372202729489
Position 3324: 0.02659063861497675
Position 2644: 0.025680214990178373
Position 2936: 0.02362604765543411
Position 2271: 0.02255413432106242
Position 470: 0.019812256391092496
Position 2009: 0.014154075708208801
Position 2981: 0.009217817875111053
Position 3293: 0.009209254693710171
Position 2546: 0.007213866911631566
Position 484: 0.007210075432199383
Position 3087: 0.0071708057235717665
Position 2051: 0.0060962444545893165
Position 3641: 0.005315142534509296
Position 3140: 0.004556539440034151
Position 1356: 0.0043270395456462
Position 3545: 0.0037436158011393225
Position 1420: 0.0033810362009092133
Position 1308: 0.0033462592391139837
Position 1843: 0.003104503736952791
Position 1862: 0.0030936597376054692
Position 1759: 0.0030386807193203253
Position 3599: 0.0029660491008063534
Position 2305: 0.0028009736809175437
Position 3535: 0.0026276314638347476
Position 2723: 0.0025338740067456086
Position 2315: 0.002450061811348128
Position 2246: 0.0023110473486110273
Position 2019: 0.001740476189865036
Position 3357: 0.001693746856479247
Position 3008: 0.0016633426632816839
Position 892: 0.0015576003034510936
Position 187: 0.0013573776363304726
Position 1925: 0.0012945709299937067
Position 3734: 0.0012392042592948773
Position 3131: 0.001237714135138276
Position 249: 0.0009732369103921869
Position 2341: 0.0009541126690450188
Position 3740: 0.0008968283951699054
Position 547: 0.0006893050077969906
Position 3568: 0.0006262773673779111
Position 1397: 0.000597415388447628
Position 728: 0.0005692835600749385
Position 749: 0.000551491226008532
Position 2942: 0.0004976402164284579
Position 1512: 0.0004955379769160348
Position 3767: 0.00048546150325267783
Position 2194: 0.0004360158679025831
Position 2726: 0.00041494390858911353
Position 1728: 0.0003742936661627838
Position 1933: 0.00034458713312404714
Position 1510: 0.0003424359347929012
Position 1766: 0.00033808679981033534
Position 2055: 0.0003380376506142936
Position 2088: 0.00033171511873000966
Position 505: 0.00026767102648816624
Position 2621: 0.00025889983381900857
Position 536: 0.0002443835886588507
Position 3364: 0.00023473547824407742
Position 2969: 0.00023198658381255266
Position 1978: 0.0002277042757184445
Position 1505: 0.00022090639705998053
Position 207: 0.000202359487860027
Position 201: 0.00019958082657772674
Position 1876: 0.00019297761189215413
Position 427: 0.00018101797574502187
Position 3035: 0.00017931008700250938
Position 3047: 0.00017907207139636214
Position 1152: 0.00016634248147223747
Position 3650: 0.00014981926022538902
Position 1683: 0.00014938833510664545
Position 569: 0.00014366175539242386
Position 2766: 0.00014254403644156855
Position 3176: 0.00013919619818173053
Position 1763: 0.00013737051049202554
Position 1946: 0.0001349527928634084
Position 1394: 0.00012992319592902108
Position 3573: 0.00011575651964860332
Position 572: 0.00010327956096805688
Position 538: 0.00010189646595701187
Position 956: 9.677504295106756e-05
Position 601: 9.634201026929447e-05
Position 3771: 9.324160796009227e-05
Position 2388: 9.281202998917414e-05
Position 3552: 8.713842748781937e-05
Position 2951: 8.634101594782384e-05
Position 182: 8.582701323050175e-05
Position 1534: 8.256286949091823e-05
