Gene = Mypop
index = 729
Annotated 5SS: [ 110 1376]
Annotated 3SS: [ 586 9245]
SMsplice 5SS: [ 110  970 1376]
SMsplice 3SS: [ 812 1305 8287]
top_k =  1000
Partition function (log Z): -5.431541387236306

Sorted 5' Splice Sites (High to Low Probability):
Position 110: 0.9932558067355052
Position 970: 0.6867529548147104
Position 1376: 0.6565145290006269
Position 3000: 0.4138320380759939
Position 8424: 0.3052916977318874
Position 1978: 0.2760024438712519
Position 4144: 0.27298296603544336
Position 1015: 0.2647911055806662
Position 9330: 0.26059411552940154
Position 8460: 0.21130772401010503
Position 6580: 0.13502024875289922
Position 1974: 0.10658520082443794
Position 10399: 0.06597286612664038
Position 2023: 0.06556258347615397
Position 7740: 0.04843844254175755
Position 1335: 0.04265469105646171
Position 2603: 0.042517616874608234
Position 1491: 0.02887535688458586
Position 5614: 0.023496384956294195
Position 10118: 0.01655037396502166
Position 2855: 0.015970445262087796
Position 10036: 0.013828023227333194
Position 1655: 0.01158661966151157
Position 1429: 0.011526694192090157
Position 4295: 0.010394039176780038
Position 460: 0.009451444248430967
Position 5620: 0.00913431732469766
Position 2941: 0.008610124090500663
Position 2125: 0.008048169714025732
Position 1452: 0.004851021777807535
Position 4054: 0.004238331568441671
Position 6540: 0.004006614346097574
Position 4553: 0.003980268295901503
Position 6690: 0.0039235316756345215
Position 8141: 0.003879866284471836
Position 2016: 0.002120839434842557
Position 1982: 0.002102853197401254
Position 6949: 0.002023894726825945
Position 8545: 0.0018677399002499677
Position 312: 0.0017898125039999318
Position 1484: 0.0015241952985477099
Position 6682: 0.001299620995513295
Position 1531: 0.000891482173020422
Position 10060: 0.0008371626366139807
Position 4024: 0.0008156826669474045
Position 667: 0.0007710627838366619
Position 3917: 0.0007394966680472678
Position 1102: 0.0006756741116446121
Position 1244: 0.0005518489759169075
Position 501: 0.0005384798264211366
Position 3170: 0.0005252115966117698
Position 496: 0.0005149390591605678
Position 135: 0.0004785835477241288
Position 2720: 0.00043555628265432467
Position 7751: 0.00040724240552237825
Position 2490: 0.00040216603729886124
Position 640: 0.00036708354043252017
Position 590: 0.0003658028593610408
Position 7773: 0.00034618363779300685
Position 114: 0.00026392544758584705
Position 603: 0.0001666721583403684
Position 38: 0.00014980720873460714
Position 1935: 0.00013540792529781356
Position 2170: 0.00013249539324321446
Position 432: 0.00011608875167798555
Position 517: 0.00010469871556401943
Position 190: 0.00010394493472614359
Position 415: 8.922885074862246e-05
Position 482: 6.770426195053571e-05
Position 847: 6.596645551710185e-05
Position 755: 3.825817216199046e-05
Position 215: 3.537519503573933e-05
Position 669: 3.123264524214951e-05
Position 148: 2.6900966399539572e-05
Position 1039: 2.1569658776451758e-05
Position 594: 2.128187929449764e-05
Position 1010: 1.9888146955840024e-05
Position 1021: 1.758320432578188e-05
