Gene = Inpp5a
index = 579
Annotated 5SS: [   356  64987  88987  92611 122363 127626 134781 136673 149155 169861
 170030 178329 185947 188310 189161]
Annotated 3SS: [ 64944  88885  92522 122298 127521 134727 136552 149069 169764 169954
 178254 185834 188240 189072 189244]
SMsplice 5SS: [   356  62873  65030  88987  92611 122363 127626 136673 149155 169861
 170030 185947 188310 189110]
SMsplice 3SS: [ 62762  64944  88885  92522 122218 127521 136552 149069 169764 169954
 185834 188240 189072 189195]
top_k =  1000
Partition function (log Z): -113.14321026154462

Sorted 5' Splice Sites (High to Low Probability):
Position 356: 0.9999280380470827
Position 11638: 0.4121280943709734
Position 10804: 0.029818975827272994
Position 9264: 0.02477124763335244
Position 1810: 0.013927618949420005
Position 3269: 0.0058680035080098105
Position 6453: 0.004770755045262409
Position 4258: 0.0037030478683331733
Position 1615: 0.002546010907807132
Position 8923: 0.0019835669072468293
Position 600: 0.0018952723907886516
Position 6185: 0.0018362617449704979
Position 3837: 0.0016334478789781605
Position 904: 0.0014014249769198728
Position 3273: 0.001031218604782689
Position 6749: 0.0010006057895716731
Position 137: 0.0009895400307630376
Position 7469: 0.0005841409831584374
Position 3824: 0.0005157692603840733
Position 2647: 0.0004630391980679033
Position 2642: 0.000323581954183603
Position 2900: 0.0003146231218389256
Position 1187: 0.0002821546708332907
Position 4524: 0.0002465105879852197
Position 2104: 0.0002442436225271327
Position 658: 0.0001432053035854487
Position 8795: 0.000134532210219329
Position 825: 0.00012053734304408701
Position 2907: 8.859365288111999e-05
Position 1086: 8.505465707896711e-05
Position 2975: 4.812457473286754e-05
Position 1288: 3.335335807357606e-05
Position 5514: 3.0676037169357086e-05
Position 2402: 2.8983271868009998e-05
Position 1546: 2.858104930736603e-05
Position 2301: 8.70592121538692e-06
Position 1091: 7.520074051533346e-06
Position 2142: 5.52269480522916e-06
Position 3066: 5.345857817770104e-06
Position 335: 5.303272307857182e-06
Position 1234: 5.186701619254654e-06
Position 2618: 4.429663670058846e-06
Position 513: 2.936365786235914e-06
Position 1342: 2.901238018273688e-06
Position 388: 2.573732463748801e-06
Position 55: 2.460784791926978e-06
Position 370: 1.979105947161536e-06
Position 1685: 1.9032368318144937e-06
Position 1529: 1.642239868653913e-06
Position 2586: 1.5527780971183492e-06
Position 867: 1.5206779628662813e-06
Position 1256: 1.5002260537939062e-06
Position 1979: 1.4035205099592167e-06
Position 168: 1.3883674682846887e-06
Position 360: 1.3080559296028646e-06
Position 953: 1.2624079686502177e-06
Position 402: 1.2096138650002141e-06
Position 731: 1.1765186138059139e-06
Position 1589: 1.1655889414518266e-06
Position 5605: 1.1220838709310632e-06
Position 6758: 1.0302501856503902e-06
Position 1181: 9.74745335094544e-07
Position 5876: 9.5415004160541e-07
Position 1542: 8.297937199668929e-07
Position 497: 6.665905146681608e-07
Position 511: 6.66385113967754e-07
Position 1039: 5.593498784737776e-07
Position 1600: 5.024289828250265e-07
Position 314: 3.0826491303962866e-07
Position 2904: 2.891787401333592e-07
Position 173: 2.444377385926517e-07
Position 323: 2.4119315669664317e-07
Position 30: 4.522505644177379e-08
Position 757: 3.210457822785696e-08
Position 995: 3.073238600434726e-08
Position 1804: 2.9933763529359854e-08
Position 685: 2.596530554923845e-08
Position 1208: 2.3467443511247087e-08
Position 931: 2.269616604496099e-08
Position 1953: 1.5023003250724336e-08
Position 254: 1.1742309080976056e-08
Position 1955: 1.1558841082672995e-08
Position 1782: 1.1420277204719207e-08
Position 1797: 8.082026209965163e-09
Position 699: 5.5757962984282396e-09
Position 469: 8.291442065378692e-10
Position 500: 4.510002279086369e-10
Position 438: 2.573166933463123e-10
Position 965: 1.0292262743900938e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 21929: 0.7400168235523008
Position 11544: 0.2707953223448094
Position 11436: 0.09492494529322468
Position 11408: 0.04028030435373874
Position 14357: 0.02361612801207241
Position 10695: 0.021966024678375672
Position 12714: 0.017813458287774506
Position 9015: 0.014020987333700994
Position 12747: 0.01332612956425856
Position 4898: 0.013080047784810351
Position 1684: 0.012381203518195869
Position 7315: 0.012362538908148995
Position 10698: 0.012353114952052132
Position 12143: 0.01230233102903333
Position 11354: 0.011441526496639987
Position 10315: 0.011137340894862192
Position 4837: 0.010802188839206825
Position 9344: 0.009679390036926607
Position 9154: 0.009439259225930623
Position 8780: 0.009188258667308873
Position 12576: 0.009151255376388022
Position 4148: 0.0070885807688620675
Position 9040: 0.007081084332369308
Position 8661: 0.006560706253713268
Position 3148: 0.006252449549378187
Position 10050: 0.005965429974395421
Position 12110: 0.0052198049837752615
Position 8844: 0.005138929904580127
Position 11786: 0.00462056340757903
Position 7714: 0.004504065298048809
Position 10922: 0.004244782143031105
Position 467: 0.004139729747890397
Position 4257: 0.0035245275326030467
Position 10836: 0.0031493983291157562
Position 438: 0.0027506087535245265
Position 5635: 0.0027265160243465643
Position 6256: 0.0024747405926419407
Position 9973: 0.0024732362204250347
Position 3053: 0.002426997268757908
Position 1395: 0.002401103701446536
Position 1874: 0.0023914679970644366
Position 1765: 0.002358982496466463
Position 5938: 0.0023560409928564904
Position 9058: 0.002112710019464354
Position 3086: 0.0018495819113181226
Position 7922: 0.0016601011503957512
Position 479: 0.0016406031755587507
Position 9554: 0.0015668082434699868
Position 9944: 0.0015632893222826114
Position 10080: 0.0015455500362112418
Position 4761: 0.0014006149263292573
Position 777: 0.0013316249968304253
Position 6652: 0.0012762484853167091
Position 6347: 0.0012671521595455201
Position 3177: 0.001241615031754562
Position 12204: 0.0011596512044203238
Position 9388: 0.0011329045265465385
Position 4580: 0.001099064652709126
Position 4166: 0.001050336047380484
Position 5680: 0.001028831087549569
Position 233: 0.0008970758990414725
Position 9519: 0.0008612763674986736
Position 9484: 0.0008529007431258342
Position 538: 0.0008200436377295176
Position 3661: 0.0007897261708439963
Position 6291: 0.0007828653678447681
Position 5220: 0.0007240664778450788
Position 10234: 0.000684622487298445
Position 5002: 0.0006658928330295539
Position 3715: 0.0006329911154473541
Position 2430: 0.0006305953077594903
Position 2926: 0.0006128063415486387
Position 1452: 0.0005705504837785982
Position 9436: 0.0005650825759170496
Position 5356: 0.0005544927747548131
Position 5873: 0.0005403474968626372
Position 8632: 0.00047861752243896435
Position 4323: 0.0004669620371972775
Position 6404: 0.00046198117209132256
Position 2519: 0.0004130064942188348
Position 5398: 0.00040154310521841306
Position 10385: 0.00039785979194867566
Position 1084: 0.0003932765087850805
Position 971: 0.0003926486378964114
Position 816: 0.00038831872558833103
Position 2734: 0.0003860475982540763
Position 3696: 0.00038562210332457385
Position 10101: 0.0003838558486710882
Position 5753: 0.0003824187071026984
Position 4787: 0.0003797393281312778
Position 717: 0.00034616010591598945
Position 1973: 0.00034583994782824224
Position 8339: 0.00034425342243424545
Position 2051: 0.000332894806969276
Position 8386: 0.0003317171629106475
Position 9347: 0.0003081302170133643
Position 2590: 0.00030753965742066344
Position 8681: 0.00030028907547559867
Position 4523: 0.00029673577815165955
Position 9322: 0.00028259669328438674
Position 3440: 0.0002796314458179493
Position 3664: 0.0002719938024090928
Position 2001: 0.000251565049766246
Position 7220: 0.00023141013833979034
Position 1146: 0.00022889877425868877
Position 7745: 0.00021380596139940357
Position 2796: 0.00020766491023302096
Position 3795: 0.00020629577096160126
Position 4400: 0.00020620938084695944
Position 3958: 0.00020356804020265268
Position 1059: 0.0002026602515483295
Position 931: 0.0001967334693615818
Position 7094: 0.00019581083886908537
Position 5649: 0.00019512449443944435
Position 4298: 0.00019179854959396094
Position 6558: 0.00018807306493892276
Position 3783: 0.000178620248135282
Position 781: 0.00016753218983835036
Position 4226: 0.00016349199583084133
Position 7035: 0.0001627460399074947
Position 4732: 0.00015878858790688803
Position 7725: 0.00015874211951871008
Position 3115: 0.00015196265418937935
Position 7751: 0.00014183866646073247
Position 8465: 0.0001293160665213936
Position 953: 0.00012897054030884124
Position 5257: 0.00012879000368761477
Position 7685: 0.00012765176171916818
Position 2394: 0.0001243206899671146
Position 1448: 0.00011961866204093021
Position 8003: 0.00011784169279042098
Position 1341: 0.00011160140944111319
Position 3368: 0.00011131442297638663
Position 7046: 0.00010859993896492698
Position 2273: 0.00010580070584456025
Position 849: 0.0001037720971119055
Position 2300: 9.964414691407608e-05
Position 2824: 9.834420455625105e-05
Position 1575: 9.501544975748963e-05
Position 2497: 9.306870898972585e-05
Position 2748: 8.940748639277605e-05
Position 5280: 8.823161694085927e-05
Position 1572: 8.321360097300188e-05
Position 3129: 8.180794153576341e-05
Position 3596: 7.88630074676192e-05
Position 2525: 7.28287917303527e-05
Position 6506: 6.646818626424463e-05
Position 6880: 6.633360313356081e-05
Position 1510: 6.495550362099472e-05
Position 2665: 6.437636708703431e-05
Position 497: 6.390933597913438e-05
Position 6840: 6.271922474606606e-05
Position 1738: 6.053414873612359e-05
Position 3260: 6.0112346879993814e-05
Position 6582: 5.489691897002229e-05
Position 1515: 5.416517056648191e-05
Position 1523: 5.319187621922355e-05
Position 2026: 5.2396772067374366e-05
Position 1707: 4.971677610628607e-05
Position 1455: 4.805940952043114e-05
Position 666: 4.714571164446685e-05
Position 5942: 4.525969882538035e-05
Position 4350: 4.3806658253059326e-05
Position 2972: 4.08155272450302e-05
Position 1720: 4.059293974671825e-05
Position 2512: 3.975466320561058e-05
Position 592: 3.809137182451614e-05
Position 1926: 3.574743706887958e-05
Position 3625: 3.495334635152319e-05
Position 4556: 3.474557278123467e-05
Position 5806: 3.1348219924255163e-05
Position 1626: 3.090768628222524e-05
Position 1494: 2.9225621546632073e-05
Position 5469: 2.8629740925192764e-05
Position 3983: 2.7830971045031394e-05
Position 3098: 2.6921204492248515e-05
Position 608: 2.4992310013475978e-05
Position 3463: 2.4859430877015376e-05
Position 3611: 2.3949685031503718e-05
Position 903: 2.264816842068635e-05
Position 5024: 2.212402084902664e-05
Position 5122: 2.189528781586838e-05
Position 3821: 2.0934458254548396e-05
Position 1891: 2.0901292672703356e-05
Position 4329: 2.0225675607299554e-05
Position 595: 1.9544083387026445e-05
Position 209: 1.8512114748398898e-05
Position 1902: 1.705317922438631e-05
Position 1269: 1.700455881288616e-05
Position 3410: 1.699667128568867e-05
Position 2185: 1.6063222577758343e-05
Position 2550: 1.518732612011329e-05
Position 237: 1.4941067088480467e-05
Position 4001: 1.3499146841402697e-05
Position 2468: 1.3256162345260909e-05
Position 444: 1.2073584314770495e-05
Position 2010: 1.1938073789113703e-05
Position 4304: 1.1850450345878146e-05
Position 3987: 1.1721943421264765e-05
Position 1302: 1.1638714977282573e-05
Position 2856: 1.1129553503129023e-05
Position 1361: 1.05845225010107e-05
Position 2355: 1.0488576781632933e-05
Position 3405: 9.984643733644072e-06
Position 1409: 9.962015595819106e-06
Position 2161: 9.720291701154691e-06
Position 3886: 9.702408495045188e-06
Position 254: 9.157367906753113e-06
Position 3918: 8.918526813779253e-06
Position 2897: 8.431123679091494e-06
Position 1988: 8.156585450593183e-06
Position 2680: 8.108662032741052e-06
Position 2241: 7.986532209801499e-06
Position 3548: 7.413750179845241e-06
Position 3442: 7.271194362793016e-06
Position 1090: 7.018381673754887e-06
Position 887: 6.1466319624648985e-06
Position 1731: 5.51917620124903e-06
Position 2932: 5.441971264846746e-06
Position 1086: 4.621685052208894e-06
Position 216: 4.360939528303743e-06
Position 259: 4.082637577315479e-06
Position 1380: 3.77633991939928e-06
Position 818: 3.7367941416587525e-06
Position 679: 3.6962510378239642e-06
Position 544: 2.7752693325946278e-06
Position 1338: 2.744998575774988e-06
Position 2553: 2.526086668704414e-06
Position 1222: 2.300528120196901e-06
Position 1609: 1.9551080934415627e-06
Position 979: 1.8838364679043336e-06
Position 1613: 1.5478741974967142e-06
Position 573: 1.4977436423671797e-06
Position 1692: 8.810846492280752e-07
Position 1767: 7.09710337586403e-07
Position 261: 2.9633301387074884e-07
Position 292: 2.53538658533378e-07
Position 186: 1.8714999240851055e-07
Position 1769: 1.8128014059005636e-07
Position 1481: 1.577033295081884e-07
Position 725: 1.4781318488384974e-07
