Gene = Apoc1
index = 130
Annotated 5SS: [ 52 250 773]
Annotated 3SS: [ 173  624 3023]
SMsplice 5SS: [ 52 270 548]
SMsplice 3SS: [173 410 624]
top_k =  1000
Partition function (log Z): -3.8931107483441147

Sorted 5' Splice Sites (High to Low Probability):
Position 52: 0.944909780933024
Position 270: 0.5958466011418899
Position 548: 0.5580153977756814
Position 250: 0.39431553598666724
Position 773: 0.3366369840914154
Position 802: 0.013889799268342011
Position 555: 0.010107669624348304
Position 2714: 0.006589978924203065
Position 2743: 0.002327858599059917
Position 2498: 0.00220500877033041
Position 1512: 0.0019575092652289396
Position 2734: 0.0018440054514423747
Position 1497: 0.0015879543201728484
Position 411: 0.0015521703732827626
Position 534: 0.001461290536788573
Position 814: 0.0014049597584559015
Position 472: 0.001248189589978228
Position 432: 0.0011784478926992483
Position 68: 0.001053126548457383
Position 799: 0.0005562784715749549
Position 2762: 0.00033000895569208094
Position 818: 0.0002460745000759581
Position 105: 0.0002114666813998692
Position 922: 0.00018579213630322863
Position 1473: 0.00017174305477241566
Position 158: 0.00011761160332358826
Position 832: 0.00010726610927588344
Position 350: 0.00010358554345482736
Position 2990: 9.464132399104237e-05
Position 2685: 8.264993729117301e-05
Position 560: 7.97252335282855e-05
Position 70: 6.760229143352386e-05
Position 1555: 6.426733587021223e-05
Position 231: 5.66337914766116e-05
Position 804: 5.054382038363134e-05
Position 806: 4.72202884262364e-05
Position 456: 4.592173585938526e-05
Position 808: 4.5153411451332335e-05
Position 570: 4.3102842786084913e-05
Position 810: 4.2184768530325955e-05
Position 1046: 4.145669834437334e-05
Position 56: 3.860020443391679e-05
Position 289: 3.621774583237019e-05
Position 436: 3.2694449169390066e-05
Position 102: 3.059265035755807e-05
Position 958: 2.8459681072688708e-05
Position 291: 1.922112062009551e-05
Position 296: 1.3999314457579348e-05
Position 216: 4.559101094432154e-06
Position 228: 4.28608345641912e-06
Position 305: 2.258550379378125e-06
Position 129: 1.7913481204228007e-06
Position 175: 1.2933480974698372e-06
Position 225: 1.0790395105460543e-06
Position 126: 7.541495854972578e-07
Position 572: 4.49345704141581e-07
Position 390: 3.992666083653879e-07
Position 116: 3.6657893537015106e-07
Position 995: 2.5061465427663534e-07
Position 978: 2.4823337962683765e-07
Position 952: 1.308220653059823e-07
Position 1004: 1.2032238957145276e-07
Position 360: 9.863376583401652e-08
Position 426: 8.178396597432383e-08
Position 424: 7.900140055158565e-08
Position 144: 7.709172382584495e-08
Position 1012: 5.662052386057293e-08
Position 362: 5.386075612841442e-08
Position 162: 5.027663199433401e-08
Position 695: 4.7060801952743506e-08
Position 976: 3.772383423151178e-08
Position 931: 3.732425407004343e-08
Position 812: 3.798160280232976e-11
Position 836: 1.3527907447935026e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 173: 0.9293300768075383
Position 624: 0.6637629316736386
Position 410: 0.5442750412193226
Position 3023: 0.2736575712889552
Position 2899: 0.09409696624726092
Position 2573: 0.08457833496117802
Position 432: 0.055544692383286555
Position 1088: 0.04517943532303703
Position 641: 0.03586900719073408
Position 2915: 0.02265658850493911
Position 630: 0.01265039329026084
Position 319: 0.010705355062654824
Position 190: 0.009624813601423815
Position 3037: 0.008580768502438597
Position 1822: 0.008549719303101028
