Gene = Lrif1
index = 643
Annotated 5SS: [  171 11207 12704]
Annotated 3SS: [ 9726 12421 13468]
SMsplice 5SS: [  171 12704]
SMsplice 3SS: [12421 12793]
top_k =  1000
Partition function (log Z): -11.290738279054297

Sorted 5' Splice Sites (High to Low Probability):
Position 171: 0.9531030987714377
Position 12704: 0.5742123879767401
Position 11671: 0.2613205944652598
Position 10679: 0.199965663253052
Position 781: 0.1253056447519673
Position 11499: 0.10364601958862737
Position 692: 0.09442324164723577
Position 1034: 0.0693104984289738
Position 11207: 0.058290292151953145
Position 10826: 0.04956149402030531
Position 12578: 0.026571102478582874
Position 1019: 0.026179783568826085
Position 3758: 0.020704616285488926
Position 8922: 0.01967726722144697
Position 7383: 0.013227943823464407
Position 11479: 0.010221990589445399
Position 12927: 0.009375366079335357
Position 6867: 0.007983410878647988
Position 565: 0.006349064571118004
Position 575: 0.005837061174649955
Position 13887: 0.005297270045717748
Position 42: 0.004073245945821104
Position 8012: 0.0038821140059520027
Position 10605: 0.002970616984982799
Position 4438: 0.0028985286538985005
Position 8816: 0.0028832629319762433
Position 776: 0.001974547544863641
Position 5907: 0.0015189815422481498
Position 597: 0.001188574700036866
Position 7519: 0.00118790182100348
Position 2289: 0.0007769258521936403
Position 463: 0.000774836513640892
Position 547: 0.0005853775110721969
Position 74: 0.0004898837163225993
Position 223: 0.0002666411506299041
Position 479: 0.0002654939486266576
Position 266: 0.0001683923342863593
Position 765: 9.647185133460584e-05
Position 374: 9.467375603895404e-05
Position 156: 8.896454823267089e-05
Position 65: 7.275909774676069e-05
Position 175: 6.708222455899308e-05
Position 535: 5.3379909614623524e-05
Position 237: 4.041558035423183e-05
Position 665: 3.3473135176459296e-05
Position 247: 3.283194761895467e-05
Position 2742: 3.189964910878666e-05
Position 119: 3.110056401507385e-05
Position 878: 3.101184327185003e-05
Position 610: 2.9851506139267484e-05
Position 836: 2.971405128044596e-05
Position 214: 2.5104690314293005e-05
Position 612: 2.472041578946085e-05
Position 283: 2.2754105722097607e-05
Position 3482: 2.1450950745030317e-05
Position 825: 1.8366952556380673e-05
Position 584: 1.744822958449978e-05
Position 34: 1.3224347467042881e-05
Position 887: 1.2383490889051536e-05
Position 111: 1.1704920480029069e-05
Position 1175: 1.0784629469902606e-05
Position 868: 1.0654397136526111e-05
Position 721: 7.747845695000945e-06
Position 6256: 6.7001928576594105e-06
Position 852: 5.806736791557019e-06
Position 6263: 4.824152341664239e-06
Position 807: 4.631597192806214e-06
Position 3754: 4.27162208890308e-06
Position 1458: 3.8049898178914994e-06
Position 5463: 3.637736627142899e-06
Position 181: 3.219019423452155e-06
Position 633: 2.760406998724377e-06
Position 339: 2.393458765003302e-06
Position 188: 1.9631752648552786e-06
Position 360: 1.7203460503560052e-06
Position 2600: 1.6971195675846274e-06
Position 734: 1.5234944971297523e-06
Position 710: 8.706068332523756e-07
Position 754: 7.697637265121903e-07
Position 911: 2.754773772742998e-07
Position 680: 2.7174534852294697e-07
Position 226: 2.64362906824295e-07
Position 130: 7.627950865070587e-08
Position 1489: 5.016833276145491e-09
