Gene = Smcp
index = 989
Annotated 5SS: [169]
Annotated 3SS: [4438]
SMsplice 5SS: [169]
SMsplice 3SS: [4438]
top_k =  1000
Partition function (log Z): -6.176898391622878

Sorted 5' Splice Sites (High to Low Probability):
Position 169: 0.9892218100728501
Position 2545: 0.2825492862605577
Position 2511: 0.1447747465141247
Position 1014: 0.10076850852922234
Position 3927: 0.07520165444420374
Position 2601: 0.016779402221371222
Position 2525: 0.007008419288301196
Position 114: 0.006620628322588001
Position 2226: 0.006215349021111473
Position 359: 0.006112675232142902
Position 758: 0.005007617793401185
Position 2785: 0.0044791457086760115
Position 2845: 0.004062433317908439
Position 825: 0.0028223972190365453
Position 3431: 0.002464267099389163
Position 3036: 0.0019733814239256253
Position 4533: 0.0015183471388364514
Position 3393: 0.0014584253253188209
Position 1092: 0.0013939952309123015
Position 2754: 0.0013644541831962247
Position 1002: 0.00123340450944079
Position 4587: 0.0010617371512260114
Position 4850: 0.0007997893017478411
Position 2862: 0.0007980635855895943
Position 1575: 0.0007380250144145616
Position 473: 0.0007305884049479559
Position 813: 0.0006815542779236642
Position 2149: 0.0005379615283464183
Position 341: 0.0005137639387551512
Position 2773: 0.000478485660037819
Position 4538: 0.00046931936627594875
Position 4559: 0.0004424807573841482
Position 336: 0.00040911338392630005
Position 3692: 0.0003871642783590284
Position 3065: 0.00035116208664510073
Position 263: 0.0003301732820397572
Position 601: 0.0003093848280817384
Position 1291: 0.00030776000366219145
Position 3633: 0.0002351819754312718
Position 2966: 0.00021627625276799919
Position 4940: 0.0002079552845153454
Position 4595: 0.00020370689737585375
Position 3444: 0.00016376388078222166
Position 2936: 0.0001609671250102087
Position 2794: 0.00015747992676210556
Position 3750: 0.00015311958187685834
Position 3622: 0.00014801583855557273
Position 4517: 0.00014723966714953214
Position 370: 0.00010657840109501191
Position 831: 8.546261234384603e-05
Position 2570: 7.778594403160464e-05
Position 1040: 7.40696371270959e-05
Position 592: 5.580981569510093e-05
Position 2355: 5.486796492582694e-05
Position 2185: 4.986188782608866e-05
Position 1375: 4.251955652255814e-05
Position 836: 2.9389131827405765e-05
Position 156: 2.888094392791048e-05
Position 2191: 2.408257737521657e-05
Position 660: 1.867708369844127e-05
Position 1437: 1.6333439236315492e-05
Position 466: 1.6176770506851724e-05
Position 845: 1.472182147749425e-05
Position 725: 1.3526211890639785e-05
Position 1542: 1.181537014096591e-05
Position 2302: 1.1093104931362761e-05
Position 1128: 8.533829206674371e-06
Position 2337: 8.436686414088174e-06
Position 1056: 8.014373971297607e-06
Position 1098: 7.83853294792532e-06
Position 1100: 7.688217639046469e-06
Position 762: 4.53894733230211e-06
Position 1096: 1.9592562602353415e-06
Position 154: 1.4284614599897322e-06
Position 197: 1.412336216969206e-06
Position 532: 1.4085045546099662e-06
Position 192: 1.247113184822091e-06
Position 427: 1.1984532524128545e-06
Position 330: 9.581104669553389e-07
Position 863: 7.228246067923449e-07
Position 408: 7.029923194238328e-07
Position 459: 4.829515293312005e-07
Position 187: 4.797415797100493e-07
Position 479: 2.545164520059119e-07
Position 2659: 2.5423511089697515e-07
Position 2595: 2.465015346248422e-07
Position 3417: 2.275649400733129e-07
Position 2530: 2.15646237610256e-07
Position 4266: 1.7318798195971857e-07
Position 2644: 7.940325641919536e-09
Position 224: 3.406458063613545e-09
Position 417: 1.74139717416932e-09
Position 279: 1.5588166790082538e-09
Position 240: 1.1018068056102979e-09
Position 828: 9.769124515414668e-10
Position 215: 9.150478844840272e-10
Position 299: 2.9334752097817994e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 4438: 0.5737684249826471
Position 2454: 0.4111120143781191
Position 4648: 0.1191821265576846
Position 4689: 0.11502440220971485
Position 960: 0.09703313232208859
Position 2403: 0.061482039879321305
Position 3796: 0.05407688024887142
Position 3308: 0.014849491688423321
Position 4731: 0.01396721123197422
Position 3621: 0.013038941336674702
Position 3485: 0.012389890884228564
Position 4545: 0.01179657341979798
Position 2891: 0.01167792749253698
Position 2878: 0.010830797194380576
Position 2658: 0.00985875675279442
Position 2843: 0.008837430106113368
Position 3632: 0.008803166986685734
Position 2593: 0.008146017657726708
Position 2048: 0.007316431988610711
Position 2714: 0.00632973039506428
Position 3525: 0.006010991679324359
Position 848: 0.004058504120325037
Position 2111: 0.00387199380451017
Position 4771: 0.00381577529438499
Position 2412: 0.0038040554098292562
Position 3776: 0.0037999620899131195
Position 259: 0.0036746648787272995
Position 3744: 0.003479374631444783
Position 4921: 0.0034682095097715586
Position 2229: 0.0033929249842202442
Position 3882: 0.0030831484504595208
Position 2434: 0.0028139302572920007
Position 4692: 0.002650947791352832
Position 4608: 0.0025449404717195145
Position 2917: 0.0021072233537917954
Position 4713: 0.0020521378363765356
Position 1981: 0.001965976039792049
Position 659: 0.0019231884150809689
Position 531: 0.0017790861467086453
Position 730: 0.00166905096083197
Position 279: 0.001602509100490538
Position 459: 0.0014710723658750893
Position 885: 0.0014460185404146697
Position 4406: 0.0014251329520339462
Position 2268: 0.0013988282395128305
Position 3673: 0.0012952514811225577
Position 3847: 0.0012243108867539484
Position 2293: 0.0011803151524560978
Position 636: 0.0011321848488542573
Position 3816: 0.0011286350878037116
Position 2149: 0.0010465124614231643
Position 286: 0.0010443128322751133
Position 3088: 0.0010205791295338396
Position 4849: 0.0009449604827499457
Position 5029: 0.0009397222224357353
Position 1541: 0.0008781911218719732
Position 3333: 0.0008763880473404228
Position 910: 0.0008224767343258375
Position 1279: 0.0007690787054139406
Position 3376: 0.0007523181929829396
Position 4168: 0.0007323449109082877
Position 358: 0.0007297204883929888
Position 3581: 0.0007134026754557206
Position 4051: 0.0006659134472621367
Position 4839: 0.0006613027145135479
Position 2483: 0.0006446928050735242
Position 311: 0.0006434800263246364
Position 3638: 0.0006365165166417971
Position 4210: 0.0006012620383131644
Position 3502: 0.0005881962822295448
Position 4587: 0.000539225072385133
Position 684: 0.0005172797981500627
Position 2068: 0.0004830054172627797
Position 734: 0.0004693163773146873
Position 2772: 0.00045697101871589675
Position 2302: 0.0004468653808438896
Position 2358: 0.0004347754557697639
Position 4485: 0.00040407043728744803
Position 676: 0.0003852285524784421
Position 938: 0.0003766135709940706
Position 570: 0.00035350272468820805
Position 2462: 0.00034262014639807636
Position 1329: 0.00030717840831357936
Position 946: 0.0002929228379222153
Position 1309: 0.0002912495660797526
Position 968: 0.00027984897143789293
Position 754: 0.00027303932640140036
Position 282: 0.0002724019494169126
Position 3987: 0.0002650477500977511
Position 439: 0.0002529335040455356
Position 224: 0.0002459031704539043
Position 2307: 0.00023054287549027438
Position 2829: 0.00022382174169627387
Position 2320: 0.00022277559882157193
Position 4292: 0.00022000949878574943
Position 4382: 0.00021068876074884968
Position 4458: 0.00020719947300286163
Position 4179: 0.0002044115710424613
Position 3800: 0.00020204943870488084
Position 542: 0.00019931698332788778
Position 4113: 0.00019757422990112575
Position 3035: 0.00018766841035551722
Position 2617: 0.00018329656770190193
Position 1222: 0.0001737095017519441
Position 981: 0.00016331199239846893
Position 5100: 0.00016224124516198862
Position 2600: 0.00015793360931694824
Position 1931: 0.00015444649524669617
Position 316: 0.0001503242624217007
Position 3710: 0.00014357680693269142
Position 4990: 0.0001381242615618355
Position 2642: 0.00013451224276486798
Position 912: 0.00012883537319409682
Position 3724: 0.0001245020461034656
Position 2163: 0.00012224573007165105
Position 821: 0.0001154672754975861
Position 466: 0.00011206348798745615
Position 4092: 0.00011107118580918613
Position 3387: 0.00010460000575653698
Position 3675: 9.880928653619914e-05
Position 2984: 9.444034025682712e-05
Position 2053: 8.564112163351766e-05
Position 2332: 8.046807225605403e-05
Position 2355: 7.664416161036217e-05
Position 511: 7.641516704219841e-05
Position 4265: 7.116610777819326e-05
Position 4341: 6.84417271954672e-05
Position 888: 6.801042796250226e-05
Position 824: 6.202703253658213e-05
Position 4373: 6.172933370046652e-05
Position 1183: 6.077595413956357e-05
Position 2182: 6.073693078011581e-05
Position 4008: 5.8517721858682545e-05
Position 3926: 5.633972356892744e-05
Position 267: 5.566221330162152e-05
Position 4286: 5.3141165031863566e-05
Position 1604: 4.688580797359964e-05
Position 2072: 4.5605923206852404e-05
Position 1228: 4.282835143183814e-05
Position 2504: 4.147928155091145e-05
Position 1009: 4.0972871927587775e-05
Position 5006: 3.934818694305118e-05
Position 812: 3.914977669719403e-05
Position 3337: 3.652864190285099e-05
Position 904: 3.2197630740656716e-05
Position 818: 3.195425574206159e-05
Position 2115: 2.7302727370691243e-05
Position 394: 2.696554088157185e-05
Position 2894: 2.4602120511144713e-05
Position 1632: 2.4074519224829795e-05
Position 851: 2.3984694623612738e-05
Position 5104: 2.3878312823289652e-05
Position 1243: 2.3153948223178223e-05
Position 2633: 2.2986401163493954e-05
Position 689: 2.0837816020447185e-05
Position 1237: 2.0116490093313e-05
Position 376: 1.99913432720952e-05
Position 1056: 1.873535625089937e-05
Position 698: 1.7061348470138143e-05
Position 704: 1.645760101531379e-05
Position 1530: 1.4216223806733872e-05
Position 1666: 1.4114869850500747e-05
Position 859: 1.2587165509839495e-05
Position 1332: 1.1976416435199804e-05
Position 1475: 1.0757809974233759e-05
Position 701: 1.039226230993965e-05
Position 319: 1.0047401893314086e-05
Position 413: 9.451897475615122e-06
Position 2086: 9.2284760799502e-06
Position 750: 7.44766457074487e-06
Position 592: 6.92581617923483e-06
Position 917: 6.8849253868093395e-06
Position 627: 6.763118222669159e-06
Position 765: 3.938992256029737e-06
Position 313: 3.912126295619606e-06
Position 618: 3.684321991316046e-06
Position 549: 3.4729068531956862e-06
Position 2081: 3.297935678881801e-06
Position 1208: 2.670645720235927e-06
Position 595: 2.5672864425319034e-06
Position 587: 2.547228414368229e-06
Position 1467: 2.4956358264542418e-06
Position 539: 2.457918747437573e-06
Position 921: 1.8064428886210567e-06
Position 472: 1.7560061986821832e-06
Position 601: 1.7343839263969372e-06
Position 585: 1.6664984937957483e-06
Position 801: 1.6206173890056356e-06
Position 778: 1.5812595294088527e-06
Position 566: 1.3909497401859499e-06
Position 1510: 1.3902976366922472e-06
Position 775: 1.289845992928729e-06
Position 983: 1.1556033648050181e-06
Position 1187: 1.102195715453712e-06
Position 835: 1.0023349609436926e-06
Position 861: 1.0008520757875112e-06
Position 2664: 8.582783351014425e-07
Position 2719: 7.055442362973319e-07
Position 2671: 7.038952426423979e-07
Position 2465: 5.690771689557142e-07
Position 2342: 4.914731438769188e-07
Position 686: 2.6397987724583706e-07
