Gene = Ro60
index = 912
Annotated 5SS: [  148  6643 10479 11295 11636 15799 16716 17126]
Annotated 3SS: [ 6041 10257 11147 11497 15681 16601 16978 19173]
SMsplice 5SS: [  148 11295 11636 15799 16716 17126]
SMsplice 3SS: [11147 11497 15681 16601 16978 19173]
top_k =  1000
Partition function (log Z): -1.389743715783332

Sorted 5' Splice Sites (High to Low Probability):
Position 11636: 0.9885037618922132
Position 16716: 0.8845193155360097
Position 11295: 0.8804539663891731
Position 148: 0.7351910580055934
Position 17126: 0.7074907174339943
Position 15799: 0.6665121688392178
Position 23024: 0.5473806058153733
Position 10479: 0.5121683566590778
Position 6643: 0.4717732013780955
Position 19294: 0.46148285857021754
Position 10662: 0.4003443734228292
Position 154: 0.24465896923367247
Position 7081: 0.2388879740060604
Position 21787: 0.19996321530699543
Position 11805: 0.19959450437203746
Position 19505: 0.13635613039413144
Position 13645: 0.12891738906233388
Position 400: 0.12276245818522365
Position 19791: 0.08968198573045656
Position 17090: 0.08888485596746451
Position 8978: 0.068390600430152
Position 4594: 0.061506903063608113
Position 22828: 0.049762757115249016
Position 16840: 0.04792327405748616
Position 10433: 0.043771178939275984
Position 11316: 0.04117354045013236
Position 2725: 0.035188900673665334
Position 16525: 0.03184664603206178
Position 14671: 0.029740624738960313
Position 17723: 0.028691238635614468
Position 24923: 0.028656180101492287
Position 11301: 0.02785093979220298
Position 17282: 0.02437494780587803
Position 19066: 0.023747812609190247
Position 16695: 0.023504583889844523
Position 3877: 0.023292504535204945
Position 4556: 0.021687966454699822
Position 6190: 0.018067180800452373
Position 96: 0.01805727549621371
Position 15755: 0.017828186021342445
Position 13555: 0.017461303100158147
Position 5121: 0.017349066803026985
Position 13894: 0.016601013834824912
Position 18344: 0.013144634693450426
Position 1152: 0.01299107331184883
Position 10727: 0.010486912109920176
Position 12377: 0.009812130970808701
Position 15724: 0.008623534447992073
Position 3190: 0.008620482703097985
Position 18067: 0.008420110465771298
Position 16535: 0.006191214938560157
Position 20096: 0.006167699462510018
Position 15984: 0.005919997585358372
Position 12182: 0.005690918608441817
Position 6197: 0.005196442300945554
Position 6781: 0.00489108028121415
Position 11247: 0.004708475268792182
Position 365: 0.00465093388617209
Position 4691: 0.004236249086267101
Position 13507: 0.004111819506982356
Position 16845: 0.0039933508717231525
Position 16901: 0.003892261828388972
Position 15845: 0.0032792487794554544
Position 15773: 0.0031086980753550516
Position 13467: 0.003100130257608606
Position 18655: 0.0028751443669685533
Position 6141: 0.002778011244584696
Position 21766: 0.0027476432138693594
Position 7642: 0.0024954943156164063
Position 17396: 0.002408969960505916
Position 16013: 0.0021043621422533855
Position 9056: 0.0020279833145542205
Position 8992: 0.0019925295704247632
Position 19266: 0.001858506848549567
Position 19333: 0.0016844482572972352
Position 10380: 0.0016244010977745583
Position 13794: 0.0015292398871845957
Position 16140: 0.001336912320010085
Position 236: 0.0013181421330065702
Position 17220: 0.0013014435199840536
Position 15792: 0.0012405176022042845
Position 15223: 0.001222507612273885
Position 15206: 0.0010896836692467302
Position 12459: 0.0010366189930478475
Position 13553: 0.0009261997829812816
Position 13847: 0.0009219968594941172
Position 12522: 0.0008792355915969317
Position 11148: 0.0008208730953852784
Position 15842: 0.0007802907101607113
Position 13876: 0.0007470932500856747
Position 13573: 0.0006713532747263636
Position 11785: 0.0006644326103260196
Position 12625: 0.0006314129649732705
Position 509: 0.0005895430677638154
Position 3600: 0.0005541216814731605
Position 17116: 0.0005237189863180842
Position 13476: 0.0005225161764261617
Position 934: 0.0005083286356783642
Position 15760: 0.00045703923941262255
Position 2076: 0.0004520020276969931
Position 12796: 0.0004442795419833121
Position 12824: 0.0003881864065199302
Position 2746: 0.00038513022042963377
Position 976: 0.0003591543496552138
Position 16668: 0.0003481182283774128
Position 16632: 0.0003342095257192174
Position 1131: 0.0003230230143573513
Position 16661: 0.00031133633188157696
Position 11836: 0.00024284643774467716
Position 17054: 0.00024027602447465403
Position 13394: 0.0002399866517939376
Position 12404: 0.00023580594699672134
Position 17248: 0.00021287109608573112
Position 17179: 0.00020941336310788592
Position 12897: 0.00014358555863886268
Position 114: 0.00012866814389230312
Position 4700: 0.00012634810354114834
Position 127: 0.00011597396591718664
Position 612: 9.746244159582178e-05
Position 4686: 9.050090329969678e-05
Position 12157: 8.502570143909681e-05
Position 9929: 7.272441370652126e-05
Position 1621: 5.8917996975935075e-05
Position 3595: 5.068397991578721e-05
Position 858: 4.733232773559988e-05
Position 971: 4.158443706280528e-05
Position 13310: 4.009858886905194e-05
Position 17672: 3.876590060165745e-05
Position 3956: 3.505508443717168e-05
Position 2918: 3.1662763049639664e-05
Position 5308: 3.0847307465147856e-05
Position 794: 2.674696727825102e-05
Position 5296: 2.188492482197756e-05
Position 2383: 1.976970945000682e-05
Position 3157: 1.7109451173690444e-05
Position 5553: 1.670264806968009e-05
Position 158: 1.3534385447364621e-05
Position 2571: 1.1596017648378709e-05
Position 6097: 8.50103420853006e-06
