Gene = Knop1
index = 608
Annotated 5SS: [ 166  632 3852 5634 7806]
Annotated 3SS: [  279  2913  5564  7679 10159]
SMsplice 5SS: [ 632 5634 7596 7806]
SMsplice 3SS: [ 5564  7466  7679 12501]
top_k =  1000
Partition function (log Z): -2.219877338764478

Sorted 5' Splice Sites (High to Low Probability):
Position 632: 0.9945718524791839
Position 7806: 0.9023591711206707
Position 5634: 0.8461137321516344
Position 4702: 0.5718094310739935
Position 11554: 0.4678680889231917
Position 7596: 0.4326498944455585
Position 11015: 0.3655627681351591
Position 7440: 0.25245465789038124
Position 3366: 0.2422141963853773
Position 2070: 0.22945344921812968
Position 867: 0.2221708539419069
Position 11011: 0.20310164482926085
Position 4359: 0.19688029903766432
Position 2769: 0.15644599970856782
Position 3043: 0.13671663773617967
Position 8096: 0.11633583529260866
Position 12594: 0.11408003046706985
Position 12862: 0.11235494430594804
Position 13111: 0.10520039991835449
Position 4934: 0.10085453288557437
Position 8984: 0.09556502001088846
Position 5097: 0.09254899227441665
Position 2340: 0.07613647199674634
Position 2037: 0.07567110191709493
Position 1789: 0.06519618806186163
Position 2725: 0.05188386394124007
Position 4389: 0.04565576315492738
Position 802: 0.04162928964002317
Position 10421: 0.02843235435592699
Position 7762: 0.024616542429548204
Position 13176: 0.02413815034682887
Position 9915: 0.024074127530138476
Position 11279: 0.02369071070687833
Position 6371: 0.022334813753720838
Position 8789: 0.021173824796049012
Position 4719: 0.021080825145146635
Position 7842: 0.020683054904165967
Position 11268: 0.020272858925335376
Position 3875: 0.020255076138005493
Position 3006: 0.020081337038444315
Position 2882: 0.018775805032133604
Position 11260: 0.018684102170079854
Position 798: 0.017061459679210494
Position 7758: 0.016772756140396267
Position 3108: 0.016335647858663347
Position 7205: 0.015671351692085236
Position 10375: 0.014977200678171676
Position 6397: 0.014925691979322524
Position 7558: 0.014806843267581148
Position 5087: 0.014636616886191394
Position 13083: 0.014427588689221173
Position 7810: 0.01353003471112599
Position 11589: 0.013236400917513692
Position 1072: 0.010167039824721173
Position 8343: 0.00976485389054462
Position 1448: 0.008595918079343384
Position 12408: 0.008571254757841953
Position 3856: 0.007729469603998012
Position 832: 0.007689289164080565
Position 10291: 0.007606740115181722
Position 4627: 0.0067541381992091126
Position 1171: 0.006581322093300881
Position 11825: 0.006025480769061168
Position 1136: 0.005258383089626337
Position 890: 0.005255312511038857
Position 1893: 0.004813158489733363
Position 1299: 0.004487166001731112
Position 6403: 0.003917018720820319
Position 2730: 0.0038052108504001802
Position 2994: 0.003381431050630284
Position 48: 0.003328811683241393
Position 6401: 0.003265912540976096
Position 2997: 0.0026995474554669494
Position 3652: 0.0026984946527018596
Position 9200: 0.002629061674302798
Position 7714: 0.002329279660239576
Position 11594: 0.002026086515445266
Position 1771: 0.0018802626958882211
Position 645: 0.001871962077498896
Position 8603: 0.0017427132148311068
