Gene = Uvssa
index = 1176
Annotated 5SS: [  307   630  9291 10141 11342 13161 13489 23904 30285 30854 32347 32977
 35378]
Annotated 3SS: [  529  8959 10019 10945 13047 13359 23797 30112 30730 32162 32864 35202
 36101]
SMsplice 5SS: [  270   630 10141 11342 13161 13489 19945 22234 23904 28531 29507 30854
 32347 32977 35378]
SMsplice 3SS: [  529 10019 11194 13047 13359 19888 22126 23797 28426 29320 30730 32162
 32864 35269 36101]
top_k =  1000
Partition function (log Z): 14.261368478697113

Sorted 5' Splice Sites (High to Low Probability):
Position 10141: 0.9999902925648948
Position 13489: 0.9920620513639716
Position 13161: 0.9780801780761597
Position 32977: 0.9774126360877836
Position 32347: 0.9714118393825854
Position 630: 0.9310480193892525
Position 30854: 0.9090131360289394
Position 11342: 0.905347390441405
Position 19945: 0.8337905928124065
Position 29507: 0.7637624611142841
Position 22234: 0.751012888652457
Position 35378: 0.6892621545374791
Position 17261: 0.635690364444522
Position 9291: 0.6261398232593877
Position 28531: 0.6041235352514667
Position 23904: 0.5920800980684781
Position 15415: 0.5510270751420644
Position 270: 0.48987640954138006
Position 11114: 0.3871542265026205
Position 5394: 0.3639849833106169
Position 6714: 0.3174321621136295
Position 30285: 0.2998002772450806
Position 22515: 0.29467769966542456
Position 17069: 0.2701726344137262
Position 37465: 0.24776668604045546
Position 6446: 0.24149481659570046
Position 23911: 0.23064737826101842
Position 30392: 0.22618325555715513
Position 6808: 0.18641488603291084
Position 33730: 0.1539176825489486
Position 14040: 0.14912386860475899
Position 15983: 0.1465457121389448
Position 91: 0.1320119486402867
Position 35734: 0.12758803009516997
Position 14759: 0.11577039674744029
Position 141: 0.10495893533944155
Position 36206: 0.10217730616107695
Position 5899: 0.10018706345827967
Position 13832: 0.09916196722902476
Position 12259: 0.09744465413787053
Position 35940: 0.09727624212393493
Position 21263: 0.09188226080992412
Position 30164: 0.08764689009676561
Position 35944: 0.08676544119390409
Position 30152: 0.08004941627736366
Position 12493: 0.07734284713378296
Position 36192: 0.07128020052077848
Position 36200: 0.06943279840358785
Position 17193: 0.06705185958572353
Position 22519: 0.06605118359447384
Position 7367: 0.06599544045227675
Position 13766: 0.06122146090744484
Position 432: 0.0583640474324717
Position 34471: 0.05824247922561279
Position 162: 0.05371572559219979
Position 115: 0.053414920299188935
Position 29896: 0.053029104505490296
Position 31732: 0.05279344162118062
Position 30865: 0.05040674808263322
Position 19092: 0.04954735173683816
Position 15015: 0.04304894710725681
Position 8774: 0.0412012622718458
Position 17656: 0.03565846194049949
Position 19742: 0.03418944629295543
Position 8926: 0.030005046590526756
Position 6105: 0.02850999924102715
Position 30356: 0.02741829924283378
Position 13989: 0.02327123054007951
Position 6436: 0.02312148862365551
Position 29736: 0.020825153522245923
Position 13337: 0.020198033773123264
Position 9217: 0.018835172519340894
Position 36539: 0.01875072974183498
Position 3446: 0.0176920109346114
Position 28521: 0.016712915246952304
Position 3743: 0.016068738557567994
Position 307: 0.016052626341890988
Position 12271: 0.015803939372486135
Position 35572: 0.01574611579447827
Position 36202: 0.014585603267731716
Position 11382: 0.013579786140187415
Position 222: 0.01345130507381989
Position 948: 0.012817455070260456
Position 6867: 0.01194916181512232
Position 5297: 0.011650156071893453
Position 8802: 0.011009423719430826
Position 6419: 0.010947661986128945
Position 36252: 0.010417666181100495
Position 15678: 0.010393347156145883
Position 9083: 0.00996606616078598
Position 32653: 0.009828671970935001
Position 1566: 0.009593792728812165
Position 6383: 0.009072903941019311
Position 7002: 0.009070010406619545
Position 4327: 0.00843505186580653
Position 15222: 0.008124988858854763
Position 442: 0.008039105927695137
Position 10693: 0.007686003576047697
Position 35367: 0.007654957975442077
Position 789: 0.007504290827629888
Position 7490: 0.0074116569310896125
Position 32981: 0.00713536401595391
