Gene = 4931406P16Rik
index = 62
Annotated 5SS: [   65 28850 49999 55539 55920 56205 57140 59565 65445 68586 71312 73043
 73808]
Annotated 3SS: [27597 49800 55397 55823 56042 56980 59466 65318 67572 71145 72904 73728
 74313]
SMsplice 5SS: [   60  1463  7767 16992 21709 27833 49999 55539 57140 59565 65445 71312
 73043 73808]
SMsplice 3SS: [ 1374  7628 16892 21465 27597 49800 55397 56980 59466 65318 71145 72904
 73728 74313]
top_k =  1000
Partition function (log Z): -38.06794745062477

Sorted 5' Splice Sites (High to Low Probability):
Position 7767: 0.9414852233543118
Position 21709: 0.6471133259748456
Position 1463: 0.6416586172831978
Position 27833: 0.558411499958398
Position 17097: 0.5301464647838415
Position 60: 0.5161857514905488
Position 17091: 0.4598501069394048
Position 11081: 0.42359339949089675
Position 65: 0.39821556527595064
Position 17331: 0.22954002069695836
Position 20418: 0.1927672683205522
Position 8164: 0.16366466172020375
Position 12021: 0.15690605855672235
Position 13770: 0.15184343421427662
Position 856: 0.1298648382910985
Position 10811: 0.10187698614854798
Position 22870: 0.08940185095038056
Position 13484: 0.07829516527485064
Position 1343: 0.07445080900663331
Position 1033: 0.04108291351162834
Position 17392: 0.040445403797080975
Position 16338: 0.03479894707395286
Position 13488: 0.03335484877190559
Position 19128: 0.028624376264168673
Position 13452: 0.028230230027161907
Position 22274: 0.026663416884780345
Position 13468: 0.025911327237328134
Position 17304: 0.02254555344638779
Position 17274: 0.018519831003934926
Position 11655: 0.01588642894389618
Position 5862: 0.015659456200556074
Position 6430: 0.013982802807458304
Position 87: 0.013981181245909219
Position 13492: 0.012900526465256728
Position 33: 0.012557128316258825
Position 13431: 0.01033764504483961
Position 17517: 0.0050616625130247535
Position 10194: 0.004639490314653323
Position 10198: 0.00448821252797873
Position 4830: 0.003924057325569272
Position 6369: 0.0036945859484103028
Position 10211: 0.003525507168148232
Position 6087: 0.003283742918540111
Position 1718: 0.002782456730657226
Position 5933: 0.0026085565766438864
Position 5792: 0.0025691648050361273
Position 10932: 0.002439502135780417
Position 3013: 0.0021977567389098755
Position 2090: 0.0020569293923870533
Position 8986: 0.0018108692940764714
Position 108: 0.0012426922584179393
Position 572: 0.0006710734675262676
Position 24: 0.0005514429031721039
Position 890: 0.00021841286041725846
Position 70: 0.00021548900226880477
Position 823: 0.00019869873203836867
Position 359: 0.00016758534263152319
