Gene = Ambn
index = 113
Annotated 5SS: [  96  943 3414 4740 5733 7456 8499 9180 9324 9740]
Annotated 3SS: [  873  3347  4691  5621  7260  8459  9119  9278  9694 11440]
SMsplice 5SS: [  96  943 7032 7456 9180]
SMsplice 3SS: [  743  6809  7260  9119 11440]
top_k =  1000
Partition function (log Z): 0.805215948318335

Sorted 5' Splice Sites (High to Low Probability):
Position 96: 0.9689773687874508
Position 7456: 0.9348879973099347
Position 9180: 0.9117833742390616
Position 7032: 0.8749531578315497
Position 943: 0.7868804425420137
Position 4029: 0.4881559913259115
Position 5733: 0.45835282231404795
Position 9324: 0.32469492414466433
Position 4740: 0.31578336518763084
Position 8499: 0.2918745985598732
Position 846: 0.2759960850467925
Position 9740: 0.1784548248154845
Position 1054: 0.1587003182757678
Position 3414: 0.1018906661926658
Position 7870: 0.023512338244120218
Position 11075: 0.020463916203206946
Position 3651: 0.01804700489540815
Position 2124: 0.014959587630636493
Position 8210: 0.012196648948029002
Position 9230: 0.011920197725194348
Position 6900: 0.011878327536988975
Position 7539: 0.01106171435242424
Position 5003: 0.01085423405510595
Position 7837: 0.010702324819207335
Position 7036: 0.009495137466561493
Position 4860: 0.008796188234932719
Position 1190: 0.00830980296174297
Position 8520: 0.008050873470398207
Position 7024: 0.007531107589605631
Position 7423: 0.007479166889870641
Position 8607: 0.007027829511220219
Position 6980: 0.006621708407493246
Position 6937: 0.005961038942091981
Position 619: 0.004489812696753846
Position 8051: 0.003945985167156308
Position 11343: 0.003899778401309012
Position 2220: 0.003888247197328419
Position 561: 0.003771192403151654
Position 8708: 0.0037664622803292866
Position 103: 0.0036811389579790845
Position 9526: 0.00320309878232101
Position 7330: 0.0027631999247556315
Position 11069: 0.002727505545299779
Position 77: 0.0026219498118875344
Position 512: 0.0024374870835489498
Position 7977: 0.0022938019596388413
Position 1108: 0.0022472096944022883
Position 3667: 0.00212741799667511
Position 8912: 0.002079787227552856
Position 276: 0.002019860814659229
Position 3633: 0.002012378908196184
Position 83: 0.0018318959189904855
Position 1771: 0.0017633089160408511
Position 11305: 0.0016876521894398494
Position 1468: 0.0015740487928680277
Position 8547: 0.001410335760563639
Position 6600: 0.0014054726645463937
Position 8988: 0.001339020902116806
Position 11939: 0.0011244633480235703
Position 11130: 0.0011144772709617333
Position 11604: 0.0011000462342764894
Position 8723: 0.0010914329705534343
Position 9814: 0.0010321136017230797
Position 8999: 0.0010161315596011787
Position 2650: 0.0009964546311635116
Position 2224: 0.0009901606825269808
Position 7772: 0.0009493952516933065
Position 7215: 0.0009292740795584838
Position 1294: 0.0008373068927634056
Position 3575: 0.0007635011206070268
Position 9458: 0.000745040716827993
Position 7137: 0.0006561892882825439
Position 663: 0.0006239680171202965
Position 332: 0.0005434582034721024
Position 8549: 0.0005056839027370962
Position 4403: 0.0004983198084343337
Position 8975: 0.0004917248387612243
Position 2479: 0.00043615316374286334
Position 2543: 0.0004209432795985449
Position 8936: 0.00039647573986668064
Position 1636: 0.0003731820522801504
Position 554: 0.0003197131285922941
Position 1605: 0.00031615466918551497
Position 148: 0.00028319752423193684
Position 3434: 0.00025378873060976357
Position 8460: 0.00021944978826013813
Position 3291: 0.0002129464718475301
Position 1538: 0.00019314695945329985
Position 3900: 0.00018342703172837216
Position 2506: 0.00018334534625161374
Position 122: 0.00018116621197255243
Position 7782: 0.0001722121037435926
Position 4059: 0.00017172925712183608
Position 487: 0.00016453962825457722
Position 11105: 0.00016125168235372913
Position 2430: 0.00014859514970125243
Position 3566: 0.00011224827467767783
Position 515: 0.0001100109418968905
Position 476: 0.00010458087632934881
Position 10136: 9.691505819582364e-05
Position 300: 9.054379079156032e-05
Position 380: 8.601437723825513e-05
Position 598: 5.144643678052983e-05
Position 310: 4.296285715547022e-05
Position 9184: 4.084831495117807e-05
Position 296: 4.0564546992390123e-05
Position 124: 4.02079966755806e-05
Position 714: 3.9424198015126195e-05
Position 9186: 2.9969043121253446e-05
Position 8: 2.8731067166220102e-05
Position 44: 2.608953230077343e-05
Position 9352: 2.552816832754194e-05
Position 531: 2.383385992617942e-05
Position 1010: 1.1525477685269745e-05
Position 3438: 6.698021579212879e-06
Position 3436: 6.583352475355198e-06
Position 1044: 6.238051299226663e-06
Position 3432: 6.1557145109512685e-06
Position 690: 5.835490277391851e-06
Position 3440: 5.5582382536470656e-06
Position 678: 4.864657308400397e-06
Position 3144: 4.74426137897365e-06
Position 622: 4.255695630044368e-06
Position 1685: 4.116514704656932e-06
Position 1349: 3.903119572164978e-06
Position 3442: 3.7115790676938307e-06
Position 1980: 3.595386354984651e-06
Position 3225: 3.3971607591341212e-06
Position 2795: 3.375357800519435e-06
Position 316: 3.308474775472024e-06
Position 761: 2.9274868898368746e-06
Position 1340: 2.8507922479007537e-06
Position 1081: 2.7634740163826667e-06
Position 1040: 2.326267820442089e-06
Position 596: 2.324883443865242e-06
Position 1523: 2.1590059275629364e-06
Position 1235: 1.3860294166280488e-06
Position 1732: 1.139166423020684e-06
Position 2634: 1.100777638364087e-06
Position 1058: 4.7479314919926685e-07
Position 867: 4.677715679038915e-07
Position 6908: 3.741666249903941e-07
Position 1065: 2.538909116739633e-07
Position 947: 2.520769515332471e-07
Position 1071: 1.670562859241182e-07
Position 865: 1.4352974600017154e-07
Position 1300: 1.187528454330301e-07
Position 1359: 9.565412066946685e-08
Position 1222: 4.811198911829436e-08
Position 919: 3.9774618736379416e-08
Position 937: 3.657393138847898e-08
Position 1343: 2.023988603633799e-08
Position 1382: 1.740987556496677e-08
Position 912: 1.3253720572203826e-08
Position 1167: 1.9028043323115092e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 9119: 0.935172255272107
Position 6809: 0.9161625074222481
Position 7260: 0.5177081327088946
Position 743: 0.5168885281073965
Position 11440: 0.4720533228465739
Position 3920: 0.45631815610958854
Position 919: 0.36376841070225807
Position 5621: 0.35293221143573106
Position 9278: 0.3299747732733135
Position 10412: 0.30278063416402323
Position 8459: 0.27392949235941294
Position 873: 0.2487910472358797
Position 4691: 0.23248351137396314
Position 9694: 0.1402029913081698
Position 7305: 0.12384679547707622
Position 7215: 0.10713369582233127
Position 7272: 0.0927064888195111
Position 5629: 0.07465020644115732
Position 3347: 0.06867919347948936
Position 4575: 0.06643619115670091
Position 7329: 0.05304497763162237
Position 9651: 0.05162230375683756
Position 787: 0.031441697420237114
Position 7389: 0.029603238692695388
Position 10859: 0.027330756747061084
Position 894: 0.025940068382846883
Position 10432: 0.02313631908024059
Position 9128: 0.020686336271720274
Position 11011: 0.020062126063572928
Position 7651: 0.019128682205134723
Position 11891: 0.01880149058607877
Position 1024: 0.017912957418387342
Position 8435: 0.017853986853562077
Position 7125: 0.017463579427863606
Position 7800: 0.017273436271016195
Position 9598: 0.01669082939788915
Position 3899: 0.01486656026106619
Position 11255: 0.014673118500586876
Position 3529: 0.014103250691225007
Position 3216: 0.013860874512137787
Position 8008: 0.012782867954581507
Position 3515: 0.011993512356492755
Position 3104: 0.011653131386941969
Position 3796: 0.011345470041595744
Position 5419: 0.010699269475988099
Position 4511: 0.01059487742314581
Position 5706: 0.010589614797413913
Position 2068: 0.010239764276632047
Position 4484: 0.010238008648261243
Position 8255: 0.010040175952778032
Position 9062: 0.008267529861657727
Position 9288: 0.007862445270508668
Position 12467: 0.007730164960583786
Position 3180: 0.0063508472278936325
Position 8606: 0.006310119334693007
Position 4859: 0.006271979951654019
Position 8842: 0.0057905968662513565
Position 4445: 0.005505247276942066
Position 7377: 0.005478646108343571
Position 9909: 0.00494744718614154
Position 11206: 0.004866842307046276
Position 5475: 0.004793954070450577
Position 9570: 0.004406984168665833
Position 9868: 0.004377231874788845
Position 9075: 0.004216686175796241
Position 419: 0.004178831466948001
Position 648: 0.0037249800958335006
Position 10252: 0.003584718411328216
Position 8334: 0.0031669741954525737
Position 10082: 0.003105072020864598
Position 7711: 0.0030842193635780162
Position 1630: 0.003047937610953344
Position 7106: 0.002972714988264596
Position 1189: 0.002824220348043399
Position 1904: 0.0027039768487670374
Position 10113: 0.0025713628077762203
Position 792: 0.0024845477931768815
Position 11807: 0.00239629224593748
Position 5429: 0.0023831726888787173
Position 7159: 0.002362180296309642
Position 12448: 0.0023405403800921165
Position 11177: 0.0023323282940850513
Position 11777: 0.002331562254921507
Position 7341: 0.0020714818275591775
Position 4739: 0.0018650985278002065
Position 10898: 0.001857060486496707
Position 7281: 0.0018539519224535827
Position 10209: 0.00185234118259968
Position 10751: 0.001767406252179214
Position 11484: 0.0017382114668123198
Position 2406: 0.0016464660764908086
Position 4601: 0.0015610638413651899
Position 3968: 0.0015561715954018056
Position 8021: 0.0015337551475230152
Position 1927: 0.0014990892303647927
Position 10437: 0.0014329783961762445
Position 845: 0.0014293845844698633
Position 5406: 0.0013637163291978767
Position 9670: 0.0013228264081352767
Position 361: 0.0013139132356513757
Position 3765: 0.001275724336095378
Position 12030: 0.0012717680320910368
Position 7897: 0.00125009728546327
Position 12502: 0.0011922552539411675
Position 11727: 0.0011464204263194153
Position 8402: 0.0011077431141976709
Position 11142: 0.0011016883317941908
Position 2052: 0.0010887194312516227
Position 761: 0.0010369243739956093
Position 8429: 0.0010303767100285138
Position 707: 0.0009936515512044403
Position 2018: 0.0009717866694226319
Position 3300: 0.0009020506424689893
Position 11104: 0.000880971409723673
Position 11747: 0.0008646565495533353
Position 9884: 0.0008536831082840037
Position 806: 0.0007289855498919083
Position 11585: 0.0007113266821464465
Position 11810: 0.0006909392218503218
Position 2037: 0.0006727805685385677
Position 11289: 0.0006464749777822634
Position 310: 0.0006203326594502477
Position 7285: 0.0006090375458531342
Position 9040: 0.0005658094080612384
Position 7150: 0.000550646005001776
Position 6542: 0.000547249554266303
Position 5449: 0.0005471901449707827
Position 2531: 0.0005377683769714394
Position 9070: 0.0005214078830182186
Position 9708: 0.0004947898315103849
Position 6470: 0.0004924022464657463
Position 8301: 0.0004692999249098564
Position 3244: 0.00045222359227753905
Position 947: 0.0004426369343995268
Position 1988: 0.00043808341640299485
Position 3318: 0.00043320008226641467
Position 511: 0.00039917994341839375
Position 5499: 0.00039348693025985983
Position 1966: 0.00038878359818142347
Position 4214: 0.00037108496889457084
Position 4456: 0.0003697317881357818
Position 6358: 0.0003669940456220139
Position 991: 0.00035184925743864955
Position 1047: 0.00032265359831517914
Position 10388: 0.0003025895760792946
Position 155: 0.0003008957407789884
Position 12066: 0.000295871322165564
Position 6621: 0.0002771713368598794
Position 8856: 0.0002646431735140723
Position 7393: 0.0002621051334254496
Position 195: 0.0002149962626905248
Position 1726: 0.00021368543393321371
Position 8067: 0.00020932533300083446
Position 8181: 0.00020473360742047201
Position 929: 0.00020378152297533688
Position 12298: 0.0001987588874379141
Position 12332: 0.00019358564700568175
Position 1907: 0.0001908178772071606
Position 7129: 0.0001896198670222868
Position 8079: 0.00018902923639802513
Position 7653: 0.00017868243280577445
Position 173: 0.0001491741429608612
Position 9349: 0.00014448633600481307
Position 7760: 0.00014357875913593104
Position 9497: 0.00013923175656539374
Position 570: 0.00013895341913033304
Position 1155: 0.0001350983016294295
Position 4182: 0.000127234839539763
Position 11783: 0.00011060853756250008
Position 1040: 0.00010985668527655753
Position 4425: 0.00010807748970103358
Position 2097: 0.00010784442878098735
Position 1698: 0.0001047917523413936
Position 9779: 0.0001044890161804353
Position 1753: 9.45518226676725e-05
Position 463: 9.4284898880566e-05
Position 8868: 8.788374383846687e-05
Position 591: 8.394036608607229e-05
Position 2032: 7.83375656357509e-05
Position 1399: 7.392911408316094e-05
Position 719: 7.012685040544235e-05
