Gene = Sct
index = 954
Annotated 5SS: [116 299 514]
Annotated 3SS: [196 408 609]
SMsplice 5SS: [116 299]
SMsplice 3SS: [196 609]
top_k =  1000
Partition function (log Z): -1.394083473988837

Sorted 5' Splice Sites (High to Low Probability):
Position 116: 0.9986535711118083
Position 299: 0.8703305643721746
Position 514: 0.22367387543294434
Position 314: 0.006437046594621402
Position 285: 0.003456948122063234
Position 559: 0.0020069724512140003
Position 280: 0.0008842214197736072
Position 336: 0.00031783848081745744
Position 125: 0.00012495767414202554
Position 88: 7.00386080912446e-05
Position 546: 6.321678770313029e-05
Position 404: 3.139158492279139e-05
Position 399: 1.4929461742727374e-05
Position 393: 1.4063897353761536e-05
Position 518: 1.023055937076135e-05
Position 563: 9.846658895537928e-06
Position 670: 9.177803801401756e-06
Position 362: 7.060337328043294e-06
Position 253: 4.932761461363489e-06
Position 580: 2.837998551074345e-06
Position 451: 2.640269230773033e-06
Position 487: 2.388389653090757e-06
Position 68: 8.158260327534113e-07
Position 484: 7.792857607895207e-07
Position 221: 5.205245139093548e-07
Position 387: 3.4012314492201127e-07
Position 684: 3.185347699587598e-07
Position 591: 5.080707003353412e-08
Position 677: 2.5298319054223375e-08
Position 691: 1.842580542633576e-08
Position 136: 1.3104712139887986e-08
Position 625: 1.1548221367853326e-08
Position 13: 3.009030199640007e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 196: 0.9886579884781285
Position 609: 0.9021630373677334
Position 434: 0.0706977566485355
Position 457: 0.03831585877558295
Position 441: 0.012215458933095205
Position 436: 0.01113790836915817
Position 408: 0.010832579791959696
Position 621: 0.010762977645120266
Position 415: 0.009994655603253097
Position 669: 0.008956014213427465
Position 689: 0.008340642756414746
Position 422: 0.0082093451615079
Position 591: 0.0064680994449954786
Position 205: 0.005151567667940043
Position 499: 0.004791744361162169
Position 508: 0.00207774101590575
Position 464: 0.002018406419341271
Position 532: 0.0015515688019431871
Position 472: 0.001279130987964706
Position 229: 0.0006030763208438782
Position 466: 0.0003438835895621011
Position 412: 0.00030505906237589643
Position 708: 0.00016023747596836908
Position 213: 0.00015060974291041107
Position 253: 0.00014224512221006966
Position 787: 0.00013563738825780232
Position 546: 0.00013493022719069305
Position 558: 0.00012008935884942974
Position 248: 7.72373567208311e-05
Position 233: 6.605976319573709e-05
Position 278: 5.7078007858796e-05
Position 717: 4.968771934093343e-05
Position 554: 2.8210200249580135e-05
Position 691: 2.7112354702014055e-05
Position 739: 2.0713279788787804e-05
Position 756: 1.92151387835644e-05
Position 730: 1.6621103539211573e-05
Position 346: 1.0352927857947408e-05
Position 722: 9.520136342575204e-06
Position 732: 8.758071281830476e-06
Position 238: 5.106186572606903e-06
Position 298: 4.9794869143415644e-06
Position 313: 3.6432207076595002e-06
Position 327: 3.628188130573185e-06
Position 259: 2.3422214055405153e-06
Position 753: 1.0033438250310188e-06
Position 317: 6.221261551971546e-07
Position 266: 5.883692449215747e-07
Position 336: 3.8561268206075536e-07
Position 726: 2.6197411947263657e-07
Position 293: 1.4715791504425123e-07
Position 518: 1.0970051204407004e-07
Position 303: 1.017663135298399e-08
Position 115: 7.533069237557496e-13
Position 88: 3.484067084282909e-13
Position 120: 1.471688807006157e-15
Position 123: 1.0992354627587794e-15
