Gene = Hopx
index = 543
Annotated 5SS: [  275 20256]
Annotated 3SS: [20098 27304]
SMsplice 5SS: [  275  4303 12191 20256 20593 22408]
SMsplice 3SS: [ 4155 12076 20098 20459 22322 27304]
top_k =  1000
Partition function (log Z): -5.9320428670063965

Sorted 5' Splice Sites (High to Low Probability):
Position 20256: 0.9991602712608757
Position 4303: 0.9978605549881824
Position 275: 0.891632686758363
Position 22408: 0.8202783310773865
Position 12191: 0.7160598781432257
Position 20593: 0.6774292804021806
Position 26603: 0.1305697618528598
Position 11223: 0.0936504845174499
Position 14074: 0.09302673411169905
Position 23078: 0.07163523152487092
Position 12705: 0.06078120019452825
Position 12305: 0.05738869471413275
Position 87: 0.05736283626135799
Position 25213: 0.05408463606463151
Position 26595: 0.05191513282582192
Position 92: 0.05181324111600323
Position 23215: 0.05098737569524532
Position 25666: 0.04660892469473939
Position 1135: 0.04357316170774222
Position 1060: 0.04345803479626144
Position 14199: 0.03921669686341453
Position 27160: 0.034495718254569714
Position 900: 0.031359347996180585
Position 20605: 0.026643802547897538
Position 3808: 0.02512704904608728
Position 25369: 0.0235152314306179
Position 909: 0.021308042037495804
Position 22658: 0.01955879121086497
Position 2387: 0.015911022808868795
Position 594: 0.015169393835907024
Position 21409: 0.014905309974186532
Position 3815: 0.012200565377552213
Position 292: 0.011291953912151284
Position 7437: 0.010544786879579401
Position 2633: 0.010181538615923585
Position 26065: 0.010035694754787437
Position 704: 0.008504433666862054
Position 25328: 0.008336148204250523
Position 4000: 0.0070168738476770135
Position 21308: 0.0067689923985168035
Position 26983: 0.006064757948404076
Position 26189: 0.00594832539413109
Position 21291: 0.005667840577852744
Position 4061: 0.005370567295975497
Position 4006: 0.005115464269378179
Position 2709: 0.00492318585356796
Position 2287: 0.004709559478352612
Position 24549: 0.00461208086125022
Position 26937: 0.004444789556763308
Position 504: 0.004325774333509609
Position 4056: 0.004033354202202177
Position 8023: 0.003945436363764123
Position 1127: 0.003677030763585848
Position 758: 0.003606932429550885
Position 20537: 0.003123932396436814
Position 23623: 0.002945835413509074
Position 22528: 0.002302753266556142
Position 3646: 0.002280999874500529
Position 2123: 0.002253405815390083
Position 3292: 0.0021376034537593605
Position 142: 0.001966476322561
Position 26297: 0.0017981092720466018
Position 1179: 0.0017617246027868004
Position 22783: 0.0017306776866966049
Position 21552: 0.001723909407226566
Position 954: 0.0016952424575122239
Position 133: 0.0016276532334022506
Position 12649: 0.0014211400668788052
Position 22398: 0.001335162408212557
Position 3936: 0.0013098710570026617
Position 396: 0.0011109744601386458
Position 12904: 0.0010744077696200293
Position 23002: 0.0010327264769087437
Position 7813: 0.0009040880341645947
Position 10185: 0.0007218773141119164
