Gene = Sap25
index = 942
Annotated 5SS: [ 380  577  798 1002]
Annotated 3SS: [ 472  658  903 1085]
SMsplice 5SS: [ 120  380  577  798 1002]
SMsplice 3SS: [ 284  472  658  903 1085]
top_k =  1000
Partition function (log Z): 6.2784663173083155

Sorted 5' Splice Sites (High to Low Probability):
Position 120: 0.9889732460283497
Position 380: 0.939306536696629
Position 1002: 0.8724157264906929
Position 577: 0.8374304180980723
Position 798: 0.8287281232214585
Position 609: 0.0755245290627495
Position 779: 0.06408590899566306
Position 391: 0.04594374902843123
Position 589: 0.02802964960240412
Position 912: 0.010781096833111906
Position 402: 0.0036032283442424735
Position 1008: 0.0031712942767428303
Position 203: 0.0021978623294808325
Position 724: 0.0020735372795581673
Position 251: 0.0020069088128289673
Position 232: 0.001996701891582128
Position 574: 0.001785294711288998
Position 1309: 0.001762442371378616
Position 472: 0.001640597792566878
Position 131: 0.0013550968364610444
Position 1207: 0.0012747617136256678
Position 823: 0.000509694946387654
Position 680: 0.00042723646110606457
Position 1318: 0.00035683499575304723
Position 502: 0.00030074770303228774
Position 630: 0.00023576991419038844
Position 593: 0.0002273500235940381
Position 601: 0.00022600163520263635
Position 210: 0.0002194866747140564
Position 831: 0.00015954045909510162
Position 1127: 0.00013266168878236638
Position 490: 0.00011960379204088848
Position 618: 0.00011874797363808588
Position 782: 0.00010510724455667066
Position 1145: 7.774315798646831e-05
Position 214: 7.553682019804454e-05
Position 958: 5.935161191461587e-05
Position 519: 5.623085326993553e-05
Position 150: 5.192471018177471e-05
Position 784: 3.841875529975049e-05
Position 1137: 3.466685190882099e-05
Position 1358: 3.107182164837476e-05
Position 599: 2.377469897114243e-05
Position 435: 1.7792606581528453e-05
Position 826: 1.5014384673949538e-05
Position 405: 1.3988800137507651e-05
Position 53: 1.2049639110449685e-05
Position 1293: 9.80099945147073e-06
Position 109: 7.969759270010492e-06
Position 906: 6.954071847224058e-06
Position 1315: 6.596852539035794e-06
Position 153: 6.1472455131538005e-06
Position 1287: 5.2589799322135705e-06
Position 1330: 5.158825489898485e-06
Position 669: 2.6231585523072046e-06
Position 445: 2.205359507878766e-06
Position 1248: 2.1234332666060576e-06
Position 969: 1.8168682712039474e-06
Position 410: 1.4456967595626242e-06
Position 967: 1.3649455030282696e-06
Position 703: 9.036097065806791e-07
Position 688: 6.666094910399681e-07
Position 456: 6.582639013876436e-07
Position 1384: 3.84979983540926e-07
Position 930: 2.8108738470280984e-07
Position 465: 1.5960337395326904e-07
Position 476: 1.0897057677058755e-07
Position 255: 2.5151166132269685e-08
Position 648: 7.0474612187882015e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 284: 0.9671894843500163
Position 1085: 0.9593186007079874
Position 472: 0.8180912722783531
Position 903: 0.7846215835988938
Position 658: 0.6591754487575288
Position 696: 0.3020338153549319
Position 501: 0.12449868442142743
Position 818: 0.020756052843323436
Position 1157: 0.01253189965023946
Position 1217: 0.011122491296501995
Position 291: 0.008564328767582596
Position 344: 0.00605098604386956
Position 1049: 0.005711374026048402
Position 1429: 0.003996634075418332
Position 867: 0.0036846572098507054
Position 661: 0.003563666151832872
Position 873: 0.002789104761123259
Position 927: 0.002641886051751124
Position 297: 0.0026388741549506585
Position 1273: 0.0023880450965705325
Position 231: 0.0021997979837199656
Position 1302: 0.001819132594650797
Position 319: 0.0016483249631025988
Position 305: 0.0012111519907363805
Position 1180: 0.001155386870924757
Position 515: 0.0011512218812353677
Position 889: 0.0010203942664181722
Position 1099: 0.0007797969417518681
Position 965: 0.0007539582500009286
Position 608: 0.000650827528919196
Position 989: 0.0006000599927449832
Position 741: 0.0004254877620551755
Position 886: 0.0003876076251218212
Position 758: 0.0002944073696857386
Position 916: 0.00028960980932648997
Position 677: 0.0002736844757983356
Position 666: 0.0002347929617934804
Position 1452: 0.00017215343360960585
Position 545: 0.00016841597775492883
Position 998: 0.00016609221445856878
Position 863: 0.00010542820468013865
Position 1001: 9.141932413074193e-05
Position 882: 8.74370542485911e-05
Position 767: 7.217588871502245e-05
Position 1308: 7.180490857413946e-05
Position 424: 6.119651014776019e-05
Position 823: 5.331597944278876e-05
Position 1375: 4.626853989096282e-05
Position 1056: 4.39041171577736e-05
Position 242: 4.1988518815208404e-05
Position 744: 3.086924504544252e-05
Position 323: 2.27520618284703e-05
Position 797: 2.2325108018572467e-05
Position 838: 1.990709826452003e-05
Position 1255: 1.7001624241576333e-05
Position 236: 1.647455276672859e-05
Position 1103: 1.565396321406098e-05
Position 843: 1.555158449344619e-05
Position 330: 1.4393351097867462e-05
Position 370: 1.332089763355798e-05
Position 1062: 1.3211928415611804e-05
Position 1184: 1.2564652043812263e-05
Position 778: 1.1554701720050976e-05
Position 552: 8.359750948207315e-06
Position 1222: 8.28624021126106e-06
Position 327: 8.232017535008517e-06
Position 612: 8.202559037993922e-06
Position 1190: 7.922317259753753e-06
Position 379: 7.253118712890416e-06
Position 773: 6.458872709904412e-06
Position 1358: 6.400475926765429e-06
Position 315: 6.395180270576388e-06
Position 1281: 6.342797228838876e-06
Position 184: 6.225396271235665e-06
Position 255: 5.152602922425368e-06
Position 1226: 5.036078944438983e-06
Position 1382: 4.84773817875293e-06
Position 1188: 4.0131868157519485e-06
Position 775: 3.7365390880104507e-06
Position 431: 2.7782188600096123e-06
Position 790: 2.5370766428776274e-06
Position 562: 2.2280281584970973e-06
Position 250: 2.0108896234161886e-06
Position 769: 1.8697204137445889e-06
Position 360: 1.457288565773884e-06
Position 263: 1.3373861934179484e-06
Position 853: 1.2382018004456363e-06
Position 373: 1.2240324013149783e-06
Position 1235: 1.1530395972800496e-06
Position 1454: 9.108885927260449e-07
Position 615: 9.03341103372041e-07
Position 401: 4.2367687365609423e-07
Position 1315: 2.3988184882089545e-07
Position 246: 2.0176558590041004e-07
Position 1325: 1.5259556530017356e-07
Position 390: 1.2104010112573278e-07
Position 383: 8.185651406773369e-08
Position 581: 7.987026140565815e-08
Position 144: 5.674707520198182e-08
Position 119: 5.521574162998492e-08
Position 435: 4.427419382886957e-08
Position 629: 1.915042676972761e-08
Position 433: 8.349934849438277e-09
Position 441: 7.623066727179955e-09
Position 147: 6.861449356093747e-10
Position 831: 1.1990328647601012e-10
Position 124: 1.6393138925642935e-11
