Gene = Msantd4
index = 718
Annotated 5SS: [  62 7581]
Annotated 3SS: [6974 8176]
SMsplice 5SS: [  62 5197]
SMsplice 3SS: [5104 6974]
top_k =  1000
Partition function (log Z): -5.896173970671901

Sorted 5' Splice Sites (High to Low Probability):
Position 5197: 0.8613349003011783
Position 62: 0.8060137823502704
Position 7581: 0.40257300875282137
Position 3225: 0.3114614850863088
Position 3220: 0.25812275321786604
Position 156: 0.16428944357921105
Position 6495: 0.15034367028345355
Position 1086: 0.12963050555710498
Position 1416: 0.12709317890892746
Position 903: 0.11311892802804455
Position 1280: 0.10899529292411675
Position 278: 0.08390351131837925
Position 6294: 0.07398299168575978
Position 7323: 0.04377067506012017
Position 7048: 0.037545037447558195
Position 263: 0.026502307572447384
Position 9665: 0.024837602329595376
Position 6867: 0.01752042842739625
Position 130: 0.012284705205381137
Position 3929: 0.010850036713162798
Position 1292: 0.009156827689710052
Position 1727: 0.00865291125986998
Position 2243: 0.0073286447100473304
Position 1805: 0.006935777389846236
Position 9857: 0.006415049933687485
Position 1489: 0.006035280836688455
Position 5186: 0.005480092810542091
Position 3870: 0.004282860384548949
Position 6361: 0.004017158559177735
Position 3413: 0.0035181662719218354
Position 10211: 0.003463659464660225
Position 6481: 0.00319732012483962
Position 7522: 0.002637528911121854
Position 2149: 0.0025095540830335035
Position 466: 0.00242974505865134
Position 6834: 0.0023783935139484154
Position 5134: 0.0022802045187067473
Position 895: 0.002046231243094926
Position 2443: 0.0019377730177586889
Position 9904: 0.0018144886223097293
Position 8519: 0.0015680873406945263
Position 45: 0.0015120722282757032
Position 6316: 0.001508529206534861
Position 5992: 0.001501269241389612
Position 4988: 0.001423970620336078
Position 438: 0.0013797214151522123
Position 3483: 0.0013705487959055716
Position 7000: 0.0013192242384904118
Position 2499: 0.0008210478160096268
Position 8705: 0.0005798288340394277
Position 6455: 0.00045186700183041814
Position 559: 0.0002776090267014424
Position 513: 0.00027043300439350633
Position 1035: 0.00026042345286378594
Position 938: 0.0002168287331253797
Position 1001: 0.00019065049602716788
Position 5107: 0.00019044224181168168
Position 5201: 0.00016770270997814224
Position 485: 0.00015176548978318902
Position 884: 0.00011634057758498131
Position 1076: 8.770419510686807e-05
Position 205: 8.57929068190688e-05
Position 5172: 6.68110204671066e-05
Position 1061: 5.432591906356237e-05
Position 8396: 4.479911263200929e-05
Position 1198: 4.435744383633884e-05
Position 6299: 4.0734622919883894e-05
Position 5827: 3.644912066917804e-05
Position 430: 3.351151585332766e-05
Position 5876: 3.185852722986462e-05
Position 580: 3.102795376223685e-05
Position 907: 2.6747116178573997e-05
Position 471: 2.0851909844295995e-05
Position 323: 1.9049612945181824e-05
Position 968: 1.8383805125584837e-05
Position 1141: 1.765034729984826e-05
Position 976: 1.625780382835751e-05
Position 1009: 1.3418839789370411e-05
Position 147: 1.2341355067012687e-05
Position 1071: 1.0494975259942958e-05
Position 1209: 7.80267691611187e-06
Position 898: 7.385539603726773e-06
Position 134: 6.205866224177461e-06
Position 55: 5.9570518700318495e-06
Position 570: 2.86083301427206e-06
Position 536: 2.744524295305305e-06
Position 399: 2.4919608028944337e-06
Position 1032: 2.484329689142264e-06
Position 68: 2.4275838017643543e-06
Position 66: 1.9098405805867386e-06
