Gene = Lamtor4
index = 621
Annotated 5SS: [ 322  852 3291]
Annotated 3SS: [ 770 3172 3557]
SMsplice 5SS: [ 322  852 3291]
SMsplice 3SS: [ 770 3172 3557]
top_k =  1000
Partition function (log Z): -1.4856030474132014

Sorted 5' Splice Sites (High to Low Probability):
Position 322: 0.9914262005872612
Position 852: 0.9603646546142341
Position 3291: 0.42704042292132777
Position 2058: 0.08978971619017818
Position 1682: 0.07887525258347086
Position 2060: 0.05479071087507889
Position 2164: 0.05141632062737394
Position 3046: 0.0447439670966382
Position 3021: 0.032652672977180094
Position 2293: 0.02341226915473444
Position 838: 0.020922963272368113
Position 3028: 0.020564906295302058
Position 2334: 0.01157802406520057
Position 1425: 0.010656030508745617
Position 886: 0.010325372443673462
Position 2664: 0.009214254535036194
Position 1887: 0.009204377360058134
Position 1494: 0.008105722340395667
Position 344: 0.007488567602517317
Position 3025: 0.005540195946277121
Position 3067: 0.0053211083920914745
Position 61: 0.0036677270359471033
Position 2248: 0.002954552006150833
Position 504: 0.002286131261329309
Position 1499: 0.002103501040274358
Position 2577: 0.002011299062672253
Position 3018: 0.0018757228724398229
Position 3308: 0.0013652620297385152
Position 1002: 0.0013446268963315925
Position 3101: 0.0012616279121090118
Position 1401: 0.0011859329948857114
Position 522: 0.0011671976340271782
Position 3227: 0.0009734816404842674
Position 2095: 0.0008266640559698396
Position 2169: 0.0007247838210013101
Position 644: 0.0007144408855487578
Position 2607: 0.0005964260268023559
Position 2107: 0.0005786307229395989
Position 3086: 0.0004010395202919116
Position 1834: 0.00038033862291378786
Position 525: 0.0003210007984688307
Position 1063: 0.0002529329459757916
Position 2069: 0.0002156209282445653
Position 1054: 0.00021001780468450808
Position 506: 0.00020772286974449103
Position 2353: 0.0002073670908347903
Position 2500: 0.00020639807995442394
Position 856: 0.0001962273047431289
Position 2831: 0.00018993638633112793
Position 1174: 0.00018164923844499604
Position 149: 0.00016601899666584567
Position 652: 0.0001448563186078637
Position 185: 0.00013254118351751256
Position 176: 0.00011554192870729677
Position 2210: 0.00010546709626045162
Position 658: 9.360619476095623e-05
Position 243: 8.535959507603339e-05
Position 890: 8.111406431819433e-05
Position 359: 7.770524351805139e-05
Position 1591: 7.542475767191227e-05
Position 151: 7.353423435955015e-05
Position 874: 6.975728043789992e-05
Position 888: 6.800050950166209e-05
Position 892: 6.234152890299955e-05
Position 3710: 5.13754333728882e-05
Position 2724: 5.102444864929464e-05
Position 2199: 4.4689360728567424e-05
Position 586: 4.324950936474224e-05
Position 1165: 3.436616184322912e-05
Position 326: 3.249114872756521e-05
Position 564: 3.208066747167286e-05
Position 3316: 3.107168476390909e-05
Position 1741: 3.0253474270886632e-05
Position 894: 3.0075614005542423e-05
Position 879: 2.7737749115542285e-05
Position 1828: 2.7358319421670335e-05
Position 896: 2.362709883289604e-05
Position 346: 2.2790055140686437e-05
Position 235: 2.1904463253300838e-05
Position 825: 2.1386195898308414e-05
Position 628: 2.0580902306285647e-05
Position 673: 2.020850151453186e-05
Position 898: 1.8218225201646293e-05
Position 675: 1.7233138664757285e-05
Position 328: 1.5890126868718193e-05
Position 366: 1.3951963671926946e-05
Position 1504: 1.3528801362624538e-05
Position 3718: 1.3528319487775621e-05
Position 67: 1.3066138592526417e-05
Position 3633: 1.2550948240809935e-05
Position 1617: 1.13690457971942e-05
Position 900: 1.0832536649859668e-05
Position 173: 1.0725953187117845e-05
Position 1509: 9.302120758626738e-06
Position 1031: 9.275490526196732e-06
Position 1178: 8.7337053569269e-06
Position 372: 6.764688607077024e-06
Position 387: 6.752999232850718e-06
Position 1238: 6.335329649875306e-06
Position 1279: 5.975376511071894e-06
Position 1291: 5.391623514918874e-06
Position 1903: 4.612331427715182e-06
Position 1295: 4.556667280930569e-06
Position 2805: 4.479266546759618e-06
Position 612: 3.793052873400112e-06
Position 1071: 3.582297137104063e-06
Position 843: 3.5004713425868242e-06
Position 859: 3.342497420822926e-06
Position 55: 2.8851754737955056e-06
Position 1889: 2.8491023258500804e-06
Position 1749: 2.7335072759308053e-06
Position 1875: 2.7245991121256123e-06
Position 1790: 2.2811680879711494e-06
Position 1625: 2.2082401017010205e-06
Position 1405: 1.9837367114404944e-06
Position 1891: 1.8070920086547218e-06
Position 912: 1.5563209204502286e-06
Position 65: 1.4721342834389052e-06
Position 1917: 1.0168579077344833e-06
Position 727: 7.659302190764584e-07
Position 1640: 6.824823632516793e-07
Position 425: 5.49558446277838e-07
Position 415: 5.079212159358334e-07
Position 1384: 3.9463221769459463e-07
Position 1633: 3.389201791915601e-07
Position 904: 1.0777254044149711e-07
Position 958: 5.507120091424318e-08
Position 902: 4.906327804205217e-08
Position 983: 4.311493368233779e-08
Position 1013: 3.0873067417783125e-08
Position 1016: 1.3549098379255967e-08
Position 980: 9.014854012582737e-09
Position 1185: 4.044703900657843e-09
Position 1145: 3.807320218027661e-09
Position 1084: 2.5868350037591717e-09
Position 1342: 1.727948261992727e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 770: 0.9904524568273316
Position 3557: 0.7601293843590118
Position 3172: 0.43261863868251277
Position 1967: 0.25609776436591397
Position 2925: 0.17472111854345493
Position 1333: 0.04365861083067788
Position 1482: 0.031180112519702166
Position 1589: 0.023456113499940784
Position 1992: 0.02035314667859325
Position 3390: 0.015401712834683374
Position 2199: 0.0131238544088255
Position 1773: 0.012089300159447742
Position 2575: 0.011890847761214518
Position 2970: 0.010276295434802525
Position 1971: 0.008141688039331607
Position 2043: 0.00809586819441873
Position 3420: 0.00668120042382729
Position 425: 0.006277881468519227
Position 2627: 0.005810079803644998
Position 1535: 0.005281537525343676
Position 1356: 0.00481418311911835
Position 2213: 0.004699995136856325
Position 2057: 0.003912208587752258
Position 789: 0.0035107924250958587
Position 2112: 0.003023828707500008
Position 2407: 0.0029893605897858633
Position 958: 0.0028216178067135673
Position 217: 0.0027343488653177204
Position 1560: 0.0023320129093863406
Position 3326: 0.002055174049777864
Position 1666: 0.0019710918683235896
Position 3190: 0.0019591806738096934
Position 3907: 0.0017525659717340491
Position 3596: 0.0017346989203949517
Position 1555: 0.0016606799001726781
Position 2235: 0.001588864036411641
Position 2539: 0.0015657464941737026
Position 3206: 0.0015256054943834964
Position 1002: 0.001522493987765584
Position 2145: 0.0015070578237528609
Position 2375: 0.0013927607200663603
Position 2210: 0.0012493954963639982
Position 2264: 0.0009542333417986095
Position 3601: 0.0009285793296774159
Position 2423: 0.0009117087011040118
Position 1498: 0.000766036352692583
Position 1920: 0.0006934703741666162
Position 1519: 0.0006187444167472185
Position 3250: 0.0005859508006246289
Position 1529: 0.0005737099148502837
Position 1625: 0.0005243281303809674
Position 3614: 0.00043795160709112835
Position 3203: 0.00043625164400200577
Position 2163: 0.00042197368529568946
Position 2225: 0.0003966042691245627
Position 1531: 0.0003914384078366574
Position 222: 0.00038725272224150097
Position 1580: 0.00037228927743860604
Position 930: 0.0003525127687760962
Position 2430: 0.0003475970312653848
Position 3342: 0.00034428082241560294
Position 2478: 0.0002869294108927372
Position 2011: 0.0002787750288443358
Position 3755: 0.0002677048949936665
Position 3024: 0.00025169847795671036
Position 1747: 0.00020356928268184133
Position 3798: 0.0001977030048244114
Position 3231: 0.00018457329419521425
Position 3041: 0.00017958337953170585
Position 3430: 0.00017287539492344555
Position 715: 0.00017261570686060907
Position 1875: 0.00015974461682826524
Position 3893: 0.00015732105302440798
Position 1712: 0.00015314275987243209
Position 1668: 0.00013476472504362247
Position 269: 0.0001273954083267065
Position 3603: 0.00011566031182431011
Position 2095: 0.00011413009551444282
Position 1672: 0.00010813817300655896
Position 1424: 0.00010020421368963029
Position 1412: 9.929252957207476e-05
Position 1141: 9.531406010162328e-05
Position 2634: 9.514670806622077e-05
Position 628: 9.434908484818713e-05
Position 2418: 8.863814135456411e-05
Position 1053: 8.844644247466384e-05
Position 291: 8.725367247745098e-05
Position 173: 8.714665880324982e-05
Position 2443: 8.587143412476686e-05
Position 2831: 8.522626749539498e-05
Position 235: 8.149238812807521e-05
Position 2983: 7.83763021292893e-05
Position 2359: 7.523488284182832e-05
Position 1784: 7.364864597762642e-05
Position 2152: 7.129198354303223e-05
Position 2957: 7.072859952119462e-05
Position 1575: 6.983072725869265e-05
Position 3619: 6.318213984882228e-05
Position 2541: 5.478057326072022e-05
Position 2888: 5.172753403572356e-05
Position 1573: 5.165968181842417e-05
Position 262: 4.7276908029314384e-05
Position 514: 4.322751935393404e-05
Position 722: 3.996230467905486e-05
Position 160: 3.604918416244723e-05
Position 1598: 3.510043954257932e-05
Position 185: 2.685103440975495e-05
Position 1617: 2.5078007495505704e-05
Position 2494: 2.463269249934364e-05
Position 444: 2.3913177528274358e-05
