Gene = Rps3a1
index = 933
Annotated 5SS: [ 195 1005 1464 3663 4220]
Annotated 3SS: [ 900 1275 3453 4109 4591]
SMsplice 5SS: [ 195 1005 1464 3663 4266]
SMsplice 3SS: [ 900 1275 3453 4109 4591]
top_k =  1000
Partition function (log Z): 0.2033166266702553

Sorted 5' Splice Sites (High to Low Probability):
Position 1005: 0.9189462285125711
Position 195: 0.893825976736645
Position 3663: 0.6674023839479243
Position 1464: 0.6660162122828603
Position 4266: 0.4821059786301584
Position 4220: 0.4248644146342782
Position 3625: 0.1731893714003799
Position 1485: 0.08440996185893862
Position 1231: 0.08070938725341158
Position 167: 0.03256551517557079
Position 1414: 0.03231957283533533
Position 331: 0.031215851513055833
Position 805: 0.017271186451181413
Position 1986: 0.015210857974235126
Position 1704: 0.011866622142344537
Position 1534: 0.011437079576564087
Position 619: 0.011105755345951018
Position 280: 0.010715180573894159
Position 3928: 0.008233921308143351
Position 3667: 0.008221236514136908
Position 1212: 0.00583151143603865
Position 215: 0.005610730612645829
Position 756: 0.005201980041096069
Position 815: 0.004975617691921549
Position 2335: 0.004906746653762861
Position 4500: 0.003711781709451068
Position 3649: 0.0034891788435685023
Position 628: 0.003246328402633784
Position 2257: 0.00307444328633603
Position 193: 0.002697848793899232
Position 245: 0.002632002230451342
Position 928: 0.0025234243506829226
Position 3262: 0.0023986527957839112
Position 3436: 0.0022805483851200243
Position 791: 0.0022413246763951012
Position 261: 0.0017286848204838454
Position 1009: 0.0016257554115410113
Position 124: 0.0016136978471108184
Position 487: 0.0015056487034571715
Position 139: 0.0013041102118959624
Position 2493: 0.0012957410957762196
Position 4514: 0.0011442168931621306
Position 1530: 0.0009954493810586799
Position 765: 0.0007526809254211134
Position 1522: 0.0007371712188640391
Position 3652: 0.0007113807533195177
Position 4308: 0.0006699187807831446
Position 4189: 0.0006625063094089422
Position 841: 0.0006058033616692859
Position 1503: 0.0005473956753541573
Position 760: 0.0004511660030800183
Position 844: 0.00044498707412124954
Position 199: 0.0004408700980266988
Position 881: 0.00041986747244227983
Position 4252: 0.00040733494653415485
Position 770: 0.00035286885252777363
Position 639: 0.00030810848112505215
Position 1014: 0.00028584783758329145
Position 4520: 0.0002736183658531023
Position 4212: 0.0002704462772706299
Position 3580: 0.00024222763672168362
Position 241: 0.00021529942382507325
Position 833: 0.00021184308579322436
Position 458: 0.00021041617656533253
Position 1257: 0.0002067016755353095
Position 1203: 0.00019925339019665766
Position 2064: 0.00016427364155076376
Position 509: 0.0001511250128389936
Position 3849: 0.00014279195462547483
Position 1114: 0.00014105574000389706
Position 4224: 0.00013947526100297804
Position 1223: 0.00013679438551738674
Position 253: 0.00013283465739450154
Position 1050: 0.00013264794734160618
Position 4289: 0.00012379328304445845
Position 586: 0.00011693328396393296
Position 3495: 0.00011033011480217391
Position 1072: 0.00010518129828405538
Position 2542: 9.503600820157302e-05
Position 52: 8.00366413554559e-05
Position 1102: 7.630529415360066e-05
Position 79: 7.506088868056217e-05
Position 96: 6.978735526364324e-05
Position 1235: 6.344483191727103e-05
Position 4060: 6.291146754923968e-05
Position 308: 5.977175891153959e-05
Position 422: 5.7861636347002375e-05
Position 4270: 5.4238467739087376e-05
Position 595: 5.240746009425019e-05
Position 4314: 5.117652370002345e-05
Position 736: 4.805572292172028e-05
Position 3931: 4.7838054661233925e-05
Position 3920: 4.6838090614931724e-05
Position 385: 4.479787205462307e-05
Position 371: 4.2690851985868255e-05
Position 369: 4.071569601353523e-05
Position 225: 3.7074097063021985e-05
