Gene = GABA-B-R3
index = 1174
Annotated 5SS: [ 456 3786 4686 5352 6136 7086 7485 7994 9178 9605]
Annotated 3SS: [2785 4541 5075 5883 6722 7182 7854 8901 9285 9733]
SMsplice 5SS: [ 760 4686 5352 6136 7086 7485 7994 9178 9605]
SMsplice 3SS: [4541 5225 5883 6722 7182 7854 8378 9285 9733]
top_k =  100
Partition function (log Z): 12.250197353650726

Sorted 5' Splice Sites (High to Low Probability):
Position 7086: 0.9988199131040746
Position 9178: 0.9977300347457143
Position 4686: 0.9961142539836948
Position 6136: 0.9941876049604932
Position 7994: 0.9871661880573843
Position 9605: 0.9434771449112929
Position 5352: 0.9274126567175586
Position 7485: 0.9191189961405156
Position 3786: 0.54116768268829
Position 760: 0.37516760697360846
Position 9361: 0.3004754424212502
Position 247: 0.1776250615132077
Position 10714: 0.11386010130804683
Position 11151: 0.060606248836055435
Position 11774: 0.04743166323026295
Position 1544: 0.04716041078848402
Position 9622: 0.04392002829691076
Position 10481: 0.036893578763927924
Position 7342: 0.03675970565097624
Position 9997: 0.03392137937747213
Position 859: 0.027197612243535403
Position 8277: 0.024510783397052687
Position 982: 0.023718380864483447
Position 7497: 0.022162707436352753
Position 6643: 0.01878462719912191
Position 5618: 0.014808834314052919
Position 1511: 0.00873402912167033
Position 822: 0.008684653217545364
Position 703: 0.008539211087154648
Position 8164: 0.00852952256046251
Position 568: 0.0066718344480740585
Position 699: 0.006606464794281256
Position 764: 0.005398361177004495
Position 9394: 0.004630395790465011
Position 7704: 0.004304859083437772
Position 682: 0.004039926405925268
Position 7179: 0.0034637722549012103
Position 8113: 0.0033235345084536324
Position 7742: 0.002300747878600943
Position 979: 0.001459932362349299
Position 665: 0.0011462422435247607
Position 904: 0.001126557409907951
Position 975: 0.0009346535592620228
Position 243: 0.00043955705658476344
Position 686: 0.0003590486824389024
Position 671: 0.00035160306962825696
Position 9365: 0.00021431840167873624
Position 9358: 0.00016621892074550717
Position 9367: 0.00015649746651127396
Position 9609: 8.063789381407038e-06
Position 7082: 7.798635300162096e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 7854: 0.9720806491598128
Position 4541: 0.9443107745337149
Position 9285: 0.9344111300397477
Position 5883: 0.8596029166662263
Position 9733: 0.584566997562126
Position 7182: 0.4823620376542544
Position 6722: 0.4663046934986542
Position 5225: 0.43622864656572224
Position 8378: 0.34852477774296853
Position 9423: 0.28932215475515366
Position 9681: 0.2685258957212483
Position 7139: 0.24304902147389046
Position 8999: 0.24055962851548357
Position 6470: 0.2120931896293209
Position 5075: 0.18885023241415888
Position 11628: 0.17474934606196316
Position 1832: 0.16396335278960728
Position 5137: 0.16025964278741434
Position 8901: 0.14442453170097735
Position 9761: 0.11300178797311358
Position 7199: 0.11290208782191163
Position 7153: 0.10486610813393668
Position 6746: 0.0919259120199774
Position 8079: 0.08058422929342804
Position 10763: 0.07599281770018124
Position 8332: 0.07172041959646763
Position 6388: 0.0713385396618169
Position 1040: 0.06873727667770002
Position 4796: 0.06641242193107351
Position 5744: 0.053261374090572564
Position 6614: 0.05148985919303033
Position 6510: 0.048678381526896526
Position 11821: 0.04743166323026295
Position 9251: 0.04504078811598581
Position 4873: 0.03865297153300301
Position 8849: 0.03829926874273434
Position 7242: 0.03803128090513312
Position 3885: 0.03638614437085551
Position 6211: 0.031027105351806698
Position 8606: 0.030833098718559597
Position 5027: 0.026295685207071054
Position 5912: 0.01989767404077382
Position 9306: 0.01800077444517981
Position 5700: 0.01792398260956278
Position 3844: 0.01777670061034803
Position 8409: 0.017658380271141635
Position 8153: 0.01712330612473138
Position 5535: 0.015886575162643822
Position 5716: 0.015434803723872742
Position 1608: 0.0153545807247348
Position 5741: 0.015289259760884018
Position 4930: 0.014882247625005824
Position 11199: 0.014553785529171286
Position 8159: 0.014497483657556697
Position 8445: 0.01414820250311323
Position 9446: 0.01374633831888891
Position 7581: 0.010741344048357339
Position 6246: 0.007783973696650102
Position 6591: 0.007599407045564699
Position 6808: 0.007415608588903339
Position 7746: 0.006531587439709189
Position 7872: 0.006180114024081805
Position 6258: 0.005469246885392714
Position 5829: 0.003984826304303251
Position 5886: 0.003959819126690998
Position 7723: 0.0038879494927114198
Position 6390: 0.0037304550502407583
Position 10228: 0.0035742537241102807
Position 7424: 0.0033154844252929164
Position 7802: 0.002662173399459773
Position 6313: 0.002349430077302917
Position 6182: 0.0022810525910790147
Position 8725: 0.0022410332073256045
Position 9660: 0.0018060861928650643
Position 6337: 0.0016419267108556024
Position 9236: 0.0009917841183204686
Position 6241: 0.0009762066511942941
Position 7207: 0.0008195447828885442
Position 7699: 0.0006760704519527515
Position 8253: 0.0006457031945834207
Position 6317: 0.0006292455252473545
Position 6217: 0.0005792928669789641
Position 9461: 4.5478025682526344e-05
Position 7164: 4.41802579395353e-06
